date;federal_district;region;city;category;subcategory;product_name;brand;price_segment;manager_id;customer_id;customer_segment;customer_type;sales_amount;quantity;unit_price;discount_amount;profit_margin_pct
2024-07-24;Северо-Кавказский ФО;Ставропольский край;Пятигорск;Электроника;Ноутбуки;Lenovo Ноутбуки Model 19;Lenovo;Premium;MGR_001;CUST_00188;Mass;B2B;55811,15;1;57615,24;1804,09;23,9
2024-07-25;Северо-Кавказский ФО;Ставропольский край;Пятигорск;Книги и канцелярия;Канцтовары;Альпина Канцтовары Model 20;Альпина;Budget;MGR_001;CUST_00188;Premium;B2C;332,6;1;391,03;58,43;37,3
2024-07-01;Южный ФО;Краснодарский край;Краснодар;Электроника;Планшеты;Xiaomi Планшеты Model 21;Xiaomi;Premium;MGR_006;CUST_00188;Mass;B2C;240155,73;2;135262,34;30368,95;18,5
2024-07-19;Приволжский ФО;Татарстан;Казань;Одежда;Мужская одежда;Nike Мужская одежда Model 22;Nike;Budget;MGR_003;CUST_00188;Premium;B2B;13769,63;5;3308,78;2774,27;51,4
2024-07-23;Южный ФО;Краснодарский край;Сочи;Электроника;Ноутбуки;Xiaomi Ноутбуки Model 23;Xiaomi;Medium;MGR_006;CUST_00189;Premium;B2B;42969,83;1;48028,43;5058,6;24,4
2024-07-21;Сибирский ФО;Красноярский край;Норильск;Спорт и отдых;Велосипеды;Спортмастер Велосипеды Model 24;Спортмастер;Premium;MGR_001;CUST_00189;Mass;B2B;264537,98;4;70415,4;17123,62;31,9
2024-07-10;Приволжский ФО;Самарская область;Тольятти;Товары для дома;Посуда;IKEA Посуда Model 25;IKEA;Budget;MGR_001;CUST_00189;Premium;B2B;9772,99;1;10028,41;255,42;42,0
2024-07-05;Уральский ФО;Свердловская область;Екатеринбург;Электроника;Смартфоны;ASUS Смартфоны Model 26;ASUS;Premium;MGR_004;CUST_00189;Mass;B2B;101871,4;1;125768,51;23897,11;10,0
2024-07-07;Уральский ФО;Челябинская область;Магнитогорск;Электроника;Планшеты;ASUS Планшеты Model 27;ASUS;Premium;MGR_001;CUST_00189;Mass;B2B;573935,24;5;128903,39;70581,71;16,9
2024-07-31;Северо-Западный ФО;Ленинградская область;Выборг;Книги и канцелярия;Канцтовары;АСТ Канцтовары Model 28;АСТ;Budget;MGR_001;CUST_00189;Mass;B2B;2758,62;1;2823,09;64,47;38,2
2024-07-03;Северо-Кавказский ФО;Ставропольский край;Ставрополь;Одежда;Женская одежда;Adidas Женская одежда Model 29;Adidas;Medium;MGR_001;CUST_00189;Mass;B2C;14478,77;1;15187,22;708,45;42,4
2024-07-02;Северо-Кавказский ФО;Ставропольский край;Пятигорск;Спорт и отдых;Туризм;Спортмастер Туризм Model 30;Спортмастер;Medium;MGR_001;CUST_00189;Mass;B2B;16138,09;1;16371,39;233,3;34,3
2024-07-08;Дальневосточный ФО;Приморский край;Находка;Книги и канцелярия;Художественная литература;Эксмо Художественная литература Model 31;Эксмо;Budget;MGR_001;CUST_00189;VIP;B2C;8430,3;2;4233,67;37,04;21,1
2024-07-23;Южный ФО;Ростовская область;Таганрог;Книги и канцелярия;Художественная литература;АСТ Художественная литература Model 32;АСТ;Budget;MGR_001;CUST_00189;Premium;B2B;9380,26;4;2949,3;2416,94;22,0
2024-07-15;Приволжский ФО;Татарстан;Набережные Челны;Товары для дома;Мебель;IKEA Мебель Model 33;IKEA;Medium;MGR_001;CUST_00190;Premium;B2B;15151,29;1;17805,91;2654,62;22,4
2024-07-18;Уральский ФО;Свердловская область;Екатеринбург;Одежда;Детская одежда;Uniqlo Детская одежда Model 34;Uniqlo;Budget;MGR_004;CUST_00190;Mass;B2B;6938,62;4;2125,3;1562,58;47,0
2024-07-25;Уральский ФО;Свердловская область;Екатеринбург;Одежда;Мужская одежда;Uniqlo Мужская одежда Model 35;Uniqlo;Medium;MGR_004;CUST_00190;Premium;B2B;61695,27;5;15147,77;14043,58;47,9
2024-07-01;Южный ФО;Ростовская область;Таганрог;Книги и канцелярия;Художественная литература;АСТ Художественная литература Model 36;АСТ;Budget;MGR_001;CUST_00190;Mass;B2B;1083,52;1;1188,23;104,71;20,5
2024-07-09;Сибирский ФО;Красноярский край;Норильск;Электроника;Планшеты;Apple Планшеты Model 37;Apple;Medium;MGR_001;CUST_00190;Mass;B2B;81094,26;3;32530,7;16497,84;22,8
2024-07-15;Сибирский ФО;Новосибирская область;Бердск;Книги и канцелярия;Учебная литература;Альпина Учебная литература Model 38;Альпина;Budget;MGR_005;CUST_00190;Mass;B2C;12191,36;3;4821,12;2272,0;19,9
2024-07-06;Приволжский ФО;Самарская область;Тольятти;Одежда;Мужская одежда;Nike Мужская одежда Model 39;Nike;Budget;MGR_001;CUST_00190;Mass;B2B;12693,71;4;3982,78;3237,41;45,5
2024-07-27;Дальневосточный ФО;Приморский край;Владивосток;Электроника;Смартфоны;Xiaomi Смартфоны Model 40;Xiaomi;Premium;MGR_001;CUST_00190;VIP;B2B;237693,4;3;98468,48;57712,04;19,7
2024-07-18;Приволжский ФО;Нижегородская область;Нижний Новгород;Книги и канцелярия;Учебная литература;Эксмо Учебная литература Model 41;Эксмо;Budget;MGR_001;CUST_00190;Premium;B2C;4146,3;1;4205,4;59,1;38,3
2024-07-10;Центральный ФО;Московская область;Подольск;Спорт и отдых;Велосипеды;Trek Велосипеды Model 42;Trek;Premium;MGR_001;CUST_00190;Mass;B2C;253904,02;4;68366,52;19562,06;33,9
2024-07-24;Северо-Западный ФО;Ленинградская область;Выборг;Товары для дома;Посуда;Леруа Мерлен Посуда Model 43;Леруа Мерлен;Medium;MGR_001;CUST_00191;Premium;B2B;12206,92;1;16051,02;3844,1;13,7
2024-07-30;Приволжский ФО;Татарстан;Набережные Челны;Товары для дома;Текстиль;OBI Текстиль Model 44;OBI;Medium;MGR_001;CUST_00191;Premium;B2B;27984,28;1;29199,75;1215,47;36,6
2024-07-21;Южный ФО;Ростовская область;Ростов-на-Дону;Одежда;Мужская одежда;Zara Мужская одежда Model 45;Zara;Budget;MGR_001;CUST_00191;Premium;B2B;10603,83;2;5633,42;663,01;48,1
2024-07-13;Сибирский ФО;Красноярский край;Норильск;Книги и канцелярия;Учебная литература;АСТ Учебная литература Model 46;АСТ;Budget;MGR_001;CUST_00191;Mass;B2B;17392,81;4;4591,21;972,03;22,0
2024-07-19;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Одежда;Мужская одежда;Nike Мужская одежда Model 47;Nike;Medium;MGR_002;CUST_00191;Mass;B2B;84579,85;5;19335,96;12099,95;54,5
2024-07-08;Уральский ФО;Челябинская область;Челябинск;Красота и здоровье;Косметика;Dior Косметика Model 48;Dior;Budget;MGR_001;CUST_00191;Premium;B2B;18070,16;4;5387,53;3479,96;21,0
2024-07-26;Северо-Кавказский ФО;Ставропольский край;Пятигорск;Электроника;Планшеты;Lenovo Планшеты Model 49;Lenovo;Medium;MGR_001;CUST_00191;Premium;B2B;59968,01;2;36162,66;12357,31;18,8
2024-07-24;Северо-Западный ФО;Ленинградская область;Гатчина;Одежда;Мужская одежда;Adidas Мужская одежда Model 50;Adidas;Medium;MGR_001;CUST_00191;VIP;B2C;71000,22;4;19238,45;5953,58;46,6
2024-07-08;Дальневосточный ФО;Приморский край;Владивосток;Электроника;Ноутбуки;Xiaomi Ноутбуки Model 1;Xiaomi;Premium;MGR_001;CUST_00191;Mass;B2B;52581,4;1;69738,68;17157,28;12,0
2024-07-22;Приволжский ФО;Самарская область;Тольятти;Одежда;Мужская одежда;Nike Мужская одежда Model 2;Nike;Budget;MGR_001;CUST_00191;Premium;B2B;23043,47;3;8428,21;2241,16;48,6
2024-07-10;Приволжский ФО;Нижегородская область;Нижний Новгород;Товары для дома;Текстиль;OBI Текстиль Model 3;OBI;Budget;MGR_001;CUST_00192;Mass;B2C;20035,16;2;12989,98;5944,8;19,8
2024-07-09;Дальневосточный ФО;Приморский край;Владивосток;Электроника;Ноутбуки;Lenovo Ноутбуки Model 4;Lenovo;Premium;MGR_001;CUST_00192;Premium;B2B;397255,94;3;135935,12;10549,42;24,1
2024-07-20;Уральский ФО;Свердловская область;Нижний Тагил;Спорт и отдых;Туризм;Giant Туризм Model 5;Giant;Premium;MGR_001;CUST_00192;Mass;B2B;209027,87;3;72744,87;9206,74;42,9
2024-07-06;Уральский ФО;Челябинская область;Челябинск;Товары для дома;Мебель;Леруа Мерлен Мебель Model 6;Леруа Мерлен;Medium;MGR_001;CUST_00192;Mass;B2C;69997,28;4;22917,73;21673,64;29,8
2024-07-30;Уральский ФО;Свердловская область;Екатеринбург;Спорт и отдых;Спортивное оборудование;Trek Спортивное оборудование Model 7;Trek;Medium;MGR_004;CUST_00192;Mass;B2C;24322,23;1;25523,78;1201,55;26,2
2024-07-01;Уральский ФО;Свердловская область;Екатеринбург;Книги и канцелярия;Канцтовары;Эксмо Канцтовары Model 8;Эксмо;Budget;MGR_004;CUST_00192;VIP;B2C;623,23;1;646,48;23,25;21,5
2024-07-07;Центральный ФО;Москва;Москва;Товары для дома;Текстиль;OBI Текстиль Model 9;OBI;Medium;MGR_001;CUST_00192;Mass;B2B;34344,53;2;21435,71;8526,89;17,6
2024-07-21;Сибирский ФО;Новосибирская область;Бердск;Красота и здоровье;Косметика;L'Oreal Косметика Model 10;L'Oreal;Budget;MGR_005;CUST_00192;Mass;B2B;8092,89;2;4822,12;1551,35;20,1
2024-07-21;Уральский ФО;Свердловская область;Екатеринбург;Одежда;Детская одежда;Nike Детская одежда Model 11;Nike;Budget;MGR_004;CUST_00192;Mass;B2C;3635,59;1;3793,84;158,25;57,2
2024-07-09;Северо-Кавказский ФО;Ставропольский край;Ставрополь;Красота и здоровье;Косметика;Nivea Косметика Model 12;Nivea;Medium;MGR_001;CUST_00192;Mass;B2C;105021,35;4;28805,05;10198,85;33,7
2024-07-12;Приволжский ФО;Самарская область;Самара;Красота и здоровье;Парфюмерия;Solgar Парфюмерия Model 13;Solgar;Medium;MGR_001;CUST_00193;Mass;B2B;15736,7;1;18943,47;3206,77;32,0
2024-07-13;Приволжский ФО;Татарстан;Казань;Книги и канцелярия;Художественная литература;Pilot Художественная литература Model 14;Pilot;Budget;MGR_003;CUST_00193;Mass;B2B;3003,85;1;3217,92;214,07;19,0
2024-07-10;Южный ФО;Краснодарский край;Краснодар;Спорт и отдых;Спортивное оборудование;Giant Спортивное оборудование Model 15;Giant;Medium;MGR_006;CUST_00193;VIP;B2B;116694,84;4;37534,21;33442,0;27,6
2024-07-08;Уральский ФО;Челябинская область;Магнитогорск;Красота и здоровье;Парфюмерия;Chanel Парфюмерия Model 16;Chanel;Medium;MGR_001;CUST_00193;Mass;B2B;87796,34;4;29183,97;28939,54;16,7
2024-07-20;Сибирский ФО;Новосибирская область;Новосибирск;Товары для дома;Текстиль;Hoff Текстиль Model 17;Hoff;Medium;MGR_005;CUST_00193;Mass;B2C;28886,25;1;34742,99;5856,74;39,4
2024-07-06;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Электроника;Ноутбуки;Apple Ноутбуки Model 18;Apple;Premium;MGR_002;CUST_00193;Mass;B2B;122639,36;1;148056,1;25416,74;13,5
2024-07-26;Северо-Западный ФО;Ленинградская область;Выборг;Книги и канцелярия;Учебная литература;Эксмо Учебная литература Model 19;Эксмо;Budget;MGR_001;CUST_00193;Premium;B2B;3925,16;1;4033,07;107,91;38,7
2024-07-19;Приволжский ФО;Самарская область;Самара;Красота и здоровье;Косметика;Solgar Косметика Model 20;Solgar;Medium;MGR_001;CUST_00193;Mass;B2B;86496,79;3;31883,81;9154,64;32,9
2024-07-08;Сибирский ФО;Красноярский край;Норильск;Электроника;Планшеты;Samsung Планшеты Model 21;Samsung;Premium;MGR_001;CUST_00193;Mass;B2B;195217,43;3;73069,27;23990,38;16,4
2024-07-24;Южный ФО;Ростовская область;Ростов-на-Дону;Книги и канцелярия;Канцтовары;АСТ Канцтовары Model 22;АСТ;Budget;MGR_001;CUST_00193;Mass;B2B;11820,9;4;3858,22;3611,98;36,5
2024-07-26;Южный ФО;Ростовская область;Ростов-на-Дону;Книги и канцелярия;Художественная литература;Pilot Художественная литература Model 23;Pilot;Budget;MGR_001;CUST_00194;VIP;B2B;2435,24;3;1038,95;681,61;31,9
2024-07-30;Сибирский ФО;Новосибирская область;Новосибирск;Электроника;Ноутбуки;ASUS Ноутбуки Model 24;ASUS;Medium;MGR_005;CUST_00194;Mass;B2C;96613,15;2;49133,05;1652,95;18,5
2024-07-30;Северо-Кавказский ФО;Ставропольский край;Ставрополь;Книги и канцелярия;Художественная литература;Pilot Художественная литература Model 25;Pilot;Budget;MGR_001;CUST_00194;Mass;B2C;7707,66;2;4578,6;1449,54;33,3
2024-07-07;Дальневосточный ФО;Приморский край;Владивосток;Книги и канцелярия;Канцтовары;Эксмо Канцтовары Model 26;Эксмо;Budget;MGR_001;CUST_00194;VIP;B2C;4705,48;4;1434,33;1031,84;15,3
2024-07-06;Сибирский ФО;Красноярский край;Красноярск;Одежда;Женская одежда;Uniqlo Женская одежда Model 27;Uniqlo;Budget;MGR_001;CUST_00194;Premium;B2B;8703,02;1;10320,05;1617,03;38,2
2024-07-07;Южный ФО;Краснодарский край;Краснодар;Одежда;Детская одежда;Uniqlo Детская одежда Model 28;Uniqlo;Medium;MGR_006;CUST_00194;Premium;B2C;19616,03;1;20840,58;1224,55;51,3
2024-07-12;Южный ФО;Ростовская область;Ростов-на-Дону;Книги и канцелярия;Канцтовары;Альпина Канцтовары Model 29;Альпина;Budget;MGR_001;CUST_00194;Premium;B2C;5475,99;3;2144,95;958,86;18,2
2024-07-13;Дальневосточный ФО;Приморский край;Находка;Электроника;Планшеты;Apple Планшеты Model 30;Apple;Medium;MGR_001;CUST_00194;Premium;B2B;26706,35;2;17283,23;7860,11;12,2
2024-07-01;Северо-Западный ФО;Новгородская область;Великий Новгород;Одежда;Мужская одежда;Uniqlo Мужская одежда Model 31;Uniqlo;Medium;MGR_001;CUST_00194;Premium;B2C;15575,18;1;20762,41;5187,23;36,7
2024-07-15;Северо-Западный ФО;Ленинградская область;Выборг;Книги и канцелярия;Учебная литература;АСТ Учебная литература Model 32;АСТ;Budget;MGR_001;CUST_00194;Mass;B2B;2457,5;2;1472,82;488,14;39,2
2024-07-24;Центральный ФО;Тульская область;Тула;Красота и здоровье;Парфюмерия;Dior Парфюмерия Model 33;Dior;Medium;MGR_001;CUST_00195;VIP;B2B;28045,85;1;32078,76;4032,91;36,1
2024-07-25;Южный ФО;Ростовская область;Ростов-на-Дону;Одежда;Женская одежда;H&M Женская одежда Model 34;H&M;Budget;MGR_001;CUST_00195;Premium;B2B;3543,98;1;4690,03;1146,05;52,0
2024-07-11;Уральский ФО;Свердловская область;Нижний Тагил;Красота и здоровье;Парфюмерия;L'Oreal Парфюмерия Model 35;L'Oreal;Budget;MGR_001;CUST_00195;Premium;B2C;16600,95;3;5981,39;1343,22;20,3
2024-07-15;Приволжский ФО;Самарская область;Тольятти;Одежда;Детская одежда;H&M Детская одежда Model 36;H&M;Budget;MGR_001;CUST_00195;VIP;B2B;12553,67;2;7885,36;3217,05;41,4
2024-07-19;Сибирский ФО;Красноярский край;Красноярск;Книги и канцелярия;Художественная литература;Pilot Художественная литература Model 37;Pilot;Budget;MGR_001;CUST_00195;Mass;B2B;1712,69;3;624,31;160,24;42,0
2024-07-09;Уральский ФО;Челябинская область;Магнитогорск;Товары для дома;Мебель;OBI Мебель Model 38;OBI;Medium;MGR_001;CUST_00195;Premium;B2B;28374,45;1;31669,34;3294,89;21,0
2024-07-04;Сибирский ФО;Красноярский край;Красноярск;Товары для дома;Посуда;OBI Посуда Model 39;OBI;Medium;MGR_001;CUST_00195;Mass;B2B;156782,22;4;49315,75;40480,78;20,9
2024-07-13;Приволжский ФО;Самарская область;Самара;Товары для дома;Посуда;JYSK Посуда Model 40;JYSK;Budget;MGR_001;CUST_00195;Premium;B2B;3912,22;1;3968,4;56,18;22,6
2024-07-29;Центральный ФО;Московская область;Подольск;Электроника;Смартфоны;Samsung Смартфоны Model 41;Samsung;Premium;MGR_001;CUST_00195;VIP;B2B;71716,26;1;93403,76;21687,5;15,5
2024-07-10;Центральный ФО;Москва;Москва;Товары для дома;Текстиль;JYSK Текстиль Model 42;JYSK;Medium;MGR_001;CUST_00195;Mass;B2B;37518,82;1;42225,8;4706,98;34,4
2024-07-28;Центральный ФО;Московская область;Мытищи;Товары для дома;Текстиль;OBI Текстиль Model 43;OBI;Medium;MGR_001;CUST_00196;Premium;B2C;70260,76;2;36727,7;3194,64;27,7
2024-07-27;Северо-Западный ФО;Новгородская область;Великий Новгород;Спорт и отдых;Спортивное оборудование;Decathlon Спортивное оборудование Model 44;Decathlon;Premium;MGR_001;CUST_00196;VIP;B2C;50795,65;1;51709,57;913,92;28,5
2024-07-02;Центральный ФО;Москва;Москва;Красота и здоровье;Парфюмерия;Dior Парфюмерия Model 45;Dior;Medium;MGR_007;CUST_00196;Mass;B2B;42482,86;3;18857,54;14089,76;24,4
2024-07-21;Северо-Кавказский ФО;Ставропольский край;Пятигорск;Спорт и отдых;Туризм;Decathlon Туризм Model 46;Decathlon;Premium;MGR_001;CUST_00196;Premium;B2B;117121,73;2;65652,43;14183,13;36,7
2024-07-18;Приволжский ФО;Нижегородская область;Дзержинск;Книги и канцелярия;Художественная литература;Pilot Художественная литература Model 47;Pilot;Budget;MGR_001;CUST_00196;VIP;B2C;7140,57;3;3057,99;2033,4;23,6
2024-07-17;Дальневосточный ФО;Приморский край;Находка;Красота и здоровье;Косметика;L'Oreal Косметика Model 48;L'Oreal;Medium;MGR_001;CUST_00196;Premium;B2B;17919,34;1;21269,36;3350,02;25,7
2024-07-02;Северо-Кавказский ФО;Ставропольский край;Пятигорск;Товары для дома;Посуда;Hoff Посуда Model 49;Hoff;Budget;MGR_001;CUST_00196;VIP;B2B;14929,34;2;7643,45;357,56;19,7
2024-07-22;Уральский ФО;Челябинская область;Магнитогорск;Товары для дома;Мебель;JYSK Мебель Model 50;JYSK;Medium;MGR_001;CUST_00196;Mass;B2C;164616,4;4;43739,95;10343,4;23,5
2024-07-04;Уральский ФО;Челябинская область;Магнитогорск;Спорт и отдых;Спортивное оборудование;Nordway Спортивное оборудование Model 1;Nordway;Premium;MGR_001;CUST_00196;Premium;B2B;218630,64;4;59410,76;19012,4;30,3
2024-07-04;Центральный ФО;Московская область;Подольск;Одежда;Детская одежда;Zara Детская одежда Model 2;Zara;Budget;MGR_001;CUST_00196;Mass;B2B;8085,57;2;5319,01;2552,45;49,8
2024-07-29;Сибирский ФО;Красноярский край;Норильск;Красота и здоровье;Парфюмерия;Chanel Парфюмерия Model 3;Chanel;Medium;MGR_001;CUST_00197;Premium;B2B;54389,77;2;30273,5;6157,23;36,0
2024-07-28;Северо-Кавказский ФО;Ставропольский край;Пятигорск;Электроника;Ноутбуки;Apple Ноутбуки Model 4;Apple;Medium;MGR_001;CUST_00197;Mass;B2C;171745,53;5;34423,28;370,87;15,2
2024-07-04;Южный ФО;Краснодарский край;Краснодар;Красота и здоровье;Косметика;Dior Косметика Model 5;Dior;Medium;MGR_006;CUST_00197;Mass;B2B;18303,53;1;20655,08;2351,55;29,5
2024-07-30;Дальневосточный ФО;Приморский край;Владивосток;Красота и здоровье;Парфюмерия;Dior Парфюмерия Model 6;Dior;Budget;MGR_001;CUST_00197;Premium;B2B;499,9;1;558,97;59,07;34,8
2024-07-20;Уральский ФО;Челябинская область;Магнитогорск;Книги и канцелярия;Канцтовары;АСТ Канцтовары Model 7;АСТ;Budget;MGR_001;CUST_00197;Premium;B2B;1899,34;1;2324,93;425,59;20,3
2024-07-05;Уральский ФО;Свердловская область;Нижний Тагил;Электроника;Планшеты;Xiaomi Планшеты Model 8;Xiaomi;Premium;MGR_001;CUST_00197;Premium;B2B;212837,83;2;124774,17;36710,51;13,7
2024-07-11;Центральный ФО;Тульская область;Тула;Товары для дома;Посуда;OBI Посуда Model 9;OBI;Budget;MGR_001;CUST_00197;Mass;B2B;10299,39;1;12217,66;1918,27;36,0
2024-07-08;Уральский ФО;Свердловская область;Нижний Тагил;Одежда;Женская одежда;H&M Женская одежда Model 10;H&M;Budget;MGR_001;CUST_00197;Premium;B2C;42158,66;4;11267,25;2910,34;55,4
2024-07-04;Дальневосточный ФО;Приморский край;Находка;Книги и канцелярия;Канцтовары;Pilot Канцтовары Model 11;Pilot;Budget;MGR_001;CUST_00197;Mass;B2C;6060,44;2;3412,49;764,54;28,8
2024-07-02;Уральский ФО;Свердловская область;Нижний Тагил;Книги и канцелярия;Учебная литература;Эксмо Учебная литература Model 12;Эксмо;Budget;MGR_001;CUST_00197;Mass;B2B;995,46;1;1180,43;184,97;24,3
2024-07-28;Северо-Западный ФО;Новгородская область;Великий Новгород;Одежда;Детская одежда;Uniqlo Детская одежда Model 13;Uniqlo;Medium;MGR_001;CUST_00198;VIP;B2B;87635,19;4;24897,66;11955,45;46,1
2024-07-17;Дальневосточный ФО;Приморский край;Владивосток;Товары для дома;Мебель;Леруа Мерлен Мебель Model 14;Леруа Мерлен;Medium;MGR_001;CUST_00198;Mass;B2B;43951,12;2;28509,66;13068,2;33,1
2024-07-06;Уральский ФО;Свердловская область;Нижний Тагил;Одежда;Мужская одежда;H&M Мужская одежда Model 15;H&M;Budget;MGR_001;CUST_00198;Mass;B2C;29781,64;3;12101,56;6523,04;46,3
2024-07-30;Уральский ФО;Свердловская область;Нижний Тагил;Книги и канцелярия;Художественная литература;Эксмо Художественная литература Model 16;Эксмо;Budget;MGR_001;CUST_00198;Premium;B2B;4880,23;2;2563,36;246,49;30,2
2024-07-07;Приволжский ФО;Нижегородская область;Дзержинск;Спорт и отдых;Спортивное оборудование;Trek Спортивное оборудование Model 17;Trek;Medium;MGR_001;CUST_00198;Mass;B2B;32662,33;2;21173,85;9685,37;21,5
2024-07-19;Северо-Западный ФО;Ленинградская область;Гатчина;Одежда;Женская одежда;Adidas Женская одежда Model 18;Adidas;Medium;MGR_001;CUST_00198;Mass;B2C;41392,2;2;23878,2;6364,2;48,6
2024-07-09;Уральский ФО;Свердловская область;Екатеринбург;Красота и здоровье;Косметика;L'Oreal Косметика Model 19;L'Oreal;Medium;MGR_004;CUST_00198;Mass;B2B;18520,94;1;19140,03;619,09;28,4
2024-07-19;Центральный ФО;Тульская область;Тула;Красота и здоровье;Витамины;Chanel Витамины Model 20;Chanel;Budget;MGR_001;CUST_00198;Premium;B2B;3157,85;1;3740,37;582,52;26,5
2024-07-22;Приволжский ФО;Нижегородская область;Нижний Новгород;Красота и здоровье;Парфюмерия;Dior Парфюмерия Model 21;Dior;Medium;MGR_001;CUST_00198;VIP;B2C;25791,59;1;27296,08;1504,49;22,5
2024-07-20;Дальневосточный ФО;Приморский край;Находка;Одежда;Детская одежда;Zara Детская одежда Model 22;Zara;Budget;MGR_001;CUST_00198;Premium;B2B;25468,18;3;11048,81;7678,25;47,3
2024-07-25;Южный ФО;Краснодарский край;Краснодар;Одежда;Мужская одежда;Nike Мужская одежда Model 23;Nike;Budget;MGR_006;CUST_00199;Mass;B2C;19755,27;2;11344,71;2934,15;37,8
2024-07-27;Южный ФО;Ростовская область;Ростов-на-Дону;Красота и здоровье;Витамины;Dior Витамины Model 24;Dior;Medium;MGR_001;CUST_00199;Mass;B2C;114891,54;4;34464,78;22967,58;22,1
2024-07-30;Приволжский ФО;Нижегородская область;Нижний Новгород;Товары для дома;Мебель;Леруа Мерлен Мебель Model 25;Леруа Мерлен;Medium;MGR_001;CUST_00199;Premium;B2B;57380,31;2;29497,52;1614,73;43,3
2024-07-17;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Красота и здоровье;Косметика;L'Oreal Косметика Model 26;L'Oreal;Budget;MGR_002;CUST_00199;Mass;B2C;5333,86;1;6365,04;1031,18;21,3
2024-07-25;Северо-Западный ФО;Новгородская область;Великий Новгород;Книги и канцелярия;Канцтовары;Pilot Канцтовары Model 27;Pilot;Budget;MGR_001;CUST_00199;VIP;B2B;2936,55;1;3644,29;707,74;31,0
2024-07-29;Центральный ФО;Тульская область;Тула;Электроника;Ноутбуки;ASUS Ноутбуки Model 28;ASUS;Premium;MGR_001;CUST_00199;Mass;B2B;152202,87;2;97957,43;43711,99;9,5
2024-07-30;Сибирский ФО;Новосибирская область;Новосибирск;Товары для дома;Мебель;JYSK Мебель Model 29;JYSK;Medium;MGR_005;CUST_00199;Mass;B2B;47497,47;3;16880,28;3143,37;42,8
2024-07-31;Центральный ФО;Тульская область;Новомосковск;Одежда;Мужская одежда;H&M Мужская одежда Model 30;H&M;Budget;MGR_001;CUST_00199;Premium;B2B;8699,96;1;10650,66;1950,7;48,2
2024-07-26;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Книги и канцелярия;Художественная литература;Pilot Художественная литература Model 31;Pilot;Budget;MGR_008;CUST_00199;Mass;B2B;5726,08;5;1217,99;363,87;25,2
2024-07-12;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Электроника;Планшеты;Apple Планшеты Model 32;Apple;Premium;MGR_002;CUST_00199;Mass;B2B;199116,22;3;70502,18;12390,32;13,5
2024-07-28;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Товары для дома;Мебель;Hoff Мебель Model 33;Hoff;Medium;MGR_002;CUST_00200;Premium;B2B;33401,02;1;44029,96;10628,94;21,3
2024-07-29;Уральский ФО;Челябинская область;Челябинск;Спорт и отдых;Туризм;Спортмастер Туризм Model 34;Спортмастер;Medium;MGR_001;CUST_00200;Mass;B2B;113412,73;4;28403,54;201,43;37,0
2024-07-19;Северо-Кавказский ФО;Ставропольский край;Пятигорск;Одежда;Детская одежда;Nike Детская одежда Model 35;Nike;Medium;MGR_001;CUST_00200;Premium;B2B;60395,67;3;20897,84;2297,85;42,1
2024-07-03;Уральский ФО;Челябинская область;Магнитогорск;Красота и здоровье;Косметика;L'Oreal Косметика Model 36;L'Oreal;Medium;MGR_001;CUST_00200;Premium;B2C;70336,89;3;27715,89;12810,78;16,5
2024-07-19;Дальневосточный ФО;Приморский край;Находка;Товары для дома;Мебель;IKEA Мебель Model 37;IKEA;Medium;MGR_001;CUST_00200;Mass;B2C;28897,56;1;31316,08;2418,52;26,9
2024-07-22;Южный ФО;Краснодарский край;Сочи;Спорт и отдых;Спортивное оборудование;Trek Спортивное оборудование Model 38;Trek;Premium;MGR_006;CUST_00200;Mass;B2B;49461,64;1;62039,05;12577,41;23,9
2024-07-14;Центральный ФО;Московская область;Подольск;Товары для дома;Мебель;OBI Мебель Model 39;OBI;Medium;MGR_001;CUST_00200;Premium;B2B;42569,11;1;47384,07;4814,96;36,2
2024-07-03;Центральный ФО;Москва;Москва;Товары для дома;Текстиль;Hoff Текстиль Model 40;Hoff;Medium;MGR_007;CUST_00200;Premium;B2B;18965,32;1;24451,92;5486,6;36,0
2024-07-14;Приволжский ФО;Татарстан;Набережные Челны;Электроника;Смартфоны;Samsung Смартфоны Model 41;Samsung;Medium;MGR_001;CUST_00200;Mass;B2B;61579,4;3;26801,27;18824,41;20,4
2024-07-01;Приволжский ФО;Татарстан;Набережные Челны;Спорт и отдых;Спортивное оборудование;Trek Спортивное оборудование Model 42;Trek;Premium;MGR_001;CUST_00200;Premium;B2C;60521,61;1;63722,24;3200,63;38,6
2024-07-21;Приволжский ФО;Самарская область;Тольятти;Спорт и отдых;Спортивное оборудование;Giant Спортивное оборудование Model 43;Giant;Premium;MGR_001;CUST_00201;Mass;B2B;190117,08;3;68310,35;14813,97;41,6
2024-07-30;Центральный ФО;Тульская область;Новомосковск;Книги и канцелярия;Художественная литература;Staedtler Художественная литература Model 44;Staedtler;Budget;MGR_001;CUST_00201;Mass;B2C;845,73;2;439,33;32,93;32,3
