transaction_id;date;city;store_id;category;brand;quantity;item_price;total_amount;cost;profit;customer_id;payment_method;month;quarter;year;day_of_week
T102716;2023-07-06;Челябинск;ТМ-ЧЛБ-001;Телевизоры;TCL;1;28984,79;28984,79;27961,79;1023,0;CUST_34946;Карта;2023-07;Q3 2023;2023;Четверг
T102717;2023-07-06;Москва;ТМ-МСК-003;Ноутбуки;Dell;1;64013,21;64013,21;43332,02;20681,19;CUST_12252;Наличные;2023-07;Q3 2023;2023;Четверг
T102718;2023-07-06;Екатеринбург;ТМ-ЕКТ-003;Бытовая техника;Bosch;1;29862,2;29862,2;22752,15;7110,05;CUST_47801;Онлайн;2023-07;Q3 2023;2023;Четверг
T102719;2023-07-06;Москва;ТМ-МСК-004;Телевизоры;LG;1;57108,55;57108,55;36022,31;21086,24;CUST_43452;Карта;2023-07;Q3 2023;2023;Четверг
T102720;2023-07-06;Уфа;ТМ-УФА-001;Бытовая техника;Indesit;1;17868,8;17868,8;17868,8;0,0;CUST_10742;Карта;2023-07;Q3 2023;2023;Четверг
T102721;2023-07-06;Новосибирск;ТМ-НСК-002;Бытовая техника;Indesit;1;17515,52;17515,52;14749,91;2765,61;CUST_92830;Наличные;2023-07;Q3 2023;2023;Четверг
T102722;2023-07-06;Екатеринбург;ТМ-ЕКТ-001;Смартфоны;OPPO;1;32802,57;32802,57;26554,46;6248,11;CUST_31715;Наличные;2023-07;Q3 2023;2023;Четверг
T102723;2023-07-06;Санкт-Петербург;ТМ-СПБ-001;Ноутбуки;Acer;1;81190,17;81190,17;62128,13;19062,04;CUST_79603;Карта;2023-07;Q3 2023;2023;Четверг
T102724;2023-07-06;Москва;ТМ-МСК-002;Ноутбуки;Lenovo;2;69831,9;139663,81;94541,65;45122,16;CUST_27552;Онлайн;2023-07;Q3 2023;2023;Четверг
T102725;2023-07-06;Санкт-Петербург;ТМ-СПБ-001;Игровые консоли;Sony PlayStation;1;36918,45;36918,45;28892,7;8025,75;CUST_39909;Наличные;2023-07;Q3 2023;2023;Четверг
T102726;2023-07-06;Санкт-Петербург;ТМ-СПБ-002;Телевизоры;Samsung;1;60744,5;60744,5;43313,47;17431,02;CUST_93568;Карта;2023-07;Q3 2023;2023;Четверг
T102727;2023-07-07;Челябинск;ТМ-ЧЛБ-001;Бытовая техника;Samsung;1;26725,73;26725,73;25153,63;1572,1;CUST_30234;Наличные;2023-07;Q3 2023;2023;Пятница
T102728;2023-07-07;Москва;ТМ-МСК-003;Аксессуары;Разные бренды;1;2410,56;2410,56;1112,57;1297,99;CUST_90826;Наличные;2023-07;Q3 2023;2023;Пятница
T102729;2023-07-07;Екатеринбург;ТМ-ЕКТ-001;Смартфоны;Samsung;1;40703,93;40703,93;32950,8;7753,13;CUST_83571;Наличные;2023-07;Q3 2023;2023;Пятница
T102730;2023-07-07;Ростов-на-Дону;ТМ-РСТ-002;Телевизоры;Samsung;1;34239,93;34239,93;31196,38;3043,55;CUST_93059;Карта;2023-07;Q3 2023;2023;Пятница
T102731;2023-07-07;Уфа;ТМ-УФА-001;Игровые консоли;Nintendo;1;43504,7;43504,7;48942,79;-5438,09;CUST_61771;Наличные;2023-07;Q3 2023;2023;Пятница
T102732;2023-07-07;Санкт-Петербург;ТМ-СПБ-003;Аксессуары;NoName;1;3633,87;3633,87;1895,93;1737,94;CUST_75787;Карта;2023-07;Q3 2023;2023;Пятница
T102733;2023-07-07;Санкт-Петербург;ТМ-СПБ-002;Аудиотехника;Sennheiser;1;8664,48;8664,48;5650,75;3013,73;CUST_54960;Карта;2023-07;Q3 2023;2023;Пятница
T102734;2023-07-07;Екатеринбург;ТМ-ЕКТ-003;Бытовая техника;LG;1;26882,75;26882,75;20482,1;6400,65;CUST_44238;Карта;2023-07;Q3 2023;2023;Пятница
T102735;2023-07-07;Москва;ТМ-МСК-004;Смартфоны;Samsung;1;32301,84;32301,84;21120,44;11181,4;CUST_77313;Карта;2023-07;Q3 2023;2023;Пятница
T102736;2023-07-07;Челябинск;ТМ-ЧЛБ-001;Аудиотехника;JBL;2;6250,82;12501,65;11030,87;1470,78;CUST_26284;Карта;2023-07;Q3 2023;2023;Пятница
T102737;2023-07-07;Екатеринбург;ТМ-ЕКТ-003;Аудиотехника;JBL;1;6725,72;6725,72;4804,09;1921,63;CUST_80260;Карта;2023-07;Q3 2023;2023;Пятница
T102738;2023-07-07;Екатеринбург;ТМ-ЕКТ-001;Ноутбуки;ASUS;1;62723,19;62723,19;52568,0;10155,19;CUST_91283;Карта;2023-07;Q3 2023;2023;Пятница
T102739;2023-07-07;Новосибирск;ТМ-НСК-001;Ноутбуки;Acer;1;62807,54;62807,54;58179,62;4627,92;CUST_24835;Онлайн;2023-07;Q3 2023;2023;Пятница
T102740;2023-07-07;Челябинск;ТМ-ЧЛБ-001;Бытовая техника;Indesit;1;25109,84;25109,84;23632,79;1477,05;CUST_81700;Карта;2023-07;Q3 2023;2023;Пятница
T102741;2023-07-07;Санкт-Петербург;ТМ-СПБ-002;Аудиотехника;Sennheiser;1;12620,82;12620,82;8230,97;4389,85;CUST_86232;Карта;2023-07;Q3 2023;2023;Пятница
T102742;2023-07-08;Москва;ТМ-МСК-004;Телевизоры;Philips;1;64928,33;64928,33;40954,79;23973,54;CUST_20934;Наличные;2023-07;Q3 2023;2023;Суббота
T102743;2023-07-08;Ростов-на-Дону;ТМ-РСТ-002;Смартфоны;Samsung;1;35957,02;35957,02;33959,41;1997,61;CUST_94069;Карта;2023-07;Q3 2023;2023;Суббота
T102744;2023-07-08;Уфа;ТМ-УФА-001;Телевизоры;Sony;1;34044,66;34044,66;34895,77;-851,11;CUST_27020;Карта;2023-07;Q3 2023;2023;Суббота
T102745;2023-07-08;Санкт-Петербург;ТМ-СПБ-001;Аудиотехника;Audio-Technica;1;6995,69;6995,69;4562,41;2433,28;CUST_33256;Карта;2023-07;Q3 2023;2023;Суббота
T102746;2023-07-08;Челябинск;ТМ-ЧЛБ-001;Аудиотехника;Audio-Technica;1;8384,88;8384,88;7398,42;986,46;CUST_76865;Онлайн;2023-07;Q3 2023;2023;Суббота
T102747;2023-07-08;Ростов-на-Дону;ТМ-РСТ-002;Аксессуары;Разные бренды;2;2717,32;5434,63;3623,09;1811,54;CUST_92304;Карта;2023-07;Q3 2023;2023;Суббота
T102748;2023-07-08;Москва;ТМ-МСК-001;Игровые консоли;Microsoft Xbox;1;69718,94;69718,94;48266,95;21451,98;CUST_72861;Наличные;2023-07;Q3 2023;2023;Суббота
T102749;2023-07-08;Санкт-Петербург;ТМ-СПБ-002;Ноутбуки;ASUS;1;55684,91;55684,91;42611,06;13073,85;CUST_37977;Наличные;2023-07;Q3 2023;2023;Суббота
T102750;2023-07-08;Уфа;ТМ-УФА-001;Смартфоны;Samsung;1;28664,78;28664,78;30456,33;-1791,55;CUST_26648;Наличные;2023-07;Q3 2023;2023;Суббота
T102751;2023-07-08;Санкт-Петербург;ТМ-СПБ-002;Смартфоны;Xiaomi;1;45395,71;45395,71;33553,35;11842,36;CUST_76670;Карта;2023-07;Q3 2023;2023;Суббота
T102752;2023-07-08;Санкт-Петербург;ТМ-СПБ-001;Бытовая техника;LG;1;21456,91;21456,91;14926,54;6530,37;CUST_85805;Карта;2023-07;Q3 2023;2023;Суббота
T102753;2023-07-08;Ростов-на-Дону;ТМ-РСТ-001;Аудиотехника;Audio-Technica;1;7733,28;7733,28;6444,4;1288,88;CUST_35166;Карта;2023-07;Q3 2023;2023;Суббота
T102754;2023-07-08;Ростов-на-Дону;ТМ-РСТ-002;Бытовая техника;Samsung;1;16788,54;16788,54;14923,15;1865,39;CUST_69751;Карта;2023-07;Q3 2023;2023;Суббота
T102755;2023-07-08;Казань;ТМ-КЗН-002;Аудиотехника;Audio-Technica;1;6778,07;6778,07;5648,39;1129,68;CUST_57137;Наличные;2023-07;Q3 2023;2023;Суббота
T102756;2023-07-08;Санкт-Петербург;ТМ-СПБ-001;Игровые консоли;Nintendo;1;37173,35;37173,35;29092,18;8081,17;CUST_17738;Онлайн;2023-07;Q3 2023;2023;Суббота
T102757;2023-07-08;Екатеринбург;ТМ-ЕКТ-003;Аксессуары;NoName;2;2992,77;5985,55;3420,31;2565,24;CUST_31807;Карта;2023-07;Q3 2023;2023;Суббота
T102758;2023-07-09;Ростов-на-Дону;ТМ-РСТ-002;Телевизоры;Sony;1;49039,6;49039,6;44680,53;4359,07;CUST_46194;Онлайн;2023-07;Q3 2023;2023;Воскресенье
T102759;2023-07-09;Екатеринбург;ТМ-ЕКТ-003;Аксессуары;NoName;3;1876,18;5628,55;3216,31;2412,24;CUST_87750;Онлайн;2023-07;Q3 2023;2023;Воскресенье
T102760;2023-07-09;Казань;ТМ-КЗН-001;Аксессуары;Разные бренды;1;2225,18;2225,18;1483,45;741,73;CUST_84601;Карта;2023-07;Q3 2023;2023;Воскресенье
T102761;2023-07-09;Новосибирск;ТМ-НСК-002;Смартфоны;Apple;1;34944,69;34944,69;31266,29;3678,4;CUST_54538;Карта;2023-07;Q3 2023;2023;Воскресенье
T102762;2023-07-09;Екатеринбург;ТМ-ЕКТ-002;Бытовая техника;Indesit;1;32649,5;32649,5;24875,81;7773,69;CUST_31538;Карта;2023-07;Q3 2023;2023;Воскресенье
T102763;2023-07-09;Ростов-на-Дону;ТМ-РСТ-001;Аудиотехника;JBL;1;5945,99;5945,99;4955,0;990,99;CUST_32945;Наличные;2023-07;Q3 2023;2023;Воскресенье
T102764;2023-07-09;Ростов-на-Дону;ТМ-РСТ-002;Ноутбуки;Acer;2;67043,73;134087,45;131107,73;2979,72;CUST_47870;Карта;2023-07;Q3 2023;2023;Воскресенье
T102765;2023-07-09;Казань;ТМ-КЗН-002;Аксессуары;Разные бренды;1;1720,93;1720,93;1147,29;573,64;CUST_46549;Карта;2023-07;Q3 2023;2023;Воскресенье
T102766;2023-07-09;Москва;ТМ-МСК-004;Телевизоры;LG;1;55622,37;55622,37;35084,88;20537,49;CUST_72186;Карта;2023-07;Q3 2023;2023;Воскресенье
T102767;2023-07-09;Москва;ТМ-МСК-002;Бытовая техника;Samsung;2;35590,44;71180,88;43803,62;27377,26;CUST_35197;Онлайн;2023-07;Q3 2023;2023;Воскресенье
T102768;2023-07-09;Нижний Новгород;ТМ-НН-001;Смартфоны;Samsung;1;37620,23;37620,23;35530,22;2090,01;CUST_85706;Карта;2023-07;Q3 2023;2023;Воскресенье
T102769;2023-07-09;Новосибирск;ТМ-НСК-001;Бытовая техника;Electrolux;1;17223,04;17223,04;14503,61;2719,43;CUST_84071;Наличные;2023-07;Q3 2023;2023;Воскресенье
T102770;2023-07-09;Новосибирск;ТМ-НСК-001;Ноутбуки;ASUS;1;75484,28;75484,28;69922,28;5562,0;CUST_60813;Карта;2023-07;Q3 2023;2023;Воскресенье
T102771;2023-07-09;Казань;ТМ-КЗН-002;Смартфоны;Apple;1;33882,7;33882,7;32000,33;1882,38;CUST_87519;Карта;2023-07;Q3 2023;2023;Воскресенье
T102772;2023-07-09;Новосибирск;ТМ-НСК-002;Ноутбуки;ASUS;1;52586,54;52586,54;48711,74;3874,8;CUST_56536;Онлайн;2023-07;Q3 2023;2023;Воскресенье
T102773;2023-07-09;Санкт-Петербург;ТМ-СПБ-003;Бытовая техника;Electrolux;2;33142,47;66284,94;46111,27;20173,67;CUST_74075;Карта;2023-07;Q3 2023;2023;Воскресенье
T102774;2023-07-09;Новосибирск;ТМ-НСК-001;Аксессуары;OEM;1;1982,91;1982,91;1252,36;730,55;CUST_66322;Наличные;2023-07;Q3 2023;2023;Воскресенье
T102775;2023-07-09;Нижний Новгород;ТМ-НН-002;Бытовая техника;LG;1;16092,14;16092,14;14304,12;1788,02;CUST_39906;Карта;2023-07;Q3 2023;2023;Воскресенье
T102776;2023-07-09;Санкт-Петербург;ТМ-СПБ-001;Телевизоры;Samsung;2;59450,56;118901,12;84781,67;34119,45;CUST_13147;Карта;2023-07;Q3 2023;2023;Воскресенье
T102777;2023-07-09;Казань;ТМ-КЗН-002;Смартфоны;Xiaomi;1;38546,68;38546,68;36405,19;2141,49;CUST_89778;Наличные;2023-07;Q3 2023;2023;Воскресенье
T102778;2023-07-09;Уфа;ТМ-УФА-001;Игровые консоли;Nintendo;1;29517,81;29517,81;33207,54;-3689,73;CUST_71683;Наличные;2023-07;Q3 2023;2023;Воскресенье
T102779;2023-07-09;Москва;ТМ-МСК-003;Смартфоны;Samsung;1;32099,51;32099,51;20988,14;11111,37;CUST_70373;Карта;2023-07;Q3 2023;2023;Воскресенье
T102780;2023-07-09;Новосибирск;ТМ-НСК-001;Смартфоны;Samsung;1;34710,15;34710,15;31056,45;3653,7;CUST_94730;Карта;2023-07;Q3 2023;2023;Воскресенье
T102781;2023-07-10;Нижний Новгород;ТМ-НН-002;Ноутбуки;Acer;1;44283,4;44283,4;43299,32;984,08;CUST_17808;Онлайн;2023-07;Q3 2023;2023;Понедельник
T102782;2023-07-10;Нижний Новгород;ТМ-НН-002;Аудиотехника;Sennheiser;1;5491,58;5491,58;4576,32;915,26;CUST_92132;Наличные;2023-07;Q3 2023;2023;Понедельник
T102783;2023-07-10;Москва;ТМ-МСК-002;Смартфоны;Samsung;1;48847,16;48847,16;31938,53;16908,63;CUST_85990;Карта;2023-07;Q3 2023;2023;Понедельник
T102784;2023-07-10;Новосибирск;ТМ-НСК-002;Игровые консоли;Microsoft Xbox;1;50447,03;50447,03;47791,92;2655,11;CUST_33588;Карта;2023-07;Q3 2023;2023;Понедельник
T102785;2023-07-10;Санкт-Петербург;ТМ-СПБ-001;Смартфоны;Huawei;1;29606,61;29606,61;21883,15;7723,46;CUST_81275;Наличные;2023-07;Q3 2023;2023;Понедельник
T102786;2023-07-10;Москва;ТМ-МСК-003;Бытовая техника;Bosch;1;23111,4;23111,4;14222,4;8889,0;CUST_42967;Карта;2023-07;Q3 2023;2023;Понедельник
T102787;2023-07-10;Казань;ТМ-КЗН-002;Телевизоры;Philips;1;41210,69;41210,69;37547,52;3663,17;CUST_10028;Карта;2023-07;Q3 2023;2023;Понедельник
T102788;2023-07-10;Ростов-на-Дону;ТМ-РСТ-002;Ноутбуки;Dell;1;66578,86;66578,86;65099,33;1479,53;CUST_34588;Карта;2023-07;Q3 2023;2023;Понедельник
T102789;2023-07-10;Ростов-на-Дону;ТМ-РСТ-001;Бытовая техника;Electrolux;1;23860,9;23860,9;21209,69;2651,21;CUST_12017;Наличные;2023-07;Q3 2023;2023;Понедельник
T102790;2023-07-10;Москва;ТМ-МСК-001;Аудиотехника;Sennheiser;1;9014,9;9014,9;5200,9;3814,0;CUST_90564;Онлайн;2023-07;Q3 2023;2023;Понедельник
T102791;2023-07-10;Казань;ТМ-КЗН-002;Смартфоны;OPPO;1;38849,26;38849,26;36690,97;2158,29;CUST_47711;Онлайн;2023-07;Q3 2023;2023;Понедельник
T102792;2023-07-10;Москва;ТМ-МСК-003;Бытовая техника;Bosch;1;27909,05;27909,05;17174,8;10734,25;CUST_67874;Карта;2023-07;Q3 2023;2023;Понедельник
T102793;2023-07-11;Ростов-на-Дону;ТМ-РСТ-001;Телевизоры;Sony;1;36673,06;36673,06;33413,23;3259,83;CUST_77187;Карта;2023-07;Q3 2023;2023;Вторник
T102794;2023-07-11;Ростов-на-Дону;ТМ-РСТ-001;Игровые консоли;Sony PlayStation;1;37720,94;37720,94;37720,95;-0,01;CUST_19759;Онлайн;2023-07;Q3 2023;2023;Вторник
T102795;2023-07-11;Самара;ТМ-СМР-001;Аудиотехника;Sennheiser;1;7803,46;7803,46;6885,4;918,06;CUST_37139;Карта;2023-07;Q3 2023;2023;Вторник
T102796;2023-07-11;Ростов-на-Дону;ТМ-РСТ-002;Аудиотехника;Audio-Technica;1;8551,63;8551,63;7126,35;1425,28;CUST_59778;Карта;2023-07;Q3 2023;2023;Вторник
T102797;2023-07-11;Нижний Новгород;ТМ-НН-002;Ноутбуки;ASUS;1;72921,92;72921,92;71301,44;1620,48;CUST_88264;Карта;2023-07;Q3 2023;2023;Вторник
T102798;2023-07-11;Москва;ТМ-МСК-002;Аксессуары;OEM;4;2995,94;11983,76;5530,97;6452,79;CUST_55495;Карта;2023-07;Q3 2023;2023;Вторник
T102799;2023-07-11;Москва;ТМ-МСК-002;Смартфоны;Huawei;1;49028,95;49028,95;32057,39;16971,56;CUST_37826;Карта;2023-07;Q3 2023;2023;Вторник
T102800;2023-07-11;Екатеринбург;ТМ-ЕКТ-002;Аксессуары;Разные бренды;1;3058,43;3058,43;1747,68;1310,75;CUST_88522;Карта;2023-07;Q3 2023;2023;Вторник
T102801;2023-07-11;Ростов-на-Дону;ТМ-РСТ-001;Бытовая техника;Samsung;1;26333,17;26333,17;23407,27;2925,9;CUST_14426;Наличные;2023-07;Q3 2023;2023;Вторник
T102802;2023-07-11;Уфа;ТМ-УФА-001;Бытовая техника;Samsung;1;25258,57;25258,57;25258,57;-0,0;CUST_14323;Карта;2023-07;Q3 2023;2023;Вторник
T102803;2023-07-11;Ростов-на-Дону;ТМ-РСТ-002;Игровые консоли;Sony PlayStation;1;41367,92;41367,92;41367,91;0,0;CUST_10706;Наличные;2023-07;Q3 2023;2023;Вторник
T102804;2023-07-12;Новосибирск;ТМ-НСК-002;Аудиотехника;Bose;1;6219,31;6219,31;4909,98;1309,33;CUST_26220;Карта;2023-07;Q3 2023;2023;Среда
T102805;2023-07-12;Челябинск;ТМ-ЧЛБ-001;Бытовая техника;LG;1;21796,04;21796,04;20513,92;1282,12;CUST_53966;Карта;2023-07;Q3 2023;2023;Среда
T102806;2023-07-12;Ростов-на-Дону;ТМ-РСТ-002;Аудиотехника;Audio-Technica;1;6406,8;6406,8;5339,0;1067,8;CUST_64887;Карта;2023-07;Q3 2023;2023;Среда
T102807;2023-07-12;Ростов-на-Дону;ТМ-РСТ-001;Аудиотехника;Audio-Technica;1;6477,02;6477,02;5397,52;1079,5;CUST_88590;Карта;2023-07;Q3 2023;2023;Среда
T102808;2023-07-12;Самара;ТМ-СМР-001;Аксессуары;NoName;1;2339,68;2339,68;1651,54;688,14;CUST_42516;Карта;2023-07;Q3 2023;2023;Среда
T102809;2023-07-12;Санкт-Петербург;ТМ-СПБ-001;Аудиотехника;Bose;1;12501,71;12501,71;8153,28;4348,43;CUST_58866;Наличные;2023-07;Q3 2023;2023;Среда
T102810;2023-07-12;Нижний Новгород;ТМ-НН-002;Игровые консоли;Nintendo;1;45101,19;45101,19;45101,19;-0,0;CUST_87906;Карта;2023-07;Q3 2023;2023;Среда
T102811;2023-07-12;Новосибирск;ТМ-НСК-001;Бытовая техника;Indesit;1;20099,89;20099,89;16926,23;3173,66;CUST_21428;Карта;2023-07;Q3 2023;2023;Среда
T102812;2023-07-13;Санкт-Петербург;ТМ-СПБ-003;Аксессуары;NoName;1;2983,32;2983,32;1556,51;1426,81;CUST_52636;Карта;2023-07;Q3 2023;2023;Четверг
T102813;2023-07-13;Казань;ТМ-КЗН-002;Аудиотехника;Sennheiser;1;7337,28;7337,28;6114,4;1222,88;CUST_57775;Карта;2023-07;Q3 2023;2023;Четверг
T102814;2023-07-13;Самара;ТМ-СМР-001;Смартфоны;Apple;1;32874,72;32874,72;32874,72;-0,0;CUST_16971;Карта;2023-07;Q3 2023;2023;Четверг
T102815;2023-07-13;Челябинск;ТМ-ЧЛБ-001;Смартфоны;Huawei;1;37475,96;37475,96;37475,96;0,0;CUST_30624;Онлайн;2023-07;Q3 2023;2023;Четверг
T102816;2023-07-13;Санкт-Петербург;ТМ-СПБ-003;Бытовая техника;Indesit;1;31651,67;31651,67;22018,55;9633,12;CUST_73319;Карта;2023-07;Q3 2023;2023;Четверг
T102817;2023-07-13;Казань;ТМ-КЗН-002;Ноутбуки;Lenovo;1;48942,37;48942,37;47854,76;1087,61;CUST_54436;Наличные;2023-07;Q3 2023;2023;Четверг
T102818;2023-07-13;Санкт-Петербург;ТМ-СПБ-001;Бытовая техника;Samsung;1;25979,65;25979,65;18072,8;7906,85;CUST_88922;Наличные;2023-07;Q3 2023;2023;Четверг
T102819;2023-07-13;Ростов-на-Дону;ТМ-РСТ-002;Игровые консоли;Microsoft Xbox;2;44635,56;89271,13;89271,13;-0,0;CUST_12268;Карта;2023-07;Q3 2023;2023;Четверг
T102820;2023-07-13;Новосибирск;ТМ-НСК-002;Бытовая техника;LG;1;26497,6;26497,6;22313,77;4183,83;CUST_46272;Карта;2023-07;Q3 2023;2023;Четверг
T102821;2023-07-14;Уфа;ТМ-УФА-001;Аксессуары;OEM;1;2156,68;2156,68;1617,51;539,17;CUST_84536;Онлайн;2023-07;Q3 2023;2023;Пятница
T102822;2023-07-14;Москва;ТМ-МСК-003;Игровые консоли;Microsoft Xbox;1;59789,63;59789,63;41392,82;18396,81;CUST_52738;Карта;2023-07;Q3 2023;2023;Пятница
T102823;2023-07-14;Екатеринбург;ТМ-ЕКТ-002;Ноутбуки;ASUS;1;80974,44;80974,44;67864,29;13110,15;CUST_55781;Онлайн;2023-07;Q3 2023;2023;Пятница
T102824;2023-07-14;Нижний Новгород;ТМ-НН-001;Смартфоны;OPPO;1;37872,96;37872,96;35768,91;2104,05;CUST_78749;Карта;2023-07;Q3 2023;2023;Пятница
T102825;2023-07-14;Казань;ТМ-КЗН-001;Телевизоры;LG;1;37316,34;37316,34;33999,33;3317,01;CUST_93359;Наличные;2023-07;Q3 2023;2023;Пятница
T102826;2023-07-14;Ростов-на-Дону;ТМ-РСТ-002;Игровые консоли;Nintendo;1;47219,37;47219,37;47219,37;0,0;CUST_34901;Наличные;2023-07;Q3 2023;2023;Пятница
T102827;2023-07-14;Москва;ТМ-МСК-002;Аудиотехника;Sennheiser;1;10425,28;10425,28;6014,58;4410,7;CUST_33532;Карта;2023-07;Q3 2023;2023;Пятница
T102828;2023-07-14;Санкт-Петербург;ТМ-СПБ-001;Аудиотехника;JBL;1;8435,18;8435,18;5501,21;2933,97;CUST_67155;Карта;2023-07;Q3 2023;2023;Пятница
T102829;2023-07-14;Санкт-Петербург;ТМ-СПБ-002;Аксессуары;Разные бренды;3;3533,51;10600,54;5530,72;5069,82;CUST_52510;Карта;2023-07;Q3 2023;2023;Пятница
T102830;2023-07-14;Нижний Новгород;ТМ-НН-002;Аудиотехника;Bose;1;6591,79;6591,79;5493,16;1098,63;CUST_57972;Онлайн;2023-07;Q3 2023;2023;Пятница
T102831;2023-07-14;Санкт-Петербург;ТМ-СПБ-001;Игровые консоли;Microsoft Xbox;1;55050,28;55050,28;43082,83;11967,45;CUST_28375;Карта;2023-07;Q3 2023;2023;Пятница
T102832;2023-07-15;Казань;ТМ-КЗН-002;Игровые консоли;Microsoft Xbox;1;37951,52;37951,52;37951,52;0,0;CUST_51124;Карта;2023-07;Q3 2023;2023;Суббота
T102833;2023-07-15;Москва;ТМ-МСК-003;Телевизоры;TCL;1;48383,02;48383,02;30518,52;17864,5;CUST_14752;Наличные;2023-07;Q3 2023;2023;Суббота
T102834;2023-07-15;Уфа;ТМ-УФА-001;Бытовая техника;Samsung;1;19480,51;19480,51;19480,52;-0,01;CUST_86722;Карта;2023-07;Q3 2023;2023;Суббота
T102835;2023-07-15;Санкт-Петербург;ТМ-СПБ-001;Телевизоры;Philips;1;36778,32;36778,32;26224,55;10553,77;CUST_22756;Онлайн;2023-07;Q3 2023;2023;Суббота
T102836;2023-07-15;Екатеринбург;ТМ-ЕКТ-001;Аудиотехника;Audio-Technica;1;7381,02;7381,02;5272,15;2108,87;CUST_10615;Онлайн;2023-07;Q3 2023;2023;Суббота
T102837;2023-07-15;Москва;ТМ-МСК-003;Телевизоры;Sony;1;55560,65;55560,65;35045,95;20514,7;CUST_37107;Онлайн;2023-07;Q3 2023;2023;Суббота
T102838;2023-07-15;Новосибирск;ТМ-НСК-001;Аудиотехника;Audio-Technica;1;6872,4;6872,4;5425,57;1446,83;CUST_21926;Наличные;2023-07;Q3 2023;2023;Суббота
T102839;2023-07-15;Нижний Новгород;ТМ-НН-002;Бытовая техника;Indesit;1;19498,27;19498,27;17331,79;2166,48;CUST_81392;Карта;2023-07;Q3 2023;2023;Суббота
T102840;2023-07-15;Екатеринбург;ТМ-ЕКТ-003;Бытовая техника;Bosch;1;27292,94;27292,94;20794,63;6498,31;CUST_48372;Наличные;2023-07;Q3 2023;2023;Суббота
T102841;2023-07-15;Ростов-на-Дону;ТМ-РСТ-002;Бытовая техника;Samsung;1;25445,49;25445,49;22618,21;2827,28;CUST_77077;Наличные;2023-07;Q3 2023;2023;Суббота
T102842;2023-07-15;Санкт-Петербург;ТМ-СПБ-001;Бытовая техника;Indesit;1;27046,94;27046,94;18815,26;8231,68;CUST_29147;Карта;2023-07;Q3 2023;2023;Суббота
T102843;2023-07-15;Самара;ТМ-СМР-001;Телевизоры;Philips;1;28231,14;28231,14;27234,75;996,39;CUST_78787;Карта;2023-07;Q3 2023;2023;Суббота
T102844;2023-07-15;Новосибирск;ТМ-НСК-002;Игровые консоли;Nintendo;1;36721,0;36721,0;34788,31;1932,69;CUST_20915;Карта;2023-07;Q3 2023;2023;Суббота
T102845;2023-07-15;Санкт-Петербург;ТМ-СПБ-002;Аудиотехника;Bose;1;9841,63;9841,63;6418,46;3423,17;CUST_30916;Онлайн;2023-07;Q3 2023;2023;Суббота
T102846;2023-07-15;Москва;ТМ-МСК-003;Аксессуары;OEM;4;3495,44;13981,76;6453,11;7528,65;CUST_45819;Карта;2023-07;Q3 2023;2023;Суббота
T102847;2023-07-15;Екатеринбург;ТМ-ЕКТ-001;Ноутбуки;Lenovo;1;73622,56;73622,56;61702,71;11919,85;CUST_84221;Наличные;2023-07;Q3 2023;2023;Суббота
T102848;2023-07-15;Уфа;ТМ-УФА-001;Ноутбуки;Dell;1;42696,18;42696,18;46965,8;-4269,62;CUST_74283;Карта;2023-07;Q3 2023;2023;Суббота
T102849;2023-07-16;Ростов-на-Дону;ТМ-РСТ-002;Смартфоны;OPPO;1;38828,27;38828,27;36671,14;2157,13;CUST_86541;Карта;2023-07;Q3 2023;2023;Воскресенье
T102850;2023-07-16;Москва;ТМ-МСК-002;Смартфоны;Huawei;1;56355,79;56355,79;36848,02;19507,77;CUST_69791;Наличные;2023-07;Q3 2023;2023;Воскресенье
T102851;2023-07-16;Казань;ТМ-КЗН-001;Игровые консоли;Microsoft Xbox;1;48648,38;48648,38;48648,38;0,0;CUST_33930;Карта;2023-07;Q3 2023;2023;Воскресенье
T102852;2023-07-16;Самара;ТМ-СМР-001;Ноутбуки;ASUS;1;59432,59;59432,59;61530,21;-2097,62;CUST_83595;Карта;2023-07;Q3 2023;2023;Воскресенье
T102853;2023-07-16;Казань;ТМ-КЗН-001;Ноутбуки;Dell;1;60420,84;60420,84;59078,16;1342,68;CUST_93800;Наличные;2023-07;Q3 2023;2023;Воскресенье
T102854;2023-07-16;Ростов-на-Дону;ТМ-РСТ-001;Телевизоры;Samsung;1;51734,14;51734,14;47135,55;4598,59;CUST_23669;Карта;2023-07;Q3 2023;2023;Воскресенье
T102855;2023-07-16;Нижний Новгород;ТМ-НН-001;Аксессуары;OEM;3;1676,71;5030,13;3353,41;1676,72;CUST_28162;Карта;2023-07;Q3 2023;2023;Воскресенье
T102856;2023-07-16;Новосибирск;ТМ-НСК-002;Аксессуары;NoName;1;2546,66;2546,66;1608,41;938,25;CUST_25323;Наличные;2023-07;Q3 2023;2023;Воскресенье
T102857;2023-07-16;Москва;ТМ-МСК-003;Игровые консоли;Nintendo;1;63115,55;63115,55;43695,38;19420,17;CUST_82538;Карта;2023-07;Q3 2023;2023;Воскресенье
T102858;2023-07-16;Казань;ТМ-КЗН-001;Бытовая техника;Electrolux;1;17947,74;17947,74;15953,54;1994,2;CUST_70714;Карта;2023-07;Q3 2023;2023;Воскресенье
