order_id;category;returned;return_reason;order_value;days_to_return
RET-012590;Планшеты;0;;27517.29;
RET-012591;Наушники;0;;7637.01;
RET-012592;Смартфоны;0;;71576.33;
RET-012593;Наушники;0;;4568.83;
RET-012594;Смартфоны;0;;73380.03;
RET-012595;Смартфоны;0;;25080.48;
RET-012596;Наушники;0;;13668.95;
RET-012597;Планшеты;0;;23785.19;
RET-012598;Ноутбуки;0;;102645.13;
RET-012599;Аксессуары;0;;1843.88;
RET-012600;Смартфоны;0;;79832.77;
RET-012601;Смартфоны;0;;27562.18;
RET-012602;Планшеты;1;changed_mind;12725.48;5.0
RET-012603;Ноутбуки;0;;103174.08;
RET-012604;Наушники;0;;4118.52;
RET-012605;Наушники;0;;7359.85;
RET-012606;Планшеты;0;;8513.41;
RET-012607;Планшеты;0;;35971.48;
RET-012608;Аксессуары;0;;3214.82;
RET-012609;Планшеты;0;;31250.06;
RET-012610;Ноутбуки;0;;82054.34;
RET-012611;Наушники;0;;4639.53;
RET-012612;Наушники;0;;10776.22;
RET-012613;Аксессуары;0;;4314.5;
RET-012614;Смартфоны;0;;57578.79;
RET-012615;Наушники;0;;3301.28;
RET-012616;Наушники;0;;8160.2;
RET-012617;Планшеты;0;;40212.12;
RET-012618;Наушники;0;;11770.34;
RET-012619;Аксессуары;0;;3348.44;
RET-012620;Планшеты;0;;29571.1;
RET-012621;Наушники;0;;5450.88;
RET-012622;Планшеты;0;;18371.08;
RET-012623;Ноутбуки;0;;53357.98;
RET-012624;Аксессуары;0;;2294.26;
RET-012625;Аксессуары;0;;3250.83;
RET-012626;Аксессуары;1;defect;3647.22;12.0
RET-012627;Наушники;0;;4569.18;
RET-012628;Ноутбуки;0;;102469.43;
RET-012629;Смартфоны;0;;44646.75;
RET-012630;Наушники;0;;5779.28;
RET-012631;Наушники;0;;3196.04;
RET-012632;Наушники;0;;12826.42;
RET-012633;Ноутбуки;0;;47773.96;
RET-012634;Планшеты;0;;15973.52;
RET-012635;Смартфоны;0;;40857.11;
RET-012636;Наушники;0;;6938.77;
RET-012637;Планшеты;0;;30841.17;
RET-012638;Аксессуары;0;;3741.76;
RET-012639;Наушники;0;;14099.97;
RET-012640;Смартфоны;0;;45188.78;
RET-012641;Ноутбуки;0;;88702.81;
RET-012642;Аксессуары;1;wrong_item;3528.65;8.0
RET-012643;Смартфоны;0;;56461.24;
RET-012644;Аксессуары;0;;3165.52;
RET-012645;Планшеты;0;;14383.75;
RET-012646;Планшеты;0;;10040.95;
RET-012647;Смартфоны;0;;64300.24;
RET-012648;Ноутбуки;0;;60700.64;
RET-012649;Ноутбуки;0;;108477.56;
RET-012650;Смартфоны;0;;35454.78;
RET-012651;Ноутбуки;0;;80163.44;
RET-012652;Аксессуары;0;;3976.28;
RET-012653;Смартфоны;0;;44653.69;
RET-012654;Наушники;0;;12573.91;
RET-012655;Смартфоны;0;;40427.76;
RET-012656;Планшеты;0;;15147.05;
RET-012657;Планшеты;0;;8300.33;
RET-012658;Ноутбуки;0;;92492.86;
RET-012659;Ноутбуки;0;;39020.92;
RET-012660;Планшеты;0;;24692.68;
RET-012661;Аксессуары;0;;3442.07;
RET-012662;Планшеты;0;;35993.29;
RET-012663;Наушники;0;;12265.78;
RET-012664;Смартфоны;0;;62160.83;
RET-012665;Планшеты;0;;10478.03;
RET-012666;Планшеты;0;;19344.8;
RET-012667;Наушники;0;;11998.44;
RET-012668;Наушники;0;;12249.32;
RET-012669;Ноутбуки;0;;67742.1;
RET-012670;Планшеты;0;;19448.83;
RET-012671;Аксессуары;0;;3409.98;
RET-012672;Ноутбуки;0;;107349.18;
RET-012673;Ноутбуки;0;;63930.64;
RET-012674;Смартфоны;0;;52736.69;
RET-012675;Ноутбуки;0;;98071.27;
RET-012676;Смартфоны;0;;44048.4;
RET-012677;Ноутбуки;0;;60707.85;
RET-012678;Наушники;0;;13595.29;
RET-012679;Смартфоны;0;;47671.57;
RET-012680;Ноутбуки;0;;113794.66;
RET-012681;Ноутбуки;0;;85366.99;
RET-012682;Ноутбуки;0;;83623.18;
RET-012683;Смартфоны;0;;65765.38;
RET-012684;Планшеты;0;;26132.63;
RET-012685;Наушники;0;;11527.73;
RET-012686;Наушники;0;;1533.71;
RET-012687;Смартфоны;0;;59339.95;
RET-012688;Планшеты;0;;10932.05;
RET-012689;Ноутбуки;0;;54678.67;
RET-012690;Ноутбуки;0;;74424.04;
RET-012691;Ноутбуки;0;;39695.09;
RET-012692;Планшеты;0;;31360.25;
RET-012693;Аксессуары;0;;3511.96;
RET-012694;Аксессуары;0;;2080.96;
RET-012695;Аксессуары;1;damaged_delivery;4362.13;4.0
RET-012696;Ноутбуки;0;;87909.8;
RET-012697;Планшеты;0;;8668.54;
RET-012698;Планшеты;0;;31475.72;
RET-012699;Наушники;0;;1382.14;
RET-012700;Смартфоны;0;;21981.96;
RET-012701;Смартфоны;0;;58006.33;
RET-012702;Наушники;0;;3942.97;
RET-012703;Планшеты;0;;15237.58;
RET-012704;Планшеты;0;;12665.65;
RET-012705;Смартфоны;0;;76484.85;
RET-012706;Планшеты;0;;31336.22;
RET-012707;Смартфоны;0;;65120.04;
RET-012708;Наушники;0;;10480.23;
RET-012709;Аксессуары;0;;3340.26;
RET-012710;Аксессуары;0;;4973.38;
RET-012711;Наушники;0;;8719.15;
RET-012712;Планшеты;0;;11598.92;
RET-012713;Наушники;0;;11044.88;
RET-012714;Смартфоны;0;;56510.57;
RET-012715;Наушники;0;;11944.12;
RET-012716;Смартфоны;0;;28315.36;
RET-012717;Ноутбуки;0;;51100.13;
RET-012718;Аксессуары;0;;3915.1;
RET-012719;Наушники;1;changed_mind;13143.28;1.0
RET-012720;Планшеты;0;;41813.19;
RET-012721;Планшеты;0;;22013.07;
RET-012722;Смартфоны;0;;54396.96;
RET-012723;Ноутбуки;0;;101361.12;
RET-012724;Аксессуары;0;;3936.22;
RET-012725;Аксессуары;0;;2715.43;
RET-012726;Ноутбуки;0;;78989.74;
RET-012727;Ноутбуки;0;;72434.33;
RET-012728;Смартфоны;0;;50865.53;
RET-012729;Аксессуары;0;;1737.57;
RET-012730;Планшеты;0;;17324.33;
RET-012731;Наушники;0;;3644.14;
RET-012732;Смартфоны;0;;57498.98;
RET-012733;Планшеты;0;;10660.18;
RET-012734;Смартфоны;0;;40108.79;
RET-012735;Наушники;1;changed_mind;14556.78;10.0
RET-012736;Аксессуары;0;;3388.7;
RET-012737;Ноутбуки;0;;75570.27;
RET-012738;Смартфоны;0;;33487.48;
RET-012739;Планшеты;0;;17213.24;
RET-012740;Аксессуары;0;;1997.37;
RET-012741;Смартфоны;0;;25098.79;
RET-012742;Аксессуары;1;changed_mind;4583.65;5.0
RET-012743;Смартфоны;0;;22875.23;
RET-012744;Ноутбуки;0;;102567.84;
RET-012745;Смартфоны;0;;35013.74;
RET-012746;Ноутбуки;0;;33400.56;
RET-012747;Наушники;0;;2897.34;
RET-012748;Наушники;0;;6432.12;
RET-012749;Наушники;0;;8227.71;
RET-012750;Смартфоны;0;;61124.51;
RET-012751;Ноутбуки;1;damaged_delivery;67778.94;6.0
RET-012752;Аксессуары;0;;2032.79;
RET-012753;Наушники;0;;3614.64;
RET-012754;Аксессуары;0;;4926.99;
RET-012755;Наушники;0;;4371.83;
RET-012756;Планшеты;0;;37672.28;
RET-012757;Смартфоны;0;;54178.78;
RET-012758;Смартфоны;0;;58805.32;
RET-012759;Аксессуары;1;damaged_delivery;3731.56;6.0
RET-012760;Планшеты;0;;42042.88;
RET-012761;Планшеты;0;;24131.75;
RET-012762;Ноутбуки;0;;70105.12;
RET-012763;Ноутбуки;0;;74141.51;
RET-012764;Наушники;0;;14347.95;
RET-012765;Планшеты;0;;41789.95;
RET-012766;Наушники;0;;11467.99;
RET-012767;Смартфоны;0;;50867.63;
RET-012768;Аксессуары;0;;2029.84;
RET-012769;Аксессуары;0;;1791.93;
RET-012770;Ноутбуки;0;;79652.12;
RET-012771;Ноутбуки;0;;113356.51;
RET-012772;Ноутбуки;0;;44589.33;
RET-012773;Ноутбуки;0;;71306.03;
RET-012774;Ноутбуки;0;;88839.42;
RET-012775;Ноутбуки;0;;58113.15;
RET-012776;Планшеты;0;;12114.92;
RET-012777;Ноутбуки;0;;98583.71;
RET-012778;Наушники;0;;1847.8;
RET-012779;Смартфоны;0;;19247.26;
RET-012780;Смартфоны;0;;19284.25;
RET-012781;Наушники;0;;2171.09;
RET-012782;Ноутбуки;0;;91009.97;
RET-012783;Смартфоны;0;;58146.4;
RET-012784;Аксессуары;0;;2548.59;
RET-012785;Наушники;0;;6983.9;
RET-012786;Планшеты;0;;42596.17;
RET-012787;Наушники;0;;8254.01;
RET-012788;Наушники;0;;10405.99;
RET-012789;Наушники;0;;1890.94;
RET-012790;Планшеты;0;;24075.09;
RET-012791;Планшеты;0;;14212.03;
RET-012792;Наушники;0;;8906.32;
RET-012793;Аксессуары;1;changed_mind;831.96;4.0
RET-012794;Смартфоны;0;;35421.57;
RET-012795;Планшеты;0;;11520.56;
RET-012796;Ноутбуки;0;;73522.64;
RET-012797;Смартфоны;0;;77154.42;
RET-012798;Планшеты;0;;16712.38;
RET-012799;Ноутбуки;0;;102737.69;
RET-012800;Ноутбуки;0;;117921.22;
RET-012801;Смартфоны;0;;71067.85;
RET-012802;Наушники;0;;13287.09;
RET-012803;Аксессуары;0;;826.43;
RET-012804;Аксессуары;0;;4518.34;
RET-012805;Смартфоны;0;;73670.13;
RET-012806;Ноутбуки;0;;47752.87;
RET-012807;Смартфоны;0;;74952.55;
RET-012808;Наушники;0;;2823.19;
RET-012809;Наушники;0;;5232.72;
RET-012810;Аксессуары;0;;3642.93;
RET-012811;Аксессуары;0;;4118.49;
RET-012812;Наушники;0;;13100.41;
RET-012813;Аксессуары;0;;3560.45;
RET-012814;Смартфоны;0;;69925.63;
RET-012815;Аксессуары;0;;530.69;
RET-012816;Ноутбуки;0;;99647.97;
RET-012817;Аксессуары;0;;4704.78;
RET-012818;Наушники;0;;6456.23;
RET-012819;Смартфоны;0;;40820.61;
RET-012820;Наушники;0;;2064.3;
RET-012821;Смартфоны;0;;61595.09;
RET-012822;Ноутбуки;0;;55940.17;
RET-012823;Наушники;0;;5083.58;
RET-012824;Ноутбуки;0;;118890.51;
RET-012825;Смартфоны;0;;73735.09;
RET-012826;Смартфоны;0;;70572.54;
RET-012827;Смартфоны;0;;33023.57;
RET-012828;Планшеты;0;;24900.57;
RET-012829;Смартфоны;0;;61746.91;
RET-012830;Наушники;0;;12653.94;
RET-012831;Планшеты;0;;44667.47;
RET-012832;Смартфоны;0;;75326.91;
RET-012833;Смартфоны;0;;37843.72;
RET-012834;Ноутбуки;0;;86372.12;
RET-012835;Планшеты;0;;17558.31;
RET-012836;Планшеты;0;;41858.85;
RET-012837;Ноутбуки;0;;74826.08;
RET-012838;Планшеты;0;;19866.53;
RET-012839;Наушники;0;;13308.35;
RET-012840;Планшеты;0;;26695.58;
RET-012841;Ноутбуки;1;damaged_delivery;41446.58;11.0
RET-012842;Планшеты;0;;41467.09;
RET-012843;Наушники;0;;5766.37;
RET-012844;Смартфоны;0;;21945.5;
RET-012845;Планшеты;0;;31047.63;
RET-012846;Наушники;0;;6235.05;
RET-012847;Смартфоны;0;;78325.77;
RET-012848;Аксессуары;0;;4952.91;
RET-012849;Ноутбуки;0;;95922.18;
RET-012850;Наушники;1;changed_mind;13510.2;7.0
RET-012851;Наушники;0;;11091.39;
RET-012852;Планшеты;0;;18083.63;
RET-012853;Планшеты;0;;29473.82;
RET-012854;Планшеты;0;;9008.36;
RET-012855;Смартфоны;0;;17157.18;
RET-012856;Аксессуары;0;;460.23;
RET-012857;Смартфоны;0;;30921.95;
RET-012858;Ноутбуки;0;;92687.39;
RET-012859;Наушники;0;;7618.87;
RET-012860;Ноутбуки;0;;60359.12;
RET-012861;Наушники;0;;4788.56;
RET-012862;Ноутбуки;0;;32952.56;
RET-012863;Смартфоны;0;;66351.81;
RET-012864;Смартфоны;0;;25788.01;
RET-012865;Аксессуары;0;;4761.77;
RET-012866;Планшеты;0;;35153.28;
RET-012867;Наушники;0;;11186.71;
RET-012868;Смартфоны;0;;78991.13;
RET-012869;Наушники;0;;14375.87;
RET-012870;Аксессуары;0;;855.0;
RET-012871;Смартфоны;0;;37754.62;
RET-012872;Аксессуары;0;;1345.85;
RET-012873;Ноутбуки;0;;60188.29;
RET-012874;Планшеты;0;;9108.99;
RET-012875;Ноутбуки;0;;79523.35;
RET-012876;Аксессуары;0;;462.82;
RET-012877;Смартфоны;0;;42177.85;
RET-012878;Наушники;0;;9834.02;
RET-012879;Ноутбуки;0;;89281.99;
RET-012880;Аксессуары;0;;4473.32;
RET-012881;Планшеты;0;;22264.53;
RET-012882;Смартфоны;0;;19735.93;
RET-012883;Ноутбуки;0;;89579.64;
RET-012884;Планшеты;0;;35684.54;
RET-012885;Планшеты;0;;9225.46;
RET-012886;Аксессуары;0;;4429.97;
RET-012887;Планшеты;0;;36805.09;
RET-012888;Ноутбуки;0;;46815.98;
RET-012889;Планшеты;0;;20043.41;
RET-012890;Наушники;0;;13560.91;
RET-012891;Планшеты;0;;29947.03;
RET-012892;Наушники;0;;4294.47;
RET-012893;Ноутбуки;0;;36415.44;
RET-012894;Смартфоны;0;;36891.04;
RET-012895;Ноутбуки;0;;91341.3;
RET-012896;Ноутбуки;0;;66487.91;
RET-012897;Планшеты;0;;12837.4;
RET-012898;Аксессуары;0;;2867.52;
RET-012899;Смартфоны;0;;70969.6;
RET-012900;Наушники;0;;10514.91;
RET-012901;Ноутбуки;0;;112237.02;
RET-012902;Планшеты;0;;27257.1;
RET-012903;Ноутбуки;1;defect;82677.61;9.0
RET-012904;Ноутбуки;0;;34288.6;
RET-012905;Ноутбуки;0;;72471.39;
RET-012906;Ноутбуки;0;;61651.45;
RET-012907;Аксессуары;0;;2755.51;
RET-012908;Наушники;1;defect;14223.84;2.0
RET-012909;Наушники;0;;4340.14;
RET-012910;Смартфоны;0;;46494.97;
RET-012911;Планшеты;0;;23139.12;
RET-012912;Смартфоны;0;;55221.47;
RET-012913;Аксессуары;0;;2427.24;
RET-012914;Смартфоны;0;;29034.8;
RET-012915;Наушники;0;;7983.5;
RET-012916;Аксессуары;0;;976.24;
RET-012917;Наушники;0;;9709.42;
RET-012918;Аксессуары;0;;4169.17;
RET-012919;Ноутбуки;0;;98476.77;
RET-012920;Наушники;0;;8150.64;
RET-012921;Ноутбуки;0;;72419.61;
RET-012922;Аксессуары;0;;4196.35;
RET-012923;Аксессуары;0;;3435.26;
RET-012924;Смартфоны;1;changed_mind;66962.77;1.0
RET-012925;Смартфоны;0;;19055.91;
RET-012926;Смартфоны;0;;62006.47;
RET-012927;Наушники;0;;5229.84;
RET-012928;Ноутбуки;0;;53309.25;
RET-012929;Наушники;0;;10653.07;
RET-012930;Наушники;0;;2426.72;
RET-012931;Планшеты;0;;19843.18;
RET-012932;Смартфоны;0;;27193.8;
RET-012933;Ноутбуки;0;;52824.22;
RET-012934;Смартфоны;0;;36986.35;
RET-012935;Смартфоны;0;;26276.87;
RET-012936;Планшеты;0;;40513.6;
RET-012937;Ноутбуки;0;;103201.19;
RET-012938;Смартфоны;0;;68816.17;
RET-012939;Планшеты;0;;23025.86;
RET-012940;Планшеты;0;;44118.18;
RET-012941;Смартфоны;0;;73273.24;
RET-012942;Смартфоны;0;;52267.79;
RET-012943;Аксессуары;0;;4874.87;
RET-012944;Планшеты;0;;36685.35;
RET-012945;Ноутбуки;0;;107195.02;
RET-012946;Планшеты;0;;43887.78;
RET-012947;Наушники;0;;10083.27;
RET-012948;Планшеты;0;;35832.7;
RET-012949;Смартфоны;0;;79882.23;
RET-012950;Наушники;0;;11368.96;
RET-012951;Ноутбуки;0;;57571.3;
RET-012952;Аксессуары;0;;789.46;
RET-012953;Планшеты;0;;35304.24;
RET-012954;Ноутбуки;0;;43957.03;
RET-012955;Аксессуары;0;;2320.18;
RET-012956;Смартфоны;0;;32652.51;
RET-012957;Планшеты;0;;39740.3;
RET-012958;Планшеты;0;;37973.09;
RET-012959;Аксессуары;0;;2712.11;
RET-012960;Аксессуары;0;;2385.66;
RET-012961;Смартфоны;0;;58006.31;
RET-012962;Аксессуары;0;;3725.09;
RET-012963;Планшеты;0;;16700.55;
RET-012964;Наушники;0;;3901.79;
RET-012965;Планшеты;0;;32056.97;
RET-012966;Ноутбуки;0;;119660.38;
RET-012967;Смартфоны;0;;54353.97;
RET-012968;Смартфоны;0;;75434.8;
RET-012969;Ноутбуки;0;;86539.65;
RET-012970;Планшеты;0;;15813.55;
RET-012971;Аксессуары;0;;1722.66;
RET-012972;Наушники;0;;14494.87;
RET-012973;Ноутбуки;0;;41965.63;
RET-012974;Аксессуары;0;;3930.73;
RET-012975;Смартфоны;0;;34736.6;
RET-012976;Наушники;0;;9020.65;
RET-012977;Смартфоны;0;;48424.72;
RET-012978;Смартфоны;0;;76193.01;
RET-012979;Аксессуары;0;;1721.46;
RET-012980;Ноутбуки;0;;48027.75;
RET-012981;Аксессуары;0;;1348.27;
RET-012982;Наушники;0;;2144.29;
RET-012983;Смартфоны;1;defect;32725.8;14.0
RET-012984;Ноутбуки;1;damaged_delivery;97710.67;18.0
RET-012985;Ноутбуки;0;;74834.02;
RET-012986;Планшеты;0;;35856.97;
RET-012987;Планшеты;0;;14440.95;
RET-012988;Наушники;0;;9327.38;
RET-012989;Смартфоны;0;;65024.87;
RET-012990;Ноутбуки;0;;118735.95;
RET-012991;Смартфоны;0;;26030.71;
RET-012992;Ноутбуки;0;;39514.25;
RET-012993;Наушники;0;;13394.63;
RET-012994;Наушники;0;;8814.8;
RET-012995;Планшеты;0;;40880.06;
RET-012996;Смартфоны;0;;38635.44;
RET-012997;Ноутбуки;0;;60138.71;
RET-012998;Смартфоны;0;;43239.66;
RET-012999;Планшеты;0;;35127.71;
RET-013000;Планшеты;0;;25244.12;
RET-013001;Наушники;0;;7160.1;
RET-013002;Аксессуары;0;;718.36;
RET-013003;Ноутбуки;0;;35562.8;
RET-013004;Планшеты;0;;35055.96;
RET-013005;Ноутбуки;0;;44441.74;
RET-013006;Аксессуары;0;;1287.58;
RET-013007;Аксессуары;0;;2705.19;
RET-013008;Планшеты;0;;33873.36;
RET-013009;Планшеты;0;;30439.52;
RET-013010;Наушники;0;;8165.4;
RET-013011;Наушники;0;;3072.42;
RET-013012;Планшеты;0;;17981.37;
RET-013013;Наушники;0;;6673.44;
RET-013014;Аксессуары;0;;4118.24;
RET-013015;Наушники;0;;9916.9;
RET-013016;Аксессуары;0;;1217.78;
RET-013017;Планшеты;0;;23724.68;
RET-013018;Аксессуары;0;;3958.67;
RET-013019;Ноутбуки;0;;51192.46;
RET-013020;Смартфоны;0;;60752.06;
RET-013021;Аксессуары;0;;1600.56;
RET-013022;Наушники;0;;11762.23;
RET-013023;Планшеты;0;;41192.54;
RET-013024;Смартфоны;0;;38154.5;
RET-013025;Планшеты;0;;9227.47;
RET-013026;Наушники;0;;5357.94;
RET-013027;Ноутбуки;0;;74516.12;
RET-013028;Смартфоны;0;;39053.63;
RET-013029;Наушники;0;;13999.39;
RET-013030;Смартфоны;0;;45022.43;
RET-013031;Наушники;0;;4240.5;
RET-013032;Наушники;0;;7181.88;
RET-013033;Аксессуары;0;;3330.39;
RET-013034;Аксессуары;0;;1962.09;
RET-013035;Смартфоны;0;;46698.27;
RET-013036;Ноутбуки;0;;39229.05;
RET-013037;Смартфоны;0;;19065.38;
RET-013038;Смартфоны;0;;24045.29;
RET-013039;Аксессуары;0;;3858.2;
RET-013040;Ноутбуки;1;defect;82662.85;5.0
RET-013041;Планшеты;0;;11465.71;
RET-013042;Наушники;0;;12841.8;
RET-013043;Ноутбуки;0;;61269.18;
RET-013044;Планшеты;0;;26648.67;
RET-013045;Аксессуары;0;;4601.71;
RET-013046;Планшеты;0;;19592.4;
RET-013047;Аксессуары;0;;2096.23;
RET-013048;Ноутбуки;0;;99915.63;
RET-013049;Аксессуары;0;;3732.42;
RET-013050;Наушники;0;;1588.6;
RET-013051;Планшеты;0;;28688.68;
RET-013052;Планшеты;0;;23622.84;
RET-013053;Смартфоны;0;;31554.06;
RET-013054;Планшеты;0;;21547.19;
RET-013055;Аксессуары;0;;4658.13;
RET-013056;Смартфоны;0;;63053.68;
RET-013057;Ноутбуки;0;;88626.76;
RET-013058;Смартфоны;0;;74576.63;
RET-013059;Наушники;0;;3126.04;
RET-013060;Смартфоны;0;;20981.44;
RET-013061;Наушники;0;;10312.12;
RET-013062;Аксессуары;0;;2782.0;
RET-013063;Наушники;0;;8294.38;
RET-013064;Смартфоны;0;;50361.77;
RET-013065;Смартфоны;0;;74696.3;
RET-013066;Аксессуары;0;;3012.79;
RET-013067;Наушники;0;;2966.08;
RET-013068;Планшеты;0;;16871.53;
RET-013069;Планшеты;0;;10361.93;
RET-013070;Смартфоны;0;;37664.17;
RET-013071;Наушники;0;;4486.19;
RET-013072;Аксессуары;0;;4094.08;
RET-013073;Ноутбуки;0;;117105.82;
RET-013074;Ноутбуки;0;;87030.79;
RET-013075;Аксессуары;0;;3153.86;
RET-013076;Аксессуары;0;;3223.87;
RET-013077;Планшеты;0;;41114.33;
RET-013078;Аксессуары;0;;3008.69;
RET-013079;Смартфоны;0;;46253.94;
RET-013080;Ноутбуки;0;;70017.99;
RET-013081;Планшеты;0;;18933.03;
RET-013082;Смартфоны;0;;52471.35;
RET-013083;Наушники;0;;3397.78;
RET-013084;Аксессуары;0;;1856.64;
RET-013085;Ноутбуки;1;changed_mind;113054.66;9.0
RET-013086;Планшеты;0;;19402.45;
RET-013087;Планшеты;0;;24523.58;
RET-013088;Смартфоны;0;;68535.89;
RET-013089;Аксессуары;0;;4875.5;
RET-013090;Ноутбуки;0;;70685.78;
RET-013091;Планшеты;0;;20742.65;
RET-013092;Планшеты;0;;42713.63;
RET-013093;Аксессуары;0;;4817.47;
RET-013094;Ноутбуки;0;;39524.44;
RET-013095;Смартфоны;0;;48032.95;
RET-013096;Смартфоны;0;;63904.98;
RET-013097;Аксессуары;0;;4142.47;
RET-013098;Наушники;0;;14566.81;
RET-013099;Ноутбуки;0;;87923.4;
RET-013100;Наушники;0;;13977.43;
RET-013101;Ноутбуки;0;;46261.46;
RET-013102;Планшеты;0;;24165.49;
RET-013103;Аксессуары;0;;4558.68;
RET-013104;Наушники;0;;12945.93;
RET-013105;Ноутбуки;0;;94533.15;
RET-013106;Аксессуары;0;;2027.37;
RET-013107;Наушники;0;;1895.04;
RET-013108;Ноутбуки;0;;106048.16;
RET-013109;Смартфоны;0;;34756.46;
RET-013110;Планшеты;0;;21485.74;
RET-013111;Ноутбуки;0;;47637.31;
RET-013112;Наушники;0;;14707.13;
RET-013113;Ноутбуки;0;;56290.06;
RET-013114;Аксессуары;0;;1765.15;
RET-013115;Наушники;0;;13581.15;
RET-013116;Планшеты;0;;8165.6;
RET-013117;Смартфоны;0;;76169.06;
RET-013118;Смартфоны;0;;65316.43;
RET-013119;Наушники;0;;1932.69;
RET-013120;Планшеты;1;wrong_item;30801.06;7.0
RET-013121;Планшеты;0;;19485.05;
RET-013122;Ноутбуки;0;;84932.02;
RET-013123;Аксессуары;0;;2863.66;
RET-013124;Планшеты;0;;8248.94;
RET-013125;Наушники;0;;12464.65;
RET-013126;Ноутбуки;0;;56617.55;
RET-013127;Наушники;0;;1000.81;
RET-013128;Ноутбуки;0;;46246.37;
RET-013129;Ноутбуки;0;;103211.3;
RET-013130;Аксессуары;0;;3458.32;
RET-013131;Планшеты;0;;44225.37;
RET-013132;Ноутбуки;0;;59176.37;
RET-013133;Смартфоны;0;;45162.31;
RET-013134;Аксессуары;0;;1781.04;
RET-013135;Смартфоны;0;;36372.4;
RET-013136;Планшеты;0;;16894.78;
RET-013137;Аксессуары;0;;4952.61;
RET-013138;Ноутбуки;0;;56396.39;
RET-013139;Аксессуары;0;;3186.42;
RET-013140;Смартфоны;0;;76359.22;
RET-013141;Аксессуары;0;;2885.59;
RET-013142;Наушники;0;;2816.49;
RET-013143;Смартфоны;0;;50633.49;
RET-013144;Наушники;0;;7405.17;
RET-013145;Смартфоны;0;;54470.41;
RET-013146;Ноутбуки;0;;80807.8;
RET-013147;Аксессуары;0;;552.85;
RET-013148;Смартфоны;0;;35944.76;
RET-013149;Наушники;0;;10161.71;
RET-013150;Планшеты;0;;21399.48;
RET-013151;Наушники;0;;4664.15;
RET-013152;Планшеты;0;;14217.1;
RET-013153;Смартфоны;0;;58933.95;
RET-013154;Планшеты;0;;14917.78;
RET-013155;Наушники;0;;12664.23;
RET-013156;Аксессуары;0;;463.7;
RET-013157;Планшеты;0;;40814.55;
RET-013158;Аксессуары;0;;2037.45;
RET-013159;Наушники;0;;14752.27;
RET-013160;Наушники;0;;6307.03;
RET-013161;Смартфоны;0;;21023.95;
RET-013162;Наушники;0;;11646.15;
RET-013163;Смартфоны;0;;66231.66;
RET-013164;Аксессуары;0;;1771.89;
RET-013165;Планшеты;0;;43867.84;
RET-013166;Наушники;0;;6729.19;
RET-013167;Аксессуары;0;;2254.53;
RET-013168;Смартфоны;0;;58733.31;
RET-013169;Планшеты;0;;8771.23;
RET-013170;Аксессуары;0;;884.77;
RET-013171;Смартфоны;0;;67926.63;
RET-013172;Ноутбуки;0;;108119.34;
RET-013173;Планшеты;0;;22198.39;
RET-013174;Смартфоны;0;;28357.16;
RET-013175;Планшеты;0;;28811.36;
RET-013176;Наушники;0;;8939.24;
RET-013177;Аксессуары;0;;3555.73;
RET-013178;Ноутбуки;0;;110153.95;
RET-013179;Аксессуары;1;changed_mind;2937.46;8.0
RET-013180;Смартфоны;0;;70579.5;
RET-013181;Смартфоны;0;;66764.18;
RET-013182;Аксессуары;0;;1051.23;
RET-013183;Ноутбуки;0;;54793.67;
RET-013184;Наушники;0;;11618.26;
RET-013185;Смартфоны;0;;65172.2;
RET-013186;Наушники;0;;7794.38;
RET-013187;Аксессуары;0;;3705.88;
RET-013188;Ноутбуки;0;;96272.6;
RET-013189;Аксессуары;0;;554.64;
RET-013190;Планшеты;0;;34503.41;
RET-013191;Планшеты;0;;36723.39;
RET-013192;Аксессуары;0;;3054.81;
RET-013193;Наушники;0;;12217.01;
RET-013194;Ноутбуки;0;;85994.15;
RET-013195;Смартфоны;0;;56079.82;
RET-013196;Аксессуары;0;;3894.86;
RET-013197;Наушники;0;;12210.05;
RET-013198;Ноутбуки;0;;51470.26;
RET-013199;Наушники;0;;1488.83;
RET-013200;Смартфоны;0;;45744.55;
RET-013201;Ноутбуки;0;;38179.29;
RET-013202;Ноутбуки;0;;76850.02;
RET-013203;Ноутбуки;0;;44602.8;
RET-013204;Смартфоны;0;;25137.25;
RET-013205;Наушники;0;;14990.05;
RET-013206;Наушники;0;;14342.95;
RET-013207;Смартфоны;0;;17831.18;
RET-013208;Ноутбуки;0;;54104.53;
RET-013209;Наушники;0;;7057.91;
RET-013210;Планшеты;0;;13637.53;
RET-013211;Аксессуары;0;;1452.62;
RET-013212;Планшеты;0;;11880.29;
RET-013213;Планшеты;0;;28045.44;
RET-013214;Аксессуары;0;;4153.3;
RET-013215;Смартфоны;0;;48067.73;
RET-013216;Аксессуары;0;;1576.41;
RET-013217;Аксессуары;0;;961.76;
RET-013218;Планшеты;0;;41273.39;
RET-013219;Смартфоны;0;;69234.18;
RET-013220;Ноутбуки;0;;62464.81;
RET-013221;Ноутбуки;0;;114718.79;
RET-013222;Наушники;0;;5214.79;
RET-013223;Планшеты;0;;25944.66;
RET-013224;Аксессуары;0;;1795.55;
RET-013225;Планшеты;0;;35979.66;
RET-013226;Аксессуары;0;;2080.86;
RET-013227;Смартфоны;0;;73179.41;
RET-013228;Планшеты;0;;42352.06;
RET-013229;Планшеты;0;;30050.23;
