order_id;customer_id;order_amount;order_date;category_main;payment_method;city
ORD-2024-100614;5121;4326.24;2024-10-17;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100615;7165;1973.07;2024-11-03;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100616;4651;8531.13;2024-11-30;Ноутбуки;Карта онлайн;Новосибирск
ORD-2024-100617;9460;450.0;2024-10-23;Наушники;Наличные;Челябинск
ORD-2024-100618;7649;3141.76;2024-12-05;Смартфоны;Наличные;Новосибирск
ORD-2024-100619;6781;2742.58;2024-10-30;Ноутбуки;Карта онлайн;Москва
ORD-2024-100620;6653;1571.31;2024-12-05;Аксессуары;Наличные;Москва
ORD-2024-100621;8976;8815.64;2024-12-20;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100622;8898;4271.13;2024-10-03;Смартфоны;Карта онлайн;Самара
ORD-2024-100623;1108;5848.91;2024-10-07;Смартфоны;Наличные;Челябинск
ORD-2024-100624;9222;5622.61;2024-12-24;Аксессуары;Наличные;Челябинск
ORD-2024-100625;3276;452.1;2024-12-25;Аксессуары;Электронные деньги;Москва
ORD-2024-100626;8207;575.49;2024-10-10;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100627;3713;2642.82;2024-10-08;Наушники;Наличные;Санкт-Петербург
ORD-2024-100628;4768;3563.85;2024-12-15;Ноутбуки;Карта онлайн;Москва
ORD-2024-100629;2263;2770.87;2024-10-27;Аксессуары;Банковский перевод;Москва
ORD-2024-100630;9430;804.91;2024-12-01;Смартфоны;Карта онлайн;Самара
ORD-2024-100631;5600;3393.98;2024-12-23;Смартфоны;Наличные;Москва
ORD-2024-100632;4465;8151.5;2024-10-14;Планшеты;Карта онлайн;Москва
ORD-2024-100633;3461;5069.82;2024-10-12;Смартфоны;Карта онлайн;Москва
ORD-2024-100634;4062;1402.78;2024-10-14;Наушники;Карта онлайн;Самара
ORD-2024-100635;3578;954.68;2024-10-22;Ноутбуки;Карта онлайн;Екатеринбург
ORD-2024-100636;6934;8333.52;2024-10-12;Ноутбуки;Карта онлайн;Казань
ORD-2024-100637;2938;1395.13;2024-10-17;Ноутбуки;Банковский перевод;Нижний Новгород
ORD-2024-100638;4773;2537.59;2024-12-17;Наушники;Карта онлайн;Москва
ORD-2024-100639;7793;1802.75;2024-11-16;Смартфоны;Карта онлайн;Екатеринбург
ORD-2024-100640;6410;15379.82;2024-10-13;Наушники;Карта онлайн;Москва
ORD-2024-100641;2856;4040.13;2024-11-01;Аксессуары;Карта онлайн;Москва
ORD-2024-100642;8889;8541.54;2024-11-08;Планшеты;Карта онлайн;Челябинск
ORD-2024-100643;8844;1830.84;2024-12-25;Смартфоны;Карта онлайн;Новосибирск
ORD-2024-100644;8848;671.46;2024-12-05;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100645;4452;13852.28;2024-10-18;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100646;3641;1645.42;2024-12-27;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100647;7732;4600.32;2024-12-23;Ноутбуки;Карта онлайн;Москва
ORD-2024-100648;1367;4128.87;2024-11-05;Планшеты;Карта онлайн;Москва
ORD-2024-100649;4992;1414.6;2024-10-25;Смартфоны;Карта онлайн;Москва
ORD-2024-100650;1706;8527.93;2024-11-07;Смартфоны;Карта онлайн;Москва
ORD-2024-100651;3095;6965.26;2024-10-07;Ноутбуки;Банковский перевод;Новосибирск
ORD-2024-100652;3639;11705.87;2024-11-10;Планшеты;Банковский перевод;Москва
ORD-2024-100653;3207;1717.57;2024-12-18;Смартфоны;Наличные;Москва
ORD-2024-100654;9399;939.39;2024-11-21;Наушники;Карта онлайн;Санкт-Петербург
ORD-2024-100655;1642;4161.91;2024-10-12;Ноутбуки;Наличные;Челябинск
ORD-2024-100656;3406;2570.71;2024-11-21;Аксессуары;Наличные;Москва
ORD-2024-100657;1916;7048.56;2024-11-12;Аксессуары;Наличные;Москва
ORD-2024-100658;3725;1992.99;2024-12-15;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100659;5231;1635.83;2024-11-06;Смартфоны;Карта онлайн;Новосибирск
ORD-2024-100660;3949;816.62;2024-12-30;Ноутбуки;Наличные;Екатеринбург
ORD-2024-100661;9464;10028.75;2024-11-03;Смартфоны;Карта онлайн;Челябинск
ORD-2024-100662;7642;4839.73;2024-11-20;Планшеты;Карта онлайн;Самара
ORD-2024-100663;1305;5419.75;2024-11-10;Аксессуары;Карта онлайн;Новосибирск
ORD-2024-100664;5644;13976.89;2024-11-22;Планшеты;Карта онлайн;Екатеринбург
ORD-2024-100665;2404;3230.14;2024-10-15;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100666;4548;2994.13;2024-12-23;Ноутбуки;Карта онлайн;Москва
ORD-2024-100667;8359;1986.11;2024-12-24;Смартфоны;Карта онлайн;Уфа
ORD-2024-100668;8723;3922.1;2024-11-14;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100669;8891;2684.0;2024-10-26;Ноутбуки;Карта онлайн;Москва
ORD-2024-100670;3794;2639.21;2024-11-21;Планшеты;Карта онлайн;Казань
ORD-2024-100671;4594;1205.05;2024-12-24;Ноутбуки;Карта онлайн;Москва
ORD-2024-100672;7730;636.15;2024-12-05;Смартфоны;Наличные;Екатеринбург
ORD-2024-100673;3338;545.63;2024-12-15;Умные устройства;Наличные;Екатеринбург
ORD-2024-100674;3979;2240.09;2024-10-03;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100675;9369;4792.55;2024-10-21;Умные устройства;Карта онлайн;Челябинск
ORD-2024-100676;5333;6926.73;2024-11-19;Умные устройства;Карта онлайн;Москва
ORD-2024-100677;3747;1155.66;2024-10-05;Планшеты;Банковский перевод;Санкт-Петербург
ORD-2024-100678;6614;931.5;2024-12-12;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100679;8429;4537.14;2024-11-05;Наушники;Карта онлайн;Казань
ORD-2024-100680;2127;539.45;2024-11-21;Аксессуары;Карта онлайн;Новосибирск
ORD-2024-100681;4765;755.23;2024-10-31;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100682;7196;5928.12;2024-10-24;Наушники;Банковский перевод;Екатеринбург
ORD-2024-100683;7315;2092.59;2024-10-17;Наушники;Наличные;Москва
ORD-2024-100684;3166;2436.44;2024-12-09;Ноутбуки;Карта онлайн;Самара
ORD-2024-100685;2778;2986.01;2024-12-07;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100686;1271;3639.85;2024-11-30;Ноутбуки;Карта онлайн;Казань
ORD-2024-100687;4315;1973.12;2024-11-05;Наушники;Карта онлайн;Москва
ORD-2024-100688;9564;1501.48;2024-12-29;Аксессуары;Карта онлайн;Москва
ORD-2024-100689;9263;1907.33;2024-12-26;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100690;7877;5024.77;2024-12-11;Аксессуары;Карта онлайн;Нижний Новгород
ORD-2024-100691;3450;3319.8;2024-12-18;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100692;2577;1050.57;2024-12-28;Аксессуары;Банковский перевод;Самара
ORD-2024-100693;3906;1352.47;2024-10-23;Наушники;Карта онлайн;Санкт-Петербург
ORD-2024-100694;8796;961.0;2024-12-26;Планшеты;Наличные;Санкт-Петербург
ORD-2024-100695;1639;3607.31;2024-11-07;Смартфоны;Наличные;Москва
ORD-2024-100696;9706;1619.96;2024-11-16;Аксессуары;Карта онлайн;Новосибирск
ORD-2024-100697;9246;3542.95;2024-10-18;Смартфоны;Наличные;Москва
ORD-2024-100698;2925;2862.65;2024-12-18;Аксессуары;Карта онлайн;Нижний Новгород
ORD-2024-100699;2526;9287.57;2024-10-29;Умные устройства;Карта онлайн;Нижний Новгород
ORD-2024-100700;8901;887.11;2024-10-10;Ноутбуки;Карта онлайн;Самара
ORD-2024-100701;3135;15912.75;2024-12-16;Смартфоны;Электронные деньги;Санкт-Петербург
ORD-2024-100702;9835;6425.65;2024-12-27;Планшеты;Карта онлайн;Казань
ORD-2024-100703;1019;5631.13;2024-11-11;Ноутбуки;Карта онлайн;Новосибирск
ORD-2024-100704;8069;1503.37;2024-12-22;Аксессуары;Банковский перевод;Москва
ORD-2024-100705;9553;1340.73;2024-11-27;Смартфоны;Карта онлайн;Екатеринбург
ORD-2024-100706;7892;1048.04;2024-12-06;Смартфоны;Наличные;Москва
ORD-2024-100707;7068;643.74;2024-11-17;Умные устройства;Наличные;Санкт-Петербург
ORD-2024-100708;1711;3315.13;2024-11-04;Планшеты;Наличные;Москва
ORD-2024-100709;9680;9135.67;2024-11-06;Аксессуары;Электронные деньги;Москва
ORD-2024-100710;8028;7554.11;2024-12-12;Ноутбуки;Электронные деньги;Санкт-Петербург
ORD-2024-100711;4759;11670.56;2024-12-10;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100712;8899;3098.82;2024-11-21;Наушники;Наличные;Екатеринбург
ORD-2024-100713;7246;2920.77;2024-11-21;Наушники;Карта онлайн;Москва
ORD-2024-100714;6742;4483.85;2024-12-17;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100715;2600;615.06;2024-12-19;Наушники;Карта онлайн;Москва
ORD-2024-100716;7971;1123.25;2024-10-22;Ноутбуки;Наличные;Екатеринбург
ORD-2024-100717;3193;1343.37;2024-12-11;Ноутбуки;Электронные деньги;Екатеринбург
ORD-2024-100718;5170;1623.3;2024-12-27;Планшеты;Банковский перевод;Екатеринбург
ORD-2024-100719;8817;4276.57;2024-11-21;Смартфоны;Карта онлайн;Новосибирск
ORD-2024-100720;4809;3994.68;2024-11-07;Планшеты;Карта онлайн;Москва
ORD-2024-100721;2373;5648.8;2024-12-21;Смартфоны;Карта онлайн;Новосибирск
ORD-2024-100722;5641;6141.25;2024-10-29;Наушники;Наличные;Санкт-Петербург
ORD-2024-100723;9908;3576.27;2024-11-10;Планшеты;Наличные;Санкт-Петербург
ORD-2024-100724;7695;4862.96;2024-12-22;Смартфоны;Карта онлайн;Екатеринбург
ORD-2024-100725;5223;627.0;2024-12-23;Смартфоны;Карта онлайн;Москва
ORD-2024-100726;4096;2197.67;2024-10-15;Смартфоны;Карта онлайн;Казань
ORD-2024-100727;1089;7173.35;2024-12-11;Наушники;Карта онлайн;Екатеринбург
ORD-2024-100728;1116;2027.62;2024-11-23;Аксессуары;Банковский перевод;Москва
ORD-2024-100729;9561;807.44;2024-12-12;Смартфоны;Карта онлайн;Москва
ORD-2024-100730;2930;3032.17;2024-11-12;Планшеты;Карта онлайн;Москва
ORD-2024-100731;9515;1594.32;2024-11-08;Ноутбуки;Карта онлайн;Самара
ORD-2024-100732;1117;4929.61;2024-11-08;Наушники;Карта онлайн;Казань
ORD-2024-100733;7144;810.98;2024-10-02;Аксессуары;Электронные деньги;Москва
ORD-2024-100734;4365;6718.71;2024-10-13;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100735;6175;9532.66;2024-12-31;Наушники;Карта онлайн;Екатеринбург
ORD-2024-100736;7698;2741.31;2024-11-11;Смартфоны;Карта онлайн;Челябинск
ORD-2024-100737;6935;450.0;2024-12-07;Смартфоны;Наличные;Москва
ORD-2024-100738;2746;1784.22;2024-12-17;Ноутбуки;Наличные;Москва
ORD-2024-100739;3535;7282.67;2024-12-16;Смартфоны;Наличные;Нижний Новгород
ORD-2024-100740;7980;1232.57;2024-10-31;Наушники;Карта онлайн;Москва
ORD-2024-100741;5155;6535.3;2024-12-08;Ноутбуки;Карта онлайн;Москва
ORD-2024-100742;5281;5639.52;2024-10-12;Наушники;Карта онлайн;Самара
ORD-2024-100743;9783;920.0;2024-10-10;Смартфоны;Наличные;Екатеринбург
ORD-2024-100744;7939;4011.45;2024-12-21;Ноутбуки;Карта онлайн;Москва
ORD-2024-100745;6990;6512.48;2024-11-01;Планшеты;Карта онлайн;Москва
ORD-2024-100746;5514;3955.3;2024-12-29;Умные устройства;Банковский перевод;Москва
ORD-2024-100747;7511;2171.18;2024-10-12;Смартфоны;Банковский перевод;Москва
ORD-2024-100748;4337;1489.33;2024-11-13;Аксессуары;Карта онлайн;Нижний Новгород
ORD-2024-100749;7770;970.91;2024-10-18;Наушники;Карта онлайн;Санкт-Петербург
ORD-2024-100750;8904;1442.54;2024-10-18;Наушники;Карта онлайн;Казань
ORD-2024-100751;3928;5581.05;2024-10-13;Наушники;Наличные;Нижний Новгород
ORD-2024-100752;7065;5402.78;2024-12-09;Смартфоны;Наличные;Санкт-Петербург
ORD-2024-100753;8925;1999.56;2024-12-20;Смартфоны;Карта онлайн;Москва
ORD-2024-100754;5157;3047.51;2024-10-04;Наушники;Карта онлайн;Санкт-Петербург
ORD-2024-100755;6024;3926.89;2024-12-11;Ноутбуки;Наличные;Нижний Новгород
ORD-2024-100756;6641;4039.97;2024-11-05;Аксессуары;Банковский перевод;Новосибирск
ORD-2024-100757;7522;7378.11;2024-10-17;Ноутбуки;Карта онлайн;Москва
ORD-2024-100758;3262;5581.1;2024-11-02;Смартфоны;Карта онлайн;Казань
ORD-2024-100759;2951;1342.79;2024-10-11;Планшеты;Карта онлайн;Екатеринбург
ORD-2024-100760;4764;708.65;2024-12-05;Ноутбуки;Карта онлайн;Нижний Новгород
ORD-2024-100761;8317;4897.25;2024-12-11;Наушники;Банковский перевод;Москва
ORD-2024-100762;3650;3865.02;2024-11-13;Планшеты;Наличные;Санкт-Петербург
ORD-2024-100763;2642;9551.36;2024-12-10;Аксессуары;Наличные;Нижний Новгород
ORD-2024-100764;4513;4269.3;2024-12-17;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100765;9328;3588.66;2024-12-10;Планшеты;Наличные;Санкт-Петербург
ORD-2024-100766;7562;2364.76;2024-11-11;Планшеты;Карта онлайн;Москва
ORD-2024-100767;6544;3663.98;2024-12-19;Аксессуары;Карта онлайн;Москва
ORD-2024-100768;1852;1074.98;2024-12-28;Ноутбуки;Карта онлайн;Москва
ORD-2024-100769;3633;1467.04;2024-11-16;Смартфоны;Карта онлайн;Самара
ORD-2024-100770;7375;2588.69;2024-10-21;Ноутбуки;Наличные;Москва
ORD-2024-100771;1086;2202.87;2024-12-19;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100772;2492;2364.52;2024-10-02;Планшеты;Карта онлайн;Казань
ORD-2024-100773;3381;4691.92;2024-11-21;Наушники;Карта онлайн;Москва
ORD-2024-100774;8727;4728.44;2024-12-13;Наушники;Карта онлайн;Санкт-Петербург
ORD-2024-100775;8133;6927.68;2024-10-22;Смартфоны;Карта онлайн;Новосибирск
ORD-2024-100776;2444;3108.45;2024-10-19;Планшеты;Карта онлайн;Челябинск
ORD-2024-100777;2049;1134.37;2024-11-01;Ноутбуки;Наличные;Екатеринбург
ORD-2024-100778;5310;1055.14;2024-12-14;Планшеты;Карта онлайн;Казань
ORD-2024-100779;4633;5557.31;2024-12-25;Наушники;Карта онлайн;Москва
ORD-2024-100780;7075;4352.91;2024-12-28;Ноутбуки;Карта онлайн;Самара
ORD-2024-100781;2311;2072.99;2024-11-05;Смартфоны;Наличные;Москва
ORD-2024-100782;1618;9006.75;2024-12-22;Смартфоны;Карта онлайн;Новосибирск
ORD-2024-100783;7296;1331.49;2024-11-06;Аксессуары;Карта онлайн;Москва
ORD-2024-100784;7564;2618.88;2024-12-18;Аксессуары;Карта онлайн;Самара
ORD-2024-100785;9536;861.17;2024-12-24;Наушники;Карта онлайн;Казань
ORD-2024-100786;5693;642.93;2024-12-09;Смартфоны;Карта онлайн;Новосибирск
ORD-2024-100787;1941;1297.68;2024-11-08;Ноутбуки;Наличные;Москва
ORD-2024-100788;3871;2287.07;2024-10-10;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100789;9099;10020.62;2024-10-10;Планшеты;Карта онлайн;Екатеринбург
ORD-2024-100790;8192;6598.13;2024-12-23;Смартфоны;Наличные;Новосибирск
ORD-2024-100791;1175;728.48;2024-11-12;Смартфоны;Наличные;Москва
ORD-2024-100792;4304;12467.21;2024-12-24;Планшеты;Карта онлайн;Ростов-на-Дону
ORD-2024-100793;9489;678.77;2024-10-04;Ноутбуки;Карта онлайн;Нижний Новгород
ORD-2024-100794;5685;9593.41;2024-12-29;Ноутбуки;Карта онлайн;Москва
ORD-2024-100795;4190;3737.16;2024-12-31;Смартфоны;Карта онлайн;Челябинск
ORD-2024-100796;1550;1929.77;2024-11-02;Наушники;Наличные;Санкт-Петербург
ORD-2024-100797;9364;2275.24;2024-10-23;Аксессуары;Банковский перевод;Санкт-Петербург
ORD-2024-100798;9451;3528.38;2024-10-30;Умные устройства;Электронные деньги;Москва
ORD-2024-100799;4795;4907.87;2024-11-16;Наушники;Карта онлайн;Екатеринбург
ORD-2024-100800;3776;2392.71;2024-10-27;Наушники;Карта онлайн;Казань
ORD-2024-100801;1590;1907.41;2024-12-23;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100802;6893;2344.06;2024-10-04;Наушники;Наличные;Екатеринбург
ORD-2024-100803;4919;6061.9;2024-12-08;Ноутбуки;Карта онлайн;Казань
ORD-2024-100804;1004;10936.71;2024-10-29;Наушники;Карта онлайн;Казань
ORD-2024-100805;3579;6762.57;2024-12-02;Ноутбуки;Наличные;Москва
ORD-2024-100806;2422;2661.92;2024-10-11;Смартфоны;Наличные;Челябинск
ORD-2024-100807;5520;3409.7;2024-11-25;Смартфоны;Наличные;Санкт-Петербург
ORD-2024-100808;7544;1206.61;2024-10-31;Ноутбуки;Карта онлайн;Москва
ORD-2024-100809;6785;2939.43;2024-12-14;Смартфоны;Наличные;Москва
ORD-2024-100810;7474;5775.15;2024-12-16;Смартфоны;Банковский перевод;Санкт-Петербург
ORD-2024-100811;7642;14314.17;2024-11-10;Умные устройства;Карта онлайн;Нижний Новгород
ORD-2024-100812;4281;2654.18;2024-12-30;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100813;9482;2555.18;2024-12-08;Наушники;Карта онлайн;Новосибирск
ORD-2024-100814;1251;2442.53;2024-12-30;Аксессуары;Электронные деньги;Москва
ORD-2024-100815;2124;4633.99;2024-10-30;Умные устройства;Карта онлайн;Санкт-Петербург
ORD-2024-100816;2477;784.26;2024-10-29;Наушники;Карта онлайн;Уфа
ORD-2024-100817;5661;2655.16;2024-12-02;Аксессуары;Карта онлайн;Новосибирск
ORD-2024-100818;6703;2868.58;2024-11-16;Ноутбуки;Наличные;Москва
ORD-2024-100819;6693;450.05;2024-10-24;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100820;5530;854.88;2024-12-29;Ноутбуки;Карта онлайн;Москва
ORD-2024-100821;4707;1240.27;2024-10-10;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100822;4187;1635.97;2024-11-11;Планшеты;Банковский перевод;Новосибирск
ORD-2024-100823;8450;688.05;2024-10-21;Ноутбуки;Карта онлайн;Новосибирск
ORD-2024-100824;7618;3090.84;2024-12-31;Смартфоны;Карта онлайн;Москва
ORD-2024-100825;1076;1734.93;2024-10-17;Наушники;Наличные;Самара
ORD-2024-100826;5277;4587.35;2024-11-04;Смартфоны;Карта онлайн;Екатеринбург
ORD-2024-100827;3867;5310.28;2024-12-21;Наушники;Банковский перевод;Санкт-Петербург
ORD-2024-100828;7670;4352.98;2024-10-06;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100829;9294;450.0;2024-10-11;Планшеты;Карта онлайн;Екатеринбург
ORD-2024-100830;2744;1240.81;2024-12-25;Планшеты;Карта онлайн;Екатеринбург
ORD-2024-100831;2185;2971.95;2024-10-20;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100832;9243;7182.78;2024-12-27;Наушники;Наличные;Санкт-Петербург
ORD-2024-100833;5821;1483.17;2024-11-13;Планшеты;Карта онлайн;Москва
ORD-2024-100834;6570;6203.75;2024-11-05;Наушники;Наличные;Челябинск
ORD-2024-100835;2917;6975.67;2024-12-01;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100836;9409;2301.18;2024-10-08;Смартфоны;Карта онлайн;Москва
ORD-2024-100837;5222;4294.83;2024-11-11;Ноутбуки;Карта онлайн;Новосибирск
ORD-2024-100838;9813;4042.88;2024-12-01;Ноутбуки;Электронные деньги;Самара
ORD-2024-100839;5098;2107.39;2024-10-12;Наушники;Карта онлайн;Самара
ORD-2024-100840;8254;861.17;2024-11-04;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100841;7178;2637.2;2024-11-22;Смартфоны;Карта онлайн;Москва
ORD-2024-100842;8923;3988.29;2024-12-23;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100843;4985;5566.88;2024-12-21;Умные устройства;Карта онлайн;Москва
ORD-2024-100844;6565;3002.36;2024-11-20;Смартфоны;Банковский перевод;Самара
ORD-2024-100845;8517;3047.01;2024-10-31;Наушники;Карта онлайн;Москва
ORD-2024-100846;8548;2438.32;2024-10-05;Наушники;Банковский перевод;Москва
ORD-2024-100847;1448;7922.21;2024-12-12;Наушники;Карта онлайн;Санкт-Петербург
ORD-2024-100848;8896;3152.53;2024-12-16;Смартфоны;Наличные;Санкт-Петербург
ORD-2024-100849;2904;750.87;2024-12-27;Смартфоны;Банковский перевод;Новосибирск
ORD-2024-100850;5224;2751.46;2024-10-08;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100851;2106;1152.16;2024-12-26;Наушники;Электронные деньги;Москва
ORD-2024-100852;7269;1458.92;2024-10-15;Наушники;Карта онлайн;Москва
ORD-2024-100853;4610;1527.37;2024-11-30;Смартфоны;Банковский перевод;Санкт-Петербург
ORD-2024-100854;4767;1367.96;2024-11-18;Наушники;Наличные;Москва
ORD-2024-100855;6172;9370.64;2024-11-18;Аксессуары;Карта онлайн;Екатеринбург
ORD-2024-100856;7757;1051.59;2024-10-11;Смартфоны;Карта онлайн;Екатеринбург
ORD-2024-100857;6785;20388.09;2024-12-22;Наушники;Карта онлайн;Казань
ORD-2024-100858;9462;3693.91;2024-10-19;Планшеты;Карта онлайн;Самара
ORD-2024-100859;9776;4879.66;2024-12-15;Ноутбуки;Карта онлайн;Нижний Новгород
ORD-2024-100860;1159;9925.82;2024-12-17;Ноутбуки;Карта онлайн;Самара
ORD-2024-100861;5314;1393.01;2024-12-18;Наушники;Карта онлайн;Москва
ORD-2024-100862;5067;2688.85;2024-12-24;Аксессуары;Наличные;Москва
ORD-2024-100863;5706;5358.46;2024-10-09;Аксессуары;Карта онлайн;Москва
ORD-2024-100864;2523;5189.04;2024-12-19;Наушники;Карта онлайн;Нижний Новгород
ORD-2024-100865;7536;2597.64;2024-10-14;Планшеты;Карта онлайн;Ростов-на-Дону
ORD-2024-100866;6603;2706.59;2024-11-02;Ноутбуки;Карта онлайн;Челябинск
ORD-2024-100867;2245;4780.31;2024-11-30;Наушники;Карта онлайн;Москва
ORD-2024-100868;3924;1393.49;2024-11-06;Наушники;Карта онлайн;Самара
ORD-2024-100869;8807;3176.15;2024-12-24;Смартфоны;Банковский перевод;Санкт-Петербург
ORD-2024-100870;6142;792.08;2024-12-29;Планшеты;Наличные;Москва
ORD-2024-100871;6792;10393.42;2024-12-30;Наушники;Карта онлайн;Санкт-Петербург
ORD-2024-100872;4580;852.2;2024-11-22;Ноутбуки;Наличные;Москва
ORD-2024-100873;5408;3019.34;2024-11-28;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100874;3994;13609.71;2024-11-18;Смартфоны;Наличные;Москва
ORD-2024-100875;4115;13553.55;2024-11-08;Ноутбуки;Наличные;Санкт-Петербург
ORD-2024-100876;9175;5842.94;2024-12-10;Смартфоны;Карта онлайн;Екатеринбург
ORD-2024-100877;4271;450.0;2024-12-14;Планшеты;Карта онлайн;Челябинск
ORD-2024-100878;4847;738.11;2024-12-08;Планшеты;Карта онлайн;Казань
ORD-2024-100879;4965;450.0;2024-11-07;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100880;5348;1992.88;2024-12-04;Планшеты;Банковский перевод;Челябинск
ORD-2024-100881;4387;1063.75;2024-10-22;Ноутбуки;Карта онлайн;Нижний Новгород
ORD-2024-100882;4755;5281.41;2024-12-29;Планшеты;Наличные;Москва
ORD-2024-100883;4322;9895.38;2024-11-03;Наушники;Электронные деньги;Санкт-Петербург
ORD-2024-100884;5091;1020.3;2024-10-02;Ноутбуки;Карта онлайн;Москва
ORD-2024-100885;6833;5819.97;2024-12-28;Аксессуары;Наличные;Москва
ORD-2024-100886;3555;6183.57;2024-10-24;Ноутбуки;Наличные;Казань
ORD-2024-100887;2747;9172.33;2024-10-15;Смартфоны;Электронные деньги;Челябинск
ORD-2024-100888;2964;5056.17;2024-10-07;Наушники;Электронные деньги;Москва
ORD-2024-100889;2285;3887.74;2024-12-05;Умные устройства;Наличные;Челябинск
ORD-2024-100890;9071;4687.1;2024-11-27;Ноутбуки;Карта онлайн;Челябинск
ORD-2024-100891;1108;4259.43;2024-12-19;Смартфоны;Наличные;Нижний Новгород
ORD-2024-100892;9871;10757.94;2024-12-11;Ноутбуки;Карта онлайн;Москва
ORD-2024-100893;1692;1244.51;2024-10-29;Наушники;Наличные;Нижний Новгород
ORD-2024-100894;8901;1253.77;2024-10-22;Смартфоны;Банковский перевод;Москва
ORD-2024-100895;7081;1659.28;2024-12-09;Планшеты;Карта онлайн;Екатеринбург
ORD-2024-100896;6167;1016.28;2024-10-31;Умные устройства;Карта онлайн;Москва
ORD-2024-100897;9066;5987.03;2024-12-06;Наушники;Карта онлайн;Москва
ORD-2024-100898;5501;1338.02;2024-12-16;Ноутбуки;Карта онлайн;Казань
ORD-2024-100899;9041;2842.88;2024-10-12;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100900;3996;7075.16;2024-12-26;Смартфоны;Наличные;Москва
ORD-2024-100901;9374;689.94;2024-12-14;Аксессуары;Банковский перевод;Москва
ORD-2024-100902;5591;1937.26;2024-10-13;Ноутбуки;Банковский перевод;Казань
ORD-2024-100903;7518;5255.72;2024-10-18;Ноутбуки;Карта онлайн;Москва
ORD-2024-100904;4638;628.26;2024-12-10;Планшеты;Банковский перевод;Новосибирск
ORD-2024-100905;3101;900.57;2024-11-15;Ноутбуки;Наличные;Москва
ORD-2024-100906;1887;530.71;2024-12-31;Наушники;Карта онлайн;Москва
ORD-2024-100907;9613;3545.66;2024-12-13;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100908;7933;1627.89;2024-10-07;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100909;8836;3524.77;2024-11-15;Аксессуары;Банковский перевод;Санкт-Петербург
ORD-2024-100910;9859;2308.85;2024-11-24;Наушники;Карта онлайн;Москва
ORD-2024-100911;1533;450.0;2024-11-13;Умные устройства;Наличные;Ростов-на-Дону
ORD-2024-100912;9232;1902.85;2024-12-28;Смартфоны;Карта онлайн;Екатеринбург
ORD-2024-100913;6689;9235.58;2024-10-26;Наушники;Наличные;Москва
ORD-2024-100914;7450;6369.52;2024-12-18;Наушники;Карта онлайн;Санкт-Петербург
ORD-2024-100915;3863;5032.5;2024-10-07;Наушники;Карта онлайн;Нижний Новгород
ORD-2024-100916;8490;3936.51;2024-11-30;Ноутбуки;Карта онлайн;Москва
ORD-2024-100917;2972;7796.25;2024-10-30;Ноутбуки;Карта онлайн;Москва
ORD-2024-100918;9490;2981.58;2024-10-24;Смартфоны;Наличные;Новосибирск
ORD-2024-100919;8537;3324.06;2024-10-25;Ноутбуки;Карта онлайн;Екатеринбург
ORD-2024-100920;6171;4728.62;2024-11-20;Смартфоны;Наличные;Екатеринбург
ORD-2024-100921;1137;2587.68;2024-11-08;Планшеты;Карта онлайн;Москва
