session_id;user_type;traffic_source;pages_viewed;time_on_site;conversion;device_type
SES-20250906-104761;new;direct;7;110;0;mobile
SES-20250906-104762;returning;paid;3;48;0;mobile
SES-20250906-104763;returning;paid;5;313;0;desktop
SES-20250906-104764;new;paid;5;221;0;mobile
SES-20250906-104765;new;organic;4;159;0;desktop
SES-20250906-104766;returning;paid;4;62;0;desktop
SES-20250906-104767;new;organic;1;45;0;desktop
SES-20250906-104768;new;organic;1;46;0;mobile
SES-20250906-104769;new;direct;1;93;0;desktop
SES-20250906-104770;returning;paid;6;42;1;mobile
SES-20250906-104771;returning;social;2;69;0;desktop
SES-20250906-104772;returning;direct;5;173;1;mobile
SES-20250906-104773;new;direct;1;23;0;mobile
SES-20250906-104774;returning;paid;13;433;1;mobile
SES-20250906-104775;new;direct;3;106;0;mobile
SES-20250906-104776;new;paid;2;65;0;tablet
SES-20250906-104777;new;organic;2;107;0;tablet
SES-20250906-104778;returning;email;7;334;0;desktop
SES-20250906-104779;new;organic;5;342;0;mobile
SES-20250906-104780;new;direct;7;270;0;mobile
SES-20250906-104781;new;organic;2;149;0;desktop
SES-20250906-104782;new;direct;2;110;0;mobile
SES-20250906-104783;returning;referral;5;137;0;desktop
SES-20250906-104784;new;social;2;82;0;mobile
SES-20250906-104785;new;direct;1;26;0;mobile
SES-20250906-104786;new;social;1;46;0;desktop
SES-20250906-104787;returning;organic;4;16;0;mobile
SES-20250906-104788;new;referral;3;153;0;mobile
SES-20250906-104789;new;organic;1;50;0;mobile
SES-20250906-104790;new;paid;1;54;0;mobile
SES-20250906-104791;new;direct;4;132;0;mobile
SES-20250906-104792;new;organic;4;184;0;desktop
SES-20250906-104793;returning;direct;8;326;0;mobile
SES-20250906-104794;returning;referral;1;49;0;mobile
SES-20250906-104795;returning;direct;9;338;0;desktop
SES-20250906-104796;returning;direct;2;204;0;mobile
SES-20250906-104797;returning;direct;4;116;0;desktop
SES-20250906-104798;returning;paid;7;217;0;desktop
SES-20250906-104799;returning;email;1;36;1;desktop
SES-20250906-104800;new;organic;1;32;0;desktop
SES-20250906-104801;returning;organic;1;56;0;mobile
SES-20250906-104802;new;organic;1;37;0;desktop
SES-20250906-104803;new;direct;2;109;0;desktop
SES-20250906-104804;new;organic;3;85;0;mobile
SES-20250906-104805;returning;organic;3;149;0;mobile
SES-20250906-104806;new;referral;3;112;0;tablet
SES-20250906-104807;new;organic;1;82;0;desktop
SES-20250906-104808;new;referral;2;77;0;desktop
SES-20250906-104809;returning;direct;4;156;0;desktop
SES-20250906-104810;new;direct;1;61;0;mobile
SES-20250906-104811;new;organic;5;292;0;mobile
SES-20250906-104812;returning;organic;2;79;0;mobile
SES-20250906-104813;new;direct;5;82;0;mobile
SES-20250906-104814;returning;direct;4;81;0;tablet
SES-20250906-104815;new;paid;1;30;0;desktop
SES-20250906-104816;returning;organic;9;122;0;desktop
SES-20250906-104817;returning;paid;8;694;0;mobile
SES-20250906-104818;new;organic;1;36;0;desktop
SES-20250906-104819;new;direct;1;49;0;mobile
SES-20250906-104820;returning;paid;3;127;0;desktop
SES-20250906-104821;returning;organic;2;103;0;mobile
SES-20250906-104822;new;paid;6;54;0;desktop
SES-20250906-104823;new;organic;1;51;0;mobile
SES-20250906-104824;new;organic;4;126;0;mobile
SES-20250906-104825;new;paid;1;21;0;mobile
SES-20250906-104826;new;paid;6;383;0;mobile
SES-20250906-104827;returning;organic;4;102;0;desktop
SES-20250906-104828;new;direct;5;197;0;tablet
SES-20250906-104829;returning;paid;3;120;0;desktop
SES-20250906-104830;new;email;4;153;0;desktop
SES-20250906-104831;returning;organic;3;124;0;mobile
SES-20250906-104832;new;paid;2;97;0;mobile
SES-20250906-104833;returning;organic;9;383;0;mobile
SES-20250906-104834;new;social;6;226;0;desktop
SES-20250906-104835;new;organic;3;112;0;mobile
SES-20250906-104836;new;direct;1;35;0;desktop
SES-20250906-104837;new;referral;4;209;0;desktop
SES-20250906-104838;new;paid;6;180;0;desktop
SES-20250906-104839;new;organic;3;215;0;desktop
SES-20250906-104840;returning;direct;1;55;0;desktop
SES-20250906-104841;new;paid;9;431;1;mobile
SES-20250906-104842;returning;organic;1;67;0;mobile
SES-20250906-104843;returning;paid;5;157;0;mobile
SES-20250906-104844;new;direct;7;306;0;desktop
SES-20250906-104845;new;social;5;216;0;mobile
SES-20250906-104846;new;organic;10;558;0;desktop
SES-20250906-104847;new;organic;5;251;0;desktop
SES-20250906-104848;new;paid;1;45;0;desktop
SES-20250906-104849;returning;organic;1;34;0;mobile
SES-20250906-104850;returning;organic;1;69;0;desktop
SES-20250906-104851;new;social;2;70;0;tablet
SES-20250906-104852;returning;organic;4;176;0;desktop
SES-20250906-104853;new;direct;4;173;0;mobile
SES-20250906-104854;returning;organic;1;42;0;desktop
SES-20250906-104855;new;organic;1;29;0;desktop
SES-20250906-104856;new;organic;7;348;0;mobile
SES-20250906-104857;new;direct;1;49;0;desktop
SES-20250906-104858;new;organic;1;15;0;mobile
SES-20250906-104859;new;direct;6;240;0;mobile
SES-20250906-104860;new;direct;4;267;0;mobile
SES-20250906-104861;new;email;5;265;0;desktop
SES-20250906-104862;returning;organic;3;98;0;tablet
SES-20250906-104863;returning;organic;1;24;0;desktop
SES-20250906-104864;new;paid;2;118;0;mobile
SES-20250906-104865;new;referral;4;175;0;mobile
SES-20250906-104866;returning;paid;3;146;1;mobile
SES-20250906-104867;returning;paid;1;21;0;mobile
SES-20250906-104868;new;paid;1;41;0;desktop
SES-20250906-104869;new;paid;13;512;0;desktop
SES-20250906-104870;returning;paid;1;66;0;mobile
SES-20250906-104871;returning;referral;3;115;0;desktop
SES-20250906-104872;new;paid;2;61;0;mobile
SES-20250906-104873;returning;organic;6;266;0;desktop
SES-20250906-104874;new;organic;1;49;0;mobile
SES-20250906-104875;new;social;5;221;0;mobile
SES-20250906-104876;returning;paid;6;293;0;desktop
SES-20250906-104877;returning;direct;5;292;0;desktop
SES-20250906-104878;returning;paid;2;158;0;desktop
SES-20250906-104879;returning;organic;3;88;0;desktop
SES-20250906-104880;new;organic;1;46;0;desktop
SES-20250906-104881;returning;organic;5;273;0;mobile
SES-20250906-104882;returning;referral;2;71;0;mobile
SES-20250906-104883;new;paid;4;361;0;mobile
SES-20250906-104884;new;social;6;232;0;tablet
SES-20250906-104885;returning;organic;8;28;0;mobile
SES-20250906-104886;new;paid;4;253;0;desktop
SES-20250906-104887;new;organic;3;85;0;mobile
SES-20250906-104888;new;organic;1;50;1;desktop
SES-20250906-104889;returning;social;1;32;0;mobile
SES-20250906-104890;returning;paid;2;58;0;mobile
SES-20250906-104891;returning;organic;1;73;0;desktop
SES-20250906-104892;returning;paid;5;66;0;mobile
SES-20250906-104893;returning;social;1;47;0;desktop
SES-20250906-104894;returning;paid;7;284;0;mobile
SES-20250906-104895;new;direct;2;73;0;mobile
SES-20250906-104896;returning;direct;1;15;0;mobile
SES-20250906-104897;new;organic;1;59;0;desktop
SES-20250906-104898;new;paid;1;66;0;mobile
SES-20250906-104899;new;direct;2;114;0;mobile
SES-20250906-104900;new;direct;5;210;0;mobile
SES-20250906-104901;new;organic;3;197;0;tablet
SES-20250906-104902;returning;email;1;47;0;desktop
SES-20250906-104903;returning;paid;1;42;1;mobile
SES-20250906-104904;new;organic;4;170;0;tablet
SES-20250906-104905;new;organic;1;59;0;tablet
SES-20250906-104906;returning;organic;7;460;0;desktop
SES-20250906-104907;returning;paid;2;57;0;mobile
SES-20250906-104908;new;referral;2;147;1;tablet
SES-20250906-104909;new;organic;1;56;0;mobile
SES-20250906-104910;new;paid;1;74;0;desktop
SES-20250906-104911;returning;direct;3;183;1;desktop
SES-20250906-104912;new;organic;1;36;0;mobile
SES-20250906-104913;new;paid;1;56;0;mobile
SES-20250906-104914;new;paid;3;170;0;mobile
SES-20250906-104915;returning;referral;9;150;1;mobile
SES-20250906-104916;returning;email;4;186;0;mobile
SES-20250906-104917;new;direct;7;207;0;mobile
SES-20250906-104918;new;organic;2;71;0;desktop
SES-20250906-104919;new;paid;1;25;0;mobile
SES-20250906-104920;new;organic;1;75;0;tablet
SES-20250906-104921;returning;social;16;678;0;desktop
SES-20250906-104922;returning;direct;4;168;1;desktop
SES-20250906-104923;returning;organic;7;206;0;desktop
SES-20250906-104924;new;social;1;74;0;mobile
SES-20250906-104925;returning;social;5;168;0;mobile
SES-20250906-104926;returning;email;1;91;0;mobile
SES-20250906-104927;returning;paid;11;334;0;desktop
SES-20250906-104928;new;social;2;68;0;desktop
SES-20250906-104929;returning;referral;6;260;0;mobile
SES-20250906-104930;new;direct;1;57;0;mobile
SES-20250906-104931;returning;organic;1;30;0;mobile
SES-20250906-104932;new;paid;6;266;0;mobile
SES-20250906-104933;new;direct;2;78;0;mobile
SES-20250906-104934;returning;organic;2;42;0;desktop
SES-20250906-104935;new;direct;2;41;0;mobile
SES-20250906-104936;new;social;1;35;0;mobile
SES-20250906-104937;returning;organic;2;75;0;desktop
SES-20250906-104938;new;email;1;15;0;desktop
SES-20250906-104939;returning;direct;2;96;0;mobile
SES-20250906-104940;new;organic;1;56;0;mobile
SES-20250906-104941;new;paid;1;74;0;mobile
SES-20250906-104942;new;paid;1;48;0;desktop
SES-20250906-104943;new;social;1;33;0;mobile
SES-20250906-104944;new;social;1;24;0;desktop
SES-20250906-104945;new;direct;1;20;0;desktop
SES-20250906-104946;new;direct;1;43;0;desktop
SES-20250906-104947;new;direct;1;42;1;desktop
SES-20250906-104948;new;organic;8;343;0;desktop
SES-20250906-104949;returning;organic;3;144;0;mobile
SES-20250906-104950;new;organic;2;124;0;desktop
SES-20250906-104951;new;organic;1;20;0;mobile
SES-20250906-104952;returning;direct;1;41;0;mobile
SES-20250906-104953;returning;referral;6;241;0;mobile
SES-20250906-104954;returning;organic;1;68;0;mobile
SES-20250906-104955;new;organic;1;40;0;desktop
SES-20250906-104956;new;organic;4;225;0;mobile
SES-20250906-104957;returning;paid;3;117;0;mobile
SES-20250906-104958;new;referral;6;219;0;desktop
SES-20250906-104959;new;paid;1;37;0;tablet
SES-20250906-104960;new;paid;3;80;0;mobile
SES-20250906-104961;returning;organic;2;116;0;desktop
SES-20250906-104962;returning;direct;4;130;0;mobile
SES-20250906-104963;new;organic;5;187;0;mobile
SES-20250906-104964;new;direct;1;71;0;desktop
SES-20250906-104965;new;referral;2;212;0;desktop
SES-20250906-104966;new;organic;4;187;0;desktop
SES-20250906-104967;returning;direct;2;57;0;desktop
SES-20250906-104968;returning;referral;1;23;0;desktop
SES-20250906-104969;new;direct;2;102;0;desktop
SES-20250906-104970;new;direct;1;29;0;mobile
SES-20250906-104971;new;paid;6;149;0;mobile
SES-20250906-104972;new;email;1;41;0;desktop
SES-20250906-104973;returning;social;8;257;0;desktop
SES-20250906-104974;new;direct;8;751;0;desktop
SES-20250906-104975;new;paid;3;78;0;desktop
SES-20250906-104976;returning;direct;3;111;0;desktop
SES-20250906-104977;new;direct;1;20;0;mobile
SES-20250906-104978;returning;organic;3;85;1;desktop
SES-20250906-104979;returning;direct;4;177;1;desktop
SES-20250906-104980;new;paid;6;137;0;desktop
SES-20250906-104981;new;organic;1;33;0;desktop
SES-20250906-104982;new;direct;7;526;0;mobile
SES-20250906-104983;returning;organic;6;201;0;desktop
SES-20250906-104984;returning;paid;4;41;0;desktop
SES-20250906-104985;new;social;6;193;0;mobile
SES-20250906-104986;new;direct;1;30;0;desktop
SES-20250906-104987;new;social;5;224;0;desktop
SES-20250906-104988;returning;direct;8;450;1;desktop
SES-20250906-104989;returning;paid;3;77;0;desktop
SES-20250906-104990;new;paid;1;41;0;mobile
SES-20250906-104991;new;organic;1;40;0;mobile
SES-20250906-104992;new;organic;2;42;0;desktop
SES-20250906-104993;new;social;2;115;0;mobile
SES-20250906-104994;new;paid;2;84;0;mobile
SES-20250906-104995;new;paid;2;76;1;mobile
SES-20250906-104996;new;organic;1;30;0;mobile
SES-20250906-104997;returning;direct;5;175;0;mobile
SES-20250906-104998;new;organic;1;33;0;mobile
SES-20250906-104999;returning;organic;8;72;0;desktop
SES-20250906-105000;new;organic;4;186;0;mobile
SES-20250906-105001;new;paid;1;44;0;mobile
SES-20250906-105002;new;direct;1;67;0;mobile
SES-20250906-105003;new;organic;1;32;0;mobile
SES-20250906-105004;returning;direct;3;220;0;mobile
SES-20250906-105005;returning;referral;4;133;0;desktop
SES-20250906-105006;new;email;3;164;0;mobile
SES-20250906-105007;returning;direct;5;319;0;mobile
SES-20250906-105008;new;direct;6;286;0;tablet
SES-20250906-105009;new;direct;1;46;0;desktop
SES-20250906-105010;new;referral;2;99;0;desktop
SES-20250906-105011;new;paid;2;95;0;desktop
SES-20250906-105012;returning;organic;6;467;1;mobile
SES-20250906-105013;returning;social;1;49;0;desktop
SES-20250906-105014;returning;social;4;83;0;desktop
SES-20250906-105015;returning;social;6;110;0;desktop
SES-20250906-105016;returning;direct;4;35;0;tablet
SES-20250906-105017;new;direct;1;54;0;desktop
SES-20250906-105018;returning;organic;9;687;0;desktop
SES-20250906-105019;new;direct;1;62;0;mobile
SES-20250906-105020;returning;email;16;15;0;mobile
SES-20250906-105021;returning;social;3;76;0;desktop
SES-20250906-105022;returning;organic;2;31;0;desktop
SES-20250906-105023;new;direct;7;581;0;desktop
SES-20250906-105024;new;organic;1;33;0;mobile
SES-20250906-105025;returning;referral;5;309;0;desktop
SES-20250906-105026;new;paid;2;64;0;mobile
SES-20250906-105027;returning;organic;2;91;0;mobile
SES-20250906-105028;returning;paid;1;34;0;mobile
SES-20250906-105029;returning;direct;12;306;0;mobile
SES-20250906-105030;new;paid;1;47;0;desktop
SES-20250906-105031;new;paid;4;64;0;desktop
SES-20250906-105032;new;organic;2;95;0;desktop
SES-20250906-105033;returning;organic;8;265;0;desktop
SES-20250906-105034;new;paid;2;85;0;mobile
SES-20250906-105035;returning;direct;1;60;0;desktop
SES-20250906-105036;new;paid;1;58;0;desktop
SES-20250906-105037;returning;direct;1;38;0;desktop
SES-20250906-105038;new;organic;1;27;0;desktop
SES-20250906-105039;returning;direct;12;268;0;mobile
SES-20250906-105040;new;organic;4;127;0;mobile
SES-20250906-105041;new;organic;4;112;0;mobile
SES-20250906-105042;new;referral;1;42;0;desktop
SES-20250906-105043;returning;paid;6;321;0;mobile
SES-20250906-105044;new;paid;5;135;0;mobile
SES-20250906-105045;new;organic;1;39;0;mobile
SES-20250906-105046;new;organic;1;47;0;desktop
SES-20250906-105047;new;social;2;41;0;mobile
SES-20250906-105048;new;social;9;280;0;mobile
SES-20250906-105049;new;social;5;245;0;mobile
SES-20250906-105050;new;email;1;49;0;mobile
SES-20250906-105051;new;paid;1;42;0;mobile
SES-20250906-105052;new;paid;1;44;0;mobile
SES-20250906-105053;new;paid;4;182;0;desktop
SES-20250906-105054;new;organic;6;318;0;mobile
SES-20250906-105055;new;email;3;121;0;tablet
SES-20250906-105056;returning;organic;2;147;0;tablet
SES-20250906-105057;new;paid;4;216;0;mobile
SES-20250906-105058;returning;paid;2;127;0;desktop
SES-20250906-105059;new;organic;1;50;0;desktop
SES-20250906-105060;new;organic;1;17;0;desktop
SES-20250906-105061;new;organic;1;71;0;desktop
SES-20250906-105062;new;direct;1;21;0;desktop
SES-20250906-105063;new;email;6;197;0;desktop
SES-20250906-105064;new;paid;8;384;0;desktop
SES-20250906-105065;new;organic;1;56;0;mobile
SES-20250906-105066;returning;referral;3;193;0;desktop
SES-20250906-105067;new;organic;1;61;0;mobile
SES-20250906-105068;new;organic;2;68;0;desktop
SES-20250906-105069;new;email;4;202;0;desktop
SES-20250906-105070;new;direct;5;155;0;mobile
SES-20250906-105071;new;organic;4;159;0;desktop
SES-20250906-105072;new;organic;1;50;0;mobile
SES-20250906-105073;new;organic;5;201;0;mobile
SES-20250906-105074;new;social;4;236;0;mobile
SES-20250906-105075;new;direct;1;36;0;mobile
SES-20250906-105076;new;organic;10;667;0;mobile
SES-20250906-105077;new;social;2;91;0;desktop
SES-20250906-105078;new;organic;4;368;0;desktop
SES-20250906-105079;returning;social;10;616;0;mobile
SES-20250906-105080;new;paid;1;25;0;desktop
SES-20250906-105081;new;paid;11;574;0;desktop
SES-20250906-105082;new;paid;9;429;0;mobile
SES-20250906-105083;new;direct;8;235;0;mobile
SES-20250906-105084;new;social;5;238;0;mobile
SES-20250906-105085;returning;organic;3;88;0;mobile
SES-20250906-105086;new;social;1;56;0;mobile
SES-20250906-105087;new;organic;4;85;0;mobile
SES-20250906-105088;returning;paid;1;82;0;desktop
SES-20250906-105089;returning;direct;7;275;0;mobile
SES-20250906-105090;returning;email;6;320;0;mobile
SES-20250906-105091;returning;paid;4;44;0;mobile
SES-20250906-105092;new;paid;1;15;0;desktop
SES-20250906-105093;new;email;1;52;0;mobile
SES-20250906-105094;returning;direct;1;39;0;desktop
SES-20250906-105095;returning;social;1;52;1;desktop
SES-20250906-105096;new;organic;2;111;0;tablet
SES-20250906-105097;new;direct;3;141;0;mobile
SES-20250906-105098;new;organic;1;48;0;desktop
SES-20250906-105099;new;referral;5;146;0;desktop
SES-20250906-105100;new;organic;1;73;0;desktop
SES-20250906-105101;new;organic;1;40;1;mobile
SES-20250906-105102;returning;paid;3;251;0;mobile
SES-20250906-105103;returning;direct;2;107;0;desktop
SES-20250906-105104;new;direct;1;60;0;mobile
SES-20250906-105105;new;social;8;450;0;mobile
SES-20250906-105106;returning;paid;7;205;0;desktop
SES-20250906-105107;returning;direct;5;379;0;mobile
SES-20250906-105108;returning;organic;4;99;0;desktop
SES-20250906-105109;returning;organic;1;54;0;desktop
SES-20250906-105110;new;organic;3;34;0;mobile
SES-20250906-105111;returning;organic;3;156;0;desktop
SES-20250906-105112;returning;organic;5;114;0;mobile
SES-20250906-105113;new;organic;2;26;0;mobile
SES-20250906-105114;returning;paid;1;15;1;desktop
SES-20250906-105115;new;paid;2;19;0;desktop
SES-20250906-105116;returning;direct;9;480;1;desktop
SES-20250906-105117;new;organic;1;45;0;tablet
SES-20250906-105118;new;organic;2;89;0;mobile
SES-20250906-105119;new;paid;1;54;0;desktop
SES-20250906-105120;returning;organic;3;168;0;desktop
SES-20250906-105121;returning;organic;3;27;0;mobile
SES-20250906-105122;new;paid;2;111;0;mobile
SES-20250906-105123;new;organic;5;253;0;mobile
SES-20250906-105124;new;organic;4;272;0;desktop
SES-20250906-105125;new;organic;2;135;0;desktop
SES-20250906-105126;new;paid;5;86;0;mobile
SES-20250906-105127;returning;direct;2;84;0;desktop
SES-20250906-105128;returning;direct;2;161;0;desktop
SES-20250906-105129;new;social;1;67;0;mobile
SES-20250906-105130;new;direct;4;238;0;mobile
SES-20250906-105131;returning;direct;4;185;0;desktop
SES-20250906-105132;returning;organic;6;465;0;mobile
SES-20250906-105133;returning;social;1;17;0;mobile
SES-20250906-105134;new;organic;3;101;0;mobile
SES-20250906-105135;returning;organic;8;326;0;desktop
SES-20250906-105136;new;social;1;44;0;desktop
SES-20250906-105137;new;direct;2;99;0;desktop
SES-20250906-105138;new;paid;1;50;1;desktop
SES-20250906-105139;returning;paid;8;238;0;mobile
SES-20250906-105140;new;direct;1;15;0;mobile
SES-20250906-105141;returning;social;1;48;0;desktop
SES-20250906-105142;returning;organic;1;61;0;desktop
SES-20250906-105143;returning;organic;3;112;0;desktop
SES-20250906-105144;returning;paid;1;52;1;desktop
SES-20250906-105145;returning;direct;2;85;0;mobile
SES-20250906-105146;returning;organic;15;983;0;desktop
SES-20250906-105147;returning;referral;13;705;1;desktop
SES-20250906-105148;new;paid;1;51;0;mobile
SES-20250906-105149;returning;social;2;106;0;mobile
SES-20250906-105150;new;social;4;220;0;desktop
SES-20250906-105151;returning;direct;1;35;0;mobile
SES-20250906-105152;new;email;1;55;0;desktop
SES-20250906-105153;new;direct;1;55;0;desktop
SES-20250906-105154;returning;organic;2;114;0;desktop
SES-20250906-105155;new;paid;1;64;0;mobile
SES-20250906-105156;returning;direct;6;280;0;mobile
SES-20250906-105157;new;organic;1;47;0;tablet
SES-20250906-105158;new;social;3;122;0;desktop
SES-20250906-105159;new;direct;1;31;0;desktop
SES-20250906-105160;new;paid;1;60;0;mobile
SES-20250906-105161;new;direct;1;21;0;mobile
SES-20250906-105162;returning;referral;4;96;0;desktop
SES-20250906-105163;returning;organic;4;243;0;desktop
SES-20250906-105164;returning;referral;11;397;0;mobile
SES-20250906-105165;new;organic;3;135;0;desktop
SES-20250906-105166;new;organic;5;263;0;desktop
SES-20250906-105167;new;paid;6;178;0;desktop
SES-20250906-105168;new;organic;4;137;0;mobile
SES-20250906-105169;new;organic;2;97;0;mobile
SES-20250906-105170;returning;social;10;378;0;desktop
SES-20250906-105171;returning;paid;3;194;0;mobile
SES-20250906-105172;new;organic;1;50;0;mobile
SES-20250906-105173;new;paid;4;94;0;mobile
SES-20250906-105174;returning;organic;1;46;0;mobile
SES-20250906-105175;new;social;5;341;0;desktop
SES-20250906-105176;new;email;3;96;0;desktop
SES-20250906-105177;new;organic;1;23;0;tablet
SES-20250906-105178;new;direct;2;145;0;desktop
SES-20250906-105179;new;email;1;78;0;mobile
SES-20250906-105180;returning;paid;4;227;1;mobile
SES-20250906-105181;returning;direct;1;58;1;desktop
SES-20250906-105182;new;direct;2;125;0;desktop
SES-20250906-105183;returning;social;3;125;0;mobile
SES-20250906-105184;new;organic;3;187;0;mobile
SES-20250906-105185;new;paid;1;73;0;mobile
SES-20250906-105186;new;organic;9;489;0;desktop
SES-20250906-105187;new;organic;2;64;0;mobile
SES-20250906-105188;new;referral;1;32;0;desktop
SES-20250906-105189;new;organic;2;90;0;desktop
SES-20250906-105190;new;direct;1;89;0;desktop
SES-20250906-105191;returning;organic;3;162;0;mobile
SES-20250906-105192;returning;paid;15;275;1;desktop
SES-20250906-105193;returning;paid;13;983;0;mobile
SES-20250906-105194;new;paid;3;167;0;mobile
SES-20250906-105195;new;email;2;106;0;desktop
SES-20250906-105196;returning;paid;2;177;0;mobile
SES-20250906-105197;returning;organic;7;348;0;mobile
SES-20250906-105198;returning;paid;4;159;1;desktop
SES-20250906-105199;new;social;1;45;0;mobile
SES-20250906-105200;returning;paid;12;837;1;mobile
SES-20250906-105201;returning;direct;11;567;0;mobile
SES-20250906-105202;new;direct;1;50;0;mobile
SES-20250906-105203;returning;direct;2;52;0;mobile
SES-20250906-105204;new;direct;1;15;0;desktop
SES-20250906-105205;new;organic;2;110;1;desktop
SES-20250906-105206;returning;organic;7;315;0;mobile
SES-20250906-105207;new;social;1;77;0;mobile
SES-20250906-105208;new;direct;4;71;0;mobile
SES-20250906-105209;new;organic;1;51;0;desktop
SES-20250906-105210;returning;paid;6;295;0;desktop
SES-20250906-105211;new;email;1;75;0;mobile
SES-20250906-105212;new;social;1;54;0;desktop
SES-20250906-105213;new;direct;1;15;0;mobile
SES-20250906-105214;new;direct;1;41;0;mobile
SES-20250906-105215;returning;social;2;67;0;mobile
SES-20250906-105216;new;organic;4;306;0;desktop
SES-20250906-105217;new;paid;7;518;0;desktop
SES-20250906-105218;returning;organic;1;15;0;mobile
SES-20250906-105219;returning;organic;2;59;0;desktop
SES-20250906-105220;new;paid;2;85;0;mobile
SES-20250906-105221;returning;email;11;314;1;desktop
SES-20250906-105222;new;direct;1;15;0;desktop
SES-20250906-105223;returning;organic;3;60;0;mobile
SES-20250906-105224;returning;organic;6;246;1;tablet
SES-20250906-105225;returning;referral;1;54;0;desktop
SES-20250906-105226;returning;organic;12;771;1;desktop
SES-20250906-105227;returning;social;3;99;0;desktop
SES-20250906-105228;new;organic;1;52;0;desktop
SES-20250906-105229;returning;paid;3;107;0;mobile
SES-20250906-105230;new;paid;1;39;0;mobile
SES-20250906-105231;new;direct;7;81;0;mobile
SES-20250906-105232;new;direct;6;266;0;desktop
SES-20250906-105233;returning;referral;1;56;0;mobile
SES-20250906-105234;returning;direct;2;86;0;mobile
SES-20250906-105235;new;organic;2;156;0;tablet
SES-20250906-105236;returning;organic;5;206;0;mobile
SES-20250906-105237;returning;direct;2;113;0;mobile
SES-20250906-105238;new;organic;6;305;0;mobile
SES-20250906-105239;returning;referral;3;93;0;mobile
SES-20250906-105240;new;organic;2;123;0;desktop
SES-20250906-105241;returning;organic;8;660;0;mobile
SES-20250906-105242;returning;organic;3;196;0;mobile
SES-20250906-105243;returning;referral;8;419;0;mobile
SES-20250906-105244;new;organic;1;47;0;desktop
SES-20250906-105245;returning;referral;11;639;0;desktop
SES-20250906-105246;new;referral;2;78;0;desktop
SES-20250906-105247;returning;direct;1;50;0;desktop
SES-20250906-105248;returning;referral;5;135;0;mobile
SES-20250906-105249;new;email;1;83;0;mobile
SES-20250906-105250;returning;organic;5;189;0;mobile
SES-20250906-105251;returning;organic;7;154;1;mobile
SES-20250906-105252;new;social;1;56;0;desktop
SES-20250906-105253;returning;paid;13;426;1;mobile
SES-20250906-105254;returning;organic;5;186;0;mobile
SES-20250906-105255;returning;social;2;79;0;desktop
SES-20250906-105256;returning;organic;5;188;0;mobile
SES-20250906-105257;returning;organic;2;115;0;mobile
SES-20250906-105258;new;organic;1;31;0;mobile
SES-20250906-105259;new;organic;1;32;0;desktop
SES-20250906-105260;new;organic;1;35;0;mobile
SES-20250906-105261;new;social;10;554;0;desktop
SES-20250906-105262;returning;social;10;244;0;desktop
SES-20250906-105263;returning;organic;3;220;0;desktop
SES-20250906-105264;returning;organic;3;195;0;mobile
SES-20250906-105265;returning;organic;2;81;0;desktop
SES-20250906-105266;new;organic;14;704;0;mobile
SES-20250906-105267;returning;direct;2;24;0;mobile
SES-20250906-105268;new;organic;18;973;0;desktop
SES-20250906-105269;returning;direct;1;50;0;mobile
SES-20250906-105270;returning;direct;6;206;0;desktop
SES-20250906-105271;returning;paid;8;510;0;desktop
SES-20250906-105272;new;social;1;77;0;mobile
SES-20250906-105273;returning;direct;7;499;0;desktop
SES-20250906-105274;returning;organic;1;40;1;mobile
SES-20250906-105275;returning;paid;3;160;0;desktop
SES-20250906-105276;returning;organic;3;219;0;desktop
SES-20250906-105277;new;direct;2;71;0;desktop
SES-20250906-105278;returning;direct;1;15;1;mobile
SES-20250906-105279;new;direct;4;166;0;mobile
SES-20250906-105280;new;direct;4;202;0;mobile
SES-20250906-105281;new;organic;3;56;0;mobile
SES-20250906-105282;new;direct;3;96;0;mobile
SES-20250906-105283;new;organic;1;45;0;mobile
SES-20250906-105284;returning;direct;15;804;1;desktop
SES-20250906-105285;new;organic;1;52;0;desktop
SES-20250906-105286;new;direct;1;47;0;desktop
SES-20250906-105287;returning;paid;7;388;0;mobile
SES-20250906-105288;returning;direct;6;469;0;mobile
SES-20250906-105289;new;direct;3;88;0;desktop
SES-20250906-105290;returning;paid;2;76;0;desktop
SES-20250906-105291;returning;organic;1;35;0;desktop
SES-20250906-105292;returning;direct;3;64;1;mobile
SES-20250906-105293;new;direct;1;15;0;mobile
SES-20250906-105294;new;organic;1;46;0;desktop
SES-20250906-105295;returning;organic;1;47;0;mobile
SES-20250906-105296;returning;organic;9;168;0;desktop
SES-20250906-105297;new;organic;1;15;0;mobile
SES-20250906-105298;returning;direct;2;70;0;desktop
SES-20250906-105299;new;organic;6;167;0;mobile
SES-20250906-105300;returning;referral;2;130;0;mobile
SES-20250906-105301;new;organic;4;126;0;tablet
SES-20250906-105302;new;direct;4;213;0;desktop
SES-20250906-105303;new;organic;2;43;0;mobile
SES-20250906-105304;new;organic;1;65;0;desktop
SES-20250906-105305;returning;organic;5;366;0;desktop
SES-20250906-105306;new;organic;1;15;0;mobile
SES-20250906-105307;returning;paid;1;68;0;desktop
SES-20250906-105308;new;direct;1;32;0;desktop
SES-20250906-105309;returning;referral;11;356;1;desktop
SES-20250906-105310;new;direct;4;262;0;mobile
SES-20250906-105311;returning;direct;3;99;0;desktop
SES-20250906-105312;returning;organic;2;137;0;mobile
