id_кредита;возраст_заемщика;доход_руб;тип_занятости;семейное_положение;цель_кредита;сумма_кредита;срок_месяцев;процентная_ставка;ежемесячный_платеж;отношение_платеж_доход;дата_выдачи;просрочка_дней;текущий_статус;риск_скор
KR000407;53;70000;ИП;Холост/Не замужем;Рефинансирование;725108;24;21.46;37423.16;0.535;19.06.2023;5;Просрочка;0.3
KR000408;27;85000;Пенсионер;Холост/Не замужем;Ипотека;3794946;300;9.92;34270.79;0.403;23.11.2024;0;Норма;0.0
KR000409;62;25000;Пенсионер;Холост/Не замужем;Потребительский;691114;24;24.19;36607.09;1.464;23.09.2023;0;Норма;0.45
KR000410;39;120000;ИП;Разведен(а);Ипотека;2765916;240;11.31;29135.21;0.243;11.06.2023;0;Норма;0.05
KR000411;54;100000;ИП;Женат/Замужем;Ипотека;3950679;180;12.39;48417.04;0.484;29.04.2024;0;Норма;0.07
KR000412;24;25000;Госслужащий;Холост/Не замужем;Потребительский;1261844;24;21.91;65403.51;2.616;22.10.2023;60;Просрочка;0.4
KR000413;51;45000;ИП;Холост/Не замужем;Автокредит;1529984;36;15.44;53365.61;1.186;05.04.2024;15;Просрочка;0.3
KR000414;25;200000;Госслужащий;Женат/Замужем;Рефинансирование;228876;12;18.84;21075.06;0.105;01.01.2023;0;Норма;-0.18
KR000415;23;100000;Госслужащий;Женат/Замужем;Автокредит;1873978;60;15.14;44723.51;0.447;25.09.2023;0;Норма;0.02
KR000416;45;55000;Наемный работник;Холост/Не замужем;Рефинансирование;1446632;12;15.63;130998.33;2.382;29.06.2023;0;Норма;0.2
KR000417;36;85000;Госслужащий;Женат/Замужем;Рефинансирование;887965;36;15.8;31132.2;0.366;08.12.2024;0;Норма;-0.08
KR000418;60;55000;ИП;Холост/Не замужем;Автокредит;703958;84;14.4;13348.05;0.243;07.09.2024;0;Норма;0.05
KR000419;25;100000;Госслужащий;Разведен(а);Автокредит;1267087;48;13.77;34476.56;0.345;09.11.2024;0;Норма;0.0
KR000420;28;35000;Госслужащий;Женат/Замужем;Потребительский;1426726;60;23.13;40326.71;1.152;17.05.2023;0;Норма;0.27
KR000421;27;55000;Пенсионер;Холост/Не замужем;Потребительский;517063;24;22.83;27036.76;0.492;12.02.2024;0;Норма;0.0
KR000422;59;45000;Наемный работник;Вдовец/Вдова;Рефинансирование;332102;36;24.98;13200.26;0.293;05.12.2023;0;Норма;-0.05
KR000423;52;200000;Пенсионер;Холост/Не замужем;Рефинансирование;405239;36;24.84;16078.4;0.08;25.04.2023;0;Норма;-0.1
KR000424;53;85000;Госслужащий;Женат/Замужем;Рефинансирование;965061;36;15.51;33696.19;0.396;26.01.2023;0;Норма;-0.08
KR000425;29;100000;Госслужащий;Вдовец/Вдова;Ипотека;4731356;180;10.85;53331.21;0.533;26.04.2024;0;Норма;0.15
KR000426;28;45000;Наемный работник;Холост/Не замужем;Рефинансирование;65933;24;23.93;3483.52;0.077;21.03.2023;0;Норма;-0.05
KR000427;39;25000;ИП;Женат/Замужем;Потребительский;1230008;36;17.38;44085.96;1.763;25.11.2023;0;Норма;0.42
KR000428;43;200000;Наемный работник;Разведен(а);Потребительский;1189873;36;19.02;43630.35;0.218;27.08.2023;0;Норма;-0.05
KR000429;33;200000;Госслужащий;Холост/Не замужем;Рефинансирование;728795;60;22.78;20455.01;0.102;23.09.2023;0;Норма;-0.15
KR000430;44;25000;Пенсионер;Женат/Замужем;Автокредит;1392649;60;13.8;32259.72;1.29;07.02.2023;0;Норма;0.32
KR000431;63;85000;Пенсионер;Вдовец/Вдова;Ипотека;3967349;300;13.16;45220.66;0.532;13.03.2024;60;Просрочка;0.3
KR000432;31;150000;ИП;Холост/Не замужем;Рефинансирование;856800;36;16.33;30262.17;0.202;30.08.2023;0;Норма;0.0
KR000433;27;70000;Наемный работник;Женат/Замужем;Рефинансирование;155640;36;20.52;5825.41;0.083;24.03.2023;0;Норма;-0.08
KR000434;26;85000;Наемный работник;Женат/Замужем;Рефинансирование;1367834;36;19.77;50670.88;0.596;22.01.2024;0;Норма;0.17
KR000435;52;25000;Госслужащий;Вдовец/Вдова;Потребительский;1051679;12;17.08;95957.78;3.838;12.02.2024;0;Норма;0.3
KR000436;38;100000;Госслужащий;Вдовец/Вдова;Потребительский;896649;48;15.31;25097.02;0.251;10.06.2023;0;Норма;-0.1
KR000437;44;85000;Пенсионер;Женат/Замужем;Рефинансирование;1449486;48;22.57;46117.96;0.543;05.03.2024;0;Норма;0.17
KR000438;23;35000;Наемный работник;Холост/Не замужем;Ипотека;6185511;360;10.73;57641.26;1.647;25.10.2023;30;Просрочка;0.45
KR000439;22;55000;Пенсионер;Вдовец/Вдова;Рефинансирование;80102;36;23.68;3129.08;0.057;14.08.2023;0;Норма;0.05
KR000440;63;45000;Наемный работник;Вдовец/Вдова;Ипотека;2860483;360;12.62;30790.86;0.684;08.10.2023;0;Норма;0.3
KR000441;43;85000;Госслужащий;Женат/Замужем;Ипотека;4451486;180;9.93;47647.02;0.561;20.10.2023;0;Норма;0.12
KR000442;25;45000;ИП;Вдовец/Вдова;Ипотека;6088604;240;10.98;62779.05;1.395;07.06.2024;120;Проблемный;0.3
KR000443;37;100000;Пенсионер;Женат/Замужем;Потребительский;114798;24;20.54;5873.15;0.059;24.11.2023;0;Норма;-0.08
KR000444;54;25000;ИП;Разведен(а);Автокредит;1022722;36;14.29;35096.46;1.404;28.03.2024;0;Норма;0.5
KR000445;64;200000;Госслужащий;Женат/Замужем;Рефинансирование;325677;48;21.88;10239.48;0.051;16.11.2023;0;Норма;-0.08
KR000446;42;100000;Пенсионер;Разведен(а);Рефинансирование;800004;60;20.62;21473.15;0.215;14.02.2024;0;Норма;0.0
KR000447;27;25000;Пенсионер;Холост/Не замужем;Рефинансирование;1078969;60;23.05;30446.92;1.218;27.03.2023;0;Норма;0.35
KR000448;41;200000;ИП;Вдовец/Вдова;Автокредит;2301479;84;14.66;43968.89;0.22;08.12.2023;0;Норма;0.0
KR000449;34;70000;Госслужащий;Холост/Не замужем;Ипотека;3966090;180;12.88;49868.69;0.712;02.03.2023;90;Просрочка;0.15
KR000450;60;25000;Госслужащий;Холост/Не замужем;Рефинансирование;740533;60;22.02;20460.92;0.818;23.04.2024;0;Норма;0.3
KR000451;25;35000;Госслужащий;Женат/Замужем;Ипотека;4556264;120;11.26;63429.33;1.812;28.05.2024;0;Норма;0.27
KR000452;42;25000;Наемный работник;Вдовец/Вдова;Ипотека;2549698;180;12.28;31068.21;1.243;18.04.2023;0;Норма;0.35
KR000453;50;150000;Пенсионер;Вдовец/Вдова;Автокредит;2226220;84;14.18;41939.17;0.28;20.05.2023;0;Норма;-0.1
KR000454;47;25000;ИП;Женат/Замужем;Ипотека;6722411;360;12.04;69329.13;2.773;28.10.2024;0;Норма;0.42
KR000455;42;55000;Наемный работник;Разведен(а);Потребительский;312042;48;21.69;9778.88;0.178;22.08.2023;0;Норма;0.0
KR000456;60;45000;Госслужащий;Женат/Замужем;Автокредит;1693015;84;14.42;32121.78;0.714;24.07.2024;0;Норма;0.12
KR000457;64;25000;Наемный работник;Разведен(а);Ипотека;2949738;120;10.07;39097.77;1.564;29.09.2023;0;Норма;0.5
KR000458;28;25000;Госслужащий;Женат/Замужем;Ипотека;5615606;180;11.22;64596.17;2.584;02.01.2023;0;Норма;0.27
KR000459;34;120000;Госслужащий;Вдовец/Вдова;Ипотека;3439976;240;11.78;37360.63;0.311;01.09.2024;0;Норма;-0.1
KR000460;41;200000;Госслужащий;Женат/Замужем;Потребительский;1416827;24;22.84;74093.97;0.37;23.09.2024;0;Норма;-0.13
KR000461;52;70000;ИП;Разведен(а);Ипотека;6205266;240;11.48;66093.28;0.944;01.04.2023;0;Норма;0.35
KR000462;30;150000;Наемный работник;Разведен(а);Автокредит;2516057;36;14.71;86861.42;0.579;03.11.2024;0;Норма;0.2
KR000463;23;70000;Наемный работник;Женат/Замужем;Автокредит;1387558;84;12.23;24666.75;0.352;28.04.2023;0;Норма;0.07
KR000464;22;25000;Госслужащий;Разведен(а);Рефинансирование;748388;12;20.33;69445.13;2.778;13.05.2024;0;Норма;0.45
KR000465;56;150000;ИП;Вдовец/Вдова;Ипотека;4384975;240;11.35;46307.19;0.309;17.02.2024;0;Норма;0.05
KR000466;29;35000;Наемный работник;Вдовец/Вдова;Автокредит;1041758;48;12.72;27802.93;0.794;02.03.2024;0;Норма;0.35
KR000467;47;70000;Пенсионер;Разведен(а);Рефинансирование;1355603;36;14.55;46691.07;0.667;18.01.2023;0;Норма;0.25
KR000468;24;25000;Пенсионер;Вдовец/Вдова;Потребительский;72499;60;19.12;1885.51;0.075;30.10.2023;0;Норма;0.2
KR000469;46;55000;Наемный работник;Женат/Замужем;Автокредит;656441;48;13.57;17796.21;0.324;28.03.2024;0;Норма;-0.03
KR000470;48;85000;Наемный работник;Разведен(а);Ипотека;7461779;360;10.52;68374.65;0.804;02.10.2024;360;Проблемный;0.25
KR000471;27;55000;Наемный работник;Женат/Замужем;Потребительский;1157835;24;19.35;58564.0;1.065;22.02.2024;0;Норма;0.17
KR000472;48;100000;Наемный работник;Холост/Не замужем;Ипотека;3941954;360;12.41;41785.53;0.418;20.02.2023;0;Норма;0.0
KR000473;35;100000;ИП;Вдовец/Вдова;Ипотека;5416882;360;11.36;53052.9;0.531;01.03.2023;0;Норма;0.3
KR000474;51;45000;Пенсионер;Женат/Замужем;Ипотека;6850903;240;12.99;80211.9;1.782;20.12.2024;0;Норма;0.17
KR000475;29;100000;Госслужащий;Холост/Не замужем;Потребительский;708721;48;21.15;22002.28;0.22;24.05.2024;0;Норма;-0.1
KR000476;48;100000;Госслужащий;Холост/Не замужем;Автокредит;1747811;84;13.27;32054.58;0.321;30.05.2023;0;Норма;-0.05
KR000477;51;85000;Наемный работник;Женат/Замужем;Автокредит;721345;60;14.53;16984.3;0.2;17.08.2024;0;Норма;-0.08
KR000478;23;55000;Пенсионер;Женат/Замужем;Ипотека;4778238;240;11.33;50400.31;0.916;07.08.2023;0;Норма;0.27
KR000479;57;200000;Наемный работник;Холост/Не замужем;Автокредит;2089236;60;13.37;47929.45;0.24;04.04.2023;0;Норма;-0.1
KR000480;57;100000;Пенсионер;Вдовец/Вдова;Потребительский;457293;60;23.78;13098.19;0.131;10.05.2024;0;Норма;-0.05
KR000481;22;45000;ИП;Вдовец/Вдова;Ипотека;2538121;360;10.65;23502.94;0.522;30.05.2024;0;Норма;0.4
KR000482;50;45000;ИП;Разведен(а);Рефинансирование;1034994;24;21.72;53548.68;1.19;03.01.2024;180;Проблемный;0.35
KR000483;36;55000;Госслужащий;Разведен(а);Рефинансирование;1015806;60;21.1;27537.9;0.501;24.12.2024;0;Норма;0.2
KR000484;47;150000;Наемный работник;Разведен(а);Автокредит;2230281;48;14.36;61344.79;0.409;03.04.2024;0;Норма;0.0
KR000485;44;85000;Госслужащий;Разведен(а);Рефинансирование;748305;12;18.74;68869.58;0.81;19.04.2024;0;Норма;0.2
KR000486;56;120000;ИП;Разведен(а);Ипотека;7814387;120;9.64;101735.66;0.848;04.11.2023;0;Норма;0.3
KR000487;31;200000;Пенсионер;Разведен(а);Ипотека;6421716;240;11.09;66681.28;0.333;08.02.2024;0;Норма;0.0
KR000488;55;200000;Госслужащий;Женат/Замужем;Потребительский;911284;60;23.24;25815.17;0.129;12.08.2023;0;Норма;-0.18
KR000489;44;25000;Наемный работник;Холост/Не замужем;Ипотека;2015752;180;13.25;25833.51;1.033;06.10.2024;180;Проблемный;0.35
KR000490;28;35000;Пенсионер;Холост/Не замужем;Ипотека;7534813;300;12.81;83881.41;2.397;29.05.2024;60;Просрочка;0.35
KR000491;48;25000;ИП;Женат/Замужем;Потребительский;575938;48;23.37;18575.45;0.743;20.02.2024;0;Норма;0.42
KR000492;26;25000;Госслужащий;Холост/Не замужем;Рефинансирование;268559;12;20.45;24935.41;0.997;22.07.2024;0;Норма;0.3
KR000493;29;150000;Наемный работник;Разведен(а);Рефинансирование;647607;60;22.92;18225.04;0.122;16.10.2023;0;Норма;-0.05
KR000494;27;70000;Пенсионер;Женат/Замужем;Потребительский;1381171;48;16.11;39222.93;0.56;18.05.2024;0;Норма;0.17
KR000495;33;45000;ИП;Холост/Не замужем;Ипотека;2263913;360;10.17;20158.47;0.448;26.03.2024;0;Норма;0.1
KR000496;49;35000;Пенсионер;Холост/Не замужем;Автокредит;1058522;48;14.59;29241.95;0.835;14.04.2024;0;Норма;0.35
KR000497;61;70000;Пенсионер;Холост/Не замужем;Ипотека;2613108;360;10.73;24353.96;0.348;18.01.2024;0;Норма;0.1
KR000498;53;25000;Госслужащий;Холост/Не замужем;Рефинансирование;171090;36;17.24;6119.94;0.245;03.06.2023;0;Норма;0.05
KR000499;32;45000;Наемный работник;Вдовец/Вдова;Ипотека;2179879;180;10.68;24336.06;0.541;13.09.2023;0;Норма;0.2
KR000500;37;25000;Госслужащий;Женат/Замужем;Потребительский;874611;48;17.46;25444.5;1.018;12.08.2024;0;Норма;0.27
