магазин_id;регион;тип_магазина;район;площадь_кв_м;день;период;продажи;посетители;средний_чек;скидка_процент
МАГ038;МО;Гипермаркет;Центр;3947;3;Акция;160061;1894;84.51;15
МАГ038;МО;Гипермаркет;Центр;3947;4;После акции;115206;1657;69.53;0
МАГ038;МО;Гипермаркет;Центр;3947;5;После акции;82478;1341;61.5;0
МАГ038;МО;Гипермаркет;Центр;3947;6;После акции;98538;1593;61.86;0
МАГ038;МО;Гипермаркет;Центр;3947;7;После акции;108884;1569;69.4;0
МАГ038;МО;Гипермаркет;Центр;3947;8;После акции;93496;1685;55.49;0
МАГ038;МО;Гипермаркет;Центр;3947;9;После акции;105608;1356;77.88;0
МАГ038;МО;Гипермаркет;Центр;3947;10;После акции;97685;1567;62.34;0
МАГ039;МО;Гипермаркет;Новостройки;811;-7;До акции;206507;1892;109.15;0
МАГ039;МО;Гипермаркет;Новостройки;811;-6;До акции;132078;1733;76.21;0
МАГ039;МО;Гипермаркет;Новостройки;811;-5;До акции;174530;2067;84.44;0
МАГ039;МО;Гипермаркет;Новостройки;811;-4;До акции;151725;1757;86.35;0
МАГ039;МО;Гипермаркет;Новостройки;811;-3;До акции;139767;2012;69.47;0
МАГ039;МО;Гипермаркет;Новостройки;811;-2;До акции;195503;1770;110.45;0
МАГ039;МО;Гипермаркет;Новостройки;811;-1;До акции;163050;2224;73.31;0
МАГ039;МО;Гипермаркет;Новостройки;811;1;Акция;217054;2576;84.26;20
МАГ039;МО;Гипермаркет;Новостройки;811;2;Акция;231650;2383;97.21;20
МАГ039;МО;Гипермаркет;Новостройки;811;3;Акция;214752;2564;83.76;20
МАГ039;МО;Гипермаркет;Новостройки;811;4;После акции;151003;1901;79.43;0
МАГ039;МО;Гипермаркет;Новостройки;811;5;После акции;149501;2079;71.91;0
МАГ039;МО;Гипермаркет;Новостройки;811;6;После акции;152097;2053;74.09;0
МАГ039;МО;Гипермаркет;Новостройки;811;7;После акции;170149;2177;78.16;0
МАГ039;МО;Гипермаркет;Новостройки;811;8;После акции;139210;2206;63.11;0
МАГ039;МО;Гипермаркет;Новостройки;811;9;После акции;175838;1949;90.22;0
МАГ039;МО;Гипермаркет;Новостройки;811;10;После акции;129541;1903;68.07;0
МАГ040;Ростовская область;У дома;Новостройки;267;-7;До акции;97905;960;101.98;0
МАГ040;Ростовская область;У дома;Новостройки;267;-6;До акции;104775;743;141.02;0
МАГ040;Ростовская область;У дома;Новостройки;267;-5;До акции;125780;822;153.02;0
МАГ040;Ростовская область;У дома;Новостройки;267;-4;До акции;94904;1004;94.53;0
МАГ040;Ростовская область;У дома;Новостройки;267;-3;До акции;132403;756;175.14;0
МАГ040;Ростовская область;У дома;Новостройки;267;-2;До акции;100062;904;110.69;0
МАГ040;Ростовская область;У дома;Новостройки;267;-1;До акции;92138;799;115.32;0
МАГ040;Ростовская область;У дома;Новостройки;267;1;Акция;159205;922;172.67;25
МАГ040;Ростовская область;У дома;Новостройки;267;2;Акция;170731;1099;155.35;25
МАГ040;Ростовская область;У дома;Новостройки;267;3;Акция;182690;1046;174.66;25
МАГ040;Ростовская область;У дома;Новостройки;267;4;После акции;111499;1026;108.67;0
МАГ040;Ростовская область;У дома;Новостройки;267;5;После акции;110720;767;144.35;0
МАГ040;Ростовская область;У дома;Новостройки;267;6;После акции;85899;965;89.01;0
МАГ040;Ростовская область;У дома;Новостройки;267;7;После акции;114531;889;128.83;0
МАГ040;Ростовская область;У дома;Новостройки;267;8;После акции;99508;1022;97.37;0
МАГ040;Ростовская область;У дома;Новостройки;267;9;После акции;116291;954;121.9;0
МАГ040;Ростовская область;У дома;Новостройки;267;10;После акции;99910;994;100.51;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;-7;До акции;199241;1053;189.21;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;-6;До акции;160633;1066;150.69;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;-5;До акции;219645;852;257.8;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;-4;До акции;155097;912;170.06;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;-3;До акции;226487;854;265.21;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;-2;До акции;256932;1130;227.37;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;-1;До акции;171470;1106;155.04;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;1;Акция;360047;1182;304.61;25
МАГ041;Краснодарский край;Супермаркет;Центр;2271;2;Акция;307190;1097;280.03;25
МАГ041;Краснодарский край;Супермаркет;Центр;2271;3;Акция;360263;1217;296.03;25
МАГ041;Краснодарский край;Супермаркет;Центр;2271;4;После акции;221529;956;231.72;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;5;После акции;210404;885;237.74;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;6;После акции;221916;893;248.51;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;7;После акции;208607;945;220.75;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;8;После акции;175172;846;207.06;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;9;После акции;201431;995;202.44;0
МАГ041;Краснодарский край;Супермаркет;Центр;2271;10;После акции;177382;1078;164.55;0
МАГ042;СПб;Супермаркет;Новостройки;2444;-7;До акции;96905;672;144.2;0
МАГ042;СПб;Супермаркет;Новостройки;2444;-6;До акции;110136;804;136.99;0
МАГ042;СПб;Супермаркет;Новостройки;2444;-5;До акции;99822;996;100.22;0
МАГ042;СПб;Супермаркет;Новостройки;2444;-4;До акции;106311;788;134.91;0
МАГ042;СПб;Супермаркет;Новостройки;2444;-3;До акции;96510;844;114.35;0
МАГ042;СПб;Супермаркет;Новостройки;2444;-2;До акции;107547;924;116.39;0
МАГ042;СПб;Супермаркет;Новостройки;2444;-1;До акции;90141;987;91.33;0
МАГ042;СПб;Супермаркет;Новостройки;2444;1;Акция;160370;1088;147.4;15
МАГ042;СПб;Супермаркет;Новостройки;2444;2;Акция;149777;1131;132.43;15
МАГ042;СПб;Супермаркет;Новостройки;2444;3;Акция;158926;1119;142.03;15
МАГ042;СПб;Супермаркет;Новостройки;2444;4;После акции;72297;729;99.17;0
МАГ042;СПб;Супермаркет;Новостройки;2444;5;После акции;86718;875;99.11;0
МАГ042;СПб;Супермаркет;Новостройки;2444;6;После акции;81127;889;91.26;0
МАГ042;СПб;Супермаркет;Новостройки;2444;7;После акции;104606;724;144.48;0
МАГ042;СПб;Супермаркет;Новостройки;2444;8;После акции;96047;822;116.85;0
МАГ042;СПб;Супермаркет;Новостройки;2444;9;После акции;75329;770;97.83;0
МАГ042;СПб;Супермаркет;Новостройки;2444;10;После акции;92654;735;126.06;0
МАГ043;Волгоградская область;У дома;Новостройки;536;-7;До акции;94797;1540;61.56;0
МАГ043;Волгоградская область;У дома;Новостройки;536;-6;До акции;93104;1206;77.2;0
МАГ043;Волгоградская область;У дома;Новостройки;536;-5;До акции;110341;1542;71.56;0
МАГ043;Волгоградская область;У дома;Новостройки;536;-4;До акции;132211;1344;98.37;0
МАГ043;Волгоградская область;У дома;Новостройки;536;-3;До акции;128192;1354;94.68;0
МАГ043;Волгоградская область;У дома;Новостройки;536;-2;До акции;105955;1074;98.65;0
МАГ043;Волгоградская область;У дома;Новостройки;536;-1;До акции;99664;1353;73.66;0
МАГ043;Волгоградская область;У дома;Новостройки;536;1;Акция;186569;1533;121.7;15
МАГ043;Волгоградская область;У дома;Новостройки;536;2;Акция;180419;1711;105.45;15
МАГ043;Волгоградская область;У дома;Новостройки;536;3;Акция;173344;1666;104.05;15
МАГ043;Волгоградская область;У дома;Новостройки;536;4;После акции;111467;1154;96.59;0
МАГ043;Волгоградская область;У дома;Новостройки;536;5;После акции;101912;1195;85.28;0
МАГ043;Волгоградская область;У дома;Новостройки;536;6;После акции;98054;1124;87.24;0
МАГ043;Волгоградская область;У дома;Новостройки;536;7;После акции;107738;1212;88.89;0
МАГ043;Волгоградская область;У дома;Новостройки;536;8;После акции;111051;1212;91.63;0
МАГ043;Волгоградская область;У дома;Новостройки;536;9;После акции;123908;1302;95.17;0
МАГ043;Волгоградская область;У дома;Новостройки;536;10;После акции;85166;1160;73.42;0
МАГ044;Ростовская область;У дома;Промзона;1865;-7;До акции;342844;1912;179.31;0
МАГ044;Ростовская область;У дома;Промзона;1865;-6;До акции;244628;1686;145.09;0
МАГ044;Ростовская область;У дома;Промзона;1865;-5;До акции;296676;1669;177.76;0
МАГ044;Ростовская область;У дома;Промзона;1865;-4;До акции;203690;1402;145.29;0
МАГ044;Ростовская область;У дома;Промзона;1865;-3;До акции;216049;1399;154.43;0
МАГ044;Ростовская область;У дома;Промзона;1865;-2;До акции;222776;1649;135.1;0
МАГ044;Ростовская область;У дома;Промзона;1865;-1;До акции;364861;1573;231.95;0
МАГ044;Ростовская область;У дома;Промзона;1865;1;Акция;466702;2478;188.34;20
МАГ044;Ростовская область;У дома;Промзона;1865;2;Акция;427771;2335;183.2;20
МАГ044;Ростовская область;У дома;Промзона;1865;3;Акция;445282;2218;200.76;20
МАГ044;Ростовская область;У дома;Промзона;1865;4;После акции;291679;1587;183.79;0
МАГ044;Ростовская область;У дома;Промзона;1865;5;После акции;316795;1818;174.25;0
МАГ044;Ростовская область;У дома;Промзона;1865;6;После акции;285508;1533;186.24;0
МАГ044;Ростовская область;У дома;Промзона;1865;7;После акции;238684;1450;164.61;0
МАГ044;Ростовская область;У дома;Промзона;1865;8;После акции;295474;1774;166.56;0
МАГ044;Ростовская область;У дома;Промзона;1865;9;После акции;243613;1635;149.0;0
МАГ044;Ростовская область;У дома;Промзона;1865;10;После акции;272211;1822;149.4;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;-7;До акции;121287;1936;62.65;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;-6;До акции;139034;1567;88.73;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;-5;До акции;85731;1666;51.46;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;-4;До акции;83733;1767;47.39;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;-3;До акции;142980;1913;74.74;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;-2;До акции;103832;1672;62.1;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;-1;До акции;131861;1995;66.1;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;1;Акция;220164;2080;105.85;25
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;2;Акция;216022;2092;103.26;25
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;3;Акция;198853;2137;93.05;25
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;4;После акции;108227;1673;64.69;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;5;После акции;105491;1758;60.01;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;6;После акции;134188;1593;84.24;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;7;После акции;129146;1752;73.71;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;8;После акции;110518;1595;69.29;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;9;После акции;102730;1727;59.48;0
МАГ045;Волгоградская область;Гипермаркет;Промзона;2192;10;После акции;122852;1896;64.8;0
МАГ046;СПб;Супермаркет;Центр;3064;-7;До акции;319590;2083;153.43;0
МАГ046;СПб;Супермаркет;Центр;3064;-6;До акции;285567;2310;123.62;0
МАГ046;СПб;Супермаркет;Центр;3064;-5;До акции;249141;1850;134.67;0
МАГ046;СПб;Супермаркет;Центр;3064;-4;До акции;197510;2166;91.19;0
МАГ046;СПб;Супермаркет;Центр;3064;-3;До акции;213860;2435;87.83;0
МАГ046;СПб;Супермаркет;Центр;3064;-2;До акции;269331;2448;110.02;0
МАГ046;СПб;Супермаркет;Центр;3064;-1;До акции;351453;2440;144.04;0
МАГ046;СПб;Супермаркет;Центр;3064;1;Акция;433393;2948;147.01;25
МАГ046;СПб;Супермаркет;Центр;3064;2;Акция;416797;2976;140.05;25
МАГ046;СПб;Супермаркет;Центр;3064;3;Акция;473541;2821;167.86;25
МАГ046;СПб;Супермаркет;Центр;3064;4;После акции;226199;1755;128.89;0
МАГ046;СПб;Супермаркет;Центр;3064;5;После акции;210409;2054;102.44;0
МАГ046;СПб;Супермаркет;Центр;3064;6;После акции;270696;1778;152.25;0
МАГ046;СПб;Супермаркет;Центр;3064;7;После акции;249034;2078;119.84;0
МАГ046;СПб;Супермаркет;Центр;3064;8;После акции;284260;1778;159.88;0
МАГ046;СПб;Супермаркет;Центр;3064;9;После акции;270051;2336;115.6;0
МАГ046;СПб;Супермаркет;Центр;3064;10;После акции;270197;2067;130.72;0
МАГ047;МО;У дома;Спальный район;469;-7;До акции;325378;928;350.62;0
МАГ047;МО;У дома;Спальный район;469;-6;До акции;301111;972;309.78;0
МАГ047;МО;У дома;Спальный район;469;-5;До акции;338775;905;374.34;0
МАГ047;МО;У дома;Спальный район;469;-4;До акции;289075;926;312.18;0
МАГ047;МО;У дома;Спальный район;469;-3;До акции;271651;1110;244.73;0
МАГ047;МО;У дома;Спальный район;469;-2;До акции;334192;1083;308.58;0
МАГ047;МО;У дома;Спальный район;469;-1;До акции;271667;1093;248.55;0
МАГ047;МО;У дома;Спальный район;469;1;Акция;373792;1178;317.31;15
МАГ047;МО;У дома;Спальный район;469;2;Акция;372641;1167;319.32;15
МАГ047;МО;У дома;Спальный район;469;3;Акция;362934;1103;329.04;15
МАГ047;МО;У дома;Спальный район;469;4;После акции;249399;1115;223.68;0
МАГ047;МО;У дома;Спальный район;469;5;После акции;218949;877;249.66;0
МАГ047;МО;У дома;Спальный район;469;6;После акции;247352;950;260.37;0
МАГ047;МО;У дома;Спальный район;469;7;После акции;286144;877;326.28;0
МАГ047;МО;У дома;Спальный район;469;8;После акции;273740;1118;244.85;0
МАГ047;МО;У дома;Спальный район;469;9;После акции;215225;1052;204.59;0
МАГ047;МО;У дома;Спальный район;469;10;После акции;284843;1045;272.58;0
МАГ048;Москва;У дома;Спальный район;1907;-7;До акции;117258;1795;65.32;0
МАГ048;Москва;У дома;Спальный район;1907;-6;До акции;118052;1644;71.81;0
МАГ048;Москва;У дома;Спальный район;1907;-5;До акции;88482;2088;42.38;0
МАГ048;Москва;У дома;Спальный район;1907;-4;До акции;96198;1683;57.16;0
МАГ048;Москва;У дома;Спальный район;1907;-3;До акции;109647;2269;48.32;0
МАГ048;Москва;У дома;Спальный район;1907;-2;До акции;129631;2342;55.35;0
МАГ048;Москва;У дома;Спальный район;1907;-1;До акции;108242;2257;47.96;0
МАГ048;Москва;У дома;Спальный район;1907;1;Акция;177972;2192;81.19;25
МАГ048;Москва;У дома;Спальный район;1907;2;Акция;171042;2140;79.93;25
МАГ048;Москва;У дома;Спальный район;1907;3;Акция;166801;2211;75.44;25
МАГ048;Москва;У дома;Спальный район;1907;4;После акции;96171;1708;56.31;0
МАГ048;Москва;У дома;Спальный район;1907;5;После акции;98483;2074;47.48;0
МАГ048;Москва;У дома;Спальный район;1907;6;После акции;102936;1944;52.95;0
МАГ048;Москва;У дома;Спальный район;1907;7;После акции;106885;2141;49.92;0
МАГ048;Москва;У дома;Спальный район;1907;8;После акции;100130;2083;48.07;0
МАГ048;Москва;У дома;Спальный район;1907;9;После акции;88602;1665;53.21;0
МАГ048;Москва;У дома;Спальный район;1907;10;После акции;85218;1868;45.62;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;-7;До акции;110519;1736;63.66;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;-6;До акции;107604;1893;56.84;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;-5;До акции;78759;2103;37.45;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;-4;До акции;82559;1892;43.64;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;-3;До акции;66420;2042;32.53;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;-2;До акции;92318;2074;44.51;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;-1;До акции;78145;1772;44.1;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;1;Акция;122145;2729;44.76;20
МАГ049;Краснодарский край;Супермаркет;Центр;2980;2;Акция;120519;3027;39.81;20
МАГ049;Краснодарский край;Супермаркет;Центр;2980;3;Акция;122726;2548;48.17;20
МАГ049;Краснодарский край;Супермаркет;Центр;2980;4;После акции;82459;2402;34.33;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;5;После акции;91039;2140;42.54;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;6;После акции;77015;2141;35.97;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;7;После акции;99488;2416;41.18;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;8;После акции;72497;2383;30.42;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;9;После акции;83833;2116;39.62;0
МАГ049;Краснодарский край;Супермаркет;Центр;2980;10;После акции;87341;2206;39.59;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;-7;До акции;291554;1053;276.88;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;-6;До акции;227405;1076;211.34;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;-5;До акции;213106;1213;175.69;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;-4;До акции;216100;1092;197.89;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;-3;До акции;298264;937;318.32;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;-2;До акции;279552;1164;240.16;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;-1;До акции;287293;1083;265.28;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;1;Акция;352629;1602;220.12;15
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;2;Акция;311840;1632;191.08;15
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;3;Акция;312219;1414;220.81;15
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;4;После акции;201062;1058;190.04;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;5;После акции;227786;1061;214.69;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;6;После акции;203967;939;217.22;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;7;После акции;191032;899;212.49;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;8;После акции;220134;998;220.58;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;9;После акции;260495;1100;236.81;0
МАГ050;Волгоградская область;Супермаркет;Промзона;1091;10;После акции;221352;1058;209.22;0
