order_id;customer_id;order_date;total_amount;status;shipping_cost;discount_amount
10842;4049;2025-03-14;8146;Доставлен;0;290
10843;4634;2024-07-17;14655;Доставлен;0;1832
10844;2816;2025-01-30;11632;Доставлен;0;1262
10845;4395;2025-01-23;4065;В пути;0;501
10846;4982;2025-03-27;1777;Отменен;435;209
10847;4381;2024-04-13;2094;Доставлен;250;52
10848;1061;2025-06-01;1893;Отменен;798;127
10849;824;2024-11-19;817;В пути;507;96
10850;3776;2025-01-09;10240;Доставлен;0;1282
10851;2520;2024-10-25;4720;Доставлен;0;191
10852;3393;2025-06-04;11480;Доставлен;0;1051
10853;866;2025-08-05;2573;В пути;351;256
10854;374;2025-06-22;4801;Доставлен;0;478
10855;2505;2024-08-19;3491;Отменен;0;451
10856;3770;2024-07-15;6034;В пути;0;732
10857;3881;2024-01-20;3377;Доставлен;0;186
10858;1259;2024-12-26;8476;Отменен;0;1213
10859;3116;2024-10-24;16189;Доставлен;0;2022
10860;2852;2025-07-31;22084;Отменен;0;1643
10861;1332;2025-05-06;3442;В пути;0;174
10862;4594;2025-05-13;4189;Отменен;0;457
10863;3400;2025-08-11;5733;Доставлен;0;811
10864;884;2024-01-23;23515;Отменен;0;2731
10865;3121;2023-12-04;9300;Доставлен;0;399
10866;2100;2024-02-06;3982;Отменен;0;515
10867;2322;2024-05-17;6129;Доставлен;0;778
10868;278;2024-05-11;9721;Доставлен;0;521
10869;1660;2023-10-24;6468;Доставлен;0;574
10870;1301;2024-08-31;3560;Доставлен;0;390
10871;2464;2024-03-14;2661;Доставлен;781;276
10872;1505;2023-09-11;17547;Отменен;0;2137
10873;1541;2025-07-10;12507;Отменен;0;1010
10874;4527;2023-10-20;8542;Доставлен;0;226
10875;2293;2025-08-05;12656;Доставлен;0;1826
10876;2619;2025-09-03;779;Отменен;640;29
10877;4426;2025-03-27;8971;Доставлен;0;1077
10878;1826;2023-12-23;21716;Доставлен;0;435
10879;3373;2024-09-23;3338;Доставлен;0;240
10880;2104;2024-09-12;2309;Отменен;293;202
10881;509;2025-04-02;9621;Отменен;0;1015
10882;4303;2023-09-09;7311;Доставлен;0;1084
10883;3938;2024-04-15;21092;Доставлен;0;656
10884;2241;2024-09-14;22313;В пути;0;31
10885;2615;2025-05-08;1412;Доставлен;648;104
10886;2539;2024-06-04;5071;Доставлен;0;49
10887;1946;2025-03-08;5677;Отменен;0;642
10888;4544;2024-01-09;17063;Доставлен;0;550
10889;4310;2025-06-02;2160;В пути;607;203
10890;2819;2024-07-01;1443;Отменен;668;192
10891;584;2025-03-09;5442;Доставлен;0;673
10892;4249;2024-09-21;25188;Доставлен;0;101
10893;1588;2024-02-12;18137;В пути;0;1426
10894;2837;2025-02-19;15780;Доставлен;0;2321
10895;779;2023-09-17;1034;Доставлен;465;153
10896;614;2024-10-21;4127;Доставлен;0;26
10897;2014;2024-11-06;21732;В пути;0;132
10898;3698;2024-06-23;20433;Отменен;0;483
10899;1529;2024-05-30;14122;Отменен;0;726
10900;2922;2024-06-06;4146;Отменен;0;405
10901;4048;2024-01-04;9187;Доставлен;0;360
10902;2982;2024-09-10;20134;Доставлен;0;1062
10903;507;2024-08-19;1943;Доставлен;228;117
10904;4059;2025-05-21;17224;В пути;0;1195
10905;1870;2025-01-26;17690;Доставлен;0;1875
10906;710;2024-01-18;8913;В пути;0;923
10907;1020;2024-10-27;2057;В пути;232;12
10908;2199;2024-06-23;19384;Доставлен;0;1604
10909;1094;2024-12-18;9710;В пути;0;1143
10910;719;2024-12-21;11444;Доставлен;0;1109
10911;3585;2024-09-02;16973;В пути;0;790
10912;2986;2024-04-26;11211;Доставлен;0;868
10913;3873;2023-11-02;3468;Доставлен;0;57
10914;3206;2024-12-13;11964;Отменен;0;126
10915;3036;2023-11-12;2043;Доставлен;636;77
10916;3238;2023-11-17;10360;Доставлен;0;543
10917;4742;2024-03-31;2553;Доставлен;712;61
10918;1686;2023-10-01;3786;Отменен;0;233
10919;4514;2024-09-05;3476;Отменен;0;207
10920;2320;2025-06-24;9725;В пути;0;568
10921;4177;2024-05-18;695;В пути;691;6
10922;3371;2023-11-18;24610;Отменен;0;780
10923;3749;2024-07-19;4101;В пути;0;254
10924;1517;2024-06-28;6870;Отменен;0;433
10925;1213;2025-08-07;20576;Доставлен;0;2365
10926;3489;2024-05-08;1172;Отменен;423;66
10927;3138;2024-10-03;3128;Доставлен;0;132
10928;21;2025-07-17;5139;Отменен;0;243
10929;2437;2025-01-09;422;Доставлен;587;10
10930;2120;2023-11-01;2300;Доставлен;739;243
10931;1771;2024-05-28;4289;Отменен;0;543
10932;4204;2025-03-27;2050;Отменен;515;20
10933;4329;2024-02-22;13179;Доставлен;0;429
10934;1465;2024-08-21;5384;Отменен;0;474
10935;500;2024-03-30;20004;В пути;0;2358
10936;12;2024-08-16;5671;Отменен;0;403
10937;338;2025-06-15;13584;Доставлен;0;1362
10938;3609;2024-11-05;2173;Отменен;207;172
10939;2444;2024-12-01;15952;Доставлен;0;468
10940;4439;2025-04-17;5771;Отменен;0;719
10941;2878;2024-05-10;15660;Отменен;0;1565
10942;4402;2025-05-24;1025;Доставлен;384;151
10943;53;2023-09-05;23852;Доставлен;0;138
10944;2301;2024-09-15;18906;Доставлен;0;1115
10945;4476;2023-10-24;22932;Доставлен;0;2206
10946;4912;2025-02-04;3497;Отменен;0;385
10947;1592;2025-04-21;5515;Доставлен;0;790
10948;4445;2024-02-17;8585;В пути;0;1121
10949;1546;2025-07-24;5596;В пути;0;278
10950;4127;2025-03-13;12156;Отменен;0;26
10951;2362;2024-07-30;4502;Доставлен;0;447
10952;2828;2025-04-17;23271;Отменен;0;1998
10953;2275;2024-01-02;11521;Доставлен;0;1222
10954;3349;2025-06-23;1843;Отменен;756;116
10955;818;2025-04-22;9781;В пути;0;507
10956;4546;2024-01-07;17781;Доставлен;0;1056
10957;1143;2024-08-31;6810;Отменен;0;647
10958;1557;2024-10-09;8656;Доставлен;0;671
10959;4158;2023-11-09;4452;Доставлен;0;7
10960;65;2025-08-11;15887;Доставлен;0;2055
10961;2545;2025-02-27;23827;В пути;0;590
10962;1554;2025-03-15;14759;Отменен;0;843
10963;2605;2025-08-24;2597;Отменен;359;68
10964;953;2025-08-11;9252;Доставлен;0;855
10965;1458;2024-04-26;3823;Доставлен;0;262
10966;4162;2023-12-13;1926;В пути;345;34
10967;4364;2024-10-07;8648;Доставлен;0;819
10968;2623;2025-07-16;6438;Доставлен;0;204
10969;2563;2024-05-21;20394;Доставлен;0;0
10970;139;2024-11-03;4403;Доставлен;0;238
10971;1342;2023-11-16;1111;Отменен;765;54
10972;3616;2024-04-04;2820;Доставлен;451;188
10973;190;2025-03-17;1193;Доставлен;648;115
10974;3097;2025-01-20;6351;Доставлен;0;532
10975;4353;2024-08-16;23192;Доставлен;0;1192
10976;750;2024-04-17;14823;В пути;0;693
10977;1547;2024-01-04;1225;В пути;384;76
10978;56;2024-11-12;4695;Доставлен;0;102
10979;510;2023-09-27;1537;Доставлен;467;79
10980;3018;2024-09-13;26410;В пути;0;432
10981;810;2024-07-05;2096;Доставлен;439;294
10982;1635;2025-06-10;20330;Доставлен;0;1944
10983;3398;2024-10-01;16988;Доставлен;0;634
10984;2275;2024-06-14;8489;Доставлен;0;1121
10985;3485;2024-09-19;10030;Доставлен;0;521
10986;4791;2025-02-15;17390;Доставлен;0;863
10987;38;2025-04-03;4933;В пути;0;656
10988;3012;2025-01-19;17477;Доставлен;0;1092
10989;1176;2024-02-14;4108;В пути;0;290
10990;3953;2023-12-17;2718;Отменен;309;116
10991;3268;2024-06-07;2775;Отменен;343;211
10992;3500;2024-06-07;4308;Отменен;0;398
10993;656;2023-10-31;7924;Отменен;0;1149
10994;399;2025-01-13;12569;Доставлен;0;1278
10995;4920;2025-07-27;3371;Доставлен;0;290
10996;3921;2025-05-02;6894;Доставлен;0;451
10997;3511;2024-06-09;7503;В пути;0;676
10998;573;2024-11-12;8604;Доставлен;0;260
10999;2764;2025-06-23;2097;Доставлен;798;190
11000;4199;2024-04-24;19795;Доставлен;0;1783
11001;4377;2024-12-22;719;Доставлен;782;5
11002;1388;2024-04-07;20553;В пути;0;2
11003;4085;2025-01-18;593;Доставлен;772;81
11004;255;2025-04-20;2169;Доставлен;698;53
11005;647;2023-12-08;7380;Доставлен;0;724
11006;2983;2025-04-24;428;Доставлен;218;19
11007;2780;2024-12-17;24072;Доставлен;0;899
11008;3641;2024-05-21;3064;Доставлен;0;397
11009;1699;2023-11-21;7972;Доставлен;0;36
11010;1741;2024-05-28;9451;Доставлен;0;284
11011;3885;2024-07-27;8154;Доставлен;0;675
11012;3041;2025-04-25;6107;В пути;0;557
11013;1753;2024-12-17;19592;В пути;0;1057
11014;2461;2024-11-16;14432;Доставлен;0;1477
11015;4353;2023-11-13;15579;Отменен;0;1044
11016;3389;2024-08-15;4479;Отменен;0;503
11017;938;2023-12-24;7473;Отменен;0;463
11018;597;2024-05-21;8469;Доставлен;0;969
11019;2921;2025-07-12;3979;Доставлен;0;222
11020;88;2024-08-28;20686;Доставлен;0;1710
11021;1849;2024-07-06;7850;Доставлен;0;874
11022;1250;2023-10-24;3218;В пути;0;187
11023;837;2023-09-10;3430;Отменен;0;21
11024;2188;2023-09-15;15110;Доставлен;0;105
11025;1937;2024-11-03;4560;Доставлен;0;367
11026;2696;2025-08-02;13631;Доставлен;0;1926
11027;4822;2024-10-02;5904;Доставлен;0;442
11028;2687;2024-04-01;3405;Доставлен;0;410
11029;63;2024-05-18;19905;Доставлен;0;174
11030;2608;2024-08-10;2676;Доставлен;686;226
11031;1378;2024-09-20;25049;Доставлен;0;1478
11032;4493;2025-05-03;10532;Доставлен;0;956
11033;4593;2024-05-25;11171;В пути;0;151
11034;1559;2024-02-13;6811;Отменен;0;935
11035;3308;2025-04-15;6244;Доставлен;0;154
11036;4845;2024-02-07;13776;Отменен;0;1820
11037;982;2024-01-31;3857;В пути;0;548
11038;4663;2024-10-26;23179;Доставлен;0;1544
11039;1826;2024-10-17;10369;Отменен;0;1159
11040;4264;2024-10-08;2434;Отменен;688;196
11041;520;2024-11-11;2458;Отменен;639;218
11042;3342;2024-02-27;22122;Отменен;0;80
11043;4087;2024-02-11;4564;Доставлен;0;477
11044;343;2024-03-02;17520;Доставлен;0;2091
11045;618;2024-02-12;3703;Доставлен;0;94
11046;3673;2024-03-02;3417;Отменен;0;382
11047;960;2023-12-19;21600;В пути;0;106
11048;2474;2024-11-09;3431;Доставлен;0;187
11049;1176;2025-07-20;9850;Доставлен;0;1159
11050;4304;2025-08-07;12907;Доставлен;0;1302
11051;3378;2025-04-23;1586;Доставлен;327;174
11052;1855;2024-07-25;13131;Доставлен;0;803
11053;4429;2024-07-11;5245;В пути;0;269
11054;3538;2025-07-09;2168;Доставлен;415;167
11055;4942;2025-03-05;4415;В пути;0;516
11056;4105;2025-02-22;4384;Отменен;0;398
11057;821;2024-05-26;9774;В пути;0;502
11058;4401;2025-02-17;596;Отменен;763;21
11059;2576;2024-05-26;5308;В пути;0;30
11060;2549;2023-11-20;3565;Доставлен;0;124
11061;3454;2024-01-21;19376;Отменен;0;2121
11062;1316;2024-09-06;11192;Отменен;0;1332
11063;3442;2024-04-24;26786;В пути;0;2933
11064;2740;2025-06-13;12064;В пути;0;575
11065;2807;2025-01-10;2103;Доставлен;607;86
11066;686;2025-01-05;9800;Доставлен;0;399
11067;3035;2023-10-07;7771;Доставлен;0;1088
11068;778;2024-02-05;15116;Отменен;0;913
11069;3373;2025-08-17;2671;В пути;268;151
11070;2105;2024-06-08;8220;В пути;0;1005
11071;884;2024-04-27;21752;Доставлен;0;3020
11072;2594;2024-02-01;10260;Доставлен;0;1230
11073;4364;2024-09-14;2841;Отменен;222;173
11074;4828;2024-11-06;11462;Доставлен;0;1202
11075;1593;2024-10-08;12960;Отменен;0;1523
11076;1770;2025-04-23;4268;Доставлен;0;323
11077;1386;2024-04-18;16237;Доставлен;0;2005
11078;1827;2024-05-04;3320;Доставлен;0;6
11079;1090;2024-12-31;1036;Отменен;276;26
11080;4735;2023-10-29;3712;Доставлен;0;227
11081;2352;2025-06-25;20657;Доставлен;0;1958
11082;515;2024-02-11;11338;Доставлен;0;634
11083;2004;2024-09-13;11308;Отменен;0;1572
11084;3278;2024-11-11;2418;В пути;231;213
11085;499;2024-05-01;2961;Доставлен;464;437
11086;4056;2023-11-02;2832;Доставлен;226;36
11087;773;2023-10-22;12015;Отменен;0;80
11088;1642;2024-08-12;3042;Доставлен;0;112
11089;1060;2025-01-01;14287;Доставлен;0;94
11090;617;2023-11-17;20142;Отменен;0;2354
11091;2499;2025-08-05;3696;Доставлен;0;26
11092;1178;2023-10-19;8689;Отменен;0;693
11093;316;2024-01-16;3857;Отменен;0;97
11094;2884;2024-03-12;17753;В пути;0;439
11095;4699;2025-08-16;8202;Доставлен;0;362
11096;2576;2024-08-05;8001;Доставлен;0;967
11097;4810;2024-11-26;6004;Отменен;0;37
11098;2679;2025-03-27;2534;Доставлен;219;101
11099;2924;2023-10-26;2465;Доставлен;519;25
11100;3839;2023-09-08;18379;Отменен;0;1726
11101;1424;2025-05-06;10682;Доставлен;0;1053
11102;958;2023-10-01;5118;Отменен;0;165
11103;2780;2024-04-16;15133;Доставлен;0;1572
11104;646;2025-06-13;3508;Доставлен;0;338
11105;4809;2023-11-08;10182;Отменен;0;454
11106;3390;2025-04-23;2872;В пути;786;371
11107;2925;2025-06-14;10068;Доставлен;0;953
11108;4438;2024-08-09;2603;Доставлен;656;266
11109;2217;2024-10-31;5714;Доставлен;0;854
11110;4301;2024-06-01;9189;Доставлен;0;1115
11111;932;2024-01-17;26342;Доставлен;0;1522
11112;1095;2024-07-25;20487;В пути;0;2938
11113;3375;2023-10-04;8418;Доставлен;0;598
11114;4718;2024-09-10;18808;Доставлен;0;2160
11115;150;2024-08-09;23461;В пути;0;3137
11116;2831;2025-01-17;20601;В пути;0;2716
11117;3572;2025-07-08;14176;Доставлен;0;690
11118;3556;2025-01-03;7904;Отменен;0;773
11119;4906;2023-12-09;20777;Доставлен;0;2158
11120;1282;2025-02-04;13898;В пути;0;834
11121;519;2023-12-05;16060;Доставлен;0;204
11122;1822;2024-02-06;20692;Доставлен;0;2532
11123;765;2025-01-05;4138;Доставлен;0;386
11124;1625;2024-10-22;1188;Доставлен;367;120
11125;3781;2024-01-07;25196;Отменен;0;66
11126;2784;2024-10-18;1770;Отменен;441;127
11127;294;2025-06-27;1364;В пути;408;124
11128;916;2024-01-09;3262;В пути;0;477
11129;2218;2024-12-18;2658;Доставлен;281;218
11130;2789;2023-12-26;9351;В пути;0;379
11131;3264;2024-05-24;11387;Доставлен;0;459
11132;1116;2024-03-19;4316;В пути;0;315
11133;2340;2024-10-05;4016;Доставлен;0;482
11134;1694;2024-05-22;19017;Доставлен;0;1984
11135;4761;2024-09-16;3922;В пути;0;354
11136;2155;2025-06-03;24108;Отменен;0;615
11137;3197;2023-12-24;1374;Доставлен;477;111
11138;4135;2025-05-17;581;Доставлен;573;55
11139;3739;2024-08-14;1375;Отменен;343;2
11140;695;2024-08-18;9588;Доставлен;0;798
11141;1459;2025-02-20;4608;Отменен;0;465
11142;2952;2024-04-18;7383;Доставлен;0;263
11143;244;2023-11-09;4766;Доставлен;0;221
11144;3159;2025-06-01;9968;Доставлен;0;454
11145;3711;2024-10-28;931;Доставлен;371;102
11146;2745;2023-11-27;2014;Отменен;410;259
11147;4449;2024-01-03;9795;В пути;0;889
11148;219;2023-09-23;5384;Доставлен;0;691
11149;2373;2023-09-24;18186;Отменен;0;348
11150;1300;2024-09-23;12373;Отменен;0;297
11151;4315;2025-04-13;5117;Доставлен;0;295
11152;18;2023-12-09;6291;Доставлен;0;293
11153;777;2023-12-09;9201;Доставлен;0;506
11154;2489;2023-10-31;2696;В пути;466;125
11155;2377;2024-05-22;9120;Доставлен;0;1049
11156;2413;2024-07-09;7575;Отменен;0;63
11157;2044;2025-04-04;6121;Доставлен;0;35
11158;1255;2024-07-04;4974;Доставлен;0;240
11159;2735;2024-04-26;2839;Доставлен;212;368
11160;100;2024-01-11;1319;Доставлен;499;7
11161;3438;2025-08-10;1324;Доставлен;301;160
11162;4126;2024-07-05;3633;В пути;0;438
11163;3354;2025-03-20;4830;Доставлен;0;34
11164;754;2024-11-19;11125;Отменен;0;253
11165;4550;2024-01-29;9199;Отменен;0;398
11166;4738;2024-02-19;9960;Доставлен;0;893
11167;896;2025-08-23;15064;Доставлен;0;1446
11168;4570;2023-09-30;1626;В пути;705;154
11169;2539;2023-09-09;1175;В пути;612;53
11170;827;2024-03-12;6124;Доставлен;0;632
11171;4945;2024-12-16;12271;Доставлен;0;1497
11172;4931;2024-12-12;16720;Отменен;0;1853
11173;4353;2024-05-05;18380;Отменен;0;48
11174;3059;2025-06-19;11183;Доставлен;0;1200
11175;317;2024-05-06;4869;Доставлен;0;287
11176;1600;2024-07-29;3010;Доставлен;0;227
11177;3270;2025-08-12;8301;Доставлен;0;788
11178;2446;2024-08-02;3430;Доставлен;0;462
11179;3571;2024-09-01;9185;В пути;0;849
11180;2;2024-02-01;19201;Отменен;0;768
11181;3852;2023-12-25;9584;Отменен;0;1108
11182;1943;2025-03-24;2475;В пути;543;11
11183;3912;2025-05-11;1586;Отменен;475;86
11184;3130;2025-03-25;483;Доставлен;474;72
11185;4325;2023-10-18;2860;В пути;282;28
11186;2375;2023-11-15;4903;В пути;0;55
11187;503;2024-10-07;3503;Доставлен;0;125
11188;2836;2024-01-07;8000;Доставлен;0;823
11189;2648;2025-04-01;14960;Доставлен;0;2204
11190;2567;2024-06-30;8560;Доставлен;0;188
11191;1664;2025-02-26;4977;Отменен;0;173
11192;4560;2025-05-09;7126;Доставлен;0;334
11193;4205;2024-03-22;7786;В пути;0;364
11194;3773;2025-08-07;12127;Доставлен;0;69
11195;1602;2024-09-26;3194;Отменен;0;404
11196;582;2025-08-23;2926;Отменен;517;416
11197;2996;2023-09-10;19448;В пути;0;531
11198;2520;2024-12-06;816;Доставлен;327;76
11199;1437;2024-04-11;11080;Отменен;0;999
11200;740;2024-05-12;1639;В пути;739;111
11201;2471;2024-11-25;3254;Доставлен;0;451
11202;4550;2025-05-04;19666;Доставлен;0;2038
11203;2217;2025-06-16;6844;В пути;0;336
11204;3484;2024-10-19;16231;В пути;0;1388
11205;1136;2024-11-14;733;Доставлен;770;63
11206;3858;2023-11-23;8887;Доставлен;0;1256
11207;4694;2024-04-13;17717;Доставлен;0;1404
11208;4986;2023-10-21;7477;В пути;0;941
11209;153;2025-04-01;3303;В пути;0;185
11210;494;2025-07-20;2461;В пути;682;233
11211;757;2023-09-05;2206;В пути;495;258
11212;1348;2025-06-14;10352;Отменен;0;1154
11213;1881;2025-02-02;2516;Отменен;551;142
11214;2659;2025-04-02;11621;Доставлен;0;411
11215;1291;2025-06-19;10638;Доставлен;0;783
11216;1973;2023-09-15;23612;Отменен;0;3282
11217;2663;2023-10-26;524;Доставлен;424;8
11218;4046;2025-05-21;11836;Доставлен;0;1765
11219;4976;2024-02-27;7735;Доставлен;0;561
11220;2260;2023-12-02;2203;В пути;694;228
11221;2034;2024-06-28;614;Доставлен;355;35
11222;4167;2024-04-01;5396;Отменен;0;270
11223;3704;2024-05-15;10431;Отменен;0;711
11224;1020;2025-01-02;3314;Отменен;0;370
11225;2142;2024-09-26;9144;Доставлен;0;1172
11226;2596;2024-12-20;5470;Доставлен;0;647
11227;2800;2023-12-08;4170;Отменен;0;171
11228;2177;2024-02-27;2808;Доставлен;236;226
11229;517;2025-01-02;11882;Доставлен;0;181
11230;1203;2024-03-06;698;Доставлен;389;96
11231;2067;2024-05-08;14046;Доставлен;0;296
11232;4115;2025-01-26;688;Доставлен;631;79
11233;4191;2024-05-29;3894;Отменен;0;387
11234;3593;2024-08-28;20557;В пути;0;650
11235;3956;2025-05-12;20891;Отменен;0;1423
11236;1882;2024-01-12;1110;В пути;515;3
11237;3452;2024-12-22;10182;Отменен;0;559
11238;4886;2025-09-02;17099;Отменен;0;558
11239;1959;2025-02-22;3856;В пути;0;54
11240;411;2024-03-07;17112;Доставлен;0;1875
11241;3823;2024-04-03;9218;Доставлен;0;1278
11242;2302;2024-03-08;10466;Доставлен;0;1038
11243;1966;2025-06-18;22227;Доставлен;0;354
11244;2331;2024-11-03;2598;Отменен;238;173
11245;1752;2025-02-05;22049;Доставлен;0;2046
11246;1795;2025-08-10;4555;Доставлен;0;521
11247;1568;2025-08-05;1939;Доставлен;270;126
11248;2859;2025-01-30;7169;Доставлен;0;236
11249;3632;2023-11-11;22598;В пути;0;277
11250;1257;2025-07-29;15383;Доставлен;0;1715
11251;2364;2025-04-01;3985;Доставлен;0;528
11252;1426;2024-02-10;15590;Отменен;0;83
11253;2851;2025-06-16;850;В пути;416;98
11254;2753;2024-10-08;9227;В пути;0;1038
11255;4157;2024-02-13;540;В пути;554;69
11256;3231;2024-05-25;17140;Доставлен;0;2349
11257;3144;2025-07-28;3973;Доставлен;0;106
11258;1940;2025-06-06;4813;Доставлен;0;29
11259;3170;2025-06-13;1113;Доставлен;310;136
11260;1065;2024-05-29;23912;Доставлен;0;1393
11261;4331;2024-12-26;27786;Отменен;0;1518
11262;2696;2024-09-02;15342;Отменен;0;1866
11263;772;2024-01-19;18379;Доставлен;0;1433
11264;3971;2024-06-17;1303;В пути;641;112
11265;314;2025-06-02;16951;Отменен;0;1681
11266;4007;2024-01-12;22758;В пути;0;1810
11267;2995;2025-04-18;2064;Доставлен;454;298
11268;957;2025-06-25;1559;Доставлен;349;211
11269;4972;2024-01-25;5640;В пути;0;826
11270;3819;2025-03-20;3006;Доставлен;0;96
11271;1463;2024-10-23;29036;Доставлен;0;2608
11272;4189;2025-08-15;2405;Доставлен;586;145
11273;657;2023-10-08;2894;Доставлен;369;4
11274;841;2025-01-01;2903;В пути;465;122
11275;290;2024-09-29;3188;В пути;0;351
11276;3326;2024-01-03;9997;В пути;0;414
11277;4949;2024-06-30;8254;Доставлен;0;1079
11278;1408;2023-12-14;26374;Доставлен;0;733
11279;365;2024-11-20;12198;Доставлен;0;795
11280;121;2025-02-01;15634;В пути;0;1835
11281;397;2025-01-05;4485;Доставлен;0;416
11282;4130;2023-11-06;11337;Доставлен;0;534
11283;2981;2024-11-14;13498;Отменен;0;1463
11284;4169;2025-01-16;19719;Доставлен;0;367
11285;4135;2025-03-16;2046;Доставлен;388;286
11286;2017;2025-02-12;3856;Доставлен;0;460
11287;3415;2025-04-13;1915;Доставлен;653;28
11288;2357;2024-10-19;20382;В пути;0;658
11289;773;2024-09-12;19948;Доставлен;0;2326
11290;376;2024-02-12;4695;Доставлен;0;110
11291;4690;2023-10-20;1451;Доставлен;587;60
11292;2039;2025-08-28;8831;В пути;0;789
11293;2714;2024-05-30;1340;Доставлен;273;174
11294;2647;2024-09-09;4285;Отменен;0;405
11295;531;2025-05-19;14022;Отменен;0;7
11296;1732;2023-12-17;6815;В пути;0;59
11297;3360;2025-07-06;6245;Доставлен;0;195
11298;4781;2024-12-14;8505;Доставлен;0;1012
11299;3847;2023-11-16;3073;Доставлен;0;120
11300;3050;2023-10-04;3339;Отменен;0;214
11301;4382;2025-01-28;5052;Доставлен;0;421
11302;3547;2023-12-01;4586;Доставлен;0;43
11303;1701;2025-06-29;9259;В пути;0;1029
11304;1833;2024-01-06;18907;В пути;0;525
11305;2895;2024-03-29;886;Отменен;567;115
11306;3041;2025-01-06;12028;Отменен;0;1354
11307;83;2025-01-21;1132;Доставлен;798;27
11308;789;2023-12-14;3951;Доставлен;0;379
11309;855;2023-09-23;4290;В пути;0;618
11310;4336;2024-03-14;6501;Доставлен;0;444
11311;4192;2023-09-25;17914;Доставлен;0;1789
11312;2089;2024-08-09;8438;Доставлен;0;280
11313;800;2024-01-24;3019;Доставлен;0;180
11314;3563;2025-04-01;14997;Отменен;0;1874
11315;4700;2025-04-09;2905;В пути;336;267
11316;2094;2025-01-12;10570;Доставлен;0;229
11317;3895;2025-07-16;12068;Доставлен;0;1490
11318;1587;2024-01-16;6865;Доставлен;0;572
11319;2685;2025-05-09;3595;Доставлен;0;334
11320;2198;2025-05-08;9714;В пути;0;88
11321;2667;2024-01-23;10476;Доставлен;0;77
11322;4848;2024-04-25;20037;Доставлен;0;2017
11323;4497;2023-12-26;5653;Доставлен;0;331
11324;4805;2025-07-08;1726;Доставлен;348;28
11325;3741;2025-03-31;14731;Доставлен;0;668
11326;2377;2024-03-20;26111;Отменен;0;1136
11327;4475;2024-09-21;15407;В пути;0;2297
11328;316;2025-08-30;2059;Доставлен;479;284
11329;3563;2025-04-22;26637;Доставлен;0;227
11330;4168;2025-06-03;3182;Отменен;0;236
11331;1193;2023-10-17;8167;Доставлен;0;406
11332;2215;2024-10-29;2892;Доставлен;624;390
11333;2987;2024-08-14;7481;Отменен;0;91
11334;2844;2024-02-05;18273;В пути;0;1360
11335;1862;2024-08-29;25920;Доставлен;0;2924
11336;521;2024-09-07;9076;Отменен;0;285
11337;2432;2024-01-13;16833;Доставлен;0;781
11338;1300;2024-06-21;6551;Доставлен;0;15
11339;564;2023-09-11;14517;В пути;0;1507
11340;1082;2025-07-12;24845;Отменен;0;2834
11341;1144;2025-02-27;13554;Доставлен;0;582
11342;2765;2024-10-03;1741;Отменен;557;114
11343;4796;2025-06-12;6705;Доставлен;0;7
11344;1142;2023-10-25;11550;В пути;0;967
11345;4309;2023-10-04;10541;Доставлен;0;382
11346;4941;2023-11-27;18968;Доставлен;0;1960
11347;2624;2025-03-15;10273;Доставлен;0;375
11348;3950;2024-06-11;1511;Доставлен;474;122
11349;4915;2024-11-13;6900;Доставлен;0;560
11350;4096;2023-09-14;5932;Доставлен;0;482
11351;138;2024-04-08;3452;Доставлен;0;15
11352;3720;2025-05-22;8631;Отменен;0;380
11353;2213;2024-10-26;10352;Доставлен;0;1216
11354;4980;2023-11-18;1179;Доставлен;321;153
11355;420;2023-10-23;10024;Отменен;0;1345
11356;3775;2024-03-01;2263;Отменен;481;101
11357;2635;2025-03-19;5105;Доставлен;0;27
11358;806;2025-02-23;3850;Доставлен;0;228
11359;2304;2023-09-15;2036;Отменен;334;56
11360;178;2025-06-30;11481;Доставлен;0;863
11361;3017;2023-12-03;22214;Доставлен;0;2814
11362;3254;2024-06-11;2633;Доставлен;661;201
11363;170;2025-05-02;1550;В пути;531;199
11364;1184;2025-02-05;23637;Отменен;0;719
11365;2413;2025-01-19;19199;Доставлен;0;1439
11366;3110;2024-05-30;7530;Доставлен;0;569
11367;4006;2023-09-22;5927;В пути;0;846
11368;4471;2025-08-17;2321;Доставлен;718;133
11369;3620;2025-01-24;19676;Доставлен;0;201
11370;4964;2024-02-05;3106;Доставлен;0;42
11371;871;2025-04-10;6351;Доставлен;0;542
11372;4915;2024-01-07;7675;Доставлен;0;853
11373;3436;2025-05-15;14406;Отменен;0;207
11374;1544;2024-01-02;12554;Доставлен;0;342
11375;4387;2023-09-30;17794;В пути;0;2510
11376;644;2024-07-19;6011;Доставлен;0;168
11377;4309;2025-08-10;3167;Доставлен;0;327
11378;223;2025-03-03;4365;Доставлен;0;515
11379;1571;2025-04-10;7253;Доставлен;0;352
11380;1912;2024-06-30;13856;Доставлен;0;281
11381;1800;2024-04-12;7405;Доставлен;0;231
11382;3320;2025-09-03;13992;Доставлен;0;1346
11383;3648;2023-10-26;2627;Доставлен;266;152
11384;2474;2025-02-27;785;Отменен;356;53
11385;2805;2024-04-28;25683;Доставлен;0;2404
11386;2128;2025-07-16;25822;Отменен;0;461
11387;4356;2024-03-13;1052;В пути;409;58
11388;3334;2023-12-08;22735;Отменен;0;2442
11389;745;2025-03-07;2577;В пути;683;254
11390;3110;2025-05-21;8967;Доставлен;0;255
11391;521;2024-09-13;10593;В пути;0;385
