ID_продажи,Дата,ID_продукта,ID_клиента,Категория,Количество,Цена,Скидка,Регион,Менеджер
S1701,2023-02-18,P049,C139,Книги,1,1586.6,0.0,Москва,Петров
S1704,2023-08-31,P011,C172,Электроника,1,2138.87,0.0,Москва,Кузнецов
S1705,2023-08-21,P048,C014,Книги,1,1613.89,0.0,Москва,Петров
S1706,2024-01-05,P038,C084,Спорт,1,2482.09,0.0,Новосибирск,Сидорова
S1707,2023-04-27,P048,C106,Одежда,2,895.79,0.0,СПб,Козлов
S1708,2023-03-16,P040,C117,Одежда,2,668.29,6.7,Казань,Петров
S1709,2023-06-21,P045,C146,Электроника,2,999.99,0.0,СПб,Сидорова
S1710,2023-04-23,P039,C041,Книги,6,1240.62,0.0,Москва,Козлов
S1711,2023-09-25,P014,C152,Спорт,5,1229.39,7.6,Москва,Сидорова
S1712,2023-08-11,P038,C039,Книги,6,951.99,0.0,Казань,Морозова
S1713,2023-09-16,P034,C101,Спорт,5,2544.46,0.0,СПб,Иванов
S1714,2023-10-13,P045,C188,Спорт,8,768.04,0.0,Екатеринбург,Иванов
S1715,2023-01-09,P020,C042,Спорт,5,2703.95,0.0,СПб,Петров
S1716,2023-12-27,P051,C095,Спорт,4,354.3,0.0,СПб,Морозова
S1717,2023-06-20,P019,C110,Дом и сад,4,2605.0,0.0,Москва,Морозова
S1718,2023-02-11,P022,C189,Электроника,3,4595.02,0.0,Москва,Козлов
S1719,2023-07-07,P003,C094,Дом и сад,1,2411.65,0.0,Новосибирск,Петров
S1720,2023-03-12,P016,C139,Электроника,3,3818.21,8.8,Новосибирск,Морозова
S1721,2023-04-26,P018,C129,Спорт,2,549.61,0.0,СПб,Кузнецов
S1722,2023-03-04,P035,C174,Книги,6,1013.56,0.0,Екатеринбург,Морозова
S1723,2023-02-03,P030,C023,Электроника,2,1304.65,11.2,Москва,Иванов
S1724,2023-12-23,P010,C053,Книги,8,240.84,0.0,Екатеринбург,Петров
S1725,2023-08-31,P029,C189,Электроника,2,783.27,3.1,Казань,Морозова
S1726,2023-06-21,P022,C168,Дом и сад,3,2797.08,0.0,СПб,Козлов
S1727,2023-06-05,P051,C079,Одежда,5,912.31,0.0,Москва,Иванов
S1728,2023-03-17,P030,C043,Книги,7,1481.26,0.0,Казань,Морозова
S1730,2023-03-20,P008,C011,Дом и сад,3,1987.2,0.0,Москва,Морозова
S1731,2023-01-18,P023,C038,Дом и сад,2,3911.68,0.0,Москва,Иванов
S1733,2023-03-16,P021,C040,Электроника,10,2957.66,0.0,Екатеринбург,Сидорова
S1734,2023-08-31,P049,C147,Одежда,5,2267.07,15.1,Москва,Козлов
S1735,2023-01-21,P036,C030,Дом и сад,1,2623.08,0.0,СПб,Сидорова
S1736,2023-01-29,P013,C150,Книги,1,1884.2,0.0,Москва,Кузнецов
S1737,2023-08-17,P006,C132,Спорт,1,1350.94,0.0,Казань,Морозова
S1738,2023-07-04,P046,C110,Дом и сад,2,443.89,0.0,СПб,Козлов
S1739,2023-10-15,P047,C114,Спорт,5,1259.2,9.7,СПб,Козлов
S1740,2023-03-13,P039,C023,Одежда,1,1581.46,9.9,Москва,Кузнецов
S1741,2023-07-12,P027,C164,Дом и сад,2,2400.93,7.8,Москва,Петров
S1742,2023-07-15,P032,C011,Дом и сад,5,1494.09,0.0,СПб,Иванов
S1743,2023-01-02,P020,C164,Спорт,1,2447.63,0.0,Москва,Морозова
S1744,2023-11-27,P008,C196,Дом и сад,3,3894.25,0.0,СПб,Козлов
S1745,2023-10-17,P017,C161,Спорт,11,2927.58,0.0,Новосибирск,Иванов
S1746,2023-05-13,P004,C038,Дом и сад,2,2895.82,0.0,Москва,Сидорова
S1747,2023-08-03,P023,C013,Дом и сад,2,2700.21,0.0,Москва,Морозова
S1748,2023-04-04,P039,C193,Одежда,3,2655.6,7.2,СПб,Морозова
S1749,2023-12-24,P007,C137,Книги,2,458.69,0.0,Москва,Козлов
S1750,2023-07-30,P011,C027,Одежда,1,897.01,0.0,Казань,Кузнецов
S1752,2023-09-27,P046,C142,Электроника,2,4622.14,0.0,Москва,Иванов
S1753,2023-09-03,P045,C093,Одежда,5,2702.26,0.0,Новосибирск,Сидорова
S1754,2023-03-30,P002,C191,Электроника,1,4355.67,0.0,Москва,Петров
S1755,2023-04-18,P006,C109,Электроника,1,3986.12,1.4,Москва,Морозова
S1756,2023-09-20,P031,C031,Дом и сад,1,1485.92,0.0,Москва,Иванов
S1757,2023-11-05,P013,C048,Дом и сад,1,924.01,3.5,Екатеринбург,Сидорова
S1758,2023-03-24,P050,C187,Книги,1,1226.42,0.0,Екатеринбург,Иванов
S1759,2023-09-28,P013,C073,Одежда,6,1750.24,11.5,Москва,Кузнецов
S1760,2023-12-29,P045,C151,Одежда,2,2885.92,0.0,СПб,Козлов
S1761,2023-08-06,P015,C105,Электроника,4,1914.26,0.0,СПб,Козлов
S1762,2023-07-04,P036,C185,Электроника,1,2721.71,0.0,СПб,Морозова
S1763,2023-06-09,P029,C058,Книги,2,1972.93,0.0,Казань,Козлов
S1764,2023-12-14,P001,C173,Спорт,4,1598.56,0.0,Екатеринбург,Иванов
S1765,2023-03-15,P045,C152,Электроника,4,4515.92,0.0,СПб,Петров
S1766,2023-06-23,P026,C032,Одежда,5,2258.04,0.0,Новосибирск,Кузнецов
S1767,2023-10-31,P051,C165,Спорт,2,2450.03,24.8,СПб,Петров
S1768,2023-08-21,P017,C126,Спорт,1,3318.57,0.0,Новосибирск,Иванов
S1769,2023-09-13,P012,C098,Книги,4,474.93,0.0,Москва,Иванов
S1770,2023-12-05,P050,C127,Спорт,1,2435.59,0.0,Москва,Сидорова
S1771,2023-10-04,P049,C009,Спорт,6,725.27,0.0,Казань,Козлов
S1772,2023-08-24,P012,C143,Дом и сад,6,990.92,0.0,СПб,Козлов
S1773,2023-09-07,P037,C173,Спорт,4,2508.93,0.0,СПб,Петров
S1774,2023-09-17,P017,C127,Книги,10,1310.49,0.0,Казань,Сидорова
S1775,2023-02-01,P003,C033,Дом и сад,2,3071.41,0.0,Казань,Сидорова
S1776,2023-07-14,P023,C092,Спорт,2,2432.91,0.0,Екатеринбург,Кузнецов
S1779,2023-02-28,P002,C138,Дом и сад,1,2767.96,0.0,СПб,Козлов
S1780,2023-05-17,P031,C151,Электроника,12,2199.82,0.0,Екатеринбург,Козлов
S1781,2023-02-21,P014,C087,Спорт,3,2759.45,0.0,Екатеринбург,Сидорова
S1782,2023-08-12,P041,C020,Книги,1,677.28,0.0,Екатеринбург,Петров
S1783,2023-11-16,P006,C184,Книги,1,806.31,0.0,Новосибирск,Козлов
S1784,2023-08-07,P051,C020,Дом и сад,3,1479.67,0.0,СПб,Козлов
S1785,2023-07-25,P033,C117,Книги,1,233.49,8.8,Екатеринбург,Петров
S1788,2023-05-18,P035,C158,Спорт,7,2638.84,0.0,Москва,Козлов
S1789,2023-03-17,P048,C176,Дом и сад,5,1876.94,9.2,Екатеринбург,Козлов
S1790,2023-05-17,P042,C042,Дом и сад,4,1250.07,0.0,Москва,Иванов
S1791,2023-05-06,P020,C119,Спорт,3,1723.82,0.0,Москва,Петров
S1792,2023-05-20,P017,C072,Книги,1,1734.54,17.3,Москва,Иванов
S1793,2023-06-10,P005,C105,Дом и сад,4,3588.59,0.0,Новосибирск,Петров
S1794,2023-05-01,P048,C129,Электроника,3,4230.42,24.0,Москва,Иванов
S1795,2023-05-02,P050,C081,Дом и сад,5,3054.05,7.7,Казань,Петров
S1796,2023-03-15,P014,C071,Спорт,2,3068.13,0.0,СПб,Морозова
S1797,2023-02-27,P028,C122,Одежда,9,2674.47,15.4,Новосибирск,Сидорова
S1798,2023-01-11,P039,C009,Электроника,4,4049.61,0.0,Екатеринбург,Сидорова
S1799,2023-11-24,P024,C176,Электроника,3,1563.72,0.0,Москва,Козлов
S1800,2023-05-11,P053,C194,Одежда,2,2620.43,0.0,СПб,Сидорова
S1801,2023-11-26,P003,C071,Электроника,5,4732.23,0.0,СПб,Сидорова
S1802,2024-01-03,P053,C026,Одежда,4,1667.1,0.0,Екатеринбург,Кузнецов
S1803,2024-01-13,P045,C008,Электроника,3,1326.83,0.0,Екатеринбург,Иванов
S1804,2023-07-25,P020,C081,Книги,1,484.08,0.0,Казань,Морозова
S1805,2023-03-08,P044,C106,Дом и сад,2,3544.62,0.0,Москва,Кузнецов
S1806,2023-06-17,P013,C022,Спорт,2,1589.51,0.0,Новосибирск,Кузнецов
S1807,2023-04-25,P002,C143,Книги,3,1832.32,13.0,Новосибирск,Петров
S1808,2023-01-26,P028,C154,Дом и сад,1,3848.92,0.0,Екатеринбург,Иванов
S1809,2024-01-03,P050,C117,Спорт,1,2597.73,0.0,Казань,Сидорова
S1810,2023-05-28,P025,C034,Спорт,5,2240.26,14.2,Екатеринбург,Козлов
S1811,2023-04-03,P010,C008,Дом и сад,11,1247.75,0.0,Москва,Кузнецов
S1812,2023-12-17,P006,C003,Спорт,1,1368.22,0.0,Екатеринбург,Морозова
S1813,2023-07-16,P048,C153,Дом и сад,1,2405.2,0.0,Казань,Козлов
S1816,2023-11-03,P052,C012,Электроника,1,3288.46,0.0,СПб,Сидорова
S1817,2023-03-09,P036,C011,Книги,1,505.76,0.0,СПб,Козлов
S1818,2023-03-09,P046,C136,Спорт,1,718.05,0.0,Москва,Сидорова
S1819,2024-01-18,P028,C073,Дом и сад,3,3141.63,0.0,СПб,Петров
S1820,2023-06-11,P032,C196,Одежда,3,2791.7,0.0,СПб,Петров
S1821,2023-03-18,P012,C010,Спорт,1,2573.78,0.0,Казань,Козлов
S1822,2023-01-21,P046,C144,Спорт,2,704.35,2.3,СПб,Петров
S1823,2023-05-26,P011,C192,Книги,5,1213.85,0.0,Москва,Иванов
S1824,2023-09-27,P012,C107,Электроника,1,2741.5,0.0,СПб,Сидорова
S1826,2023-03-04,P038,C028,Дом и сад,1,691.83,6.9,СПб,Сидорова
S1827,2023-11-01,P022,C012,Книги,8,784.85,7.6,Казань,Кузнецов
S1828,2023-03-08,P004,C165,Дом и сад,2,599.93,0.0,Казань,Козлов
S1829,2023-02-17,P012,C062,Спорт,1,3034.89,0.0,Новосибирск,Сидорова
S1830,2023-11-28,P042,C040,Электроника,2,4104.95,9.3,Казань,Кузнецов
S1831,2023-03-09,P007,C095,Книги,1,1001.8,0.0,Москва,Кузнецов
S1832,2023-08-05,P028,C095,Книги,1,1335.24,0.0,СПб,Козлов
S1833,2023-12-13,P044,C183,Одежда,7,1723.65,0.0,Москва,Козлов
S1834,2023-08-12,P052,C123,Дом и сад,1,860.04,22.6,СПб,Сидорова
S1835,2023-10-19,P005,C012,Книги,1,964.84,0.0,Екатеринбург,Кузнецов
S1836,2023-05-10,P038,C021,Книги,1,1532.93,0.0,Новосибирск,Козлов
S1837,2023-01-24,P046,C077,Дом и сад,3,2037.99,0.0,Екатеринбург,Сидорова
S1839,2023-04-06,P006,C192,Книги,1,1412.14,0.0,Москва,Козлов
S1840,2023-03-01,P042,C123,Спорт,4,3086.66,19.0,СПб,Кузнецов
S1841,2023-11-12,P044,C177,Спорт,5,626.05,0.0,Москва,Иванов
S1843,2023-01-14,P042,C038,Одежда,2,1990.36,2.7,СПб,Козлов
S1844,2023-03-17,P002,C030,Одежда,6,2294.71,0.0,СПб,Иванов
S1845,2023-08-19,P013,C076,Книги,5,905.12,0.0,Москва,Морозова
S1847,2023-09-11,P039,C188,Книги,13,266.63,0.0,СПб,Морозова
S1848,2023-11-10,P053,C125,Одежда,4,1726.43,0.0,СПб,Иванов
S1849,2023-05-18,P027,C122,Электроника,3,4725.34,0.0,Екатеринбург,Иванов
S1850,2023-03-24,P013,C121,Дом и сад,2,2227.49,0.0,Екатеринбург,Кузнецов
S1851,2024-01-02,P009,C076,Спорт,9,2974.2,0.0,Новосибирск,Козлов
S1852,2023-03-24,P019,C177,Электроника,4,1080.93,0.0,Екатеринбург,Иванов
S1854,2023-09-10,P014,C143,Электроника,13,2114.54,0.0,Екатеринбург,Петров
S1855,2023-09-15,P005,C087,Спорт,1,1064.07,0.0,СПб,Сидорова
S1856,2023-07-01,P050,C143,Дом и сад,6,3472.27,6.4,Москва,Иванов
S1857,2023-08-13,P049,C029,Электроника,4,3243.45,1.9,Екатеринбург,Кузнецов
S1858,2023-02-23,P008,C053,Дом и сад,1,1451.64,0.0,СПб,Морозова
S1859,2023-02-20,P024,C086,Одежда,1,845.1,21.5,Москва,Козлов
S1860,2023-06-24,P011,C022,Дом и сад,2,3117.44,0.0,Екатеринбург,Петров
S1861,2023-09-29,P015,C036,Спорт,2,1639.32,0.0,Казань,Морозова
S1863,2023-08-15,P001,C184,Книги,8,352.6,0.0,Казань,Петров
S1864,2023-08-11,P049,C010,Одежда,6,456.09,0.0,Новосибирск,Морозова
S1865,2023-09-24,P027,C103,Книги,6,1498.79,0.0,СПб,Сидорова
S1866,2023-09-28,P010,C180,Спорт,2,996.17,0.0,Новосибирск,Морозова
S1867,2023-08-15,P052,C167,Спорт,4,3125.07,0.0,СПб,Козлов
S1868,2024-01-07,P009,C134,Книги,2,367.08,0.0,СПб,Морозова
S1869,2023-03-23,P051,C139,Книги,1,1698.01,0.0,СПб,Кузнецов
S1870,2023-02-26,P024,C067,Книги,2,285.92,0.0,Москва,Сидорова
S1871,2023-10-21,P030,C087,Одежда,5,2970.3,0.0,Казань,Морозова
S1872,2023-12-07,P039,C060,Дом и сад,2,2800.92,6.2,Москва,Козлов
S1873,2023-09-24,P007,C084,Книги,3,1681.12,0.0,Москва,Морозова
S1874,2023-08-06,P006,C024,Электроника,2,1085.28,0.0,Москва,Морозова
S1875,2023-09-27,P036,C133,Спорт,6,2190.56,0.0,Казань,Морозова
S1876,2023-09-08,P027,C042,Одежда,3,1608.86,0.0,Казань,Кузнецов
S1877,2023-09-28,P014,C117,Спорт,1,844.05,0.0,Казань,Иванов
S1878,2023-11-05,P008,C031,Дом и сад,3,545.02,0.0,СПб,Сидорова
S1879,2023-06-05,P002,C037,Одежда,5,1438.74,14.6,Москва,Петров
S1880,2024-01-14,P008,C141,Дом и сад,1,560.86,0.0,СПб,Козлов
S1881,2023-06-22,P031,C185,Книги,1,449.34,0.0,Новосибирск,Морозова
S1882,2023-08-18,P047,C084,Электроника,5,3490.26,0.0,Москва,Козлов
S1883,2023-06-23,P043,C114,Дом и сад,3,3517.43,6.1,Новосибирск,Морозова
S1884,2023-06-08,P008,C165,Книги,1,1919.3,0.0,Новосибирск,Кузнецов
S1885,2023-09-25,P031,C129,Электроника,1,4712.82,0.0,Москва,Петров
S1886,2023-05-06,P038,C114,Электроника,5,3230.85,0.0,Москва,Иванов
S1887,2023-06-24,P027,C007,Книги,2,662.92,0.0,Москва,Петров
S1888,2023-05-27,P017,C197,Электроника,1,4784.74,0.0,Москва,Сидорова
S1889,2023-04-03,P004,C077,Спорт,1,798.75,3.3,Казань,Иванов
S1890,2023-01-27,P049,C153,Книги,1,1115.52,0.0,Казань,Сидорова
S1891,2023-02-01,P036,C105,Электроника,3,2333.72,0.0,Казань,Сидорова
S1892,2023-10-11,P044,C026,Одежда,4,2059.19,0.0,Екатеринбург,Козлов
S1894,2023-09-14,P010,C096,Книги,12,1607.64,0.0,СПб,Кузнецов
S1895,2023-08-20,P053,C119,Книги,2,1949.75,0.0,Казань,Козлов
S1896,2023-05-20,P044,C098,Дом и сад,5,1165.91,3.5,Москва,Кузнецов
S1897,2023-10-16,P006,C102,Электроника,5,3762.83,23.2,Москва,Кузнецов
S1898,2023-06-12,P022,C163,Дом и сад,11,2947.91,0.0,Екатеринбург,Сидорова
S1899,2023-06-24,P039,C085,Электроника,7,1101.77,19.1,Москва,Иванов
S1900,2023-12-11,P036,C179,Спорт,4,2045.11,6.8,Москва,Иванов
S1901,2023-12-10,P008,C091,Спорт,5,1477.59,0.0,Новосибирск,Морозова
S1902,2023-01-05,P024,C050,Спорт,1,2690.91,7.1,Новосибирск,Петров
S1904,2023-11-17,P046,C057,Одежда,11,2911.7,0.0,СПб,Морозова
S1905,2023-12-28,P001,C051,Спорт,1,1223.64,0.0,Москва,Петров
S1906,2023-12-04,P044,C175,Книги,3,317.65,0.0,Москва,Сидорова
S1907,2023-10-19,P034,C187,Дом и сад,1,2840.72,20.4,СПб,Сидорова
S1908,2023-12-15,P030,C001,Спорт,3,3320.68,0.0,Казань,Козлов
S1909,2023-07-28,P044,C133,Спорт,3,1979.36,0.0,Новосибирск,Иванов
S1910,2023-05-23,P035,C115,Дом и сад,1,1100.59,0.0,Екатеринбург,Иванов
S1911,2024-01-13,P045,C109,Электроника,7,1385.95,0.0,Москва,Морозова
S1912,2023-02-19,P028,C007,Книги,5,1883.11,3.2,СПб,Сидорова
S1914,2023-09-24,P005,C199,Книги,3,1575.38,0.0,Екатеринбург,Иванов
S1916,2023-07-13,P045,C017,Одежда,1,2466.45,0.0,Екатеринбург,Козлов
S1917,2023-02-03,P004,C144,Электроника,2,2216.55,0.0,Новосибирск,Петров
S1918,2023-11-03,P040,C003,Спорт,2,2854.77,6.6,СПб,Морозова
S1919,2023-01-14,P022,C151,Одежда,1,333.18,6.3,Новосибирск,Кузнецов
S1920,2023-03-06,P017,C091,Спорт,3,2305.68,0.0,Москва,Иванов
S1921,2023-01-31,P038,C112,Книги,9,1557.87,0.0,Казань,Петров
S1922,2023-03-17,P039,C088,Дом и сад,2,429.09,0.0,Екатеринбург,Иванов
S1923,2023-05-02,P036,C014,Спорт,2,3426.01,0.0,Москва,Иванов
S1924,2023-06-24,P031,C178,Спорт,3,1393.11,0.0,Казань,Кузнецов
S1925,2023-06-03,P011,C027,Спорт,6,3218.21,0.0,Казань,Морозова
S1926,2023-04-25,P030,C160,Одежда,1,2283.38,15.0,Новосибирск,Петров
S1927,2023-07-24,P001,C093,Электроника,1,635.08,0.0,Москва,Петров
S1928,2023-11-20,P049,C093,Электроника,11,1396.05,0.0,Москва,Сидорова
S1929,2024-01-04,P036,C063,Одежда,1,775.41,0.0,Москва,Морозова
S1930,2023-03-12,P051,C029,Дом и сад,7,1498.26,0.0,Новосибирск,Морозова
S1931,2023-03-29,P052,C160,Спорт,6,555.94,0.0,Казань,Петров
S1932,2023-04-09,P045,C096,Дом и сад,3,3917.13,0.0,Москва,Кузнецов
S1933,2023-10-28,P035,C076,Одежда,2,443.8,8.9,Казань,Кузнецов
S1934,2023-09-08,P006,C121,Книги,1,1115.5,6.8,СПб,Козлов
S1935,2023-09-23,P021,C183,Дом и сад,3,2139.87,17.1,Екатеринбург,Морозова
S1936,2023-10-26,P014,C057,Одежда,2,932.84,0.0,СПб,Козлов
S1937,2023-10-20,P024,C066,Книги,1,1552.92,0.0,СПб,Петров
S1938,2023-10-26,P033,C160,Дом и сад,2,2083.18,0.0,Новосибирск,Сидорова
S1939,2023-05-20,P012,C114,Одежда,2,504.9,14.4,СПб,Кузнецов
S1940,2023-11-26,P018,C059,Электроника,1,2121.07,0.0,СПб,Морозова
S1941,2023-06-18,P048,C197,Дом и сад,1,2574.52,0.0,Казань,Морозова
S1942,2024-01-14,P017,C003,Дом и сад,2,1647.88,24.2,Новосибирск,Морозова
S1943,2023-01-07,P033,C195,Одежда,5,914.46,2.9,Москва,Кузнецов
S1944,2023-10-10,P047,C119,Дом и сад,5,1527.07,0.0,Новосибирск,Морозова
S1945,2023-08-02,P029,C143,Электроника,2,3098.79,0.0,Казань,Иванов
S1946,2023-09-13,P023,C087,Одежда,2,2151.56,0.0,Новосибирск,Кузнецов
S1947,2023-06-03,P002,C146,Электроника,7,1191.61,15.0,Екатеринбург,Кузнецов
S1948,2023-11-08,P026,C098,Одежда,8,472.01,0.0,СПб,Сидорова
S1949,2023-10-19,P041,C078,Электроника,1,3536.98,0.0,Новосибирск,Кузнецов
S1950,2023-09-08,P013,C018,Спорт,2,1084.07,0.0,Москва,Иванов
S1951,2023-07-08,P011,C084,Спорт,2,3467.22,0.0,СПб,Морозова
S1952,2023-02-05,P014,C034,Одежда,2,2508.32,0.0,Москва,Кузнецов
S1953,2023-06-08,P033,C184,Спорт,2,373.45,0.0,Москва,Козлов
S1954,2023-11-06,P034,C085,Книги,6,1028.37,0.0,Новосибирск,Сидорова
S1955,2023-11-27,P030,C089,Дом и сад,2,3364.35,4.7,Москва,Кузнецов
S1956,2024-01-11,P025,C169,Одежда,4,557.94,0.0,Москва,Петров
S1957,2023-05-21,P035,C075,Электроника,4,3750.84,0.0,СПб,Кузнецов
S1958,2023-03-04,P005,C194,Электроника,3,4007.8,0.0,Москва,Петров
S1959,2023-09-17,P002,C019,Спорт,2,2699.77,4.6,Москва,Иванов
S1961,2023-06-17,P030,C125,Спорт,1,2077.55,0.0,Казань,Петров
S1962,2023-08-30,P011,C044,Электроника,3,1297.56,0.0,Новосибирск,Петров
S1963,2023-02-09,P001,C174,Дом и сад,1,1689.11,0.0,Москва,Морозова
S1964,2023-09-30,P045,C013,Книги,3,1489.54,4.5,СПб,Иванов
S1965,2023-11-03,P050,C097,Одежда,7,1311.54,0.0,Москва,Козлов
S1967,2023-06-22,P044,C172,Электроника,1,4470.29,8.5,Москва,Петров
S1968,2023-01-23,P007,C084,Дом и сад,3,1082.37,0.0,СПб,Козлов
S1969,2023-03-03,P007,C092,Дом и сад,1,1847.7,0.0,СПб,Козлов
S1970,2023-04-23,P053,C072,Книги,2,321.2,0.0,СПб,Кузнецов
S1971,2023-09-13,P007,C183,Книги,5,1860.0,0.0,Москва,Иванов
S1972,2023-11-04,P041,C179,Спорт,4,3412.96,0.0,СПб,Морозова
S1973,2023-12-19,P043,C124,Электроника,2,3238.4,0.0,СПб,Морозова
S1974,2024-01-15,P038,C181,Электроника,1,3273.57,3.8,Новосибирск,Петров
S1975,2023-11-14,P009,C096,Спорт,2,827.76,0.0,Москва,Морозова
S1976,2023-11-03,P029,C190,Дом и сад,1,1543.14,1.4,Новосибирск,Козлов
S1977,2023-11-28,P049,C007,Одежда,5,1194.43,0.0,СПб,Морозова
S1978,2023-05-08,P045,C185,Одежда,3,1330.01,0.0,СПб,Иванов
S1981,2023-01-27,P010,C053,Одежда,1,1900.1,9.4,Москва,Иванов
S1982,2023-08-07,P020,C043,Одежда,1,776.38,0.0,Москва,Козлов
S1983,2023-11-22,P051,C124,Электроника,8,2118.12,0.0,СПб,Козлов
S1984,2023-09-16,P028,C195,Одежда,5,2442.61,0.0,СПб,Иванов
S1985,2023-06-03,P010,C142,Одежда,1,1551.86,0.0,СПб,Кузнецов
S1986,2023-09-04,P009,C184,Спорт,1,3235.82,0.0,Казань,Морозова
S1987,2024-01-07,P026,C107,Спорт,10,1525.41,0.0,Екатеринбург,Кузнецов
S1988,2023-02-06,P003,C032,Спорт,7,861.44,9.6,Новосибирск,Морозова
S1989,2023-06-28,P032,C163,Дом и сад,4,2743.26,21.0,Москва,Иванов
S1990,2023-07-05,P044,C008,Одежда,2,1529.77,0.0,Москва,Кузнецов
S1991,2023-10-24,P011,C004,Электроника,4,3399.79,16.0,Екатеринбург,Иванов
S1992,2023-09-23,P028,C043,Спорт,1,1301.99,19.9,СПб,Сидорова
S1993,2024-01-11,P047,C023,Электроника,3,3995.11,0.0,Москва,Морозова
S1994,2023-04-18,P026,C179,Дом и сад,1,1006.24,0.0,Москва,Морозова
S1995,2023-08-02,P042,C074,Спорт,1,1530.15,2.8,Москва,Иванов
S1996,2023-08-19,P014,C048,Одежда,1,793.37,3.3,Казань,Козлов
S1997,2023-08-14,P040,C028,Одежда,1,531.41,0.0,Москва,Иванов
S1998,2023-10-27,P032,C173,Электроника,1,1697.36,20.0,Новосибирск,Иванов
S1999,2023-02-19,P051,C002,Спорт,3,3458.73,9.4,СПб,Сидорова
S2000,2023-11-06,P024,C175,Дом и сад,13,3340.65,20.0,СПб,Иванов
