Date;Year;Month;Day;Quarter;MonthName;DayName;WeekOfYear;DayOfYear;DayOfWeek;IsWeekend;IsHoliday;IsMonthEnd;IsQuarterEnd;IsYearEnd;Season;YearMonth;YearQuarter
2022-12-29;2022;12;29;Q4;Декабрь;Четверг;52;363;4;False;False;False;False;False;Зима;2022-12;2022-Q4
2022-12-30;2022;12;30;Q4;Декабрь;Пятница;52;364;5;False;False;False;False;False;Зима;2022-12;2022-Q4
2022-12-31;2022;12;31;Q4;Декабрь;Суббота;52;365;6;True;False;True;True;True;Зима;2022-12;2022-Q4
2023-01-01;2023;1;1;Q1;Январь;Воскресенье;52;1;7;True;True;False;False;False;Зима;2023-01;2023-Q1
2023-01-02;2023;1;2;Q1;Январь;Понедельник;1;2;1;False;True;False;False;False;Зима;2023-01;2023-Q1
2023-01-03;2023;1;3;Q1;Январь;Вторник;1;3;2;False;True;False;False;False;Зима;2023-01;2023-Q1
2023-01-04;2023;1;4;Q1;Январь;Среда;1;4;3;False;True;False;False;False;Зима;2023-01;2023-Q1
2023-01-05;2023;1;5;Q1;Январь;Четверг;1;5;4;False;True;False;False;False;Зима;2023-01;2023-Q1
2023-01-06;2023;1;6;Q1;Январь;Пятница;1;6;5;False;True;False;False;False;Зима;2023-01;2023-Q1
2023-01-07;2023;1;7;Q1;Январь;Суббота;1;7;6;True;True;False;False;False;Зима;2023-01;2023-Q1
2023-01-08;2023;1;8;Q1;Январь;Воскресенье;1;8;7;True;True;False;False;False;Зима;2023-01;2023-Q1
2023-01-09;2023;1;9;Q1;Январь;Понедельник;2;9;1;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-10;2023;1;10;Q1;Январь;Вторник;2;10;2;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-11;2023;1;11;Q1;Январь;Среда;2;11;3;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-12;2023;1;12;Q1;Январь;Четверг;2;12;4;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-13;2023;1;13;Q1;Январь;Пятница;2;13;5;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-14;2023;1;14;Q1;Январь;Суббота;2;14;6;True;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-15;2023;1;15;Q1;Январь;Воскресенье;2;15;7;True;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-16;2023;1;16;Q1;Январь;Понедельник;3;16;1;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-17;2023;1;17;Q1;Январь;Вторник;3;17;2;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-18;2023;1;18;Q1;Январь;Среда;3;18;3;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-19;2023;1;19;Q1;Январь;Четверг;3;19;4;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-20;2023;1;20;Q1;Январь;Пятница;3;20;5;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-21;2023;1;21;Q1;Январь;Суббота;3;21;6;True;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-22;2023;1;22;Q1;Январь;Воскресенье;3;22;7;True;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-23;2023;1;23;Q1;Январь;Понедельник;4;23;1;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-24;2023;1;24;Q1;Январь;Вторник;4;24;2;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-25;2023;1;25;Q1;Январь;Среда;4;25;3;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-26;2023;1;26;Q1;Январь;Четверг;4;26;4;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-27;2023;1;27;Q1;Январь;Пятница;4;27;5;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-28;2023;1;28;Q1;Январь;Суббота;4;28;6;True;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-29;2023;1;29;Q1;Январь;Воскресенье;4;29;7;True;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-30;2023;1;30;Q1;Январь;Понедельник;5;30;1;False;False;False;False;False;Зима;2023-01;2023-Q1
2023-01-31;2023;1;31;Q1;Январь;Вторник;5;31;2;False;False;True;False;False;Зима;2023-01;2023-Q1
2023-02-01;2023;2;1;Q1;Февраль;Среда;5;32;3;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-02;2023;2;2;Q1;Февраль;Четверг;5;33;4;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-03;2023;2;3;Q1;Февраль;Пятница;5;34;5;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-04;2023;2;4;Q1;Февраль;Суббота;5;35;6;True;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-05;2023;2;5;Q1;Февраль;Воскресенье;5;36;7;True;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-06;2023;2;6;Q1;Февраль;Понедельник;6;37;1;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-07;2023;2;7;Q1;Февраль;Вторник;6;38;2;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-08;2023;2;8;Q1;Февраль;Среда;6;39;3;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-09;2023;2;9;Q1;Февраль;Четверг;6;40;4;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-10;2023;2;10;Q1;Февраль;Пятница;6;41;5;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-11;2023;2;11;Q1;Февраль;Суббота;6;42;6;True;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-12;2023;2;12;Q1;Февраль;Воскресенье;6;43;7;True;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-13;2023;2;13;Q1;Февраль;Понедельник;7;44;1;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-14;2023;2;14;Q1;Февраль;Вторник;7;45;2;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-15;2023;2;15;Q1;Февраль;Среда;7;46;3;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-16;2023;2;16;Q1;Февраль;Четверг;7;47;4;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-17;2023;2;17;Q1;Февраль;Пятница;7;48;5;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-18;2023;2;18;Q1;Февраль;Суббота;7;49;6;True;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-19;2023;2;19;Q1;Февраль;Воскресенье;7;50;7;True;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-20;2023;2;20;Q1;Февраль;Понедельник;8;51;1;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-21;2023;2;21;Q1;Февраль;Вторник;8;52;2;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-22;2023;2;22;Q1;Февраль;Среда;8;53;3;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-23;2023;2;23;Q1;Февраль;Четверг;8;54;4;False;True;False;False;False;Зима;2023-02;2023-Q1
2023-02-24;2023;2;24;Q1;Февраль;Пятница;8;55;5;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-25;2023;2;25;Q1;Февраль;Суббота;8;56;6;True;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-26;2023;2;26;Q1;Февраль;Воскресенье;8;57;7;True;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-27;2023;2;27;Q1;Февраль;Понедельник;9;58;1;False;False;False;False;False;Зима;2023-02;2023-Q1
2023-02-28;2023;2;28;Q1;Февраль;Вторник;9;59;2;False;False;True;False;False;Зима;2023-02;2023-Q1
2023-03-01;2023;3;1;Q1;Март;Среда;9;60;3;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-02;2023;3;2;Q1;Март;Четверг;9;61;4;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-03;2023;3;3;Q1;Март;Пятница;9;62;5;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-04;2023;3;4;Q1;Март;Суббота;9;63;6;True;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-05;2023;3;5;Q1;Март;Воскресенье;9;64;7;True;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-06;2023;3;6;Q1;Март;Понедельник;10;65;1;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-07;2023;3;7;Q1;Март;Вторник;10;66;2;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-08;2023;3;8;Q1;Март;Среда;10;67;3;False;True;False;False;False;Весна;2023-03;2023-Q1
2023-03-09;2023;3;9;Q1;Март;Четверг;10;68;4;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-10;2023;3;10;Q1;Март;Пятница;10;69;5;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-11;2023;3;11;Q1;Март;Суббота;10;70;6;True;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-12;2023;3;12;Q1;Март;Воскресенье;10;71;7;True;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-13;2023;3;13;Q1;Март;Понедельник;11;72;1;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-14;2023;3;14;Q1;Март;Вторник;11;73;2;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-15;2023;3;15;Q1;Март;Среда;11;74;3;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-16;2023;3;16;Q1;Март;Четверг;11;75;4;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-17;2023;3;17;Q1;Март;Пятница;11;76;5;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-18;2023;3;18;Q1;Март;Суббота;11;77;6;True;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-19;2023;3;19;Q1;Март;Воскресенье;11;78;7;True;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-20;2023;3;20;Q1;Март;Понедельник;12;79;1;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-21;2023;3;21;Q1;Март;Вторник;12;80;2;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-22;2023;3;22;Q1;Март;Среда;12;81;3;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-23;2023;3;23;Q1;Март;Четверг;12;82;4;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-24;2023;3;24;Q1;Март;Пятница;12;83;5;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-25;2023;3;25;Q1;Март;Суббота;12;84;6;True;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-26;2023;3;26;Q1;Март;Воскресенье;12;85;7;True;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-27;2023;3;27;Q1;Март;Понедельник;13;86;1;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-28;2023;3;28;Q1;Март;Вторник;13;87;2;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-29;2023;3;29;Q1;Март;Среда;13;88;3;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-30;2023;3;30;Q1;Март;Четверг;13;89;4;False;False;False;False;False;Весна;2023-03;2023-Q1
2023-03-31;2023;3;31;Q1;Март;Пятница;13;90;5;False;False;True;True;False;Весна;2023-03;2023-Q1
2023-04-01;2023;4;1;Q2;Апрель;Суббота;13;91;6;True;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-02;2023;4;2;Q2;Апрель;Воскресенье;13;92;7;True;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-03;2023;4;3;Q2;Апрель;Понедельник;14;93;1;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-04;2023;4;4;Q2;Апрель;Вторник;14;94;2;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-05;2023;4;5;Q2;Апрель;Среда;14;95;3;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-06;2023;4;6;Q2;Апрель;Четверг;14;96;4;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-07;2023;4;7;Q2;Апрель;Пятница;14;97;5;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-08;2023;4;8;Q2;Апрель;Суббота;14;98;6;True;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-09;2023;4;9;Q2;Апрель;Воскресенье;14;99;7;True;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-10;2023;4;10;Q2;Апрель;Понедельник;15;100;1;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-11;2023;4;11;Q2;Апрель;Вторник;15;101;2;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-12;2023;4;12;Q2;Апрель;Среда;15;102;3;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-13;2023;4;13;Q2;Апрель;Четверг;15;103;4;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-14;2023;4;14;Q2;Апрель;Пятница;15;104;5;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-15;2023;4;15;Q2;Апрель;Суббота;15;105;6;True;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-16;2023;4;16;Q2;Апрель;Воскресенье;15;106;7;True;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-17;2023;4;17;Q2;Апрель;Понедельник;16;107;1;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-18;2023;4;18;Q2;Апрель;Вторник;16;108;2;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-19;2023;4;19;Q2;Апрель;Среда;16;109;3;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-20;2023;4;20;Q2;Апрель;Четверг;16;110;4;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-21;2023;4;21;Q2;Апрель;Пятница;16;111;5;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-22;2023;4;22;Q2;Апрель;Суббота;16;112;6;True;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-23;2023;4;23;Q2;Апрель;Воскресенье;16;113;7;True;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-24;2023;4;24;Q2;Апрель;Понедельник;17;114;1;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-25;2023;4;25;Q2;Апрель;Вторник;17;115;2;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-26;2023;4;26;Q2;Апрель;Среда;17;116;3;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-27;2023;4;27;Q2;Апрель;Четверг;17;117;4;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-28;2023;4;28;Q2;Апрель;Пятница;17;118;5;False;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-29;2023;4;29;Q2;Апрель;Суббота;17;119;6;True;False;False;False;False;Весна;2023-04;2023-Q2
2023-04-30;2023;4;30;Q2;Апрель;Воскресенье;17;120;7;True;False;True;False;False;Весна;2023-04;2023-Q2
2023-05-01;2023;5;1;Q2;Май;Понедельник;18;121;1;False;True;False;False;False;Весна;2023-05;2023-Q2
2023-05-02;2023;5;2;Q2;Май;Вторник;18;122;2;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-03;2023;5;3;Q2;Май;Среда;18;123;3;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-04;2023;5;4;Q2;Май;Четверг;18;124;4;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-05;2023;5;5;Q2;Май;Пятница;18;125;5;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-06;2023;5;6;Q2;Май;Суббота;18;126;6;True;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-07;2023;5;7;Q2;Май;Воскресенье;18;127;7;True;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-08;2023;5;8;Q2;Май;Понедельник;19;128;1;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-09;2023;5;9;Q2;Май;Вторник;19;129;2;False;True;False;False;False;Весна;2023-05;2023-Q2
2023-05-10;2023;5;10;Q2;Май;Среда;19;130;3;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-11;2023;5;11;Q2;Май;Четверг;19;131;4;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-12;2023;5;12;Q2;Май;Пятница;19;132;5;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-13;2023;5;13;Q2;Май;Суббота;19;133;6;True;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-14;2023;5;14;Q2;Май;Воскресенье;19;134;7;True;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-15;2023;5;15;Q2;Май;Понедельник;20;135;1;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-16;2023;5;16;Q2;Май;Вторник;20;136;2;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-17;2023;5;17;Q2;Май;Среда;20;137;3;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-18;2023;5;18;Q2;Май;Четверг;20;138;4;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-19;2023;5;19;Q2;Май;Пятница;20;139;5;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-20;2023;5;20;Q2;Май;Суббота;20;140;6;True;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-21;2023;5;21;Q2;Май;Воскресенье;20;141;7;True;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-22;2023;5;22;Q2;Май;Понедельник;21;142;1;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-23;2023;5;23;Q2;Май;Вторник;21;143;2;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-24;2023;5;24;Q2;Май;Среда;21;144;3;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-25;2023;5;25;Q2;Май;Четверг;21;145;4;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-26;2023;5;26;Q2;Май;Пятница;21;146;5;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-27;2023;5;27;Q2;Май;Суббота;21;147;6;True;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-28;2023;5;28;Q2;Май;Воскресенье;21;148;7;True;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-29;2023;5;29;Q2;Май;Понедельник;22;149;1;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-30;2023;5;30;Q2;Май;Вторник;22;150;2;False;False;False;False;False;Весна;2023-05;2023-Q2
2023-05-31;2023;5;31;Q2;Май;Среда;22;151;3;False;False;True;False;False;Весна;2023-05;2023-Q2
2023-06-01;2023;6;1;Q2;Июнь;Четверг;22;152;4;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-02;2023;6;2;Q2;Июнь;Пятница;22;153;5;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-03;2023;6;3;Q2;Июнь;Суббота;22;154;6;True;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-04;2023;6;4;Q2;Июнь;Воскресенье;22;155;7;True;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-05;2023;6;5;Q2;Июнь;Понедельник;23;156;1;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-06;2023;6;6;Q2;Июнь;Вторник;23;157;2;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-07;2023;6;7;Q2;Июнь;Среда;23;158;3;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-08;2023;6;8;Q2;Июнь;Четверг;23;159;4;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-09;2023;6;9;Q2;Июнь;Пятница;23;160;5;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-10;2023;6;10;Q2;Июнь;Суббота;23;161;6;True;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-11;2023;6;11;Q2;Июнь;Воскресенье;23;162;7;True;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-12;2023;6;12;Q2;Июнь;Понедельник;24;163;1;False;True;False;False;False;Лето;2023-06;2023-Q2
2023-06-13;2023;6;13;Q2;Июнь;Вторник;24;164;2;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-14;2023;6;14;Q2;Июнь;Среда;24;165;3;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-15;2023;6;15;Q2;Июнь;Четверг;24;166;4;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-16;2023;6;16;Q2;Июнь;Пятница;24;167;5;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-17;2023;6;17;Q2;Июнь;Суббота;24;168;6;True;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-18;2023;6;18;Q2;Июнь;Воскресенье;24;169;7;True;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-19;2023;6;19;Q2;Июнь;Понедельник;25;170;1;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-20;2023;6;20;Q2;Июнь;Вторник;25;171;2;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-21;2023;6;21;Q2;Июнь;Среда;25;172;3;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-22;2023;6;22;Q2;Июнь;Четверг;25;173;4;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-23;2023;6;23;Q2;Июнь;Пятница;25;174;5;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-24;2023;6;24;Q2;Июнь;Суббота;25;175;6;True;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-25;2023;6;25;Q2;Июнь;Воскресенье;25;176;7;True;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-26;2023;6;26;Q2;Июнь;Понедельник;26;177;1;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-27;2023;6;27;Q2;Июнь;Вторник;26;178;2;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-28;2023;6;28;Q2;Июнь;Среда;26;179;3;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-29;2023;6;29;Q2;Июнь;Четверг;26;180;4;False;False;False;False;False;Лето;2023-06;2023-Q2
2023-06-30;2023;6;30;Q2;Июнь;Пятница;26;181;5;False;False;True;True;False;Лето;2023-06;2023-Q2
2023-07-01;2023;7;1;Q3;Июль;Суббота;26;182;6;True;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-02;2023;7;2;Q3;Июль;Воскресенье;26;183;7;True;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-03;2023;7;3;Q3;Июль;Понедельник;27;184;1;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-04;2023;7;4;Q3;Июль;Вторник;27;185;2;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-05;2023;7;5;Q3;Июль;Среда;27;186;3;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-06;2023;7;6;Q3;Июль;Четверг;27;187;4;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-07;2023;7;7;Q3;Июль;Пятница;27;188;5;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-08;2023;7;8;Q3;Июль;Суббота;27;189;6;True;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-09;2023;7;9;Q3;Июль;Воскресенье;27;190;7;True;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-10;2023;7;10;Q3;Июль;Понедельник;28;191;1;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-11;2023;7;11;Q3;Июль;Вторник;28;192;2;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-12;2023;7;12;Q3;Июль;Среда;28;193;3;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-13;2023;7;13;Q3;Июль;Четверг;28;194;4;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-14;2023;7;14;Q3;Июль;Пятница;28;195;5;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-15;2023;7;15;Q3;Июль;Суббота;28;196;6;True;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-16;2023;7;16;Q3;Июль;Воскресенье;28;197;7;True;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-17;2023;7;17;Q3;Июль;Понедельник;29;198;1;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-18;2023;7;18;Q3;Июль;Вторник;29;199;2;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-19;2023;7;19;Q3;Июль;Среда;29;200;3;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-20;2023;7;20;Q3;Июль;Четверг;29;201;4;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-21;2023;7;21;Q3;Июль;Пятница;29;202;5;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-22;2023;7;22;Q3;Июль;Суббота;29;203;6;True;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-23;2023;7;23;Q3;Июль;Воскресенье;29;204;7;True;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-24;2023;7;24;Q3;Июль;Понедельник;30;205;1;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-25;2023;7;25;Q3;Июль;Вторник;30;206;2;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-26;2023;7;26;Q3;Июль;Среда;30;207;3;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-27;2023;7;27;Q3;Июль;Четверг;30;208;4;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-28;2023;7;28;Q3;Июль;Пятница;30;209;5;False;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-29;2023;7;29;Q3;Июль;Суббота;30;210;6;True;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-30;2023;7;30;Q3;Июль;Воскресенье;30;211;7;True;False;False;False;False;Лето;2023-07;2023-Q3
2023-07-31;2023;7;31;Q3;Июль;Понедельник;31;212;1;False;False;True;False;False;Лето;2023-07;2023-Q3
2023-08-01;2023;8;1;Q3;Август;Вторник;31;213;2;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-02;2023;8;2;Q3;Август;Среда;31;214;3;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-03;2023;8;3;Q3;Август;Четверг;31;215;4;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-04;2023;8;4;Q3;Август;Пятница;31;216;5;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-05;2023;8;5;Q3;Август;Суббота;31;217;6;True;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-06;2023;8;6;Q3;Август;Воскресенье;31;218;7;True;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-07;2023;8;7;Q3;Август;Понедельник;32;219;1;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-08;2023;8;8;Q3;Август;Вторник;32;220;2;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-09;2023;8;9;Q3;Август;Среда;32;221;3;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-10;2023;8;10;Q3;Август;Четверг;32;222;4;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-11;2023;8;11;Q3;Август;Пятница;32;223;5;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-12;2023;8;12;Q3;Август;Суббота;32;224;6;True;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-13;2023;8;13;Q3;Август;Воскресенье;32;225;7;True;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-14;2023;8;14;Q3;Август;Понедельник;33;226;1;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-15;2023;8;15;Q3;Август;Вторник;33;227;2;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-16;2023;8;16;Q3;Август;Среда;33;228;3;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-17;2023;8;17;Q3;Август;Четверг;33;229;4;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-18;2023;8;18;Q3;Август;Пятница;33;230;5;False;False;False;False;False;Лето;2023-08;2023-Q3
2023-08-19;2023;8;19;Q3;Август;Суббота;33;231;6;True;False;False;False;False;Лето;2023-08;2023-Q3
