клиент_id,возраст,доход,пол,город,сегмент,количество_покупок,общая_сумма_покупок,последняя_покупка,удовлетворенность
CUST_00750,58,80236,Мужской,СПб,Обычный,14,52936,9,8.6
CUST_00751,56,73829,Мужской,Новосибирск,Обычный,13,53885,14,6.3
CUST_00752,31,32461,Женский,Екатеринбург,Новый,5,11430,13,7.1
CUST_00753,62,63785,Мужской,Екатеринбург,Обычный,15,40088,7,8.0
CUST_00754,29,25000,Женский,Новосибирск,Новый,2,3172,43,9.1
CUST_00755,18,25000,Женский,Новосибирск,Новый,2,2715,17,5.9
CUST_00756,56,41039,Мужской,СПб,Обычный,9,15114,13,7.1
CUST_00757,38,55378,Мужской,Екатеринбург,Новый,9,24055,9,8.0
CUST_00758,54,165807,Мужской,СПб,VIP,50,213980,23,8.0
CUST_00759,28,25000,Женский,Екатеринбург,Новый,2,2655,11,7.3
CUST_00760,21,25000,Женский,Казань,Новый,3,3493,5,4.6
CUST_00761,58,50601,Мужской,Казань,Обычный,10,36683,4,4.4
CUST_00762,18,25000,Мужской,СПб,Новый,3,3382,36,6.7
CUST_00763,18,25000,Мужской,Москва,Новый,1,1566,154,5.9
CUST_00764,18,25000,Мужской,Казань,Новый,2,2379,16,5.0
CUST_00765,18,25000,Женский,Москва,Новый,1,1000,21,8.7
CUST_00766,24,25000,Женский,Москва,Новый,2,2377,2,9.2
CUST_00767,18,25000,Женский,Екатеринбург,Новый,3,4679,22,7.5
CUST_00768,39,38357,Мужской,Новосибирск,Новый,3,7925,29,7.8
CUST_00769,18,25000,Женский,Екатеринбург,Новый,1,1240,18,7.2
CUST_00770,23,25000,Женский,Екатеринбург,Новый,1,1669,2,5.5
CUST_00771,74,38802,Мужской,СПб,Обычный,6,7005,68,7.6
CUST_00772,45,61723,Женский,Екатеринбург,Новый,7,23146,142,7.9
CUST_00773,40,25000,Мужской,Новосибирск,Новый,1,1470,4,8.3
CUST_00774,18,25000,Женский,СПб,Новый,7,10728,36,8.2
CUST_00775,36,63695,Мужской,СПб,Новый,7,18413,77,7.0
CUST_00776,40,35112,Женский,Екатеринбург,Новый,5,6653,15,10.0
CUST_00777,18,25000,Женский,Новосибирск,Новый,5,9351,21,7.5
CUST_00778,41,25000,Мужской,Екатеринбург,Новый,2,2948,9,9.2
CUST_00779,57,110214,Мужской,Москва,Обычный,16,122027,20,10.0
CUST_00780,34,46570,Женский,СПб,Новый,4,7064,9,4.7
CUST_00781,37,115570,Женский,СПб,Обычный,17,88979,13,6.3
CUST_00782,18,25000,Мужской,Екатеринбург,Новый,3,3022,8,9.1
CUST_00783,19,25000,Мужской,Екатеринбург,Новый,4,4438,37,6.0
CUST_00784,55,58173,Женский,Москва,Обычный,3,9889,68,9.1
CUST_00785,30,36450,Мужской,Москва,Новый,5,11475,12,6.3
CUST_00786,26,25351,Женский,Москва,Новый,2,2591,16,5.6
CUST_00787,29,32752,Мужской,Москва,Новый,7,9231,3,4.1
CUST_00788,39,41412,Женский,СПб,Новый,4,10826,22,5.6
CUST_00789,22,25000,Женский,Москва,Новый,3,3000,3,9.3
CUST_00790,41,25000,Женский,Новосибирск,Новый,2,2000,43,7.5
CUST_00791,19,25000,Мужской,Екатеринбург,Новый,3,4571,1,7.2
CUST_00792,51,65473,Женский,Екатеринбург,Обычный,3,9825,50,8.4
CUST_00793,24,28064,Женский,СПб,Новый,2,2719,18,7.6
CUST_00794,59,46526,Мужской,Казань,Обычный,8,19865,37,9.4
CUST_00795,39,25000,Мужской,Новосибирск,Новый,7,7000,4,8.2
CUST_00796,27,42141,Женский,СПб,Новый,7,9952,3,4.0
CUST_00797,53,25000,Мужской,Москва,Обычный,3,3819,90,7.7
CUST_00798,19,64944,Мужской,Москва,Новый,6,19576,4,5.8
CUST_00799,31,25000,Мужской,Новосибирск,Новый,1,1163,53,6.0
CUST_00800,39,49645,Мужской,Екатеринбург,Новый,3,7451,13,6.9
CUST_00801,38,37374,Мужской,Москва,Новый,2,2515,2,8.3
CUST_00802,18,25000,Мужской,Екатеринбург,Новый,4,5630,40,7.7
CUST_00803,26,25000,Мужской,СПб,Новый,3,4143,19,4.9
CUST_00804,42,25000,Мужской,Москва,Новый,3,6237,7,5.9
CUST_00805,20,25000,Женский,Екатеринбург,Новый,2,2796,5,7.4
CUST_00806,58,25000,Женский,Екатеринбург,Обычный,3,3000,5,8.2
CUST_00807,47,25000,Женский,Новосибирск,Обычный,3,3748,73,9.0
CUST_00808,32,25000,Женский,Новосибирск,Новый,2,2537,13,4.7
CUST_00809,36,29361,Женский,СПб,Новый,2,3527,8,5.7
CUST_00810,67,69677,Женский,Москва,Обычный,14,57109,24,7.6
CUST_00811,54,29499,Мужской,Екатеринбург,Обычный,2,5740,87,6.9
CUST_00812,45,281608,Мужской,Москва,VIP,50,522863,6,8.6
CUST_00813,18,25000,Мужской,Новосибирск,Новый,3,3000,29,5.0
CUST_00814,64,46443,Женский,Москва,Обычный,6,8429,3,7.3
CUST_00815,55,72040,Мужской,СПб,Обычный,15,56083,40,7.8
CUST_00816,37,80173,Женский,Москва,Обычный,12,28774,2,8.6
CUST_00817,31,49924,Мужской,СПб,Новый,5,12846,1,3.0
CUST_00818,37,69356,Женский,Москва,Новый,12,62398,37,6.8
CUST_00819,21,25000,Женский,Казань,Новый,2,2263,36,9.2
CUST_00820,32,50702,Мужской,СПб,Новый,8,29379,12,7.1
CUST_00821,51,75826,Мужской,Новосибирск,Обычный,15,64382,42,7.2
CUST_00822,18,25000,Мужской,Новосибирск,Новый,2,2929,24,8.9
CUST_00823,35,166387,Женский,Москва,VIP,49,477667,17,10.0
CUST_00824,41,32566,Мужской,Екатеринбург,Новый,1,1059,41,6.7
CUST_00825,41,36905,Мужской,СПб,Новый,2,3577,28,7.2
CUST_00826,22,25000,Мужской,Москва,Новый,2,3753,5,7.2
CUST_00827,22,25000,Женский,Новосибирск,Новый,1,1330,37,5.7
CUST_00828,56,74798,Женский,Москва,Обычный,15,69020,33,9.4
CUST_00829,21,33823,Мужской,СПб,Новый,2,4036,44,5.8
CUST_00830,55,82989,Мужской,Новосибирск,Обычный,32,94964,36,8.3
CUST_00831,32,40488,Мужской,СПб,Новый,4,8080,53,6.7
CUST_00832,56,33490,Женский,СПб,Обычный,6,6878,9,7.5
CUST_00833,33,25000,Женский,Екатеринбург,Новый,3,3700,19,8.0
CUST_00834,22,25000,Мужской,Москва,Новый,4,5623,1,5.5
CUST_00835,52,25000,Мужской,Екатеринбург,Обычный,4,5864,31,7.3
CUST_00836,39,38264,Мужской,СПб,Новый,3,7737,46,6.3
CUST_00837,61,25000,Женский,Новосибирск,Обычный,7,10005,35,6.7
CUST_00838,53,27954,Женский,Екатеринбург,Обычный,1,1202,12,10.0
CUST_00839,36,27829,Женский,Москва,Новый,2,2495,8,5.9
CUST_00840,33,78885,Мужской,Москва,Новый,4,10465,72,6.1
CUST_00841,40,25000,Женский,Новосибирск,Новый,1,1509,16,7.6
CUST_00842,42,25000,Мужской,Москва,Новый,4,4000,8,7.1
CUST_00843,26,51281,Мужской,Москва,Новый,9,26177,22,5.8
CUST_00844,52,97287,Мужской,Екатеринбург,Обычный,14,86521,92,8.3
CUST_00845,34,45146,Мужской,Екатеринбург,Новый,4,7315,32,6.6
CUST_00846,33,34170,Женский,Москва,Новый,4,4000,2,7.4
CUST_00847,31,25000,Женский,Екатеринбург,Новый,3,3329,36,6.8
CUST_00848,43,26861,Женский,Екатеринбург,Новый,2,2668,20,6.9
CUST_00849,29,25000,Мужской,Казань,Новый,1,1049,17,7.6
CUST_00850,42,26034,Мужской,Москва,Новый,5,5000,1,7.8
CUST_00851,75,55048,Женский,Москва,Обычный,13,49949,103,9.4
CUST_00852,39,93434,Мужской,СПб,Обычный,11,65560,12,6.7
CUST_00853,33,40833,Мужской,Новосибирск,Новый,4,9803,61,4.2
CUST_00854,18,25000,Мужской,СПб,Новый,4,5610,6,6.8
CUST_00855,40,42602,Мужской,СПб,Новый,4,10394,54,4.9
CUST_00856,23,25000,Женский,СПб,Новый,1,1000,28,8.3
CUST_00857,34,72806,Мужской,СПб,Новый,10,44992,19,6.0
CUST_00858,42,25000,Мужской,СПб,Новый,2,2626,19,8.1
CUST_00859,18,25000,Женский,Екатеринбург,Новый,2,2000,29,5.8
CUST_00860,42,51545,Мужской,Москва,Новый,4,6744,7,6.7
CUST_00861,44,25000,Женский,Екатеринбург,Новый,3,4573,56,8.2
CUST_00862,20,25000,Мужской,СПб,Новый,2,2000,89,10.0
CUST_00863,34,58482,Мужской,СПб,Новый,8,18506,98,8.9
CUST_00864,18,25000,Женский,Новосибирск,Новый,1,1518,26,8.1
CUST_00865,63,96653,Мужской,Москва,Обычный,23,145071,5,7.3
CUST_00866,44,106628,Мужской,Москва,Обычный,31,151865,43,5.0
CUST_00867,37,25000,Женский,СПб,Новый,2,2477,32,5.3
CUST_00868,37,76622,Женский,Екатеринбург,Новый,3,8122,54,8.3
CUST_00869,56,37882,Мужской,Москва,Обычный,4,4083,1,6.4
CUST_00870,38,59223,Мужской,Москва,Новый,4,5402,4,6.0
CUST_00871,44,95364,Женский,Екатеринбург,Обычный,14,77123,8,8.4
CUST_00872,62,110656,Мужской,Екатеринбург,Обычный,9,59654,42,8.2
CUST_00873,34,88382,Мужской,СПб,Обычный,15,52014,12,6.1
CUST_00874,23,25000,Мужской,СПб,Новый,5,9597,9,5.3
CUST_00875,27,25000,Мужской,СПб,Новый,1,1656,8,7.2
CUST_00876,61,29585,Женский,Москва,Обычный,5,9641,21,5.7
CUST_00877,41,25000,Женский,Казань,Новый,4,5815,40,7.6
CUST_00878,32,25000,Мужской,Екатеринбург,Новый,3,3000,23,7.3
CUST_00879,54,34745,Мужской,СПб,Обычный,3,4936,91,6.5
CUST_00880,54,47064,Женский,Москва,Обычный,5,11259,54,8.3
CUST_00881,32,28198,Мужской,Москва,Новый,3,3000,61,7.6
CUST_00882,25,25000,Мужской,СПб,Новый,3,4418,50,9.0
CUST_00883,18,25000,Мужской,Екатеринбург,Новый,2,2854,6,9.2
CUST_00884,18,25000,Женский,Екатеринбург,Новый,2,4481,3,5.7
CUST_00885,36,46249,Мужской,Екатеринбург,Новый,3,6635,2,5.0
CUST_00886,26,49147,Женский,Москва,Новый,1,1320,22,6.7
CUST_00887,67,27559,Женский,Екатеринбург,Обычный,6,12347,6,6.6
CUST_00888,40,28923,Женский,Екатеринбург,Новый,2,3710,79,4.8
CUST_00889,18,25000,Женский,Казань,Новый,3,3451,64,5.7
CUST_00890,61,104502,Мужской,Москва,Обычный,25,114666,87,7.1
CUST_00891,42,141181,Мужской,Москва,Обычный,42,333725,10,5.2
CUST_00892,50,57949,Мужской,Казань,Обычный,5,12104,5,8.7
CUST_00893,50,62380,Женский,Екатеринбург,Обычный,9,28394,7,7.5
CUST_00894,44,34319,Женский,Москва,Новый,4,6479,21,9.4
CUST_00895,47,48799,Мужской,СПб,Обычный,2,4861,13,7.7
CUST_00896,43,29544,Мужской,СПб,Новый,4,8637,14,8.1
CUST_00897,23,25000,Женский,Новосибирск,Новый,1,1234,65,7.3
CUST_00898,45,78023,Мужской,Москва,Новый,14,59061,4,6.0
CUST_00899,55,38181,Женский,Казань,Обычный,8,18425,22,7.7
CUST_00900,36,25000,Женский,Екатеринбург,Новый,1,1000,4,9.0
CUST_00901,48,36553,Мужской,Москва,Обычный,7,14794,27,7.2
CUST_00902,46,25000,Женский,СПб,Обычный,3,3000,4,8.7
CUST_00903,67,50305,Мужской,Екатеринбург,Обычный,16,29979,21,8.6
CUST_00904,36,25000,Мужской,Казань,Новый,1,1910,22,8.3
CUST_00905,35,32464,Мужской,Казань,Новый,3,5957,13,5.6
CUST_00906,38,25000,Мужской,Казань,Новый,4,4000,33,4.9
CUST_00907,38,29173,Женский,Екатеринбург,Новый,5,5928,23,5.9
CUST_00908,18,25000,Мужской,Екатеринбург,Новый,2,2968,24,9.7
CUST_00909,30,37914,Мужской,Екатеринбург,Новый,3,8207,12,9.4
CUST_00910,44,88048,Мужской,Москва,Обычный,10,55684,12,6.6
CUST_00911,39,70250,Мужской,Москва,Новый,7,22307,7,4.5
CUST_00912,28,62161,Мужской,Москва,Новый,6,7456,48,6.1
CUST_00913,30,31060,Женский,Новосибирск,Новый,3,4023,4,6.8
CUST_00914,34,28153,Женский,Москва,Новый,1,1204,92,7.0
CUST_00915,27,25000,Мужской,Екатеринбург,Новый,3,5177,21,8.4
CUST_00916,32,54462,Мужской,СПб,Новый,5,11253,94,3.7
CUST_00917,31,48443,Мужской,Москва,Новый,6,10201,35,4.1
CUST_00918,53,25000,Мужской,Казань,Обычный,3,5249,29,8.0
CUST_00919,55,25000,Женский,СПб,Обычный,6,6000,86,8.6
CUST_00920,54,25000,Женский,Новосибирск,Обычный,5,8576,23,7.1
CUST_00921,46,27086,Женский,Новосибирск,Обычный,4,6368,79,4.3
CUST_00922,29,25000,Мужской,СПб,Новый,3,3000,42,4.8
CUST_00923,54,79176,Мужской,СПб,Обычный,11,48512,1,4.9
CUST_00924,35,33493,Мужской,Москва,Новый,10,10624,71,6.6
CUST_00925,40,111488,Мужской,СПб,Обычный,13,40393,22,6.0
CUST_00926,60,83229,Мужской,Москва,Обычный,9,46400,1,5.9
CUST_00927,41,48544,Мужской,Москва,Новый,6,14988,6,6.3
CUST_00928,43,39233,Женский,Екатеринбург,Новый,4,7356,1,8.2
CUST_00929,18,25000,Мужской,Москва,Новый,3,4020,8,8.4
CUST_00930,47,118286,Мужской,СПб,Обычный,24,148959,27,8.6
CUST_00931,25,36607,Мужской,Екатеринбург,Новый,5,9997,50,5.7
CUST_00932,55,46812,Мужской,Екатеринбург,Обычный,5,11534,11,8.1
CUST_00933,37,80820,Женский,Казань,Обычный,19,103436,17,6.6
CUST_00934,18,25000,Мужской,Казань,Новый,3,4562,20,5.3
CUST_00935,34,61518,Мужской,СПб,Новый,2,5676,19,8.6
CUST_00936,36,58467,Мужской,Казань,Новый,3,8691,129,4.4
CUST_00937,47,66921,Мужской,СПб,Обычный,6,20685,71,9.3
CUST_00938,50,35191,Мужской,Екатеринбург,Обычный,5,10442,12,7.5
CUST_00939,35,25000,Мужской,СПб,Новый,1,1000,21,5.6
CUST_00940,55,104732,Женский,Москва,Обычный,21,97278,28,9.3
CUST_00941,18,25000,Мужской,Москва,Новый,3,3000,10,3.5
CUST_00942,29,30745,Женский,Москва,Новый,4,5652,3,5.8
CUST_00943,23,29373,Мужской,Казань,Новый,2,2489,15,6.2
CUST_00944,21,25326,Мужской,Казань,Новый,2,2000,1,4.5
CUST_00945,54,25000,Женский,Екатеринбург,Обычный,3,5109,7,9.9
CUST_00946,52,33901,Мужской,Москва,Обычный,6,12117,27,8.5
CUST_00947,28,25000,Мужской,Казань,Новый,4,5186,10,7.2
CUST_00948,57,96137,Мужской,Москва,Обычный,11,38854,39,7.5
CUST_00949,41,74780,Женский,СПб,Новый,14,57328,3,6.1
CUST_00950,33,37189,Мужской,Екатеринбург,Новый,3,8076,5,9.0
CUST_00951,29,25000,Мужской,Екатеринбург,Новый,2,3318,12,8.6
CUST_00952,28,25000,Женский,Казань,Новый,5,5886,8,4.8
CUST_00953,47,99236,Женский,СПб,Обычный,11,57770,78,8.1
CUST_00954,49,25954,Мужской,СПб,Обычный,4,6464,4,10.0
CUST_00955,43,64844,Женский,СПб,Новый,11,41608,2,6.5
CUST_00956,18,25000,Женский,Москва,Новый,2,2331,41,7.4
CUST_00957,44,55414,Женский,СПб,Новый,8,21474,3,8.9
CUST_00958,48,44423,Женский,СПб,Обычный,2,5432,127,6.4
CUST_00959,29,36179,Женский,Казань,Новый,5,6187,2,4.7
CUST_00960,40,60618,Мужской,СПб,Новый,8,22644,133,7.2
CUST_00961,18,25000,Мужской,Екатеринбург,Новый,3,4588,54,7.0
CUST_00962,21,76868,Мужской,СПб,Новый,6,8189,66,5.6
CUST_00963,35,50857,Женский,Казань,Новый,6,17747,51,4.2
CUST_00964,35,30588,Мужской,Новосибирск,Новый,4,5599,7,8.6
CUST_00965,45,66835,Женский,СПб,Новый,13,43197,7,9.5
CUST_00966,22,25000,Женский,Москва,Новый,2,2000,51,6.4
CUST_00967,34,25363,Женский,Москва,Новый,4,4013,104,9.3
CUST_00968,32,25000,Мужской,СПб,Новый,4,4012,35,5.7
CUST_00969,47,171452,Мужской,СПб,VIP,50,421130,41,8.8
CUST_00970,61,31918,Мужской,Екатеринбург,Обычный,8,8000,4,8.5
CUST_00971,65,68957,Женский,СПб,Обычный,12,26038,47,7.6
CUST_00972,18,27271,Женский,СПб,Новый,1,1234,34,6.8
CUST_00973,39,25000,Мужской,Новосибирск,Новый,1,1654,15,3.3
CUST_00974,23,25000,Мужской,Москва,Новый,5,5339,42,9.9
CUST_00975,39,38418,Женский,Екатеринбург,Новый,5,9238,2,7.0
CUST_00976,46,67253,Мужской,СПб,Обычный,16,49844,32,7.5
CUST_00977,41,53554,Мужской,Москва,Новый,7,9205,49,7.5
CUST_00978,39,25000,Женский,Москва,Новый,2,2917,119,5.2
CUST_00979,62,120331,Мужской,СПб,Обычный,28,183068,1,9.5
CUST_00980,50,70790,Женский,СПб,Обычный,4,11794,19,6.5
CUST_00981,35,43479,Мужской,СПб,Новый,1,2021,25,7.0
CUST_00982,40,41422,Женский,Новосибирск,Новый,9,19422,34,6.1
CUST_00983,53,25000,Женский,СПб,Обычный,5,6958,33,6.2
CUST_00984,49,32592,Женский,Казань,Обычный,2,2611,29,7.9
CUST_00985,33,28461,Мужской,СПб,Новый,4,4655,1,6.4
CUST_00986,18,25000,Мужской,Москва,Новый,1,1000,32,8.5
CUST_00987,22,34566,Мужской,Москва,Новый,5,5588,35,6.7
CUST_00988,42,25000,Женский,Новосибирск,Новый,1,1135,5,7.2
CUST_00989,18,34345,Мужской,СПб,Новый,3,4564,1,6.4
CUST_00990,37,38329,Женский,Москва,Новый,6,13420,49,6.6
CUST_00991,33,63838,Мужской,Москва,Новый,7,17160,16,9.6
CUST_00992,54,25000,Женский,Екатеринбург,Обычный,4,4383,124,10.0
CUST_00993,20,30075,Женский,Москва,Новый,2,3628,48,5.7
CUST_00994,18,25774,Мужской,Екатеринбург,Новый,3,5251,57,8.2
CUST_00995,33,25000,Мужской,Москва,Новый,2,2235,21,6.9
CUST_00996,49,73804,Мужской,СПб,Обычный,11,57173,19,9.3
CUST_00997,56,25000,Мужской,Москва,Обычный,2,2217,3,9.0
CUST_00998,26,25000,Мужской,Екатеринбург,Новый,2,2919,3,4.9
CUST_00999,47,43535,Мужской,Екатеринбург,Обычный,14,36703,8,6.9
CUST_01000,23,25000,Женский,Новосибирск,Новый,2,2000,27,8.1
CUST_01001,28,25000,Мужской,Новосибирск,Новый,2,3528,34,6.8
CUST_01002,48,82362,Мужской,Новосибирск,Обычный,14,45685,52,8.6
CUST_01003,50,51101,Женский,Новосибирск,Обычный,9,21668,49,6.3
CUST_01004,25,32228,Мужской,Новосибирск,Новый,3,3324,25,6.2
CUST_01005,47,134036,Женский,Москва,Обычный,24,206312,136,8.7
CUST_01006,18,25000,Женский,Новосибирск,Новый,2,2467,2,7.7
CUST_01007,36,73103,Мужской,СПб,Новый,8,26498,2,7.6
CUST_01008,22,25000,Женский,Москва,Новый,1,1640,6,7.7
CUST_01009,27,40722,Мужской,Новосибирск,Новый,5,5000,1,5.8
CUST_01010,20,25000,Женский,Новосибирск,Новый,2,3208,16,5.9
CUST_01011,48,30580,Мужской,СПб,Обычный,3,5240,6,10.0
CUST_01012,48,107734,Мужской,Екатеринбург,Обычный,12,65474,8,7.6
CUST_01013,29,53179,Мужской,Москва,Новый,7,18793,52,8.6
CUST_01014,45,68606,Мужской,Москва,Новый,8,24865,29,6.4
CUST_01015,43,41916,Мужской,СПб,Новый,6,7827,13,6.3
CUST_01016,38,34029,Женский,Москва,Новый,4,6719,46,6.7
CUST_01017,72,30365,Женский,Новосибирск,Обычный,7,8552,107,9.7
CUST_01018,27,25000,Женский,Новосибирск,Новый,2,3253,23,7.8
CUST_01019,40,67349,Женский,Москва,Новый,5,14546,8,3.8
CUST_01020,34,91349,Женский,СПб,Обычный,16,91836,14,5.1
CUST_01021,34,25000,Мужской,СПб,Новый,2,2000,88,9.6
CUST_01022,42,51823,Женский,Москва,Новый,10,18433,92,5.3
CUST_01023,35,74003,Мужской,Москва,Новый,10,19742,33,7.0
CUST_01024,27,25000,Мужской,СПб,Новый,2,2000,52,8.4
CUST_01025,41,55288,Мужской,Екатеринбург,Новый,7,16566,5,4.3
CUST_01026,57,27830,Мужской,Москва,Обычный,2,2701,61,5.3
CUST_01027,54,248003,Мужской,Москва,VIP,50,381498,26,7.6
CUST_01028,43,42931,Мужской,Екатеринбург,Новый,4,11116,43,7.0
CUST_01029,28,25000,Мужской,Казань,Новый,3,3000,8,8.4
CUST_01030,42,30333,Женский,Москва,Новый,3,3843,48,6.5
CUST_01031,56,26793,Женский,Новосибирск,Обычный,7,10095,6,6.2
CUST_01032,57,86226,Женский,Москва,Обычный,18,78840,95,6.5
CUST_01033,45,143437,Мужской,Казань,Обычный,17,53496,54,6.9
CUST_01034,34,25000,Мужской,СПб,Новый,3,4532,20,7.9
CUST_01035,36,25000,Женский,Новосибирск,Новый,3,5865,17,6.9
CUST_01036,51,25000,Женский,СПб,Обычный,3,3993,106,8.7
CUST_01037,50,25000,Женский,СПб,Обычный,6,6166,30,9.7
CUST_01038,18,25000,Женский,СПб,Новый,2,2535,15,9.0
CUST_01039,49,28287,Мужской,Екатеринбург,Обычный,3,3000,77,7.6
CUST_01040,50,41968,Мужской,Новосибирск,Обычный,10,14443,46,4.3
CUST_01041,26,25000,Женский,Новосибирск,Новый,2,2990,45,5.9
CUST_01042,28,25000,Женский,СПб,Новый,1,1712,106,7.6
CUST_01043,28,25000,Мужской,Новосибирск,Новый,2,2046,31,9.9
CUST_01044,29,27186,Женский,Москва,Новый,1,1521,8,5.6
CUST_01045,18,25000,Женский,Москва,Новый,1,1186,38,6.7
CUST_01046,44,30524,Мужской,Екатеринбург,Новый,5,9419,24,7.8
CUST_01047,28,25000,Мужской,Москва,Новый,2,2000,7,7.5
CUST_01048,38,32087,Женский,СПб,Новый,3,3000,1,7.7
CUST_01049,32,25000,Женский,Новосибирск,Новый,3,3853,72,6.3
CUST_01050,43,25000,Женский,СПб,Новый,1,1728,38,7.5
CUST_01051,24,25000,Женский,Москва,Новый,4,4000,18,7.8
CUST_01052,43,60040,Женский,Москва,Новый,12,25499,58,5.6
CUST_01053,45,58307,Мужской,Казань,Новый,3,8060,24,6.9
CUST_01054,52,95014,Женский,Новосибирск,Обычный,8,43626,15,4.9
CUST_01055,69,44588,Женский,Екатеринбург,Обычный,8,17664,46,6.5
CUST_01056,18,25000,Мужской,Москва,Новый,3,4413,37,8.1
CUST_01057,44,25000,Женский,Новосибирск,Новый,3,3000,42,7.5
CUST_01058,29,25000,Мужской,СПб,Новый,1,1256,3,8.3
CUST_01059,18,27594,Женский,Москва,Новый,4,4000,23,6.5
CUST_01060,52,25000,Мужской,Новосибирск,Обычный,6,6000,17,5.7
CUST_01061,59,25899,Мужской,Екатеринбург,Обычный,9,9000,38,7.3
CUST_01062,34,35564,Женский,Москва,Новый,2,5106,48,8.6
CUST_01063,43,87292,Женский,СПб,Обычный,13,70797,2,6.8
CUST_01064,39,44077,Мужской,Казань,Новый,5,8305,118,6.8
CUST_01065,46,45774,Женский,Москва,Обычный,10,14576,47,7.4
CUST_01066,53,44939,Женский,Новосибирск,Обычный,5,15875,46,5.9
CUST_01067,45,114759,Мужской,Екатеринбург,Обычный,20,91655,31,6.2
CUST_01068,45,40019,Женский,Москва,Новый,8,15454,34,8.9
CUST_01069,58,81584,Мужской,Екатеринбург,Обычный,9,60200,2,8.2
CUST_01070,37,44629,Мужской,Екатеринбург,Новый,7,27074,23,5.0
CUST_01071,53,130617,Мужской,Москва,Обычный,27,219627,5,6.2
CUST_01072,27,25000,Мужской,Екатеринбург,Новый,2,2000,48,6.3
CUST_01073,64,37344,Женский,Москва,Обычный,4,4016,17,8.2
CUST_01074,51,25000,Мужской,Екатеринбург,Обычный,3,3000,75,6.4
CUST_01075,33,33114,Женский,Москва,Новый,5,6919,8,7.5
CUST_01076,18,25000,Женский,Новосибирск,Новый,3,3851,19,7.3
CUST_01077,39,25000,Женский,Казань,Новый,4,7028,54,4.9
CUST_01078,22,101645,Мужской,Москва,Обычный,27,97645,31,6.6
CUST_01079,44,25000,Мужской,Новосибирск,Новый,3,3725,31,6.2
CUST_01080,61,27607,Мужской,Новосибирск,Обычный,3,4133,73,6.0
CUST_01081,42,43136,Женский,СПб,Новый,6,11027,52,7.2
CUST_01082,37,141590,Мужской,Москва,Обычный,46,381584,48,8.4
CUST_01083,45,53968,Мужской,Екатеринбург,Новый,2,4370,67,5.9
CUST_01084,44,82175,Мужской,Екатеринбург,Обычный,7,13735,46,7.3
CUST_01085,18,25000,Мужской,Екатеринбург,Новый,2,2069,8,6.9
CUST_01086,43,41405,Женский,СПб,Новый,5,9801,32,5.7
CUST_01087,49,57866,Мужской,СПб,Обычный,13,50520,30,8.0
CUST_01088,36,84995,Женский,Москва,Обычный,15,75151,27,8.0
CUST_01089,54,27214,Женский,СПб,Обычный,1,1595,19,8.6
CUST_01090,38,29589,Мужской,СПб,Новый,3,5003,21,5.7
CUST_01091,51,106218,Мужской,Москва,Обычный,19,78184,13,8.2
CUST_01092,74,94165,Мужской,Екатеринбург,Обычный,16,73931,19,8.5
CUST_01093,38,25000,Женский,Москва,Новый,4,4852,30,8.1
CUST_01094,18,25000,Мужской,Екатеринбург,Новый,3,3000,27,9.4
CUST_01095,34,33272,Женский,Екатеринбург,Новый,3,4730,24,6.1
CUST_01096,18,25000,Мужской,Новосибирск,Новый,5,7008,7,7.0
CUST_01097,49,105480,Женский,Москва,Обычный,31,172700,89,6.3
CUST_01098,59,87502,Мужской,Новосибирск,Обычный,5,31160,1,9.4
CUST_01099,50,25000,Женский,Новосибирск,Обычный,6,8908,11,6.4
CUST_01100,44,107967,Мужской,Москва,Обычный,6,47302,34,7.0
CUST_01101,30,25000,Женский,СПб,Новый,6,6000,18,5.2
CUST_01102,63,105035,Мужской,СПб,Обычный,9,57389,12,7.9
CUST_01103,51,54619,Мужской,Москва,Обычный,19,52757,13,6.5
CUST_01104,44,41446,Мужской,Новосибирск,Новый,3,6104,7,8.0
CUST_01105,43,43429,Женский,Новосибирск,Новый,5,10080,15,8.4
CUST_01106,41,51069,Мужской,Новосибирск,Новый,10,24354,8,10.0
CUST_01107,46,46097,Мужской,Екатеринбург,Обычный,12,23103,25,6.6
CUST_01108,30,34908,Женский,СПб,Новый,4,7662,17,6.5
CUST_01109,62,30467,Мужской,Москва,Обычный,5,8284,17,7.3
CUST_01110,42,52334,Женский,СПб,Новый,6,6527,3,8.0
CUST_01111,49,35091,Женский,Москва,Обычный,5,5000,4,10.0
CUST_01112,33,25000,Мужской,Екатеринбург,Новый,3,4356,26,5.4
CUST_01113,45,40223,Женский,Екатеринбург,Новый,2,3199,4,7.7
CUST_01114,18,26991,Мужской,Казань,Новый,2,2490,41,7.1
CUST_01115,23,29434,Мужской,Казань,Новый,7,9410,11,6.2
CUST_01116,39,25473,Женский,Казань,Новый,1,1601,42,9.5
CUST_01117,20,25000,Мужской,Москва,Новый,4,6948,24,6.6
CUST_01118,75,25000,Женский,Екатеринбург,Обычный,3,3000,19,6.2
CUST_01119,18,25000,Мужской,СПб,Новый,2,3027,28,6.8
CUST_01120,45,25000,Женский,Екатеринбург,Новый,5,5000,58,8.4
CUST_01121,64,33720,Женский,Екатеринбург,Обычный,6,15283,9,7.0
CUST_01122,47,25000,Женский,Казань,Обычный,3,4461,14,6.7
CUST_01123,35,30654,Женский,СПб,Новый,3,3000,11,5.6
