enrollment_id;student_id;course_id;professor_id;semester;year;enrollment_date;letter_grade;grade_points
2580;1123;37;29;Spring;2024;2024-01-18;A;4,0
2581;1123;11;26;Spring;2024;2024-01-18;B;3,0
2582;1123;63;40;Spring;2021;2021-01-20;B-;2,7
2583;1123;24;3;Spring;2021;2021-01-20;A;4,0
2584;1123;21;19;Spring;2021;2021-01-20;B;3,0
2585;1123;23;19;Spring;2021;2021-01-20;C+;2,3
2586;1123;40;5;Spring;2021;2021-01-20;C-;1,7
2587;1123;24;3;Spring;2020;2020-01-30;B;3,0
2588;1123;31;20;Spring;2020;2020-01-30;B-;2,7
2589;1123;18;19;Spring;2020;2020-01-30;D;1,0
2590;1123;26;28;Spring;2020;2020-01-30;B;3,0
2591;1123;53;31;Spring;2020;2020-01-30;B;3,0
2592;1124;48;38;Spring;2023;2023-01-29;B+;3,3
2593;1124;64;40;Spring;2023;2023-01-29;C;2,0
2594;1124;2;9;Spring;2023;2023-01-29;C;2,0
2595;1124;36;21;Spring;2023;2023-01-29;A-;3,7
2596;1124;21;19;Spring;2022;2022-01-19;B;3,0
2597;1124;17;27;Spring;2022;2022-01-19;C+;2,3
2598;1124;6;17;Spring;2022;2022-01-19;A-;3,7
2599;1124;38;13;Spring;2022;2022-01-19;A-;3,7
2600;1124;44;38;Fall;2021;2021-08-16;C+;2,3
2601;1124;12;10;Fall;2021;2021-08-16;B+;3,3
2602;1124;10;26;Fall;2021;2021-08-16;B+;3,3
2603;1124;51;31;Fall;2021;2021-08-16;B;3,0
2604;1125;6;17;Fall;2021;2021-08-25;A;4,0
2605;1125;45;30;Fall;2021;2021-08-25;B;3,0
2606;1125;62;40;Fall;2021;2021-08-25;C;2,0
2607;1125;16;10;Fall;2021;2021-08-25;A;4,0
2608;1125;24;3;Fall;2022;2022-08-30;C+;2,3
2609;1125;50;31;Fall;2022;2022-08-30;A;4,0
2610;1125;25;4;Fall;2022;2022-08-30;C+;2,3
2611;1125;15;10;Fall;2022;2022-08-30;A-;3,7
2612;1125;7;1;Spring;2023;2023-01-20;A;4,0
2613;1125;49;7;Spring;2023;2023-01-20;B-;2,7
2614;1125;34;13;Spring;2023;2023-01-20;A;4,0
2615;1125;29;36;Spring;2023;2023-01-20;C;2,0
2616;1125;42;14;Spring;2020;2020-01-24;B-;2,7
2617;1125;18;19;Spring;2020;2020-01-24;C-;1,7
2618;1125;39;37;Spring;2020;2020-01-24;B;3,0
2619;1125;19;27;Spring;2020;2020-01-24;B;3,0
2620;1125;60;8;Fall;2023;2023-08-20;C;2,0
2621;1125;23;19;Fall;2023;2023-08-20;C+;2,3
2622;1125;51;31;Fall;2023;2023-08-20;D;1,0
2623;1125;18;19;Fall;2023;2023-08-20;B;3,0
2624;1125;18;19;Spring;2023;2023-01-23;B;3,0
2625;1125;49;7;Spring;2023;2023-01-23;B;3,0
2626;1125;51;31;Spring;2023;2023-01-23;C+;2,3
2627;1125;10;26;Spring;2023;2023-01-23;A;4,0
2628;1126;33;13;Spring;2021;2021-01-24;A-;3,7
2629;1126;64;40;Spring;2021;2021-01-24;C;2,0
2630;1126;32;4;Spring;2021;2021-01-24;A-;3,7
2631;1126;9;18;Spring;2021;2021-01-24;D;1,0
2632;1126;51;31;Spring;2023;2023-01-29;B;3,0
2633;1126;26;28;Spring;2023;2023-01-29;A;4,0
2634;1126;55;7;Spring;2023;2023-01-29;B;3,0
2635;1126;3;33;Spring;2023;2023-01-29;C;2,0
2636;1126;23;19;Fall;2022;2022-08-22;C;2,0
2637;1126;54;31;Fall;2022;2022-08-22;B-;2,7
2638;1126;48;38;Fall;2022;2022-08-22;A;4,0
2639;1126;59;24;Fall;2022;2022-08-22;C+;2,3
2640;1126;42;14;Spring;2023;2023-01-17;C-;1,7
2641;1126;3;33;Spring;2023;2023-01-17;B-;2,7
2642;1126;56;31;Spring;2023;2023-01-17;B-;2,7
2643;1126;45;30;Spring;2023;2023-01-17;A;4,0
2644;1126;38;13;Spring;2024;2024-01-27;C+;2,3
2645;1126;59;24;Spring;2024;2024-01-27;C;2,0
2646;1126;1;25;Spring;2024;2024-01-27;B;3,0
2647;1126;40;5;Spring;2024;2024-01-27;C;2,0
2648;1127;10;26;Spring;2023;2023-01-29;A-;3,7
2649;1127;19;27;Spring;2023;2023-01-29;C;2,0
2650;1127;17;27;Spring;2023;2023-01-29;A-;3,7
2651;1127;20;11;Spring;2023;2023-01-29;B+;3,3
2652;1127;1;25;Spring;2022;2022-01-16;C+;2,3
2653;1127;28;28;Spring;2022;2022-01-16;A-;3,7
2654;1127;47;22;Spring;2022;2022-01-16;B-;2,7
2655;1127;24;3;Spring;2022;2022-01-16;A-;3,7
2656;1127;34;13;Fall;2020;2020-08-25;D;1,0
2657;1127;13;26;Fall;2020;2020-08-25;C;2,0
2658;1127;6;17;Fall;2020;2020-08-25;B+;3,3
2659;1127;43;30;Fall;2020;2020-08-25;B+;3,3
2660;1127;32;4;Fall;2021;2021-08-25;B-;2,7
2661;1127;51;31;Fall;2021;2021-08-25;A-;3,7
2662;1127;2;9;Fall;2021;2021-08-25;A;4,0
2663;1127;53;31;Fall;2021;2021-08-25;B;3,0
2664;1127;46;6;Spring;2022;2022-01-25;B-;2,7
2665;1127;27;20;Spring;2022;2022-01-25;C+;2,3
2666;1127;32;4;Spring;2022;2022-01-25;A;4,0
2667;1127;59;24;Spring;2022;2022-01-25;B-;2,7
2668;1127;34;13;Fall;2021;2021-08-18;B+;3,3
2669;1127;7;1;Fall;2021;2021-08-18;B+;3,3
2670;1127;56;31;Fall;2021;2021-08-18;A;4,0
2671;1127;2;9;Fall;2021;2021-08-18;B;3,0
2672;1127;55;7;Fall;2022;2022-08-17;B-;2,7
2673;1127;16;10;Fall;2022;2022-08-17;A;4,0
2674;1127;46;6;Fall;2022;2022-08-17;A-;3,7
2675;1127;32;4;Fall;2022;2022-08-17;B-;2,7
2676;1129;47;22;Fall;2021;2021-08-15;D;1,0
2677;1129;41;30;Fall;2021;2021-08-15;B;3,0
2678;1129;22;11;Fall;2021;2021-08-15;D;1,0
2679;1129;3;33;Fall;2021;2021-08-15;C;2,0
2680;1129;36;21;Fall;2021;2021-08-15;B-;2,7
2681;1129;2;9;Fall;2021;2021-08-15;B-;2,7
2682;1129;2;9;Spring;2021;2021-01-19;B-;2,7
2683;1129;64;40;Spring;2021;2021-01-19;B-;2,7
2684;1129;42;14;Spring;2021;2021-01-19;C;2,0
2685;1129;56;31;Spring;2021;2021-01-19;B-;2,7
2686;1129;19;27;Spring;2021;2021-01-19;B-;2,7
2687;1129;13;26;Spring;2021;2021-01-19;A;4,0
2688;1129;18;19;Fall;2020;2020-08-26;C+;2,3
2689;1129;17;27;Fall;2020;2020-08-26;C+;2,3
2690;1129;52;23;Fall;2020;2020-08-26;A-;3,7
2691;1129;2;9;Fall;2020;2020-08-26;B+;3,3
2692;1129;50;31;Fall;2020;2020-08-26;C;2,0
2693;1129;35;13;Fall;2020;2020-08-26;B;3,0
2694;1129;1;25;Spring;2020;2020-01-21;C;2,0
2695;1129;25;4;Spring;2020;2020-01-21;B;3,0
2696;1129;38;13;Spring;2020;2020-01-21;A;4,0
2697;1129;13;26;Spring;2020;2020-01-21;B;3,0
2698;1129;26;28;Spring;2020;2020-01-21;A-;3,7
2699;1129;5;17;Spring;2020;2020-01-21;A;4,0
2700;1129;16;10;Spring;2021;2021-01-25;C;2,0
2701;1129;59;24;Spring;2021;2021-01-25;A;4,0
2702;1129;7;1;Spring;2021;2021-01-25;A;4,0
2703;1129;42;14;Spring;2021;2021-01-25;A;4,0
2704;1129;63;40;Spring;2021;2021-01-25;F;0,0
2705;1129;22;11;Spring;2021;2021-01-25;C;2,0
2706;1129;27;20;Spring;2022;2022-01-21;A-;3,7
2707;1129;35;13;Spring;2022;2022-01-21;A;4,0
2708;1129;5;17;Spring;2022;2022-01-21;A-;3,7
2709;1129;56;31;Spring;2022;2022-01-21;A;4,0
2710;1129;9;18;Spring;2022;2022-01-21;A-;3,7
2711;1129;61;24;Spring;2022;2022-01-21;B+;3,3
2712;1130;59;24;Spring;2020;2020-01-20;C-;1,7
2713;1130;9;18;Spring;2020;2020-01-20;B;3,0
2714;1130;64;40;Spring;2020;2020-01-20;A;4,0
2715;1130;16;10;Spring;2020;2020-01-20;C-;1,7
2716;1130;16;10;Spring;2022;2022-01-15;A-;3,7
2717;1130;52;23;Spring;2022;2022-01-15;A;4,0
2718;1130;4;17;Spring;2022;2022-01-15;A;4,0
2719;1130;5;17;Spring;2022;2022-01-15;F;0,0
2720;1130;59;24;Spring;2023;2023-01-16;C;2,0
2721;1130;5;17;Spring;2023;2023-01-16;D;1,0
2722;1130;28;28;Spring;2023;2023-01-16;A-;3,7
2723;1130;42;14;Spring;2023;2023-01-16;B+;3,3
2724;1130;9;18;Fall;2020;2020-08-30;B+;3,3
2725;1130;19;27;Fall;2020;2020-08-30;B;3,0
2726;1130;16;10;Fall;2020;2020-08-30;C-;1,7
2727;1130;46;6;Fall;2020;2020-08-30;F;0,0
2728;1130;52;23;Fall;2024;2024-08-26;B-;2,7
2729;1130;40;5;Fall;2024;2024-08-26;B;3,0
2730;1130;48;38;Fall;2024;2024-08-26;B+;3,3
2731;1130;55;7;Fall;2024;2024-08-26;B-;2,7
2732;1130;15;10;Fall;2020;2020-08-20;A-;3,7
2733;1130;8;1;Fall;2020;2020-08-20;B-;2,7
2734;1130;56;31;Fall;2020;2020-08-20;A-;3,7
2735;1130;21;19;Fall;2020;2020-08-20;C;2,0
2736;1130;48;38;Fall;2020;2020-08-23;D;1,0
2737;1130;20;11;Fall;2020;2020-08-23;B-;2,7
2738;1130;22;11;Fall;2020;2020-08-23;A;4,0
2739;1130;35;13;Fall;2020;2020-08-23;B;3,0
2740;1131;6;17;Spring;2023;2023-01-24;B+;3,3
2741;1131;34;13;Spring;2023;2023-01-24;A-;3,7
2742;1131;37;29;Spring;2023;2023-01-24;A-;3,7
2743;1131;29;36;Spring;2023;2023-01-20;A;4,0
2744;1131;59;24;Spring;2023;2023-01-20;B;3,0
2745;1131;63;40;Spring;2023;2023-01-20;C+;2,3
2746;1131;4;17;Spring;2023;2023-01-17;C-;1,7
2747;1131;12;10;Spring;2023;2023-01-17;B+;3,3
2748;1131;49;7;Spring;2023;2023-01-17;B+;3,3
2749;1131;12;10;Fall;2023;2023-08-16;B+;3,3
2750;1131;44;38;Fall;2023;2023-08-16;A;4,0
2751;1131;2;9;Fall;2023;2023-08-16;B-;2,7
2752;1131;41;30;Spring;2021;2021-01-26;A-;3,7
2753;1131;45;30;Spring;2021;2021-01-26;F;0,0
2754;1131;9;18;Spring;2021;2021-01-26;A;4,0
2755;1131;61;24;Fall;2021;2021-08-30;B+;3,3
2756;1131;52;23;Fall;2021;2021-08-30;B+;3,3
2757;1131;4;17;Fall;2021;2021-08-30;B;3,0
2758;1131;33;13;Spring;2024;2024-01-21;A;4,0
2759;1131;47;22;Spring;2024;2024-01-21;B;3,0
2760;1131;38;13;Spring;2024;2024-01-21;B+;3,3
2761;1131;19;27;Spring;2021;2021-01-17;A-;3,7
2762;1131;58;8;Spring;2021;2021-01-17;A;4,0
2763;1131;10;26;Spring;2021;2021-01-17;A;4,0
2764;1132;18;19;Fall;2023;2023-08-17;C-;1,7
2765;1132;30;28;Fall;2023;2023-08-17;B-;2,7
2766;1132;59;24;Fall;2023;2023-08-17;A;4,0
2767;1132;48;38;Fall;2023;2023-08-17;C;2,0
2768;1132;15;10;Fall;2023;2023-08-17;C+;2,3
2769;1132;22;11;Fall;2023;2023-08-17;C;2,0
2770;1132;24;3;Spring;2024;2024-01-15;A;4,0
2771;1132;7;1;Spring;2024;2024-01-15;A;4,0
2772;1132;33;13;Spring;2024;2024-01-15;B;3,0
2773;1132;62;40;Spring;2024;2024-01-15;C+;2,3
2774;1132;29;36;Spring;2024;2024-01-15;A;4,0
2775;1132;43;30;Spring;2024;2024-01-15;A;4,0
2776;1132;64;40;Spring;2020;2020-01-18;A-;3,7
2777;1132;53;31;Spring;2020;2020-01-18;B+;3,3
2778;1132;60;8;Spring;2020;2020-01-18;B;3,0
2779;1132;58;8;Spring;2020;2020-01-18;A-;3,7
2780;1132;27;20;Spring;2020;2020-01-18;B+;3,3
2781;1132;28;28;Spring;2020;2020-01-18;B+;3,3
2782;1132;33;13;Fall;2024;2024-08-23;B;3,0
2783;1132;7;1;Fall;2024;2024-08-23;B-;2,7
2784;1132;16;10;Fall;2024;2024-08-23;A;4,0
2785;1132;38;13;Fall;2024;2024-08-23;A;4,0
2786;1132;28;28;Fall;2024;2024-08-23;A-;3,7
2787;1132;37;29;Fall;2024;2024-08-23;D;1,0
2788;1132;14;2;Fall;2022;2022-08-28;A-;3,7
2789;1132;36;21;Fall;2022;2022-08-28;B-;2,7
2790;1132;64;40;Fall;2022;2022-08-28;A-;3,7
2791;1132;56;31;Fall;2022;2022-08-28;C;2,0
2792;1132;11;26;Fall;2022;2022-08-28;A;4,0
2793;1132;10;26;Fall;2022;2022-08-28;B;3,0
2794;1133;10;26;Fall;2024;2024-08-21;C-;1,7
2795;1133;38;13;Fall;2024;2024-08-21;F;0,0
2796;1133;29;36;Fall;2024;2024-08-21;B-;2,7
2797;1133;24;3;Fall;2024;2024-08-21;A-;3,7
2798;1133;13;26;Fall;2024;2024-08-21;B+;3,3
2799;1133;41;30;Fall;2024;2024-08-21;B;3,0
2800;1133;64;40;Spring;2020;2020-01-29;B+;3,3
2801;1133;36;21;Spring;2020;2020-01-29;B-;2,7
2802;1133;41;30;Spring;2020;2020-01-29;B;3,0
2803;1133;19;27;Spring;2020;2020-01-29;C-;1,7
2804;1133;13;26;Spring;2020;2020-01-29;C-;1,7
2805;1133;62;40;Spring;2020;2020-01-29;B-;2,7
2806;1133;13;26;Fall;2022;2022-08-28;B;3,0
2807;1133;55;7;Fall;2022;2022-08-28;B+;3,3
2808;1133;50;31;Fall;2022;2022-08-28;B-;2,7
2809;1133;32;4;Fall;2022;2022-08-28;D;1,0
2810;1133;46;6;Fall;2022;2022-08-28;B+;3,3
2811;1133;27;20;Fall;2022;2022-08-28;B-;2,7
2812;1133;40;5;Fall;2023;2023-08-22;B+;3,3
2813;1133;63;40;Fall;2023;2023-08-22;B+;3,3
2814;1133;10;26;Fall;2023;2023-08-22;A;4,0
2815;1133;38;13;Fall;2023;2023-08-22;A-;3,7
2816;1133;56;31;Fall;2023;2023-08-22;C-;1,7
2817;1133;39;37;Fall;2023;2023-08-22;A-;3,7
2818;1133;19;27;Fall;2024;2024-08-18;F;0,0
2819;1133;27;20;Fall;2024;2024-08-18;A;4,0
2820;1133;60;8;Fall;2024;2024-08-18;A-;3,7
2821;1133;17;27;Fall;2024;2024-08-18;B+;3,3
2822;1133;39;37;Fall;2024;2024-08-18;B-;2,7
2823;1133;45;30;Fall;2024;2024-08-18;B-;2,7
2824;1134;13;26;Fall;2020;2020-08-25;C+;2,3
2825;1134;51;31;Fall;2020;2020-08-25;F;0,0
2826;1134;39;37;Fall;2020;2020-08-25;B;3,0
2827;1134;35;13;Fall;2020;2020-08-25;B+;3,3
2828;1134;40;5;Spring;2020;2020-01-30;B-;2,7
2829;1134;39;37;Spring;2020;2020-01-30;A-;3,7
2830;1134;26;28;Spring;2020;2020-01-30;B-;2,7
2831;1134;12;10;Spring;2020;2020-01-30;B;3,0
2832;1134;18;19;Spring;2022;2022-01-19;A-;3,7
2833;1134;6;17;Spring;2022;2022-01-19;B-;2,7
2834;1134;56;31;Spring;2022;2022-01-19;A-;3,7
2835;1134;13;26;Spring;2022;2022-01-19;C+;2,3
2836;1134;38;13;Fall;2020;2020-08-21;B+;3,3
2837;1134;49;7;Fall;2020;2020-08-21;A;4,0
2838;1134;15;10;Fall;2020;2020-08-21;A-;3,7
2839;1134;48;38;Fall;2020;2020-08-21;C;2,0
2840;1134;6;17;Spring;2021;2021-01-21;A;4,0
2841;1134;56;31;Spring;2021;2021-01-21;C;2,0
2842;1134;35;13;Spring;2021;2021-01-21;B+;3,3
2843;1134;10;26;Spring;2021;2021-01-21;C+;2,3
2844;1135;20;11;Fall;2020;2020-08-25;C-;1,7
2845;1135;49;7;Fall;2020;2020-08-25;B-;2,7
2846;1135;58;8;Fall;2020;2020-08-25;C-;1,7
2847;1135;39;37;Fall;2020;2020-08-25;B;3,0
2848;1135;11;26;Fall;2020;2020-08-25;B+;3,3
2849;1135;42;14;Fall;2020;2020-08-25;C;2,0
2850;1135;22;11;Spring;2022;2022-01-20;B+;3,3
2851;1135;19;27;Spring;2022;2022-01-20;F;0,0
2852;1135;15;10;Spring;2022;2022-01-20;A-;3,7
2853;1135;44;38;Spring;2022;2022-01-20;B;3,0
2854;1135;55;7;Spring;2022;2022-01-20;C-;1,7
2855;1135;31;20;Spring;2022;2022-01-20;A;4,0
2856;1135;32;4;Fall;2024;2024-08-17;B;3,0
2857;1135;48;38;Fall;2024;2024-08-17;C;2,0
2858;1135;50;31;Fall;2024;2024-08-17;B-;2,7
2859;1135;31;20;Fall;2024;2024-08-17;C+;2,3
2860;1135;63;40;Fall;2024;2024-08-17;A-;3,7
2861;1135;37;29;Fall;2024;2024-08-17;B+;3,3
2862;1135;24;3;Fall;2021;2021-08-17;A;4,0
2863;1135;39;37;Fall;2021;2021-08-17;C+;2,3
2864;1135;57;24;Fall;2021;2021-08-17;F;0,0
2865;1135;31;20;Fall;2021;2021-08-17;B;3,0
2866;1135;36;21;Fall;2021;2021-08-17;B+;3,3
2867;1135;55;7;Fall;2021;2021-08-17;F;0,0
2868;1137;7;1;Fall;2023;2023-08-23;C;2,0
2869;1137;2;9;Fall;2023;2023-08-23;A-;3,7
2870;1137;33;13;Fall;2023;2023-08-23;C-;1,7
2871;1137;18;19;Fall;2021;2021-08-29;B+;3,3
2872;1137;29;36;Fall;2021;2021-08-29;A-;3,7
2873;1137;8;1;Fall;2021;2021-08-29;C+;2,3
2874;1137;64;40;Fall;2024;2024-08-16;D;1,0
2875;1137;1;25;Fall;2024;2024-08-16;B-;2,7
2876;1137;32;4;Fall;2024;2024-08-16;A-;3,7
2877;1137;54;31;Spring;2024;2024-01-21;C+;2,3
2878;1137;41;30;Spring;2024;2024-01-21;C+;2,3
2879;1137;1;25;Spring;2024;2024-01-21;B;3,0
2880;1137;54;31;Fall;2021;2021-08-20;B;3,0
2881;1137;50;31;Fall;2021;2021-08-20;A;4,0
2882;1137;7;1;Fall;2021;2021-08-20;A;4,0
2883;1137;18;19;Fall;2020;2020-08-24;A;4,0
2884;1137;31;20;Fall;2020;2020-08-24;B+;3,3
2885;1137;29;36;Fall;2020;2020-08-24;C+;2,3
2886;1137;31;20;Fall;2022;2022-08-22;C-;1,7
2887;1137;19;27;Fall;2022;2022-08-22;B;3,0
2888;1137;7;1;Fall;2022;2022-08-22;A-;3,7
2889;1138;26;28;Spring;2024;2024-01-22;C+;2,3
2890;1138;38;13;Spring;2024;2024-01-22;B;3,0
2891;1138;50;31;Spring;2024;2024-01-22;A-;3,7
2892;1138;18;19;Spring;2024;2024-01-22;C;2,0
2893;1138;5;17;Spring;2024;2024-01-22;A;4,0
2894;1138;22;11;Spring;2024;2024-01-22;A-;3,7
2895;1138;10;26;Spring;2024;2024-01-21;C-;1,7
2896;1138;47;22;Spring;2024;2024-01-21;B-;2,7
2897;1138;18;19;Spring;2024;2024-01-21;C+;2,3
2898;1138;29;36;Spring;2024;2024-01-21;C+;2,3
2899;1138;28;28;Spring;2024;2024-01-21;B;3,0
2900;1138;32;4;Spring;2024;2024-01-21;B;3,0
2901;1138;25;4;Fall;2022;2022-08-16;B;3,0
2902;1138;42;14;Fall;2022;2022-08-16;B;3,0
2903;1138;33;13;Fall;2022;2022-08-16;A;4,0
2904;1138;18;19;Fall;2022;2022-08-16;A-;3,7
2905;1138;54;31;Fall;2022;2022-08-16;B-;2,7
2906;1138;50;31;Fall;2022;2022-08-16;C+;2,3
2907;1138;50;31;Fall;2022;2022-08-27;A;4,0
2908;1138;19;27;Fall;2022;2022-08-27;B;3,0
2909;1138;61;24;Fall;2022;2022-08-27;A-;3,7
2910;1138;54;31;Fall;2022;2022-08-27;B+;3,3
2911;1138;47;22;Fall;2022;2022-08-27;C;2,0
2912;1138;16;10;Fall;2022;2022-08-27;A;4,0
2913;1138;6;17;Fall;2020;2020-08-23;C+;2,3
2914;1138;20;11;Fall;2020;2020-08-23;B+;3,3
2915;1138;13;26;Fall;2020;2020-08-23;C+;2,3
2916;1138;38;13;Fall;2020;2020-08-23;C+;2,3
2917;1138;8;1;Fall;2020;2020-08-23;C+;2,3
2918;1138;53;31;Fall;2020;2020-08-23;A;4,0
2919;1138;3;33;Spring;2024;2024-01-26;C;2,0
2920;1138;38;13;Spring;2024;2024-01-26;C-;1,7
2921;1138;18;19;Spring;2024;2024-01-26;B-;2,7
2922;1138;27;20;Spring;2024;2024-01-26;A;4,0
2923;1138;41;30;Spring;2024;2024-01-26;F;0,0
2924;1138;63;40;Spring;2024;2024-01-26;C;2,0
2925;1139;51;31;Fall;2023;2023-08-28;B;3,0
2926;1139;6;17;Fall;2023;2023-08-28;B;3,0
2927;1139;21;19;Fall;2023;2023-08-28;B+;3,3
2928;1139;38;13;Fall;2023;2023-08-28;B-;2,7
2929;1139;44;38;Fall;2023;2023-08-28;D;1,0
2930;1139;61;24;Fall;2023;2023-08-15;A;4,0
2931;1139;56;31;Fall;2023;2023-08-15;D;1,0
2932;1139;63;40;Fall;2023;2023-08-15;B+;3,3
2933;1139;52;23;Fall;2023;2023-08-15;A-;3,7
2934;1139;46;6;Fall;2023;2023-08-15;B;3,0
2935;1139;56;31;Fall;2023;2023-08-21;B;3,0
2936;1139;17;27;Fall;2023;2023-08-21;B;3,0
2937;1139;5;17;Fall;2023;2023-08-21;C;2,0
2938;1139;53;31;Fall;2023;2023-08-21;C;2,0
2939;1139;6;17;Fall;2023;2023-08-21;C+;2,3
2940;1141;41;30;Spring;2024;2024-01-20;A;4,0
2941;1141;64;40;Spring;2024;2024-01-20;A;4,0
2942;1141;9;18;Spring;2024;2024-01-20;B+;3,3
2943;1141;39;37;Spring;2024;2024-01-20;A-;3,7
2944;1141;5;17;Spring;2024;2024-01-20;C+;2,3
2945;1141;56;31;Fall;2022;2022-08-22;B;3,0
2946;1141;49;7;Fall;2022;2022-08-22;A-;3,7
2947;1141;27;20;Fall;2022;2022-08-22;B;3,0
2948;1141;59;24;Fall;2022;2022-08-22;B;3,0
2949;1141;42;14;Fall;2022;2022-08-22;B;3,0
2950;1141;16;10;Spring;2022;2022-01-29;A-;3,7
2951;1141;61;24;Spring;2022;2022-01-29;A-;3,7
2952;1141;51;31;Spring;2022;2022-01-29;B-;2,7
2953;1141;33;13;Spring;2022;2022-01-29;B+;3,3
2954;1141;24;3;Spring;2022;2022-01-29;A-;3,7
2955;1141;59;24;Spring;2024;2024-01-28;B;3,0
2956;1141;37;29;Spring;2024;2024-01-28;C+;2,3
2957;1141;63;40;Spring;2024;2024-01-28;B-;2,7
2958;1141;9;18;Spring;2024;2024-01-28;B+;3,3
2959;1141;51;31;Spring;2024;2024-01-28;C;2,0
2960;1141;21;19;Fall;2024;2024-08-29;B;3,0
2961;1141;49;7;Fall;2024;2024-08-29;B-;2,7
2962;1141;30;28;Fall;2024;2024-08-29;C;2,0
2963;1141;40;5;Fall;2024;2024-08-29;B+;3,3
2964;1141;47;22;Fall;2024;2024-08-29;B;3,0
2965;1141;4;17;Spring;2023;2023-01-23;A-;3,7
2966;1141;43;30;Spring;2023;2023-01-23;B;3,0
2967;1141;21;19;Spring;2023;2023-01-23;A;4,0
2968;1141;17;27;Spring;2023;2023-01-23;A-;3,7
2969;1141;40;5;Spring;2023;2023-01-23;A-;3,7
2970;1142;8;1;Fall;2020;2020-08-30;C-;1,7
2971;1142;40;5;Fall;2020;2020-08-30;C;2,0
2972;1142;55;7;Fall;2020;2020-08-30;C;2,0
2973;1142;37;29;Fall;2020;2020-08-30;B+;3,3
2974;1142;64;40;Fall;2020;2020-08-30;B+;3,3
2975;1142;7;1;Fall;2020;2020-08-30;C;2,0
2976;1142;24;3;Spring;2021;2021-01-17;B;3,0
2977;1142;5;17;Spring;2021;2021-01-17;F;0,0
2978;1142;11;26;Spring;2021;2021-01-17;A-;3,7
2979;1142;57;24;Spring;2021;2021-01-17;B-;2,7
2980;1142;32;4;Spring;2021;2021-01-17;B+;3,3
2981;1142;62;40;Spring;2021;2021-01-17;A-;3,7
2982;1142;42;14;Fall;2024;2024-08-28;C+;2,3
2983;1142;39;37;Fall;2024;2024-08-28;B-;2,7
2984;1142;23;19;Fall;2024;2024-08-28;A-;3,7
2985;1142;15;10;Fall;2024;2024-08-28;B+;3,3
2986;1142;13;26;Fall;2024;2024-08-28;B;3,0
2987;1142;4;17;Fall;2024;2024-08-28;C;2,0
2988;1142;8;1;Spring;2023;2023-01-27;B;3,0
2989;1142;49;7;Spring;2023;2023-01-27;C;2,0
2990;1142;27;20;Spring;2023;2023-01-27;B-;2,7
2991;1142;45;30;Spring;2023;2023-01-27;C+;2,3
2992;1142;61;24;Spring;2023;2023-01-27;D;1,0
2993;1142;51;31;Spring;2023;2023-01-27;B+;3,3
2994;1142;1;25;Fall;2020;2020-08-30;A;4,0
2995;1142;42;14;Fall;2020;2020-08-30;C+;2,3
2996;1142;58;8;Fall;2020;2020-08-30;C;2,0
2997;1142;11;26;Fall;2020;2020-08-30;A-;3,7
2998;1142;14;2;Fall;2020;2020-08-30;C+;2,3
2999;1142;17;27;Fall;2020;2020-08-30;B+;3,3
3000;1143;9;18;Fall;2021;2021-08-26;B+;3,3
3001;1143;47;22;Fall;2021;2021-08-26;B+;3,3
3002;1143;37;29;Fall;2021;2021-08-26;B;3,0
3003;1143;18;19;Fall;2021;2021-08-26;A-;3,7
3004;1143;64;40;Fall;2021;2021-08-26;B+;3,3
3005;1143;35;13;Fall;2021;2021-08-26;A;4,0
3006;1143;8;1;Fall;2022;2022-08-19;A;4,0
3007;1143;24;3;Fall;2022;2022-08-19;B+;3,3
3008;1143;5;17;Fall;2022;2022-08-19;C;2,0
3009;1143;53;31;Fall;2022;2022-08-19;C;2,0
3010;1143;64;40;Fall;2022;2022-08-19;B+;3,3
3011;1143;1;25;Fall;2022;2022-08-19;C;2,0
3012;1143;22;11;Spring;2024;2024-01-29;A;4,0
3013;1143;59;24;Spring;2024;2024-01-29;A-;3,7
3014;1143;18;19;Spring;2024;2024-01-29;B+;3,3
3015;1143;17;27;Spring;2024;2024-01-29;B-;2,7
3016;1143;35;13;Spring;2024;2024-01-29;A;4,0
3017;1143;51;31;Spring;2024;2024-01-29;A-;3,7
3018;1143;28;28;Fall;2021;2021-08-16;B-;2,7
3019;1143;16;10;Fall;2021;2021-08-16;A;4,0
3020;1143;39;37;Fall;2021;2021-08-16;B+;3,3
3021;1143;32;4;Fall;2021;2021-08-16;A-;3,7
3022;1143;22;11;Fall;2021;2021-08-16;B+;3,3
3023;1143;50;31;Fall;2021;2021-08-16;A;4,0
3024;1143;24;3;Spring;2022;2022-01-26;C+;2,3
3025;1143;4;17;Spring;2022;2022-01-26;A-;3,7
3026;1143;6;17;Spring;2022;2022-01-26;B;3,0
3027;1143;54;31;Spring;2022;2022-01-26;B;3,0
3028;1143;18;19;Spring;2022;2022-01-26;A;4,0
3029;1143;64;40;Spring;2022;2022-01-26;A-;3,7
3030;1144;49;7;Fall;2024;2024-08-29;C-;1,7
3031;1144;25;4;Fall;2024;2024-08-29;C-;1,7
3032;1144;58;8;Fall;2024;2024-08-29;A-;3,7
3033;1144;42;14;Fall;2022;2022-08-28;A-;3,7
3034;1144;6;17;Fall;2022;2022-08-28;B+;3,3
3035;1144;49;7;Fall;2022;2022-08-28;A-;3,7
3036;1144;19;27;Fall;2022;2022-08-28;A;4,0
