customer_id;recency;frequency;monetary;first_purchase_date;last_purchase_date;customer_lifetime_days;avg_days_between_purchases;avg_transaction_amount;purchase_trend;spending_trend;is_active_customer;acquisition_channel;favorite_category;registration_month;user_profile
2260;397;15;6841,35;2022-09-13;2023-02-27;383;184,65;92,84;-0,44;-0,55;True;Email;Спорт;2022-11;Рискующие
2261;638;17;10807,40;2022-09-13;2023-02-27;78;54,08;374,37;0,83;0,60;False;Социальные сети;Книги;2022-11;Новые
2262;302;50;1656,43;2022-09-13;2023-02-27;493;74,27;236,58;-0,10;0,81;True;Социальные сети;Электроника;2022-11;Чемпионы
2263;360;37;12699,48;2022-09-14;2023-02-27;385;35,02;357,95;0,80;-0,22;True;Органика;Книги;2022-11;Чемпионы
2264;238;13;11048,98;2022-09-14;2023-02-27;187;139,69;354,20;-0,40;0,13;False;Рефералы;Дом и сад;2022-11;Потенциальные
2265;236;19;3215,17;2022-09-14;2023-02-27;95;192,24;341,04;-0,23;0,41;False;Социальные сети;Электроника;2022-11;Чемпионы
2266;203;30;2222,03;2022-09-14;2023-02-27;600;129,99;99,65;0,89;0,91;True;Социальные сети;Дом и сад;2022-11;Чемпионы
2267;256;45;4778,57;2022-09-14;2023-02-28;337;125,33;159,06;-0,60;0,83;False;Рефералы;Электроника;2022-11;Потенциальные
2268;598;18;14642,26;2022-09-14;2023-02-28;366;112,93;360,18;0,16;-0,89;False;Email;Спорт;2022-11;Потенциальные
2269;235;14;3889,63;2022-09-14;2023-02-28;150;22,25;367,68;-0,22;-0,50;True;Социальные сети;Одежда;2022-11;Рискующие
2270;345;36;6869,10;2022-09-14;2023-02-28;433;147,25;226,58;0,55;-0,90;False;Органика;Одежда;2022-11;Лояльные
2271;534;36;498,80;2022-09-14;2023-02-28;676;122,40;220,81;-0,74;0,23;False;Email;Электроника;2022-11;Потенциальные
2272;466;20;5988,55;2022-09-15;2023-02-28;597;133,99;136,05;-0,13;0,42;False;Email;Книги;2022-11;Рискующие
2273;541;52;8591,23;2022-09-15;2023-02-28;125;180,27;389,89;0,40;-0,38;True;Социальные сети;Электроника;2022-11;Новые
2274;213;19;14299,21;2022-09-15;2023-02-28;143;157,87;148,20;-0,19;0,71;True;Email;Спорт;2022-11;Чемпионы
2275;463;45;7775,20;2022-09-15;2023-02-28;458;157,28;141,10;-0,88;-0,09;False;Email;Книги;2022-11;Лояльные
2276;436;44;12295,65;2022-09-15;2023-03-01;569;185,80;291,43;0,41;1,00;False;Органика;Электроника;2022-11;Потерянные
2277;283;7;8229,56;2022-09-15;2023-03-01;31;198,04;157,71;0,01;-1,00;False;Email;Электроника;2022-11;Новые
2278;562;44;659,74;2022-09-15;2023-03-01;241;118,35;380,41;-0,98;-0,78;False;Социальные сети;Дом и сад;2022-11;Потенциальные
2279;607;53;4759,37;2022-09-15;2023-03-01;609;26,23;83,49;0,23;-0,40;False;Социальные сети;Спорт;2022-11;Новые
2280;463;4;8654,47;2022-09-15;2023-03-01;669;94,53;81,84;0,84;-0,95;False;Рефералы;Спорт;2022-11;Потерянные
2281;407;34;14261,38;2022-09-16;2023-03-01;362;158,58;241,56;-0,78;0,56;False;Контекстная реклама;Одежда;2022-11;Рискующие
2282;88;2;12894,00;2022-09-16;2023-03-01;53;10,41;236,18;0,18;-0,89;False;Рефералы;Дом и сад;2022-11;Потенциальные
2283;44;5;3463,92;2022-09-16;2023-03-01;397;16,09;132,28;0,46;0,50;True;Органика;Книги;2022-11;Потенциальные
2284;461;10;3340,64;2022-09-16;2023-03-02;535;18,10;238,25;-0,86;-0,89;False;Органика;Одежда;2022-11;Лояльные
2285;278;32;3057,54;2022-09-16;2023-03-02;205;147,55;211,73;-0,95;-0,49;True;Социальные сети;Спорт;2022-11;Рискующие
2286;421;42;13841,36;2022-09-16;2023-03-02;458;102,73;364,91;-0,07;0,68;True;Контекстная реклама;Электроника;2022-11;Чемпионы
2287;353;41;12797,36;2022-09-16;2023-03-02;471;76,94;82,96;0,58;0,90;False;Рефералы;Дом и сад;2022-11;Новые
2288;515;13;11634,51;2022-09-16;2023-03-02;577;25,60;392,41;-0,68;-0,17;True;Контекстная реклама;Спорт;2022-11;Потерянные
2289;630;39;5921,39;2022-09-16;2023-03-02;543;147,79;279,81;0,67;0,94;True;Социальные сети;Спорт;2022-11;Лояльные
2290;19;5;7590,49;2022-09-17;2023-03-02;390;67,60;128,59;0,31;0,25;False;Email;Дом и сад;2022-11;Потерянные
2291;23;10;6991,76;2022-09-17;2023-03-02;303;56,74;94,96;-0,34;-0,17;False;Социальные сети;Спорт;2022-11;Лояльные
2292;413;10;3838,30;2022-09-17;2023-03-03;206;132,20;252,19;0,03;0,61;False;Социальные сети;Одежда;2022-11;Потенциальные
2293;30;38;7600,17;2022-09-17;2023-03-03;293;114,01;155,16;0,93;-0,41;False;Контекстная реклама;Дом и сад;2022-11;Новые
2294;108;27;505,92;2022-09-17;2023-03-03;215;75,67;176,37;-0,57;-0,47;True;Органика;Спорт;2022-11;Лояльные
2295;367;51;2020,57;2022-09-17;2023-03-03;556;130,09;158,44;-0,00;0,31;True;Email;Спорт;2022-11;Потенциальные
2296;281;21;13304,51;2022-09-17;2023-03-03;308;57,89;288,06;0,25;-0,22;True;Email;Дом и сад;2022-11;Потенциальные
2297;128;8;11287,61;2022-09-17;2023-03-03;227;159,99;257,13;-0,72;-0,73;False;Органика;Электроника;2022-11;Рискующие
2298;229;1;6371,88;2022-09-17;2023-03-03;378;49,72;104,95;-0,91;-0,87;False;Контекстная реклама;Книги;2022-11;Потенциальные
2299;111;28;7781,40;2022-09-18;2023-03-03;450;35,97;248,49;-0,97;0,58;False;Контекстная реклама;Дом и сад;2022-11;Чемпионы
2300;136;49;5581,48;2022-09-18;2023-03-03;334;157,58;333,18;-0,35;0,35;True;Органика;Электроника;2022-11;Рискующие
2301;362;39;11124,66;2022-09-18;2023-03-04;93;143,04;105,98;-0,85;-0,18;True;Рефералы;Спорт;2022-11;Рискующие
2302;186;14;11773,60;2022-09-18;2023-03-04;319;40,61;364,72;0,61;0,79;False;Контекстная реклама;Одежда;2022-12;Чемпионы
2303;584;21;11461,11;2022-09-18;2023-03-04;47;27,67;265,06;0,99;-0,18;True;Органика;Спорт;2022-12;Чемпионы
2304;129;30;10853,05;2022-09-18;2023-03-04;93;168,49;384,20;-0,88;0,42;False;Рефералы;Спорт;2022-12;Потерянные
2305;261;21;3107,34;2022-09-18;2023-03-04;359;156,44;127,41;-0,13;0,82;True;Социальные сети;Электроника;2022-12;Лояльные
2306;515;49;5102,65;2022-09-18;2023-03-04;46;68,82;397,94;-0,95;0,68;True;Email;Дом и сад;2022-12;Потерянные
2307;449;9;7074,19;2022-09-19;2023-03-04;472;133,35;286,17;-0,73;0,02;True;Органика;Книги;2022-12;Лояльные
2308;104;17;4995,36;2022-09-19;2023-03-04;170;29,21;261,60;-0,35;0,36;False;Контекстная реклама;Книги;2022-12;Потерянные
2309;483;5;11336,36;2022-09-19;2023-03-05;337;103,87;244,89;-0,21;-0,17;True;Email;Дом и сад;2022-12;Чемпионы
2310;224;31;4973,84;2022-09-19;2023-03-05;473;8,65;87,57;0,88;0,29;True;Рефералы;Дом и сад;2022-12;Лояльные
2311;491;52;2116,57;2022-09-19;2023-03-05;525;81,36;380,68;-0,21;-0,48;False;Email;Одежда;2022-12;Чемпионы
2312;473;40;6015,65;2022-09-19;2023-03-05;455;19,59;286,08;-0,01;-0,13;False;Органика;Дом и сад;2022-12;Чемпионы
2313;10;38;14699,72;2022-09-19;2023-03-05;504;97,65;109,32;-0,51;-0,58;False;Социальные сети;Одежда;2022-12;Потерянные
2314;405;43;3426,93;2022-09-19;2023-03-05;274;87,23;86,70;-1,00;-0,92;True;Рефералы;Дом и сад;2022-12;Потенциальные
2315;302;19;9201,77;2022-09-19;2023-03-05;479;91,66;96,25;0,80;0,18;False;Рефералы;Одежда;2022-12;Лояльные
2316;231;36;6522,95;2022-09-20;2023-03-05;380;13,84;275,01;-0,84;0,73;True;Рефералы;Дом и сад;2022-12;Рискующие
2317;66;50;1111,82;2022-09-20;2023-03-06;628;75,52;276,48;0,93;-0,95;True;Email;Дом и сад;2022-12;Рискующие
2318;112;33;7343,76;2022-09-20;2023-03-06;190;152,51;239,89;-0,74;-0,61;False;Социальные сети;Книги;2022-12;Лояльные
2319;13;13;10547,36;2022-09-20;2023-03-06;169;76,94;178,17;0,21;-0,08;True;Органика;Спорт;2022-12;Лояльные
2320;393;14;7722,64;2022-09-20;2023-03-06;522;144,46;250,16;1,00;0,33;False;Органика;Спорт;2022-12;Лояльные
2321;500;33;13087,99;2022-09-20;2023-03-06;617;77,05;245,22;-0,72;-0,66;False;Email;Одежда;2022-12;Лояльные
2322;598;29;4369,61;2022-09-20;2023-03-06;560;87,53;86,21;-0,15;-0,89;True;Органика;Электроника;2022-12;Потенциальные
2323;234;43;1339,43;2022-09-20;2023-03-06;422;114,96;170,39;0,56;0,04;True;Органика;Книги;2022-12;Чемпионы
2324;602;49;14051,66;2022-09-20;2023-03-06;430;190,38;97,02;-0,94;0,64;False;Социальные сети;Дом и сад;2022-12;Лояльные
2325;314;36;5704,04;2022-09-21;2023-03-06;79;26,23;368,05;0,38;-0,93;False;Email;Книги;2022-12;Потерянные
2326;566;44;8667,26;2022-09-21;2023-03-07;324;11,42;312,07;-0,84;-0,30;False;Email;Электроника;2022-12;Лояльные
2327;12;10;11890,45;2022-09-21;2023-03-07;454;123,55;398,76;-0,53;0,33;False;Рефералы;Книги;2022-12;Чемпионы
2328;209;31;4898,49;2022-09-21;2023-03-07;41;190,07;176,69;-0,68;-0,74;False;Органика;Электроника;2022-12;Чемпионы
2329;14;6;10756,66;2022-09-21;2023-03-07;364;198,00;361,12;0,81;-0,53;True;Контекстная реклама;Электроника;2022-12;Чемпионы
2330;633;1;2074,51;2022-09-21;2023-03-07;44;99,41;272,98;-0,64;0,07;False;Социальные сети;Электроника;2022-12;Потерянные
2331;418;7;4404,84;2022-09-21;2023-03-07;57;96,28;225,00;-0,92;0,91;True;Социальные сети;Электроника;2022-12;Новые
2332;437;27;2213,42;2022-09-21;2023-03-07;417;130,77;151,22;0,18;-0,43;False;Контекстная реклама;Электроника;2022-12;Рискующие
2333;377;21;12177,90;2022-09-21;2023-03-07;321;113,35;316,29;-0,31;-0,02;True;Рефералы;Дом и сад;2022-12;Потерянные
2334;20;28;3378,61;2022-09-22;2023-03-08;279;128,65;369,33;-0,19;-0,20;False;Контекстная реклама;Книги;2022-12;Лояльные
2335;587;16;10775,18;2022-09-22;2023-03-08;534;175,43;155,30;-0,76;0,79;True;Контекстная реклама;Спорт;2022-12;Потенциальные
2336;70;46;14152,31;2022-09-22;2023-03-08;127;150,53;136,12;0,50;-0,86;False;Рефералы;Спорт;2022-12;Потенциальные
2337;211;23;7940,19;2022-09-22;2023-03-08;366;101,89;302,79;0,20;0,13;False;Контекстная реклама;Дом и сад;2022-12;Чемпионы
2338;101;52;8123,44;2022-09-22;2023-03-08;68;95,06;392,63;-0,27;0,69;False;Рефералы;Одежда;2022-12;Потенциальные
2339;132;20;6942,45;2022-09-22;2023-03-08;67;129,72;319,99;-0,66;0,98;False;Органика;Электроника;2022-12;Рискующие
2340;623;38;4922,06;2022-09-22;2023-03-08;329;93,86;171,07;0,19;0,40;False;Рефералы;Книги;2022-12;Лояльные
2341;381;54;7161,04;2022-09-22;2023-03-08;208;94,27;214,39;0,56;-0,24;True;Email;Электроника;2022-12;Потенциальные
2342;132;25;9061,97;2022-09-22;2023-03-09;638;8,18;202,98;-0,38;-0,18;False;Email;Электроника;2022-12;Рискующие
2343;20;28;14790,57;2022-09-23;2023-03-09;498;38,94;352,67;-0,95;-0,30;False;Контекстная реклама;Спорт;2022-12;Рискующие
2344;536;5;14069,58;2022-09-23;2023-03-09;311;100,26;326,84;-0,57;0,21;True;Email;Электроника;2022-12;Новые
2345;227;21;12939,19;2022-09-23;2023-03-09;193;165,42;268,47;0,36;0,48;False;Рефералы;Книги;2022-12;Новые
2346;154;18;13342,50;2022-09-23;2023-03-09;482;59,35;167,99;0,98;0,64;False;Органика;Книги;2022-12;Потенциальные
2347;469;47;7044,35;2022-09-23;2023-03-09;126;106,92;380,16;-0,97;-0,17;False;Рефералы;Спорт;2022-12;Рискующие
2348;405;6;9878,79;2022-09-23;2023-03-09;338;72,27;289,06;-0,39;0,43;True;Социальные сети;Дом и сад;2022-12;Чемпионы
2349;202;29;13431,25;2022-09-23;2023-03-09;291;25,44;390,55;-0,88;0,83;False;Контекстная реклама;Спорт;2022-12;Новые
2350;38;19;5924,61;2022-09-23;2023-03-09;322;191,87;265,64;-0,37;0,84;True;Органика;Спорт;2022-12;Рискующие
2351;188;33;14428,35;2022-09-23;2023-03-10;278;171,66;342,78;-0,19;0,41;False;Контекстная реклама;Электроника;2022-12;Новые
2352;57;1;6266,00;2022-09-24;2023-03-10;274;20,31;340,19;0,84;0,27;False;Социальные сети;Одежда;2022-12;Лояльные
2353;20;45;9036,19;2022-09-24;2023-03-10;280;145,36;187,95;-0,84;0,06;False;Email;Дом и сад;2022-12;Рискующие
2354;273;3;10661,58;2022-09-24;2023-03-10;152;72,78;388,49;0,55;-0,63;False;Социальные сети;Дом и сад;2022-12;Рискующие
2355;119;42;14261,35;2022-09-24;2023-03-10;354;199,00;87,02;-0,21;-0,75;True;Email;Дом и сад;2022-12;Потерянные
2356;583;21;3707,01;2022-09-24;2023-03-10;530;63,97;325,99;0,62;-0,03;False;Контекстная реклама;Электроника;2022-12;Лояльные
2357;516;35;11204,66;2022-09-24;2023-03-10;95;51,55;388,98;0,03;-0,68;True;Контекстная реклама;Спорт;2022-12;Потерянные
2358;221;41;7836,19;2022-09-24;2023-03-10;88;115,74;188,45;-0,92;0,15;True;Контекстная реклама;Электроника;2022-12;Новые
2359;526;40;4064,93;2022-09-24;2023-03-11;527;167,85;287,40;0,89;0,29;True;Рефералы;Книги;2022-12;Лояльные
2360;515;3;11660,27;2022-09-25;2023-03-11;402;42,54;259,91;-0,83;0,05;True;Органика;Одежда;2022-12;Потенциальные
2361;336;25;8305,72;2022-09-25;2023-03-11;295;143,33;323,68;0,20;-0,93;False;Рефералы;Одежда;2022-12;Чемпионы
2362;55;45;9931,56;2022-09-25;2023-03-11;682;16,97;357,18;0,76;-0,88;False;Социальные сети;Электроника;2022-12;Новые
2363;500;38;4877,37;2022-09-25;2023-03-11;265;184,19;272,97;-0,84;-0,77;False;Органика;Спорт;2022-12;Рискующие
2364;536;45;7245,05;2022-09-25;2023-03-11;247;20,81;341,09;0,11;-0,69;True;Контекстная реклама;Дом и сад;2022-12;Потенциальные
2365;162;20;9279,45;2022-09-25;2023-03-11;556;183,28;179,93;0,65;0,98;False;Контекстная реклама;Книги;2022-12;Новые
2366;594;52;6103,42;2022-09-25;2023-03-11;470;100,71;153,15;0,97;-0,31;False;Контекстная реклама;Книги;2022-12;Чемпионы
2367;159;44;3015,67;2022-09-25;2023-03-12;679;92,38;217,81;0,45;-0,42;False;Email;Одежда;2022-12;Рискующие
2368;188;45;14426,53;2022-09-25;2023-03-12;435;194,79;296,88;-0,44;-0,90;False;Социальные сети;Спорт;2022-12;Лояльные
2369;60;34;7696,44;2022-09-26;2023-03-12;630;198,12;139,92;0,40;0,27;False;Рефералы;Дом и сад;2022-12;Чемпионы
2370;319;21;11022,11;2022-09-26;2023-03-12;618;131,78;297,71;0,41;0,30;False;Социальные сети;Одежда;2022-12;Потерянные
2371;211;48;6195,16;2022-09-26;2023-03-12;677;29,79;206,11;0,40;-0,65;True;Email;Спорт;2022-12;Новые
2372;406;23;5359,22;2022-09-26;2023-03-12;498;103,70;334,58;0,71;0,84;True;Email;Дом и сад;2022-12;Рискующие
2373;109;6;6137,11;2022-09-26;2023-03-12;139;108,19;91,79;-0,83;0,60;False;Социальные сети;Электроника;2022-12;Новые
2374;76;51;6167,49;2022-09-26;2023-03-12;382;105,32;293,75;-0,78;-0,54;False;Email;Спорт;2022-12;Чемпионы
2375;542;53;8185,49;2022-09-26;2023-03-12;120;116,05;287,94;0,28;-0,03;False;Органика;Книги;2022-12;Рискующие
2376;314;13;8174,87;2022-09-26;2023-03-13;443;8,65;381,10;0,91;-0,08;False;Контекстная реклама;Спорт;2022-12;Чемпионы
2377;117;49;7482,45;2022-09-26;2023-03-13;102;143,69;308,28;-0,07;-0,30;False;Рефералы;Спорт;2022-12;Новые
2378;19;23;2065,05;2022-09-27;2023-03-13;576;143,92;334,82;0,92;0,64;False;Email;Спорт;2022-12;Потерянные
2379;432;9;7466,33;2022-09-27;2023-03-13;327;27,52;369,47;0,88;-0,78;True;Рефералы;Дом и сад;2022-12;Рискующие
2380;350;17;2578,10;2022-09-27;2023-03-13;674;116,20;296,02;0,81;-0,17;False;Контекстная реклама;Дом и сад;2022-12;Рискующие
2381;183;2;1935,73;2022-09-27;2023-03-13;312;115,83;172,85;0,82;-0,14;True;Социальные сети;Электроника;2022-12;Рискующие
2382;113;19;13993,05;2022-09-27;2023-03-13;534;138,08;358,33;0,80;-0,06;True;Контекстная реклама;Электроника;2022-12;Новые
2383;183;19;9094,00;2022-09-27;2023-03-13;227;21,65;319,22;0,64;0,72;False;Рефералы;Дом и сад;2022-12;Потенциальные
2384;481;7;9909,38;2022-09-27;2023-03-14;61;127,17;215,82;0,39;-0,56;True;Органика;Дом и сад;2022-12;Потерянные
2385;146;54;6056,82;2022-09-27;2023-03-14;677;59,75;307,37;-0,95;-0,79;True;Социальные сети;Одежда;2022-12;Новые
2386;628;42;13639,26;2022-09-27;2023-03-14;370;103,87;357,66;-0,74;0,24;True;Email;Спорт;2022-12;Лояльные
2387;113;42;9587,06;2022-09-28;2023-03-14;687;155,80;392,21;-0,73;-0,65;True;Органика;Спорт;2022-12;Потенциальные
2388;476;20;11549,09;2022-09-28;2023-03-14;363;142,60;384,75;-0,95;-0,85;True;Контекстная реклама;Книги;2022-12;Новые
2389;303;9;5560,01;2022-09-28;2023-03-14;172;28,19;184,10;-0,77;-0,15;True;Рефералы;Дом и сад;2022-12;Лояльные
2390;118;17;14402,18;2022-09-28;2023-03-14;439;120,28;214,94;0,84;-0,56;False;Рефералы;Дом и сад;2022-12;Чемпионы
2391;161;27;12315,90;2022-09-28;2023-03-14;73;193,98;115,05;0,33;-0,28;False;Рефералы;Электроника;2022-12;Лояльные
2392;401;47;12816,53;2022-09-28;2023-03-15;61;35,57;159,21;-0,38;-0,48;False;Контекстная реклама;Электроника;2022-12;Потерянные
2393;198;2;2624,30;2022-09-28;2023-03-15;57;171,32;362,37;0,59;-0,81;False;Социальные сети;Спорт;2022-12;Рискующие
2394;260;36;4100,90;2022-09-28;2023-03-15;452;142,00;195,47;-0,02;0,12;False;Email;Спорт;2022-12;Потерянные
2395;47;19;4320,12;2022-09-28;2023-03-15;520;155,93;278,58;-0,72;-0,95;True;Органика;Дом и сад;2022-12;Потенциальные
2396;399;17;4100,09;2022-09-29;2023-03-15;189;59,98;293,11;0,77;0,93;True;Контекстная реклама;Спорт;2022-12;Новые
2397;559;5;12838,35;2022-09-29;2023-03-15;236;61,14;330,19;-0,32;-0,32;False;Рефералы;Дом и сад;2022-12;Потерянные
2398;78;39;526,68;2022-09-29;2023-03-15;47;181,67;138,50;0,40;0,39;False;Email;Книги;2022-12;Новые
2399;124;18;1187,69;2022-09-29;2023-03-15;132;75,17;177,54;-0,42;0,62;True;Рефералы;Книги;2022-12;Рискующие
2400;75;53;4145,03;2022-09-29;2023-03-15;611;17,29;223,47;0,00;-0,44;True;Контекстная реклама;Одежда;2022-12;Потенциальные
2401;137;54;3038,10;2022-09-29;2023-03-16;660;122,12;196,75;0,63;0,50;False;Рефералы;Электроника;2022-12;Потенциальные
2402;602;7;3516,30;2022-09-29;2023-03-16;680;29,34;394,53;-0,69;0,66;False;Контекстная реклама;Одежда;2022-12;Потерянные
2403;400;17;11979,25;2022-09-29;2023-03-16;261;160,34;347,18;0,95;-0,52;False;Рефералы;Книги;2022-12;Рискующие
2404;505;39;8468,74;2022-09-29;2023-03-16;689;130,14;233,50;-0,86;0,98;True;Контекстная реклама;Спорт;2022-12;Потенциальные
2405;500;36;136,27;2022-09-30;2023-03-16;453;175,57;361,37;0,07;-0,96;False;Рефералы;Электроника;2022-12;Рискующие
2406;573;40;6468,38;2022-09-30;2023-03-16;576;158,04;191,25;0,83;-0,57;False;Email;Электроника;2022-12;Лояльные
2407;138;45;6147,88;2022-09-30;2023-03-16;268;26,86;331,47;0,89;0,56;False;Email;Одежда;2022-12;Потерянные
2408;50;4;1753,48;2022-09-30;2023-03-16;363;79,31;151,58;-0,54;-0,61;False;Рефералы;Электроника;2022-12;Рискующие
2409;619;38;10158,32;2022-09-30;2023-03-17;178;156,04;327,14;-0,71;0,40;False;Рефералы;Книги;2022-12;Новые
2410;625;25;10546,35;2022-09-30;2023-03-17;652;86,38;226,07;0,45;0,71;False;Контекстная реклама;Спорт;2022-12;Чемпионы
2411;254;5;10827,35;2022-09-30;2023-03-17;437;194,61;114,40;-0,92;0,92;False;Контекстная реклама;Одежда;2022-12;Лояльные
2412;630;30;10940,64;2022-09-30;2023-03-17;46;148,47;167,44;-0,03;-0,05;True;Контекстная реклама;Спорт;2022-12;Потерянные
2413;563;12;50,79;2022-10-01;2023-03-17;255;8,02;208,73;0,59;0,94;False;Социальные сети;Одежда;2022-12;Потерянные
2414;426;4;14311,12;2022-10-01;2023-03-17;681;176,60;319,77;0,12;-0,18;False;Рефералы;Дом и сад;2022-12;Потерянные
2415;547;24;12222,42;2022-10-01;2023-03-17;685;24,66;103,35;-0,62;-0,56;False;Рефералы;Электроника;2022-12;Новые
2416;302;29;13564,53;2022-10-01;2023-03-17;289;32,40;291,06;-0,03;0,03;False;Рефералы;Дом и сад;2022-12;Лояльные
2417;581;9;283,87;2022-10-01;2023-03-18;633;148,23;309,12;0,84;0,30;False;Рефералы;Электроника;2022-12;Новые
2418;349;4;14011,19;2022-10-01;2023-03-18;203;173,67;289,25;0,23;-0,08;False;Контекстная реклама;Дом и сад;2022-12;Потенциальные
2419;49;51;12156,34;2022-10-01;2023-03-18;234;109,59;323,41;0,44;0,13;True;Контекстная реклама;Спорт;2022-12;Рискующие
2420;74;24;12566,43;2022-10-01;2023-03-18;444;61,36;137,01;-0,33;-0,17;True;Социальные сети;Книги;2022-12;Новые
2421;261;14;1444,65;2022-10-01;2023-03-18;537;73,51;267,87;-0,62;0,05;False;Контекстная реклама;Одежда;2022-12;Новые
2422;356;5;11094,73;2022-10-02;2023-03-18;182;71,86;381,17;-0,49;0,91;True;Рефералы;Электроника;2022-12;Потенциальные
2423;582;18;14400,75;2022-10-02;2023-03-18;132;68,70;275,45;0,07;-0,00;False;Рефералы;Одежда;2022-12;Чемпионы
2424;602;42;10194,28;2022-10-02;2023-03-18;94;52,37;275,63;-0,44;-0,49;True;Органика;Книги;2022-12;Чемпионы
2425;260;19;8579,89;2022-10-02;2023-03-18;146;123,73;315,66;0,08;0,52;False;Контекстная реклама;Дом и сад;2022-12;Рискующие
2426;638;12;14187,16;2022-10-02;2023-03-19;694;180,58;186,63;0,42;-0,32;False;Органика;Спорт;2022-12;Потенциальные
2427;295;18;6671,91;2022-10-02;2023-03-19;185;64,88;304,15;0,47;0,63;True;Рефералы;Одежда;2022-12;Лояльные
2428;313;17;9009,44;2022-10-02;2023-03-19;111;41,41;373,19;-0,67;-0,89;False;Контекстная реклама;Дом и сад;2022-12;Новые
2429;612;30;7171,26;2022-10-02;2023-03-19;547;168,52;83,49;0,50;-0,34;False;Рефералы;Электроника;2022-12;Рискующие
2430;182;24;13996,05;2022-10-02;2023-03-19;96;149,65;358,44;0,35;-0,81;True;Органика;Одежда;2022-12;Чемпионы
2431;364;11;1187,47;2022-10-03;2023-03-19;267;186,51;149,96;-0,98;-0,83;True;Органика;Одежда;2022-12;Лояльные
2432;188;35;7541,74;2022-10-03;2023-03-19;613;37,28;225,90;-0,88;0,32;False;Email;Электроника;2022-12;Потерянные
2433;569;23;10319,94;2022-10-03;2023-03-19;636;33,13;352,75;0,29;-0,23;True;Email;Книги;2022-12;Потенциальные
2434;543;17;11889,00;2022-10-03;2023-03-20;355;110,58;343,65;-0,23;0,74;False;Контекстная реклама;Дом и сад;2022-12;Потерянные
2435;596;1;8766,13;2022-10-03;2023-03-20;619;124,81;365,42;-0,71;0,03;True;Контекстная реклама;Одежда;2022-12;Новые
2436;548;15;13638,32;2022-10-03;2023-03-20;96;98,63;380,93;-0,91;-0,41;True;Контекстная реклама;Дом и сад;2022-12;Потерянные
2437;408;32;14132,77;2022-10-03;2023-03-20;205;121,80;223,09;-0,68;0,44;True;Контекстная реклама;Спорт;2022-12;Потерянные
2438;618;9;1011,57;2022-10-03;2023-03-20;507;40,17;290,04;0,92;0,25;True;Контекстная реклама;Дом и сад;2022-12;Новые
2439;414;15;6065,44;2022-10-03;2023-03-20;284;98,52;204,95;0,46;0,60;True;Контекстная реклама;Дом и сад;2022-12;Чемпионы
2440;342;28;400,71;2022-10-04;2023-03-20;92;133,33;192,23;0,06;0,29;False;Контекстная реклама;Электроника;2022-12;Потерянные
2441;220;24;4974,78;2022-10-04;2023-03-20;432;89,38;218,11;0,88;-0,67;True;Органика;Дом и сад;2022-12;Чемпионы
2442;163;35;8076,18;2022-10-04;2023-03-21;221;137,49;317,78;0,24;0,34;True;Органика;Книги;2022-12;Рискующие
2443;220;22;13666,38;2022-10-04;2023-03-21;358;92,98;240,46;0,45;-0,22;True;Органика;Дом и сад;2022-12;Потерянные
2444;270;27;12705,99;2022-10-04;2023-03-21;100;70,05;340,50;-0,43;-0,07;False;Рефералы;Спорт;2022-12;Потерянные
2445;632;19;1956,12;2022-10-04;2023-03-21;92;64,20;318,47;0,18;0,84;False;Социальные сети;Дом и сад;2022-12;Новые
2446;400;45;1440,80;2022-10-04;2023-03-21;326;85,13;86,55;-0,71;-0,28;False;Рефералы;Электроника;2022-12;Новые
2447;182;12;8859,55;2022-10-04;2023-03-21;274;9,50;281,68;-0,19;0,22;True;Контекстная реклама;Спорт;2022-12;Потерянные
2448;618;20;8005,16;2022-10-04;2023-03-21;548;135,36;219,70;-0,93;-0,27;False;Социальные сети;Электроника;2022-12;Потерянные
2449;205;1;4032,35;2022-10-05;2023-03-21;422;169,80;226,12;-0,57;-0,81;False;Органика;Книги;2022-12;Новые
2450;582;21;13496,82;2022-10-05;2023-03-21;630;74,15;341,88;-0,85;-0,09;False;Органика;Книги;2022-12;Новые
2451;556;49;13914,13;2022-10-05;2023-03-22;206;13,98;255,23;-0,22;0,19;True;Email;Электроника;2022-12;Лояльные
2452;228;45;6069,04;2022-10-05;2023-03-22;233;197,42;363,40;0,69;-0,18;False;Контекстная реклама;Книги;2022-12;Потенциальные
2453;619;1;13360,02;2022-10-05;2023-03-22;675;56,42;308,10;-0,24;-0,22;True;Контекстная реклама;Электроника;2022-12;Лояльные
2454;596;10;5790,04;2022-10-05;2023-03-22;623;29,69;256,91;0,66;0,64;True;Email;Одежда;2022-12;Потерянные
2455;250;47;11065,41;2022-10-05;2023-03-22;562;77,10;321,45;0,31;-0,94;True;Рефералы;Дом и сад;2022-12;Потенциальные
2456;441;32;7165,34;2022-10-05;2023-03-22;157;149,02;92,27;0,02;-0,41;False;Email;Одежда;2022-12;Лояльные
2457;533;39;1882,62;2022-10-05;2023-03-22;224;62,31;88,67;-0,53;0,62;True;Контекстная реклама;Книги;2022-12;Рискующие
2458;196;22;13922,62;2022-10-06;2023-03-22;223;117,07;106,67;0,84;0,84;False;Органика;Электроника;2022-12;Потенциальные
2459;519;18;6838,74;2022-10-06;2023-03-23;213;86,03;220,02;-0,89;-0,18;False;Email;Электроника;2022-12;Новые
