customer_id;recency;frequency;monetary;first_purchase_date;last_purchase_date;customer_lifetime_days;avg_days_between_purchases;avg_transaction_amount;purchase_trend;spending_trend;is_active_customer;acquisition_channel;favorite_category;registration_month;user_profile;customer_age_months;dominant_season;seasonal_concentration;is_weekend_buyer;price_sensitivity;brand_loyalty_score;r_score;f_score;m_score;rfm_score;rfm_segment;cohort_month;cohort_retention_rate;cohort_avg_ltv;cohort_size;predicted_ltv;churn_risk_score;cluster
2743;301;34;10818,83;2022-11-07;2023-04-26;330;141,71;274,73;-0,60;0,54;True;Email;Одежда;2023-02;Чемпионы;21,55;Зима;0,36;True;0,61;0,41;3;4;4;344;Лояльные клиенты;2023-02;0,31;2626,82;273;23686,96;0,73;0
2744;343;53;7965,06;2022-11-07;2023-04-26;467;148,72;194,36;0,37;0,07;False;Органика;Спорт;2023-02;Рискующие;4,81;Зима;0,04;False;0,10;0,47;3;5;3;353;Потерянные;2023-02;0,16;5100,65;327;28083,86;0,08;2
2745;431;15;5962,56;2022-11-07;2023-04-26;129;134,14;328,01;0,65;0,01;False;Рефералы;Спорт;2023-02;Лояльные;5,33;Осень;0,25;False;0,50;0,25;2;2;2;222;Потерянные;2023-02;0,87;4972,53;368;16736,85;0,74;1
2746;424;32;4868,96;2022-11-07;2023-04-26;509;111,69;288,53;0,43;-0,85;False;Органика;Книги;2023-02;Новые;15,93;Осень;0,26;False;0,46;0,54;2;3;2;232;Потерянные;2023-02;0,87;3863,75;333;4994,87;0,48;3
2747;332;26;9175,39;2022-11-07;2023-04-26;444;176,92;155,01;0,29;-0,52;True;Контекстная реклама;Дом и сад;2023-02;Новые;2,46;Осень;0,72;False;0,11;0,50;3;3;4;334;Потерянные;2023-02;0,59;4763,18;267;21433,25;0,12;1
2748;438;48;14089,68;2022-11-07;2023-04-26;194;92,54;126,70;0,83;0,56;True;Органика;Одежда;2023-02;Лояльные;10,91;Весна;0,51;True;0,44;0,94;2;5;5;255;Потерянные;2023-02;0,93;4062,39;94;12597,17;0,89;4
2749;588;31;10092,59;2022-11-08;2023-04-26;667;16,92;281,30;-0,88;0,78;True;Органика;Электроника;2023-02;Чемпионы;5,13;Лето;0,16;False;0,68;0,51;1;3;4;134;Потерянные;2023-02;0,42;1577,27;454;16173,43;0,68;3
2750;174;19;1167,45;2022-11-08;2023-04-26;331;169,69;224,15;-0,67;0,06;False;Рефералы;Спорт;2023-02;Потерянные;13,70;Осень;0,80;False;0,59;0,78;4;2;1;421;Потенциально лояльные;2023-02;0,26;5628,74;252;18991,05;0,17;1
2751;559;9;6937,24;2022-11-08;2023-04-27;150;136,43;134,07;-0,17;-0,29;False;Рефералы;Спорт;2023-02;Потерянные;19,36;Лето;0,61;True;0,46;0,61;1;1;3;113;Потерянные;2023-02;0,37;3501,51;76;21666,03;0,53;0
2752;527;29;13367,82;2022-11-08;2023-04-27;117;170,61;184,44;-0,26;-0,88;False;Органика;Одежда;2023-02;Рискующие;1,02;Зима;0,27;True;0,36;0,23;1;3;5;135;Нуждающиеся во внимании;2023-02;0,21;4702,24;156;19373,88;0,33;0
2753;26;54;1462,21;2022-11-08;2023-04-27;246;32,02;176,97;-0,16;0,36;False;Органика;Спорт;2023-02;Рискующие;9,92;Осень;0,22;False;0,06;0,05;5;5;1;551;Потерянные;2023-02;0,84;5375,67;312;7369,67;0,71;2
2754;605;51;14833,69;2022-11-08;2023-04-27;602;11,00;114,60;-0,59;-0,44;True;Email;Одежда;2023-02;Чемпионы;17,54;Осень;0,92;False;0,96;0,70;1;5;5;155;Нуждающиеся во внимании;2023-02;0,78;5396,48;279;22570,89;0,63;0
2755;406;39;14238,59;2022-11-08;2023-04-27;208;187,20;255,01;-0,70;-0,89;False;Контекстная реклама;Электроника;2023-02;Новые;8,21;Осень;0,64;False;0,40;0,80;2;4;5;245;Рискуем потерять;2023-02;0,27;5665,79;412;24316,59;0,19;0
2756;232;4;1220,20;2022-11-08;2023-04-27;192;33,81;324,37;0,02;0,33;False;Email;Электроника;2023-02;Новые;1,00;Лето;0,81;True;0,42;0,87;4;1;1;411;Потенциально лояльные;2023-02;0,59;4236,91;378;1611,37;0,24;2
2757;533;3;14004,53;2022-11-08;2023-04-27;622;162,88;264,15;0,86;-0,03;True;Рефералы;Одежда;2023-02;Потерянные;14,19;Весна;0,23;True;0,13;0,68;1;1;5;115;Потерянные;2023-02;0,35;4166,35;352;9590,23;0,70;3
2758;550;29;5478,83;2022-11-09;2023-04-27;199;165,53;344,41;-0,22;-0,98;False;Email;Спорт;2023-02;Потерянные;2,88;Весна;0,59;False;0,53;0,43;1;3;2;132;Потерянные;2023-02;0,22;2198,21;353;29345,05;0,68;1
2759;505;52;12678,40;2022-11-09;2023-04-28;330;143,20;120,82;-0,91;-0,78;True;Email;Книги;2023-02;Потенциальные;8,88;Зима;0,05;True;0,98;0,49;2;5;5;255;Потерянные;2023-02;0,32;2570,79;172;5742,95;0,31;3
2760;179;11;6304,83;2022-11-09;2023-04-28;403;30,60;219,40;0,41;0,40;True;Органика;Книги;2023-02;Лояльные;23,77;Лето;0,59;False;0,25;0,76;4;1;3;413;Новые клиенты;2023-02;0,64;4017,02;403;5893,20;0,48;1
2761;132;33;6640,78;2022-11-09;2023-04-28;232;135,14;275,01;-0,42;-0,87;False;Органика;Дом и сад;2023-02;Потерянные;9,55;Осень;0,20;False;0,31;0,18;4;3;3;433;Потерянные;2023-02;0,69;2253,48;428;17944,07;0,47;0
2762;455;38;9531,93;2022-11-09;2023-04-28;76;178,37;296,32;-0,51;0,73;False;Контекстная реклама;Книги;2023-02;Лояльные;20,23;Весна;0,67;False;0,24;0,45;2;4;4;244;Рискуем потерять;2023-02;0,27;2794,44;348;10475,77;0,12;4
2763;348;11;11628,44;2022-11-09;2023-04-28;492;87,98;302,65;-0,35;-0,38;False;Социальные сети;Спорт;2023-02;Потерянные;20,64;Зима;0,93;True;0,87;0,05;3;1;4;314;Потерянные;2023-02;0,80;1830,99;75;19885,07;0,62;2
2764;540;27;555,15;2022-11-09;2023-04-28;699;85,64;313,27;0,45;-0,82;True;Социальные сети;Книги;2023-02;Новые;6,31;Весна;0,46;False;0,48;0,11;1;3;1;131;Потерянные;2023-02;0,62;4753,13;375;8248,03;0,26;3
2765;406;33;8917,68;2022-11-09;2023-04-28;437;91,36;288,46;0,64;0,52;False;Email;Дом и сад;2023-02;Лояльные;14,29;Лето;0,31;True;0,82;0,23;2;3;4;234;Рискуем потерять;2023-02;0,49;4155,23;381;13067,02;0,46;1
2766;76;21;2841,66;2022-11-09;2023-04-28;223;21,04;110,15;0,18;0,05;False;Контекстная реклама;Электроника;2023-02;Чемпионы;22,74;Зима;0,12;True;0,85;0,63;5;2;1;521;Потерянные;2023-02;0,68;4619,28;427;29953,76;0,07;4
2767;579;39;5221,95;2022-11-10;2023-04-29;456;178,94;302,50;-0,36;-0,39;False;Контекстная реклама;Одежда;2023-02;Рискующие;14,55;Лето;0,67;True;0,75;0,92;1;4;2;142;Потерянные;2023-02;0,40;3223,18;302;11516,50;0,61;1
2768;492;31;5252,13;2022-11-10;2023-04-29;346;174,49;311,93;-0,38;-0,19;False;Рефералы;Книги;2023-02;Потерянные;19,52;Зима;0,58;False;0,26;0,36;2;3;2;232;Потерянные;2023-02;0,34;4678,83;299;3041,89;0,84;2
2769;194;38;7062,45;2022-11-10;2023-04-29;508;199,59;397,91;-0,75;-0,96;False;Органика;Одежда;2023-02;Потенциальные;11,10;Лето;0,54;True;0,04;0,50;4;4;3;443;Потерянные;2023-02;0,93;3328,34;470;22401,87;0,57;3
2770;162;46;5045,34;2022-11-10;2023-04-29;450;119,11;301,88;0,87;0,33;True;Рефералы;Одежда;2023-02;Чемпионы;17,26;Осень;0,94;False;0,14;0,57;4;5;2;452;Потерянные;2023-02;0,91;3663,72;170;17863,00;0,60;2
2771;347;2;1655,05;2022-11-10;2023-04-29;298;151,48;299,79;0,28;-0,27;False;Социальные сети;Электроника;2023-02;Чемпионы;0,52;Осень;0,98;True;0,70;0,28;3;1;1;311;Новые клиенты;2023-02;0,53;1636,34;99;13615,09;0,67;3
2772;361;27;2227,15;2022-11-10;2023-04-29;510;44,52;244,74;-0,95;0,43;False;Контекстная реклама;Дом и сад;2023-02;Чемпионы;18,90;Лето;0,72;False;0,74;0,69;3;3;1;331;Потерянные;2023-02;0,64;1182,16;349;27307,27;0,20;2
2773;584;36;549,90;2022-11-10;2023-04-29;292;135,17;357,74;0,32;0,26;True;Социальные сети;Спорт;2023-02;Лояльные;16,12;Лето;0,20;True;0,77;0,21;1;4;1;141;Потерянные;2023-02;0,69;4725,17;281;4825,51;0,07;3
2774;87;11;7080,22;2022-11-10;2023-04-29;455;131,70;398,99;-0,11;0,30;False;Органика;Спорт;2023-02;Рискующие;8,61;Весна;0,95;True;0,24;0,19;5;1;3;513;Потерянные;2023-02;0,69;5453,02;176;14947,12;0,85;0
2775;262;47;14318,99;2022-11-10;2023-04-29;195;180,74;329,29;0,95;0,59;False;Органика;Спорт;2023-02;Потенциальные;10,01;Весна;0,34;True;0,15;0,21;3;5;5;355;Лояльные клиенты;2023-02;0,58;2803,57;424;6157,68;0,85;3
2776;214;18;1779,34;2022-11-11;2023-04-30;457;167,00;276,00;0,64;0,26;False;Органика;Дом и сад;2023-02;Новые;7,84;Зима;0,08;True;0,92;0,48;4;2;1;421;Потенциально лояльные;2023-02;0,38;5234,23;50;2963,09;0,54;0
2777;573;1;14196,65;2022-11-11;2023-04-30;426;188,00;105,27;-0,66;-0,16;True;Социальные сети;Дом и сад;2023-02;Чемпионы;12,58;Лето;0,24;False;0,66;0,25;1;1;5;115;Потерянные;2023-02;0,90;2377,23;340;13549,43;0,20;4
2778;262;35;11013,75;2022-11-11;2023-04-30;245;174,42;312,56;0,44;-0,22;True;Контекстная реклама;Дом и сад;2023-02;Чемпионы;2,61;Лето;0,83;True;0,74;0,43;3;4;4;344;Лояльные клиенты;2023-02;0,61;4659,55;373;28446,74;0,82;3
2779;283;35;9580,61;2022-11-11;2023-04-30;136;174,40;306,74;-0,03;-0,76;True;Рефералы;Книги;2023-02;Чемпионы;20,28;Лето;0,20;False;0,09;0,38;3;4;4;344;Лояльные клиенты;2023-02;0,92;3909,43;345;21800,98;0,22;1
2780;467;31;9696,90;2022-11-11;2023-04-30;127;17,43;328,18;-0,63;0,56;False;Контекстная реклама;Одежда;2023-02;Новые;11,47;Весна;0,40;True;0,41;0,83;2;3;4;234;Рискуем потерять;2023-02;0,85;1167,76;483;7418,06;0,86;3
2781;380;28;12409,58;2022-11-11;2023-04-30;511;169,96;119,86;0,40;0,52;True;Контекстная реклама;Дом и сад;2023-02;Потерянные;1,03;Весна;0,27;False;0,06;0,22;3;3;5;335;Потерянные;2023-02;0,68;2207,86;249;14147,38;0,42;3
2782;362;39;1648,45;2022-11-11;2023-04-30;528;123,46;289,19;0,09;-0,51;True;Email;Дом и сад;2023-02;Лояльные;13,27;Осень;0,05;False;0,66;0,31;3;4;1;341;Потерянные;2023-02;0,74;4144,99;115;24024,83;0,06;4
2783;449;1;7596,08;2022-11-11;2023-04-30;259;79,19;174,63;-0,94;0,73;False;Контекстная реклама;Книги;2023-02;Лояльные;22,33;Зима;0,56;True;0,49;0,95;2;1;3;213;Потерянные;2023-02;0,92;2038,81;61;6264,70;0,82;1
2784;441;25;10471,51;2022-11-12;2023-05-01;286;16,02;323,29;0,29;0,18;True;Рефералы;Одежда;2023-02;Рискующие;2,10;Весна;0,63;True;0,45;0,24;2;3;4;234;Рискуем потерять;2023-02;0,67;3949,44;164;6509,05;0,56;0
2785;93;43;8822,97;2022-11-12;2023-05-01;72;137,15;156,92;0,27;-0,04;False;Email;Спорт;2023-02;Лояльные;2,96;Зима;0,79;True;0,90;0,80;5;4;3;543;Лояльные клиенты;2023-02;0,52;4534,11;249;5840,40;0,32;3
2786;621;38;12500,05;2022-11-12;2023-05-01;271;69,00;298,87;-0,71;-0,97;False;Контекстная реклама;Электроника;2023-02;Лояльные;9,29;Зима;0,41;False;0,74;0,14;1;4;5;145;Потерянные;2023-02;0,50;2732,92;300;18419,57;0,45;3
2787;424;20;1130,46;2022-11-12;2023-05-01;583;96,22;174,40;-0,30;-0,23;False;Email;Дом и сад;2023-02;Потенциальные;17,65;Весна;0,14;False;0,96;0,59;2;2;1;221;Потерянные;2023-02;0,98;4457,13;218;1354,05;0,89;1
2788;142;3;10375,98;2022-11-12;2023-05-01;124;137,94;82,88;0,17;0,28;False;Контекстная реклама;Дом и сад;2023-02;Потенциальные;14,51;Лето;0,65;True;0,05;0,09;4;1;4;414;Новые клиенты;2023-02;0,78;4214,28;493;17834,83;0,20;4
2789;291;51;8033,71;2022-11-12;2023-05-01;217;182,80;282,67;-0,72;-0,82;False;Органика;Электроника;2023-02;Лояльные;10,99;Лето;0,89;True;0,62;0,41;3;5;3;353;Потерянные;2023-02;0,70;5936,57;464;24848,41;0,10;1
2790;432;2;5718,45;2022-11-12;2023-05-01;414;165,96;116,25;0,71;-0,08;False;Органика;Дом и сад;2023-02;Потенциальные;23,83;Осень;0,12;False;0,63;0,96;2;1;2;212;Потерянные;2023-02;0,19;4073,25;134;23588,24;0,78;1
2791;49;18;5137,11;2022-11-12;2023-05-01;429;92,87;290,97;-0,95;0,99;False;Контекстная реклама;Дом и сад;2023-02;Потерянные;4,46;Лето;0,18;False;0,03;0,64;5;2;2;522;Потерянные;2023-02;0,63;2376,77;272;20171,52;0,62;2
2792;302;44;9331,45;2022-11-12;2023-05-02;535;80,62;376,20;-0,79;0,43;True;Email;Дом и сад;2023-02;Рискующие;19,72;Лето;0,33;True;0,79;0,21;3;4;4;344;Лояльные клиенты;2023-02;0,27;2235,97;337;6975,02;0,87;0
2793;190;10;13370,38;2022-11-13;2023-05-02;196;51,76;390,16;-0,77;0,09;False;Рефералы;Электроника;2023-02;Лояльные;2,97;Весна;0,65;True;0,15;0,81;4;1;5;415;Потерянные;2023-02;0,45;4298,38;197;24584,31;0,31;4
2794;136;5;7467,83;2022-11-13;2023-05-02;154;77,62;155,50;0,06;0,07;False;Органика;Книги;2023-02;Потенциальные;4,31;Зима;0,52;True;0,70;0,65;4;1;3;413;Новые клиенты;2023-02;0,60;1517,29;288;28745,23;0,56;3
2795;555;9;12379,61;2022-11-13;2023-05-02;116;26,65;338,96;0,24;-0,91;False;Email;Книги;2023-02;Новые;7,09;Лето;0,71;False;0,04;0,93;1;1;5;115;Потерянные;2023-02;0,11;2131,97;132;5921,58;0,04;4
2796;404;2;6062,24;2022-11-13;2023-05-02;518;194,37;193,14;-0,19;0,91;False;Рефералы;Электроника;2023-02;Потенциальные;20,95;Весна;0,03;False;0,61;0,23;2;1;2;212;Потерянные;2023-02;0,88;1044,85;224;27354,68;0,85;4
2797;602;34;1580,80;2022-11-13;2023-05-02;255;116,91;368,15;-0,42;0,86;False;Email;Книги;2023-02;Потенциальные;10,66;Зима;0,81;False;0,52;0,12;1;4;1;141;Потерянные;2023-02;0,49;3557,22;271;25663,17;0,19;1
2798;341;38;969,51;2022-11-13;2023-05-02;686;29,92;332,00;0,62;0,36;False;Контекстная реклама;Спорт;2023-02;Новые;9,50;Весна;0,99;True;0,48;0,63;3;4;1;341;Потерянные;2023-02;0,66;4928,16;164;29388,76;0,11;3
2799;318;31;817,45;2022-11-13;2023-05-02;374;73,80;103,65;-0,86;-0,80;True;Органика;Спорт;2023-02;Рискующие;11,78;Лето;0,05;False;0,37;0,91;3;3;1;331;Потерянные;2023-02;0,28;3553,29;122;9918,63;0,48;3
2800;618;10;5733,24;2022-11-13;2023-05-02;547;111,67;210,28;-0,44;-0,58;True;Органика;Электроника;2023-02;Новые;15,14;Лето;0,50;True;0,42;0,78;1;1;2;112;Потерянные;2023-02;0,73;2427,84;389;28055,11;0,74;2
2801;363;50;5091,70;2022-11-13;2023-05-03;60;108,91;187,94;-0,92;-0,63;False;Органика;Одежда;2023-02;Рискующие;10,16;Весна;0,74;True;0,48;0,41;3;5;2;352;Потерянные;2023-02;0,38;5189,66;195;5795,78;0,21;3
2802;382;12;10783,16;2022-11-14;2023-05-03;325;11,92;331,26;-0,97;0,04;True;Контекстная реклама;Дом и сад;2023-02;Потерянные;23,10;Осень;0,48;True;0,30;0,43;3;1;4;314;Потерянные;2023-02;0,56;3423,49;161;5667,72;0,23;2
2803;233;36;11155,18;2022-11-14;2023-05-03;443;190,41;211,29;-0,29;-0,58;True;Рефералы;Одежда;2023-02;Новые;3,25;Зима;0,59;True;0,94;0,33;4;4;4;444;Лояльные клиенты;2023-02;0,39;4448,60;237;3656,16;0,32;1
2804;344;54;810,27;2022-11-14;2023-05-03;164;58,70;299,07;-0,61;0,39;False;Рефералы;Дом и сад;2023-02;Рискующие;11,42;Зима;0,92;False;0,97;0,92;3;5;1;351;Потерянные;2023-02;0,68;5932,30;335;13119,28;0,81;0
2805;549;21;3355,79;2022-11-14;2023-05-03;554;8,16;272,78;-0,46;0,09;True;Органика;Книги;2023-02;Рискующие;9,97;Лето;0,54;False;0,30;0,81;1;2;2;122;Потерянные;2023-02;0,87;5068,61;334;859,38;0,75;4
2806;553;49;4150,21;2022-11-14;2023-05-03;33;19,91;392,20;0,64;-0,96;False;Рефералы;Книги;2023-02;Чемпионы;16,62;Весна;0,24;True;0,78;0,27;1;5;2;152;Потерянные;2023-02;0,68;5252,63;229;11749,65;0,27;4
2807;529;47;8236,80;2022-11-14;2023-05-03;207;118,14;380,09;-0,67;0,49;True;Органика;Спорт;2023-02;Чемпионы;23,11;Весна;0,74;False;0,75;0,32;1;5;3;153;Потерянные;2023-02;0,26;1603,65;356;18964,82;0,26;3
2808;571;6;2210,50;2022-11-14;2023-05-03;288;31,87;216,86;0,56;-0,62;False;Рефералы;Одежда;2023-02;Потенциальные;6,92;Лето;0,38;False;0,88;0,74;1;1;1;111;Потерянные;2023-02;0,32;3703,23;207;2808,71;0,91;3
2809;183;48;2052,42;2022-11-14;2023-05-04;681;13,14;311,55;0,35;0,65;False;Органика;Электроника;2023-02;Новые;22,93;Весна;0,29;True;0,00;0,42;4;5;1;451;Потерянные;2023-02;0,57;5985,17;288;24645,01;0,61;4
2810;41;49;14159,64;2022-11-14;2023-05-04;94;79,03;345,43;-0,35;-0,29;True;Рефералы;Дом и сад;2023-02;Рискующие;19,86;Лето;0,25;False;0,34;0,61;5;5;5;555;Чемпионы;2023-02;0,34;2618,50;374;9135,24;0,22;0
2811;551;3;12072,83;2022-11-15;2023-05-04;392;126,44;367,64;0,09;-0,32;False;Email;Книги;2023-02;Чемпионы;19,45;Осень;0,08;False;0,14;0,16;1;1;5;115;Потерянные;2023-02;0,28;1208,93;117;1870,44;0,14;0
2812;397;10;2750,79;2022-11-15;2023-05-04;46;26,81;101,80;-0,11;-0,98;False;Органика;Дом и сад;2023-02;Потенциальные;1,75;Зима;0,93;False;0,39;0,83;2;1;1;211;Новые клиенты;2023-02;0,14;1170,26;227;11551,05;0,07;0
2813;494;5;6128,19;2022-11-15;2023-05-04;229;66,10;176,67;-0,74;0,98;False;Органика;Электроника;2023-02;Потенциальные;22,57;Осень;0,56;True;0,58;0,56;2;1;3;213;Потерянные;2023-02;0,19;5893,46;108;4583,88;0,25;3
2814;333;46;5366,55;2022-11-15;2023-05-04;573;86,46;182,47;0,81;0,22;False;Социальные сети;Дом и сад;2023-02;Потенциальные;20,13;Весна;0,96;True;0,91;0,83;3;5;2;352;Потерянные;2023-02;0,61;3171,22;80;23960,77;0,72;3
2815;127;26;11875,51;2022-11-15;2023-05-04;241;36,09;219,02;0,14;-0,15;False;Органика;Спорт;2023-02;Чемпионы;16,43;Зима;0,86;False;0,84;0,71;5;3;4;534;Потерянные;2023-02;0,28;2424,25;219;10353,22;0,37;0
2816;558;21;7677,68;2022-11-15;2023-05-04;464;103,68;134,16;0,76;-0,81;True;Рефералы;Электроника;2023-02;Потерянные;3,07;Лето;0,03;True;0,50;0,43;1;2;3;123;Потерянные;2023-02;0,55;3569,67;210;3951,95;0,97;4
2817;557;45;1961,35;2022-11-15;2023-05-05;302;21,62;238,79;0,65;0,40;False;Email;Электроника;2023-02;Лояльные;10,08;Лето;0,25;False;0,02;0,68;1;5;1;151;Потерянные;2023-02;0,68;4050,87;290;13882,97;0,32;2
2818;1;26;11097,93;2022-11-15;2023-05-05;319;14,07;292,23;-0,84;-0,43;True;Email;Дом и сад;2023-02;Потерянные;20,17;Зима;0,32;True;0,30;0,06;5;3;4;534;Потерянные;2023-02;0,33;5403,86;370;13833,31;0,15;4
2819;168;38;5983,48;2022-11-15;2023-05-05;512;106,37;239,16;-0,59;0,98;False;Рефералы;Дом и сад;2023-02;Потерянные;10,50;Осень;0,49;False;0,11;0,44;4;4;2;442;Потерянные;2023-02;0,95;3213,19;68;8630,48;0,18;2
2820;620;44;3980,72;2022-11-16;2023-05-05;263;53,34;293,05;-0,71;0,90;True;Контекстная реклама;Книги;2023-02;Потенциальные;10,47;Осень;0,72;True;0,65;0,44;1;4;2;142;Потерянные;2023-02;0,33;5265,37;448;10146,39;0,49;0
2821;19;26;5663,70;2022-11-16;2023-05-05;437;23,60;101,26;0,66;0,47;False;Органика;Дом и сад;2023-02;Лояльные;6,48;Лето;0,68;False;0,70;0,42;5;3;2;532;Потерянные;2023-02;0,25;2300,96;371;23180,75;0,94;3
2822;332;8;7491,46;2022-11-16;2023-05-05;175;87,66;360,32;0,72;0,94;True;Email;Электроника;2023-02;Лояльные;1,23;Весна;0,99;True;0,65;0,12;3;1;3;313;Потерянные;2023-02;0,51;3742,60;373;19342,37;0,90;0
2823;584;5;5179,58;2022-11-16;2023-05-05;591;183,45;380,50;0,06;-0,79;True;Рефералы;Дом и сад;2023-02;Лояльные;12,31;Лето;0,92;True;0,27;0,49;1;1;2;112;Потерянные;2023-02;0,50;4907,93;308;6832,40;0,18;1
2824;456;15;3666,49;2022-11-16;2023-05-05;459;146,22;277,73;-0,79;-0,44;False;Email;Книги;2023-02;Потенциальные;18,59;Весна;0,19;True;0,92;0,76;2;2;2;222;Потерянные;2023-02;0,87;3213,43;392;28471,44;0,75;3
2825;109;16;6007,61;2022-11-16;2023-05-05;461;164,05;362,05;-0,73;-0,49;False;Email;Одежда;2023-02;Рискующие;3,51;Весна;0,86;False;0,59;0,32;5;2;2;522;Потерянные;2023-02;0,14;2387,72;409;9489,36;0,75;2
2826;268;1;336,64;2022-11-16;2023-05-06;644;175,02;122,06;0,63;-0,86;False;Рефералы;Спорт;2023-02;Лояльные;21,45;Зима;0,84;False;0,60;0,82;3;1;1;311;Новые клиенты;2023-02;0,35;5045,00;493;16236,46;0,17;3
2827;445;16;11598,84;2022-11-16;2023-05-06;574;194,66;335,18;0,86;0,94;False;Социальные сети;Электроника;2023-02;Чемпионы;13,33;Зима;0,57;True;0,82;0,59;2;2;4;224;Потерянные;2023-02;0,89;5036,32;220;17348,06;0,30;0
2828;240;37;2605,63;2022-11-16;2023-05-06;526;153,83;118,13;-0,60;-0,88;True;Email;Книги;2023-02;Чемпионы;19,50;Лето;0,34;False;0,07;0,72;4;4;1;441;Потерянные;2023-02;0,78;2411,54;102;6803,15;0,08;2
2829;301;3;706,37;2022-11-17;2023-05-06;118;123,64;210,56;-0,98;0,71;False;Email;Спорт;2023-02;Лояльные;16,01;Зима;0,21;False;0,21;0,90;3;1;1;311;Новые клиенты;2023-02;0,10;4024,37;375;9091,15;0,07;1
2830;602;52;9822,80;2022-11-17;2023-05-06;440;76,26;183,62;-0,34;0,54;True;Контекстная реклама;Дом и сад;2023-02;Лояльные;3,24;Лето;0,21;True;0,59;0,48;1;5;4;154;Потерянные;2023-02;0,58;2231,86;399;14680,47;0,44;4
2831;103;47;11620,35;2022-11-17;2023-05-06;270;40,42;267,39;-0,94;-0,25;True;Социальные сети;Дом и сад;2023-02;Лояльные;21,76;Зима;0,34;False;0,61;0,84;5;5;4;554;Чемпионы;2023-02;0,32;5481,54;456;8061,49;0,48;1
2832;250;31;12216,75;2022-11-17;2023-05-06;252;138,90;176,48;0,66;-0,96;False;Контекстная реклама;Одежда;2023-02;Чемпионы;17,24;Осень;0,50;True;0,47;0,14;4;3;5;435;Лояльные клиенты;2023-02;0,99;1375,60;282;9516,04;0,03;4
2833;453;13;7427,96;2022-11-17;2023-05-06;694;199,02;283,94;-0,02;-0,99;False;Рефералы;Дом и сад;2023-02;Новые;0,85;Осень;0,58;False;0,78;0,78;2;2;3;223;Потерянные;2023-02;0,99;2911,53;482;18587,92;0,97;3
2834;520;16;3120,25;2022-11-17;2023-05-07;497;96,13;197,56;0,28;-0,59;True;Органика;Спорт;2023-02;Рискующие;13,92;Осень;0,33;False;0,35;0,83;1;2;2;122;Потерянные;2023-02;0,93;4250,61;320;22145,76;0,49;0
2835;153;43;11071,55;2022-11-17;2023-05-07;598;146,12;355,45;-0,18;-0,01;True;Рефералы;Книги;2023-02;Новые;11,52;Зима;0,36;True;0,01;0,90;4;4;4;444;Лояльные клиенты;2023-02;0,11;5301,18;158;24128,93;0,79;0
2836;174;21;10510,71;2022-11-17;2023-05-07;351;101,54;282,84;-0,31;-0,08;False;Социальные сети;Одежда;2023-02;Чемпионы;20,62;Весна;0,01;False;0,34;0,08;4;2;4;424;Потерянные;2023-02;0,91;4976,85;480;4090,73;0,63;4
2837;343;2;3731,75;2022-11-18;2023-05-07;404;89,23;148,90;-0,56;0,17;False;Рефералы;Спорт;2023-02;Чемпионы;2,95;Зима;0,00;True;0,97;0,12;3;1;2;312;Потерянные;2023-02;0,39;4420,52;163;22241,43;0,62;0
2838;431;54;13555,95;2022-11-18;2023-05-07;141;85,01;187,56;0,54;0,54;False;Социальные сети;Книги;2023-02;Потенциальные;14,18;Осень;0,91;False;0,78;0,02;2;5;5;255;Потерянные;2023-02;0,68;5630,35;258;28122,79;0,30;3
2839;324;27;1610,35;2022-11-18;2023-05-07;556;103,40;351,17;0,39;-0,25;False;Контекстная реклама;Спорт;2023-02;Новые;7,45;Лето;0,01;False;0,32;0,51;3;3;1;331;Потерянные;2023-02;0,50;1121,37;58;17631,64;0,89;1
2840;639;38;14741,19;2022-11-18;2023-05-07;441;76,54;203,67;-0,28;-0,68;True;Email;Дом и сад;2023-02;Лояльные;5,89;Весна;0,03;False;0,22;0,19;1;4;5;145;Потерянные;2023-02;0,42;5897,55;243;18338,07;0,30;3
2841;420;26;12910,70;2022-11-18;2023-05-07;298;151,01;251,46;-0,36;0,60;False;Рефералы;Спорт;2023-02;Потерянные;0,54;Осень;0,21;False;0,81;0,57;2;3;5;235;Потерянные;2023-02;0,36;2729,07;355;28682,04;0,95;3
2842;594;38;10334,08;2022-11-18;2023-05-08;655;175,48;287,66;-1,00;-0,33;True;Рефералы;Одежда;2023-02;Лояльные;7,97;Зима;0,74;True;0,20;0,89;1;4;4;144;Нуждающиеся во внимании;2023-02;0,49;4741,25;486;26148,25;0,04;1
2843;485;46;14084,31;2022-11-18;2023-05-08;281;177,16;191,30;-0,87;-0,43;True;Email;Спорт;2023-02;Чемпионы;9,51;Лето;0,68;True;0,58;0,33;2;5;5;255;Потерянные;2023-02;0,37;2395,96;154;16951,24;0,11;2
2844;412;25;10848,55;2022-11-18;2023-05-08;403;49,40;174,07;0,25;0,53;True;Рефералы;Электроника;2023-02;Потенциальные;10,75;Зима;0,65;False;0,51;0,01;2;3;4;234;Рискуем потерять;2023-02;0,93;3073,39;398;23092,56;0,73;2
2845;84;11;2897,33;2022-11-18;2023-05-08;683;179,70;232,08;0,03;0,87;False;Рефералы;Дом и сад;2023-02;Новые;17,63;Лето;0,57;False;0,42;0,89;5;1;1;511;Потенциально лояльные;2023-02;0,49;5379,89;420;5836,52;0,61;4
