customer_id;recency;frequency;monetary;first_purchase_date;last_purchase_date;acquisition_channel;favorite_category;user_profile;r_score;f_score;m_score;rfm_score;segment
2649;1;52;6054,71;2022-10-27;2023-04-14;Рефералы;Спорт;Потерянные;5;5;2;552;Потерянные
2650;191;34;14238,74;2022-10-27;2023-04-14;Органика;Книги;Чемпионы;4;4;5;445;Чемпионы
2651;579;3;11668,93;2022-10-27;2023-04-15;Email;Дом и сад;Лояльные;1;1;4;114;Потерянные
2652;516;8;4316,81;2022-10-28;2023-04-15;Рефералы;Одежда;Потерянные;1;1;2;112;Потерянные
2653;442;31;12670,93;2022-10-28;2023-04-15;Email;Электроника;Потерянные;2;3;5;235;Потерянные
2654;143;11;6514,33;2022-10-28;2023-04-15;Контекстная реклама;Электроника;Потенциальные;4;1;3;413;Новые клиенты
2655;191;45;12438,57;2022-10-28;2023-04-15;Органика;Спорт;Новые;4;5;5;455;Чемпионы
2656;533;7;12352,18;2022-10-28;2023-04-15;Контекстная реклама;Электроника;Чемпионы;1;1;5;115;Потерянные
2657;227;45;2873,61;2022-10-28;2023-04-15;Социальные сети;Спорт;Новые;4;5;1;451;Потерянные
2658;313;2;10532,06;2022-10-28;2023-04-15;Контекстная реклама;Книги;Новые;3;1;4;314;Потерянные
2659;629;6;4395,11;2022-10-28;2023-04-16;Органика;Спорт;Потенциальные;1;1;2;112;Потерянные
2660;302;41;4497,52;2022-10-28;2023-04-16;Социальные сети;Одежда;Потерянные;3;4;2;342;Потерянные
2661;460;32;4480,40;2022-10-29;2023-04-16;Email;Электроника;Потерянные;2;3;2;232;Потерянные
2662;401;20;10897,25;2022-10-29;2023-04-16;Социальные сети;Одежда;Чемпионы;2;2;4;224;Потерянные
2663;551;34;3485,90;2022-10-29;2023-04-16;Органика;Электроника;Потенциальные;1;4;2;142;Потерянные
2664;393;50;63,54;2022-10-29;2023-04-16;Рефералы;Электроника;Новые;2;5;1;251;Потерянные
2665;207;16;10742,79;2022-10-29;2023-04-16;Социальные сети;Спорт;Чемпионы;4;2;4;424;Потерянные
2666;210;25;2609,21;2022-10-29;2023-04-16;Email;Дом и сад;Потерянные;4;3;1;431;Потерянные
2667;115;12;1612,01;2022-10-29;2023-04-17;Социальные сети;Электроника;Новые;5;1;1;511;Потенциально лояльные
2668;251;7;3600,87;2022-10-29;2023-04-17;Контекстная реклама;Электроника;Новые;4;1;2;412;Потенциально лояльные
2669;219;39;5729,51;2022-10-29;2023-04-17;Рефералы;Дом и сад;Чемпионы;4;4;2;442;Потерянные
2670;407;17;7164,80;2022-10-30;2023-04-17;Органика;Одежда;Рискующие;2;2;3;223;Потерянные
2671;443;45;716,32;2022-10-30;2023-04-17;Рефералы;Электроника;Потенциальные;2;5;1;251;Потерянные
2672;603;11;14560,07;2022-10-30;2023-04-17;Контекстная реклама;Спорт;Лояльные;1;1;5;115;Потерянные
2673;354;6;10755,14;2022-10-30;2023-04-17;Рефералы;Дом и сад;Потерянные;3;1;4;314;Потерянные
2674;558;23;4881,75;2022-10-30;2023-04-17;Контекстная реклама;Дом и сад;Новые;1;3;2;132;Потерянные
2675;550;27;4814,52;2022-10-30;2023-04-17;Социальные сети;Электроника;Потерянные;1;3;2;132;Потерянные
2676;142;46;6755,71;2022-10-30;2023-04-18;Органика;Одежда;Потенциальные;4;5;3;453;Потерянные
2677;612;6;9412,36;2022-10-30;2023-04-18;Контекстная реклама;Одежда;Потенциальные;1;1;4;114;Потерянные
2678;501;38;2238,28;2022-10-31;2023-04-18;Контекстная реклама;Книги;Чемпионы;2;4;1;241;Потерянные
2679;547;2;2874,50;2022-10-31;2023-04-18;Социальные сети;Книги;Чемпионы;1;1;1;111;Потерянные
2680;542;22;12898,55;2022-10-31;2023-04-18;Контекстная реклама;Спорт;Чемпионы;1;2;5;125;Нуждающиеся во внимании
2681;507;20;3881,01;2022-10-31;2023-04-18;Органика;Электроника;Потенциальные;2;2;2;222;Потерянные
2682;596;25;5733,92;2022-10-31;2023-04-18;Email;Одежда;Чемпионы;1;3;2;132;Потерянные
2683;281;15;13075,51;2022-10-31;2023-04-18;Рефералы;Книги;Лояльные;3;2;5;325;Потерянные
2684;424;49;9964,06;2022-10-31;2023-04-19;Контекстная реклама;Электроника;Потенциальные;2;5;4;254;Потерянные
2685;270;29;5158,59;2022-10-31;2023-04-19;Рефералы;Электроника;Чемпионы;3;3;2;332;Потерянные
2686;154;8;10271,31;2022-10-31;2023-04-19;Рефералы;Одежда;Новые;4;1;4;414;Новые клиенты
2687;614;37;344,26;2022-11-01;2023-04-19;Email;Электроника;Потенциальные;1;4;1;141;Потерянные
2688;83;49;11047,86;2022-11-01;2023-04-19;Контекстная реклама;Дом и сад;Рискующие;5;5;4;554;Чемпионы
2689;622;52;7330,89;2022-11-01;2023-04-19;Органика;Книги;Рискующие;1;5;3;153;Потерянные
2690;426;33;12207,07;2022-11-01;2023-04-19;Контекстная реклама;Спорт;Потенциальные;2;3;5;235;Потерянные
2691;275;22;14321,83;2022-11-01;2023-04-19;Рефералы;Книги;Потенциальные;3;2;5;325;Потерянные
2692;284;50;13890,54;2022-11-01;2023-04-20;Социальные сети;Электроника;Рискующие;3;5;5;355;Лояльные клиенты
2693;173;47;13643,51;2022-11-01;2023-04-20;Email;Дом и сад;Новые;4;5;5;455;Чемпионы
2694;327;5;7706,94;2022-11-01;2023-04-20;Органика;Книги;Новые;3;1;3;313;Потерянные
2695;63;39;5434,12;2022-11-01;2023-04-20;Органика;Одежда;Новые;5;4;2;542;Потерянные
2696;73;18;7002,28;2022-11-02;2023-04-20;Рефералы;Дом и сад;Лояльные;5;2;3;523;Потерянные
2697;636;38;10363,95;2022-11-02;2023-04-20;Органика;Книги;Потерянные;1;4;4;144;Нуждающиеся во внимании
2698;375;54;13265,77;2022-11-02;2023-04-20;Рефералы;Электроника;Потерянные;3;5;5;355;Лояльные клиенты
2699;633;53;3144,45;2022-11-02;2023-04-20;Органика;Одежда;Лояльные;1;5;2;152;Потерянные
2700;508;37;13776,99;2022-11-02;2023-04-20;Органика;Электроника;Новые;2;4;5;245;Рискуем потерять
2701;398;30;12236,94;2022-11-02;2023-04-21;Рефералы;Электроника;Рискующие;2;3;5;235;Потерянные
2702;120;51;14683,90;2022-11-02;2023-04-21;Email;Одежда;Лояльные;5;5;5;555;Чемпионы
2703;437;31;13209,76;2022-11-02;2023-04-21;Органика;Дом и сад;Чемпионы;2;3;5;235;Потерянные
2704;465;10;4235,06;2022-11-02;2023-04-21;Контекстная реклама;Книги;Потерянные;2;1;2;212;Потерянные
2705;286;15;1634,04;2022-11-03;2023-04-21;Социальные сети;Дом и сад;Лояльные;3;2;1;321;Потерянные
2706;265;42;1728,00;2022-11-03;2023-04-21;Рефералы;Одежда;Рискующие;3;4;1;341;Потерянные
2707;320;48;4403,79;2022-11-03;2023-04-21;Органика;Книги;Рискующие;3;5;2;352;Потерянные
2708;376;44;9232,05;2022-11-03;2023-04-21;Email;Одежда;Потенциальные;3;4;4;344;Лояльные клиенты
2709;89;18;12074,59;2022-11-03;2023-04-22;Контекстная реклама;Спорт;Рискующие;5;2;5;525;Потерянные
2710;203;23;13493,79;2022-11-03;2023-04-22;Рефералы;Спорт;Новые;4;3;5;435;Лояльные клиенты
2711;334;33;9375,11;2022-11-03;2023-04-22;Контекстная реклама;Дом и сад;Рискующие;3;3;4;334;Потерянные
2712;222;16;134,19;2022-11-03;2023-04-22;Социальные сети;Одежда;Лояльные;4;2;1;421;Потенциально лояльные
2713;41;54;2835,44;2022-11-03;2023-04-22;Email;Книги;Лояльные;5;5;1;551;Потерянные
2714;68;38;1540,91;2022-11-04;2023-04-22;Рефералы;Дом и сад;Лояльные;5;4;1;541;Потерянные
2715;514;35;5481,70;2022-11-04;2023-04-22;Рефералы;Спорт;Рискующие;1;4;2;142;Потерянные
2716;637;34;7545,20;2022-11-04;2023-04-22;Органика;Спорт;Новые;1;4;3;143;Потерянные
2717;622;28;698,79;2022-11-04;2023-04-23;Контекстная реклама;Спорт;Потерянные;1;3;1;131;Потерянные
2718;598;2;5259,75;2022-11-04;2023-04-23;Рефералы;Дом и сад;Новые;1;1;2;112;Потерянные
2719;632;30;2728,74;2022-11-04;2023-04-23;Контекстная реклама;Книги;Потенциальные;1;3;1;131;Потерянные
2720;127;13;9723,70;2022-11-04;2023-04-23;Социальные сети;Спорт;Чемпионы;5;2;4;524;Потерянные
2721;255;41;6990,87;2022-11-04;2023-04-23;Органика;Дом и сад;Новые;3;4;3;343;Лояльные клиенты
2722;16;16;7455,00;2022-11-04;2023-04-23;Социальные сети;Дом и сад;Потерянные;5;2;3;523;Потерянные
2723;477;5;6443,99;2022-11-05;2023-04-23;Органика;Электроника;Потерянные;2;1;3;213;Потерянные
2724;62;28;14342,49;2022-11-05;2023-04-23;Органика;Электроника;Лояльные;5;3;5;535;Потерянные
2725;432;53;3260,29;2022-11-05;2023-04-23;Контекстная реклама;Книги;Потенциальные;2;5;2;252;Потерянные
2726;268;39;7774,13;2022-11-05;2023-04-24;Органика;Спорт;Потерянные;3;4;3;343;Лояльные клиенты
2727;35;45;11053,46;2022-11-05;2023-04-24;Социальные сети;Электроника;Новые;5;5;4;554;Чемпионы
2728;576;20;8374,82;2022-11-05;2023-04-24;Социальные сети;Книги;Новые;1;2;3;123;Потерянные
2729;494;24;13938,86;2022-11-05;2023-04-24;Социальные сети;Электроника;Чемпионы;2;3;5;235;Потерянные
2730;562;27;5700,63;2022-11-05;2023-04-24;Контекстная реклама;Спорт;Чемпионы;1;3;2;132;Потерянные
2731;469;30;6981,95;2022-11-06;2023-04-24;Контекстная реклама;Дом и сад;Чемпионы;2;3;3;233;Потерянные
2732;325;45;1373,41;2022-11-06;2023-04-24;Email;Спорт;Новые;3;5;1;351;Потерянные
2733;304;27;9154,54;2022-11-06;2023-04-24;Рефералы;Электроника;Потерянные;3;3;4;334;Потерянные
2734;276;26;4358,77;2022-11-06;2023-04-25;Email;Спорт;Новые;3;3;2;332;Потерянные
2735;201;7;2446,62;2022-11-06;2023-04-25;Email;Дом и сад;Лояльные;4;1;1;411;Потенциально лояльные
2736;445;42;8190,74;2022-11-06;2023-04-25;Органика;Одежда;Рискующие;2;4;3;243;Потерянные
2737;324;47;8008,04;2022-11-06;2023-04-25;Органика;Дом и сад;Чемпионы;3;5;3;353;Потерянные
2738;35;53;1184,28;2022-11-06;2023-04-25;Email;Электроника;Лояльные;5;5;1;551;Потерянные
2739;482;38;10488,32;2022-11-06;2023-04-25;Рефералы;Дом и сад;Лояльные;2;4;4;244;Рискуем потерять
2740;480;5;9375,39;2022-11-07;2023-04-25;Email;Книги;Потерянные;2;1;4;214;Нуждающиеся во внимании
2741;65;23;2875,81;2022-11-07;2023-04-25;Контекстная реклама;Спорт;Потенциальные;5;3;1;531;Потерянные
2742;8;28;7068,05;2022-11-07;2023-04-26;Социальные сети;Одежда;Лояльные;5;3;3;533;Потерянные
2743;301;34;10818,83;2022-11-07;2023-04-26;Email;Одежда;Чемпионы;3;4;4;344;Лояльные клиенты
2744;343;53;7965,06;2022-11-07;2023-04-26;Органика;Спорт;Рискующие;3;5;3;353;Потерянные
2745;431;15;5962,56;2022-11-07;2023-04-26;Рефералы;Спорт;Лояльные;2;2;2;222;Потерянные
2746;424;32;4868,96;2022-11-07;2023-04-26;Органика;Книги;Новые;2;3;2;232;Потерянные
2747;332;26;9175,39;2022-11-07;2023-04-26;Контекстная реклама;Дом и сад;Новые;3;3;4;334;Потерянные
2748;438;48;14089,68;2022-11-07;2023-04-26;Органика;Одежда;Лояльные;2;5;5;255;Потерянные
2749;588;31;10092,59;2022-11-08;2023-04-26;Органика;Электроника;Чемпионы;1;3;4;134;Потерянные
2750;174;19;1167,45;2022-11-08;2023-04-26;Рефералы;Спорт;Потерянные;4;2;1;421;Потенциально лояльные
2751;559;9;6937,24;2022-11-08;2023-04-27;Рефералы;Спорт;Потерянные;1;1;3;113;Потерянные
2752;527;29;13367,82;2022-11-08;2023-04-27;Органика;Одежда;Рискующие;1;3;5;135;Нуждающиеся во внимании
2753;26;54;1462,21;2022-11-08;2023-04-27;Органика;Спорт;Рискующие;5;5;1;551;Потерянные
2754;605;51;14833,69;2022-11-08;2023-04-27;Email;Одежда;Чемпионы;1;5;5;155;Нуждающиеся во внимании
2755;406;39;14238,59;2022-11-08;2023-04-27;Контекстная реклама;Электроника;Новые;2;4;5;245;Рискуем потерять
2756;232;4;1220,20;2022-11-08;2023-04-27;Email;Электроника;Новые;4;1;1;411;Потенциально лояльные
2757;533;3;14004,53;2022-11-08;2023-04-27;Рефералы;Одежда;Потерянные;1;1;5;115;Потерянные
2758;550;29;5478,83;2022-11-09;2023-04-27;Email;Спорт;Потерянные;1;3;2;132;Потерянные
2759;505;52;12678,40;2022-11-09;2023-04-28;Email;Книги;Потенциальные;2;5;5;255;Потерянные
2760;179;11;6304,83;2022-11-09;2023-04-28;Органика;Книги;Лояльные;4;1;3;413;Новые клиенты
2761;132;33;6640,78;2022-11-09;2023-04-28;Органика;Дом и сад;Потерянные;4;3;3;433;Потерянные
2762;455;38;9531,93;2022-11-09;2023-04-28;Контекстная реклама;Книги;Лояльные;2;4;4;244;Рискуем потерять
2763;348;11;11628,44;2022-11-09;2023-04-28;Социальные сети;Спорт;Потерянные;3;1;4;314;Потерянные
2764;540;27;555,15;2022-11-09;2023-04-28;Социальные сети;Книги;Новые;1;3;1;131;Потерянные
2765;406;33;8917,68;2022-11-09;2023-04-28;Email;Дом и сад;Лояльные;2;3;4;234;Рискуем потерять
2766;76;21;2841,66;2022-11-09;2023-04-28;Контекстная реклама;Электроника;Чемпионы;5;2;1;521;Потерянные
2767;579;39;5221,95;2022-11-10;2023-04-29;Контекстная реклама;Одежда;Рискующие;1;4;2;142;Потерянные
2768;492;31;5252,13;2022-11-10;2023-04-29;Рефералы;Книги;Потерянные;2;3;2;232;Потерянные
2769;194;38;7062,45;2022-11-10;2023-04-29;Органика;Одежда;Потенциальные;4;4;3;443;Потерянные
2770;162;46;5045,34;2022-11-10;2023-04-29;Рефералы;Одежда;Чемпионы;4;5;2;452;Потерянные
2771;347;2;1655,05;2022-11-10;2023-04-29;Социальные сети;Электроника;Чемпионы;3;1;1;311;Новые клиенты
2772;361;27;2227,15;2022-11-10;2023-04-29;Контекстная реклама;Дом и сад;Чемпионы;3;3;1;331;Потерянные
2773;584;36;549,90;2022-11-10;2023-04-29;Социальные сети;Спорт;Лояльные;1;4;1;141;Потерянные
2774;87;11;7080,22;2022-11-10;2023-04-29;Органика;Спорт;Рискующие;5;1;3;513;Потерянные
2775;262;47;14318,99;2022-11-10;2023-04-29;Органика;Спорт;Потенциальные;3;5;5;355;Лояльные клиенты
2776;214;18;1779,34;2022-11-11;2023-04-30;Органика;Дом и сад;Новые;4;2;1;421;Потенциально лояльные
2777;573;1;14196,65;2022-11-11;2023-04-30;Социальные сети;Дом и сад;Чемпионы;1;1;5;115;Потерянные
2778;262;35;11013,75;2022-11-11;2023-04-30;Контекстная реклама;Дом и сад;Чемпионы;3;4;4;344;Лояльные клиенты
2779;283;35;9580,61;2022-11-11;2023-04-30;Рефералы;Книги;Чемпионы;3;4;4;344;Лояльные клиенты
2780;467;31;9696,90;2022-11-11;2023-04-30;Контекстная реклама;Одежда;Новые;2;3;4;234;Рискуем потерять
2781;380;28;12409,58;2022-11-11;2023-04-30;Контекстная реклама;Дом и сад;Потерянные;3;3;5;335;Потерянные
2782;362;39;1648,45;2022-11-11;2023-04-30;Email;Дом и сад;Лояльные;3;4;1;341;Потерянные
2783;449;1;7596,08;2022-11-11;2023-04-30;Контекстная реклама;Книги;Лояльные;2;1;3;213;Потерянные
2784;441;25;10471,51;2022-11-12;2023-05-01;Рефералы;Одежда;Рискующие;2;3;4;234;Рискуем потерять
2785;93;43;8822,97;2022-11-12;2023-05-01;Email;Спорт;Лояльные;5;4;3;543;Лояльные клиенты
2786;621;38;12500,05;2022-11-12;2023-05-01;Контекстная реклама;Электроника;Лояльные;1;4;5;145;Потерянные
2787;424;20;1130,46;2022-11-12;2023-05-01;Email;Дом и сад;Потенциальные;2;2;1;221;Потерянные
2788;142;3;10375,98;2022-11-12;2023-05-01;Контекстная реклама;Дом и сад;Потенциальные;4;1;4;414;Новые клиенты
2789;291;51;8033,71;2022-11-12;2023-05-01;Органика;Электроника;Лояльные;3;5;3;353;Потерянные
2790;432;2;5718,45;2022-11-12;2023-05-01;Органика;Дом и сад;Потенциальные;2;1;2;212;Потерянные
2791;49;18;5137,11;2022-11-12;2023-05-01;Контекстная реклама;Дом и сад;Потерянные;5;2;2;522;Потерянные
2792;302;44;9331,45;2022-11-12;2023-05-02;Email;Дом и сад;Рискующие;3;4;4;344;Лояльные клиенты
2793;190;10;13370,38;2022-11-13;2023-05-02;Рефералы;Электроника;Лояльные;4;1;5;415;Потерянные
2794;136;5;7467,83;2022-11-13;2023-05-02;Органика;Книги;Потенциальные;4;1;3;413;Новые клиенты
2795;555;9;12379,61;2022-11-13;2023-05-02;Email;Книги;Новые;1;1;5;115;Потерянные
2796;404;2;6062,24;2022-11-13;2023-05-02;Рефералы;Электроника;Потенциальные;2;1;2;212;Потерянные
2797;602;34;1580,80;2022-11-13;2023-05-02;Email;Книги;Потенциальные;1;4;1;141;Потерянные
2798;341;38;969,51;2022-11-13;2023-05-02;Контекстная реклама;Спорт;Новые;3;4;1;341;Потерянные
2799;318;31;817,45;2022-11-13;2023-05-02;Органика;Спорт;Рискующие;3;3;1;331;Потерянные
2800;618;10;5733,24;2022-11-13;2023-05-02;Органика;Электроника;Новые;1;1;2;112;Потерянные
2801;363;50;5091,70;2022-11-13;2023-05-03;Органика;Одежда;Рискующие;3;5;2;352;Потерянные
2802;382;12;10783,16;2022-11-14;2023-05-03;Контекстная реклама;Дом и сад;Потерянные;3;1;4;314;Потерянные
2803;233;36;11155,18;2022-11-14;2023-05-03;Рефералы;Одежда;Новые;4;4;4;444;Лояльные клиенты
2804;344;54;810,27;2022-11-14;2023-05-03;Рефералы;Дом и сад;Рискующие;3;5;1;351;Потерянные
2805;549;21;3355,79;2022-11-14;2023-05-03;Органика;Книги;Рискующие;1;2;2;122;Потерянные
2806;553;49;4150,21;2022-11-14;2023-05-03;Рефералы;Книги;Чемпионы;1;5;2;152;Потерянные
2807;529;47;8236,80;2022-11-14;2023-05-03;Органика;Спорт;Чемпионы;1;5;3;153;Потерянные
2808;571;6;2210,50;2022-11-14;2023-05-03;Рефералы;Одежда;Потенциальные;1;1;1;111;Потерянные
2809;183;48;2052,42;2022-11-14;2023-05-04;Органика;Электроника;Новые;4;5;1;451;Потерянные
2810;41;49;14159,64;2022-11-14;2023-05-04;Рефералы;Дом и сад;Рискующие;5;5;5;555;Чемпионы
2811;551;3;12072,83;2022-11-15;2023-05-04;Email;Книги;Чемпионы;1;1;5;115;Потерянные
2812;397;10;2750,79;2022-11-15;2023-05-04;Органика;Дом и сад;Потенциальные;2;1;1;211;Новые клиенты
2813;494;5;6128,19;2022-11-15;2023-05-04;Органика;Электроника;Потенциальные;2;1;3;213;Потерянные
2814;333;46;5366,55;2022-11-15;2023-05-04;Социальные сети;Дом и сад;Потенциальные;3;5;2;352;Потерянные
2815;127;26;11875,51;2022-11-15;2023-05-04;Органика;Спорт;Чемпионы;5;3;4;534;Потерянные
2816;558;21;7677,68;2022-11-15;2023-05-04;Рефералы;Электроника;Потерянные;1;2;3;123;Потерянные
2817;557;45;1961,35;2022-11-15;2023-05-05;Email;Электроника;Лояльные;1;5;1;151;Потерянные
2818;1;26;11097,93;2022-11-15;2023-05-05;Email;Дом и сад;Потерянные;5;3;4;534;Потерянные
2819;168;38;5983,48;2022-11-15;2023-05-05;Рефералы;Дом и сад;Потерянные;4;4;2;442;Потерянные
2820;620;44;3980,72;2022-11-16;2023-05-05;Контекстная реклама;Книги;Потенциальные;1;4;2;142;Потерянные
2821;19;26;5663,70;2022-11-16;2023-05-05;Органика;Дом и сад;Лояльные;5;3;2;532;Потерянные
2822;332;8;7491,46;2022-11-16;2023-05-05;Email;Электроника;Лояльные;3;1;3;313;Потерянные
2823;584;5;5179,58;2022-11-16;2023-05-05;Рефералы;Дом и сад;Лояльные;1;1;2;112;Потерянные
2824;456;15;3666,49;2022-11-16;2023-05-05;Email;Книги;Потенциальные;2;2;2;222;Потерянные
2825;109;16;6007,61;2022-11-16;2023-05-05;Email;Одежда;Рискующие;5;2;2;522;Потерянные
2826;268;1;336,64;2022-11-16;2023-05-06;Рефералы;Спорт;Лояльные;3;1;1;311;Новые клиенты
2827;445;16;11598,84;2022-11-16;2023-05-06;Социальные сети;Электроника;Чемпионы;2;2;4;224;Потерянные
2828;240;37;2605,63;2022-11-16;2023-05-06;Email;Книги;Чемпионы;4;4;1;441;Потерянные
2829;301;3;706,37;2022-11-17;2023-05-06;Email;Спорт;Лояльные;3;1;1;311;Новые клиенты
2830;602;52;9822,80;2022-11-17;2023-05-06;Контекстная реклама;Дом и сад;Лояльные;1;5;4;154;Потерянные
2831;103;47;11620,35;2022-11-17;2023-05-06;Социальные сети;Дом и сад;Лояльные;5;5;4;554;Чемпионы
2832;250;31;12216,75;2022-11-17;2023-05-06;Контекстная реклама;Одежда;Чемпионы;4;3;5;435;Лояльные клиенты
2833;453;13;7427,96;2022-11-17;2023-05-06;Рефералы;Дом и сад;Новые;2;2;3;223;Потерянные
2834;520;16;3120,25;2022-11-17;2023-05-07;Органика;Спорт;Рискующие;1;2;2;122;Потерянные
2835;153;43;11071,55;2022-11-17;2023-05-07;Рефералы;Книги;Новые;4;4;4;444;Лояльные клиенты
2836;174;21;10510,71;2022-11-17;2023-05-07;Социальные сети;Одежда;Чемпионы;4;2;4;424;Потерянные
2837;343;2;3731,75;2022-11-18;2023-05-07;Рефералы;Спорт;Чемпионы;3;1;2;312;Потерянные
2838;431;54;13555,95;2022-11-18;2023-05-07;Социальные сети;Книги;Потенциальные;2;5;5;255;Потерянные
2839;324;27;1610,35;2022-11-18;2023-05-07;Контекстная реклама;Спорт;Новые;3;3;1;331;Потерянные
2840;639;38;14741,19;2022-11-18;2023-05-07;Email;Дом и сад;Лояльные;1;4;5;145;Потерянные
2841;420;26;12910,70;2022-11-18;2023-05-07;Рефералы;Спорт;Потерянные;2;3;5;235;Потерянные
2842;594;38;10334,08;2022-11-18;2023-05-08;Рефералы;Одежда;Лояльные;1;4;4;144;Нуждающиеся во внимании
2843;485;46;14084,31;2022-11-18;2023-05-08;Email;Спорт;Чемпионы;2;5;5;255;Потерянные
2844;412;25;10848,55;2022-11-18;2023-05-08;Рефералы;Электроника;Потенциальные;2;3;4;234;Рискуем потерять
2845;84;11;2897,33;2022-11-18;2023-05-08;Рефералы;Дом и сад;Новые;5;1;1;511;Потенциально лояльные
2846;113;8;6660,23;2022-11-19;2023-05-08;Органика;Спорт;Потенциальные;5;1;3;513;Потерянные
2847;332;8;1118,97;2022-11-19;2023-05-08;Органика;Книги;Рискующие;3;1;1;311;Новые клиенты
2848;378;33;5875,38;2022-11-19;2023-05-08;Email;Дом и сад;Потенциальные;3;3;2;332;Потерянные
2849;41;53;11136,97;2022-11-19;2023-05-08;Контекстная реклама;Книги;Рискующие;5;5;4;554;Чемпионы
2850;105;7;5827,33;2022-11-19;2023-05-08;Рефералы;Одежда;Новые;5;1;2;512;Потенциально лояльные
2851;202;38;4987,90;2022-11-19;2023-05-09;Рефералы;Электроника;Лояльные;4;4;2;442;Потерянные
2852;450;21;8950,57;2022-11-19;2023-05-09;Контекстная реклама;Спорт;Рискующие;2;2;4;224;Потерянные
2853;266;8;13089,46;2022-11-19;2023-05-09;Рефералы;Дом и сад;Лояльные;3;1;5;315;Потерянные
2854;210;51;761,37;2022-11-19;2023-05-09;Контекстная реклама;Спорт;Потенциальные;4;5;1;451;Потерянные
2855;563;54;5812,78;2022-11-20;2023-05-09;Email;Спорт;Потенциальные;1;5;2;152;Потерянные
2856;118;21;2415,70;2022-11-20;2023-05-09;Email;Дом и сад;Новые;5;2;1;521;Потерянные
2857;377;20;10445,55;2022-11-20;2023-05-09;Контекстная реклама;Электроника;Лояльные;3;2;4;324;Потерянные
2858;551;8;1630,58;2022-11-20;2023-05-09;Контекстная реклама;Электроника;Новые;1;1;1;111;Потерянные
2859;540;46;9988,88;2022-11-20;2023-05-10;Социальные сети;Одежда;Рискующие;1;5;4;154;Потерянные
2860;84;31;4328,40;2022-11-20;2023-05-10;Органика;Дом и сад;Потенциальные;5;3;2;532;Потерянные
2861;454;50;3023,81;2022-11-20;2023-05-10;Органика;Дом и сад;Потенциальные;2;5;1;251;Потерянные
2862;629;29;14048,47;2022-11-20;2023-05-10;Рефералы;Книги;Потенциальные;1;3;5;135;Нуждающиеся во внимании
2863;514;48;326,94;2022-11-20;2023-05-10;Рефералы;Книги;Потерянные;1;5;1;151;Потерянные
2864;605;9;6594,77;2022-11-21;2023-05-10;Контекстная реклама;Книги;Потенциальные;1;1;3;113;Потерянные
2865;387;15;373,32;2022-11-21;2023-05-10;Контекстная реклама;Электроника;Потенциальные;2;2;1;221;Потерянные
2866;350;30;7279,72;2022-11-21;2023-05-10;Органика;Одежда;Рискующие;3;3;3;333;Потерянные
2867;296;26;7540,66;2022-11-21;2023-05-11;Рефералы;Одежда;Рискующие;3;3;3;333;Потерянные
2868;258;10;4858,85;2022-11-21;2023-05-11;Органика;Спорт;Новые;3;1;2;312;Потерянные
2869;81;29;2025,82;2022-11-21;2023-05-11;Email;Одежда;Чемпионы;5;3;1;531;Потерянные
2870;268;54;5676,99;2022-11-21;2023-05-11;Органика;Книги;Потенциальные;3;5;2;352;Потерянные
2871;419;16;10100,33;2022-11-21;2023-05-11;Органика;Дом и сад;Потенциальные;2;2;4;224;Потерянные
2872;235;36;11746,82;2022-11-21;2023-05-11;Контекстная реклама;Спорт;Чемпионы;4;4;4;444;Лояльные клиенты
2873;311;20;7984,72;2022-11-22;2023-05-11;Рефералы;Электроника;Новые;3;2;3;323;Потерянные
2874;357;45;8868,02;2022-11-22;2023-05-11;Email;Одежда;Рискующие;3;5;4;354;Потерянные
2875;213;54;3049,21;2022-11-22;2023-05-11;Органика;Дом и сад;Потенциальные;4;5;1;451;Потерянные
2876;574;37;4345,59;2022-11-22;2023-05-12;Органика;Книги;Новые;1;4;2;142;Потерянные
2877;49;22;2470,34;2022-11-22;2023-05-12;Контекстная реклама;Электроника;Чемпионы;5;2;1;521;Потерянные
2878;127;7;3776,97;2022-11-22;2023-05-12;Социальные сети;Электроника;Рискующие;5;1;2;512;Потенциально лояльные
2879;223;23;3412,06;2022-11-22;2023-05-12;Рефералы;Одежда;Рискующие;4;3;2;432;Потерянные
2880;279;41;7815,76;2022-11-22;2023-05-12;Рефералы;Дом и сад;Новые;3;4;3;343;Лояльные клиенты
2881;408;40;8462,20;2022-11-22;2023-05-12;Рефералы;Книги;Лояльные;2;4;3;243;Потерянные
2882;505;29;14176,96;2022-11-23;2023-05-12;Органика;Книги;Лояльные;2;3;5;235;Потерянные
2883;294;16;2973,78;2022-11-23;2023-05-12;Органика;Книги;Потерянные;3;2;1;321;Потерянные
2884;277;38;9643,05;2022-11-23;2023-05-13;Органика;Книги;Потерянные;3;4;4;344;Лояльные клиенты
2885;438;28;12268,03;2022-11-23;2023-05-13;Социальные сети;Одежда;Лояльные;2;3;5;235;Потерянные
2886;107;48;8425,61;2022-11-23;2023-05-13;Органика;Одежда;Чемпионы;5;5;3;553;Потерянные
2887;420;38;3862,30;2022-11-23;2023-05-13;Рефералы;Дом и сад;Лояльные;2;4;2;242;Потерянные
2888;611;31;3975,13;2022-11-23;2023-05-13;Рефералы;Спорт;Новые;1;3;2;132;Потерянные
2889;429;14;636,83;2022-11-23;2023-05-13;Контекстная реклама;Одежда;Рискующие;2;2;1;221;Потерянные
