property_id,city,district,property_type,total_area,living_area,kitchen_area,rooms,floor,total_floors,year_built,renovation_type,balcony,parking,metro_distance,center_distance,school_rating,hospital_distance,shopping_mall_distance,park_distance,crime_rate,air_quality_index,noise_level,price
PROP_001585,Новосибирск,Деловой район,Вторичка,29.3,19.9,7.4,1,7,9,2002,Без ремонта,False,False,3.2,2.7,10.0,3.9,3.3,2.6,10.0,3.6,2.6,2930000
PROP_001586,Казань,Спальный район,Новостройка,42.4,27.5,16.8,2,5,12,2018,Евроремонт,False,True,,12.2,10.0,0.8,3.8,3.4,1.0,4.4,1.0,4370000
PROP_001587,Казань,Промышленный,Вторичка,39.4,26.6,6.3,2,12,12,1970,Косметический,True,True,,50.0,7.0,7.3,4.6,3.2,1.0,1.0,3.0,1500000
PROP_001588,СПб,Окраина,Новостройка,25.0,17.5,15.6,1,5,12,2015,Косметический,True,False,0.8,41.2,8.8,3.9,3.5,2.4,1.8,3.6,4.5,2510000
PROP_001589,СПб,Промышленный,Вторичка,56.1,35.4,14.7,3,3,5,1982,Без ремонта,False,False,3.6,15.9,10.0,5.2,1.0,0.4,1.8,1.3,6.7,4120000
PROP_001590,Москва,Промышленный,Вторичка,103.3,62.4,10.0,4,2,5,1974,Косметический,False,False,1.4,15.1,10.0,6.4,2.7,0.9,3.8,1.6,1.9,13710000
PROP_001591,Москва,Спальный район,Новостройка,25.0,18.1,6.2,1,7,12,2021,Евроремонт,True,True,2.1,8.3,10.0,4.2,1.2,6.2,1.7,1.5,3.6,7720000
PROP_001592,СПб,Спальный район,Новостройка,25.0,17.3,13.0,1,2,12,2024,Евроремонт,True,True,1.0,30.4,5.2,8.7,1.4,2.0,2.6,2.9,6.8,3660000
PROP_001593,Казань,Центр,Вторичка,127.5,101.1,10.0,4,3,16,2013,Евроремонт,True,False,,3.7,3.2,4.4,0.3,0.2,6.8,2.5,8.2,14650000
PROP_001594,Москва,Деловой район,Вторичка,36.0,25.9,7.6,2,2,16,1993,Евроремонт,True,False,0.5,3.6,4.6,3.3,1.6,4.5,4.5,3.7,8.0,8540000
PROP_001595,СПб,Промышленный,Новостройка,25.0,17.8,15.3,1,14,20,2015,Евроремонт,True,False,3.0,15.8,4.3,6.0,1.5,1.8,8.3,2.0,3.9,3410000
PROP_001596,Новосибирск,Окраина,Вторичка,51.3,38.4,8.9,2,9,16,1996,Косметический,True,True,0.9,27.7,4.1,2.7,1.8,2.3,2.4,4.6,8.0,1770000
PROP_001597,Новосибирск,Окраина,Вторичка,75.4,58.1,13.5,3,2,5,2014,Без ремонта,False,False,0.6,27.0,1.8,6.3,4.0,14.1,4.9,2.9,3.2,2590000
PROP_001598,Москва,Промышленный,Вторичка,27.0,20.1,14.4,1,3,5,2009,Косметический,True,False,0.9,50.0,4.0,8.5,1.4,0.1,3.6,3.5,2.5,3230000
PROP_001599,Казань,Окраина,Новостройка,31.6,24.7,6.7,1,10,12,2021,Евроремонт,True,False,,22.3,7.3,3.2,3.3,1.9,7.1,1.0,3.4,1650000
PROP_001600,Москва,Спальный район,Вторичка,25.0,17.1,14.6,1,1,9,1998,Евроремонт,True,False,0.9,5.5,6.9,7.7,1.1,0.9,2.3,5.2,7.2,4970000
PROP_001601,Екатеринбург,Спальный район,Вторичка,96.0,68.1,14.4,4,4,5,2005,Без ремонта,True,False,,19.6,5.7,2.6,2.1,1.5,6.6,5.3,7.1,6360000
PROP_001602,Москва,Спальный район,Элитное,80.0,60.7,8.8,4,12,12,1928,Без ремонта,True,False,2.0,12.3,6.1,1.4,0.7,3.2,1.2,3.0,1.5,20040000
PROP_001603,Москва,Центр,Вторичка,105.9,73.0,8.7,3,6,12,1981,Косметический,False,True,0.1,0.5,7.0,3.0,2.3,3.1,5.1,1.4,2.0,30470000
PROP_001604,Москва,Центр,Вторичка,33.6,21.6,16.3,1,4,16,1994,Косметический,True,False,0.3,5.4,7.4,1.7,0.2,3.9,7.0,2.1,4.6,12440000
PROP_001605,Москва,Промышленный,Вторичка,115.5,70.7,7.4,4,8,16,1987,Без ремонта,True,True,0.8,24.6,3.4,1.3,5.4,7.8,3.0,1.0,1.0,12590000
PROP_001606,Казань,Спальный район,Элитное,86.4,60.3,14.7,3,8,12,2020,Евроремонт,True,False,,8.5,7.2,3.5,1.3,1.4,1.0,5.3,7.3,14070000
PROP_001607,Москва,Окраина,Новостройка,107.4,83.0,14.5,4,6,20,2020,Евроремонт,True,False,1.1,50.0,3.3,4.8,1.1,0.2,1.0,2.8,7.2,10310000
PROP_001608,СПб,Окраина,Вторичка,103.1,62.3,11.6,3,10,16,1994,Без ремонта,False,False,1.5,17.0,5.1,4.3,2.4,1.2,1.6,1.0,1.1,6760000
PROP_001609,Новосибирск,Центр,Новостройка,69.1,41.7,9.6,3,2,25,2017,Косметический,False,False,0.1,0.5,10.0,10.1,3.1,3.1,3.8,3.0,5.0,12480000
PROP_001610,Москва,Окраина,Новостройка,25.0,16.3,7.0,1,5,25,2021,Косметический,True,False,3.3,11.3,2.7,1.9,1.2,5.5,1.0,10.0,2.0,3870000
PROP_001611,Казань,Спальный район,Вторичка,25.0,19.1,17.2,1,16,16,1993,Косметический,True,False,,5.9,10.0,10.2,2.6,1.8,9.3,5.5,9.5,1240000
PROP_001612,СПб,Спальный район,Новостройка,27.5,21.6,15.6,1,3,12,2023,Евроремонт,True,False,2.9,13.7,3.6,4.3,1.6,5.0,2.6,2.8,1.0,5780000
PROP_001613,СПб,Промышленный,Новостройка,80.6,53.8,19.8,4,15,20,2019,Без ремонта,True,True,4.1,28.6,1.9,3.8,0.9,4.9,3.4,1.0,6.0,7050000
PROP_001614,СПб,Спальный район,Элитное,80.0,52.8,7.7,4,1,12,1937,Евроремонт,True,True,0.4,11.5,1.2,3.8,3.5,1.6,2.0,9.4,4.2,21230000
PROP_001615,Москва,Центр,Новостройка,25.0,18.5,19.5,1,23,25,2023,Евроремонт,True,False,0.5,1.3,1.9,4.9,0.4,1.0,2.1,1.0,10.0,12530000
PROP_001616,Новосибирск,Спальный район,Вторичка,115.8,80.7,16.3,4,2,5,1976,Косметический,True,False,1.2,12.0,7.8,2.2,7.2,3.2,5.7,4.7,1.0,6120000
PROP_001617,Новосибирск,Окраина,Новостройка,25.0,15.8,10.0,1,12,20,2022,Евроремонт,True,False,1.6,36.6,9.2,3.8,2.3,1.0,2.2,1.0,6.4,1110000
PROP_001618,СПб,Спальный район,Новостройка,29.3,19.1,13.4,1,16,25,2017,Без ремонта,True,False,0.9,22.5,7.5,1.3,3.7,3.8,4.5,3.8,5.8,3170000
PROP_001619,Казань,Спальный район,Вторичка,62.3,37.6,6.8,3,12,16,1967,Косметический,True,False,,7.6,1.9,5.2,2.6,2.8,6.2,1.6,4.2,3220000
PROP_001620,Москва,Деловой район,Вторичка,43.0,30.7,14.3,2,3,5,1975,Косметический,True,True,4.4,2.7,10.0,0.7,1.5,4.7,1.0,4.0,1.0,12960000
PROP_001621,Екатеринбург,Деловой район,Вторичка,49.1,30.0,6.6,2,6,9,1972,Косметический,True,False,,2.6,10.0,0.8,1.2,3.2,8.2,6.2,7.2,4090000
PROP_001622,Екатеринбург,Центр,Новостройка,92.4,61.6,8.1,4,4,16,2016,Евроремонт,True,False,,1.0,2.6,4.0,7.0,8.7,3.9,2.9,8.7,15770000
PROP_001623,СПб,Окраина,Элитное,104.0,80.9,17.6,4,3,5,1944,Косметический,True,False,1.3,4.1,3.7,6.0,3.6,4.8,1.0,1.0,3.1,14070000
PROP_001624,Новосибирск,Окраина,Новостройка,25.0,20.0,12.3,1,8,16,2022,Косметический,True,True,0.1,11.4,1.0,5.1,1.4,0.9,1.0,10.0,3.1,1600000
PROP_001625,Екатеринбург,Окраина,Вторичка,82.1,54.6,16.5,4,2,12,2009,Косметический,True,False,,50.0,10.0,7.3,0.3,0.9,4.2,5.3,5.0,2650000
PROP_001626,СПб,Спальный район,Новостройка,52.7,39.5,7.1,2,10,16,2020,Евроремонт,True,True,3.0,11.8,3.5,5.4,0.6,0.8,1.0,3.3,4.1,10540000
PROP_001627,СПб,Промышленный,Вторичка,76.0,45.8,13.0,3,8,9,1960,Без ремонта,True,False,2.6,11.7,3.6,1.5,1.1,1.8,5.4,9.0,3.0,5480000
PROP_001628,Москва,Окраина,Вторичка,114.8,84.7,12.3,4,7,9,2014,Без ремонта,True,False,1.7,27.9,3.1,2.8,2.8,4.1,7.1,3.4,1.0,6890000
PROP_001629,Москва,Окраина,Вторичка,123.3,94.4,15.3,4,5,16,2013,Косметический,True,False,9.2,14.7,10.0,1.9,1.3,4.5,2.2,5.6,1.1,12730000
PROP_001630,Новосибирск,Промышленный,Вторичка,116.2,83.2,13.8,4,4,16,1972,Без ремонта,False,False,2.0,16.6,4.2,2.6,4.4,5.2,1.2,4.8,1.5,4990000
PROP_001631,СПб,Деловой район,Новостройка,25.0,16.8,12.1,1,16,20,2019,Косметический,True,True,0.6,4.7,3.6,2.8,0.3,3.0,3.1,6.9,10.0,5820000
PROP_001632,Новосибирск,Окраина,Вторичка,96.1,67.3,13.1,4,9,9,1981,Косметический,True,False,1.3,50.0,10.0,1.1,0.2,2.8,1.0,2.4,6.4,2350000
PROP_001633,Екатеринбург,Спальный район,Вторичка,47.2,36.1,13.4,2,13,16,1985,Косметический,False,False,,14.1,9.3,0.6,6.6,8.4,1.3,7.5,2.1,2690000
PROP_001634,СПб,Центр,Новостройка,39.6,27.7,18.2,2,3,12,2020,Косметический,False,False,0.3,0.5,7.6,0.9,3.8,2.6,3.1,2.3,2.7,15040000
PROP_001635,СПб,Центр,Вторичка,64.2,44.3,13.7,3,2,5,2000,Без ремонта,True,True,0.5,3.3,,2.6,3.3,2.4,1.0,1.0,3.7,12660000
PROP_001636,Москва,Деловой район,Вторичка,25.0,15.9,9.1,1,12,16,1977,Косметический,True,False,1.1,6.4,7.9,4.7,4.1,2.5,10.0,1.4,2.1,6070000
PROP_001637,Новосибирск,Центр,Новостройка,66.0,51.7,6.7,3,20,25,2015,Без ремонта,True,False,0.2,3.4,4.3,6.6,2.9,9.8,8.2,1.0,5.5,7050000
PROP_001638,Москва,Спальный район,Новостройка,58.3,43.5,10.0,3,2,12,2023,Евроремонт,True,True,2.0,5.8,2.5,6.7,0.7,1.4,2.7,2.4,1.7,21010000
PROP_001639,Казань,Деловой район,Вторичка,37.6,23.7,11.4,2,1,5,1982,Без ремонта,True,False,,12.0,7.0,5.2,4.6,3.0,3.1,3.1,9.3,2520000
PROP_001640,СПб,Промышленный,Вторичка,25.0,18.8,12.2,1,9,9,1998,Без ремонта,False,False,1.5,38.6,6.3,3.9,2.2,6.3,3.3,3.9,2.2,2190000
PROP_001641,Екатеринбург,Окраина,Вторичка,38.4,30.5,11.3,2,5,12,1995,Без ремонта,True,False,,12.8,6.6,4.2,10.1,3.0,3.5,7.8,3.7,1710000
PROP_001642,СПб,Деловой район,Новостройка,25.0,17.1,18.0,1,1,20,2019,Евроремонт,True,True,0.8,2.0,1.0,0.6,1.6,1.0,6.5,3.0,2.0,8130000
PROP_001643,Москва,Промышленный,Новостройка,112.7,83.6,11.2,3,2,16,2022,Евроремонт,True,True,0.5,34.5,8.4,1.3,7.0,3.5,4.0,8.6,1.1,25150000
PROP_001644,Новосибирск,Спальный район,Вторичка,25.0,18.2,17.3,1,3,16,2003,Косметический,True,True,0.6,10.0,10.0,1.2,2.3,2.8,6.2,3.6,1.0,2120000
PROP_001645,Москва,Деловой район,Вторичка,73.6,51.9,11.8,3,7,9,1976,Евроремонт,True,True,1.7,9.5,1.2,5.1,1.6,9.3,1.0,2.5,1.1,22860000
PROP_001646,Москва,Деловой район,Новостройка,38.7,28.0,7.1,2,3,12,2017,Косметический,True,False,0.5,3.8,5.3,3.5,4.7,7.5,7.4,3.2,7.2,12940000
PROP_001647,Москва,Спальный район,Новостройка,25.0,17.6,14.3,1,1,16,2020,Евроремонт,True,True,1.7,8.7,9.1,1.5,2.6,1.7,2.1,3.9,2.6,8100000
PROP_001648,СПб,Центр,Вторичка,25.0,19.8,19.7,1,14,16,1996,Косметический,True,False,0.1,0.6,,3.8,4.1,5.0,5.2,1.7,4.9,5620000
PROP_001649,Москва,Окраина,Новостройка,41.3,28.0,9.3,2,13,20,2021,Евроремонт,True,False,0.3,30.0,4.9,10.4,5.5,2.2,3.4,4.2,10.0,4570000
PROP_001650,Казань,Промышленный,Вторичка,70.0,45.0,6.9,3,6,12,1985,Без ремонта,True,True,,24.9,5.9,3.9,2.0,0.2,3.3,2.8,1.4,2760000
PROP_001651,СПб,Деловой район,Вторичка,30.1,19.2,12.2,1,7,16,1976,Косметический,True,False,0.7,3.2,3.8,3.4,8.8,3.3,3.7,4.6,4.8,7230000
PROP_001652,Новосибирск,Окраина,Вторичка,66.7,44.1,17.6,3,3,16,2014,Евроремонт,True,False,2.3,20.6,3.7,1.7,1.9,3.5,1.0,3.5,1.6,3250000
PROP_001653,СПб,Промышленный,Вторичка,25.0,18.1,17.0,1,2,9,1966,Без ремонта,True,False,1.8,45.2,5.4,1.2,4.7,0.7,7.5,3.7,2.9,1540000
PROP_001654,СПб,Окраина,Новостройка,66.1,44.9,11.1,3,1,12,2017,Косметический,False,False,2.7,38.3,3.2,1.9,5.0,0.5,1.0,1.2,5.1,4630000
PROP_001655,СПб,Деловой район,Вторичка,28.6,20.2,9.2,1,7,9,1971,Косметический,True,True,1.2,4.7,6.4,3.3,4.3,1.8,1.6,1.0,6.0,5380000
PROP_001656,СПб,Центр,Вторичка,58.7,43.4,19.7,3,6,12,1975,Косметический,True,False,0.2,0.5,4.7,1.4,1.5,3.9,3.0,1.0,4.5,13090000
PROP_001657,Казань,Окраина,Вторичка,42.0,32.3,14.4,2,4,5,1989,Без ремонта,True,False,,36.9,3.2,2.4,1.5,0.3,1.2,7.8,2.5,1240000
PROP_001658,Москва,Окраина,Вторичка,150.0,94.3,18.9,5,4,5,1985,Без ремонта,True,True,3.1,22.6,5.8,6.9,0.3,1.4,2.5,1.0,2.4,12690000
PROP_001659,Казань,Окраина,Вторичка,81.3,57.0,14.5,3,1,5,1975,Косметический,True,False,,33.7,10.0,2.6,2.8,0.4,5.4,2.9,2.3,2170000
PROP_001660,Новосибирск,Промышленный,Новостройка,25.0,19.8,7.0,1,1,12,2020,Косметический,False,False,3.0,22.4,6.5,5.6,2.2,2.6,1.0,1.7,1.0,1430000
PROP_001661,Новосибирск,Спальный район,Вторичка,49.9,38.4,17.5,2,3,5,2010,Без ремонта,True,True,0.3,5.1,3.3,2.2,2.8,5.9,3.2,5.9,4.9,3120000
PROP_001662,СПб,Окраина,Вторичка,42.5,25.8,14.8,2,9,12,1968,Без ремонта,False,False,2.1,44.1,10.0,2.3,1.2,0.6,4.8,2.0,3.0,1570000
PROP_001663,Екатеринбург,Промышленный,Вторичка,42.6,33.9,12.0,2,5,9,2009,Косметический,True,False,,9.0,4.0,3.4,6.0,2.1,2.5,3.8,7.7,2030000
PROP_001664,СПб,Окраина,Вторичка,51.6,37.9,13.3,2,8,16,2013,Косметический,True,False,2.2,50.0,5.1,6.6,0.8,2.2,5.8,7.7,2.5,2480000
PROP_001665,Екатеринбург,Деловой район,Вторичка,90.2,61.1,17.8,4,12,16,1982,Косметический,True,False,,4.5,10.0,4.3,4.0,3.5,1.0,5.6,2.3,9770000
PROP_001666,Казань,Окраина,Новостройка,200.0,139.1,17.2,5,17,25,2016,Евроремонт,True,False,,4.5,1.0,0.4,2.1,1.2,4.4,2.3,7.5,10990000
PROP_001667,СПб,Центр,Новостройка,53.9,36.8,8.6,2,10,16,2017,Косметический,True,False,0.3,1.0,3.8,0.8,5.6,0.8,1.0,1.1,5.5,17870000
PROP_001668,СПб,Окраина,Вторичка,102.1,67.8,11.8,4,16,16,1986,Косметический,False,True,3.6,45.8,1.8,3.6,4.8,4.4,1.0,3.5,8.7,4280000
PROP_001669,Екатеринбург,Промышленный,Новостройка,79.3,50.1,6.9,3,9,20,2016,Косметический,True,False,,35.3,4.4,3.8,4.6,9.1,3.7,10.0,1.9,4750000
PROP_001670,Москва,Окраина,Вторичка,50.6,31.1,17.6,2,7,16,1982,Косметический,True,False,1.2,37.4,5.0,1.1,0.3,1.5,3.0,,6.9,3230000
PROP_001671,Москва,Промышленный,Вторичка,150.1,100.7,8.0,4,11,16,1986,Косметический,False,False,2.9,20.1,5.5,2.7,8.8,7.2,2.6,3.1,8.1,14170000
PROP_001672,Новосибирск,Окраина,Вторичка,65.4,42.8,10.3,3,4,5,1964,Без ремонта,False,False,1.3,17.4,2.1,7.7,2.8,3.0,2.1,3.1,1.0,1640000
PROP_001673,Екатеринбург,Спальный район,Вторичка,85.7,58.4,10.8,4,2,5,2005,Косметический,True,True,,12.0,3.6,1.1,3.5,3.2,5.9,8.7,2.9,7410000
PROP_001674,СПб,Деловой район,Новостройка,99.9,65.0,13.2,4,9,12,2019,Без ремонта,True,True,2.3,8.5,8.4,10.6,4.4,0.4,2.2,1.0,1.0,23860000
PROP_001675,Екатеринбург,Промышленный,Вторичка,104.5,73.1,18.0,4,4,5,1987,Косметический,True,False,,23.0,4.2,2.1,3.4,1.1,1.0,1.0,1.8,4630000
PROP_001676,СПб,Окраина,Вторичка,25.0,15.0,9.5,1,3,5,1983,Косметический,True,False,1.3,50.0,1.8,2.2,4.7,4.2,1.8,10.0,2.5,1320000
PROP_001677,Екатеринбург,Окраина,Элитное,80.0,63.2,9.1,4,4,8,2021,Косметический,True,True,,35.1,2.1,1.8,8.1,1.5,1.8,3.8,8.1,6020000
PROP_001678,СПб,Деловой район,Новостройка,25.0,18.2,6.5,1,1,16,2020,Косметический,False,False,2.3,4.6,3.7,6.4,3.6,4.2,7.7,7.3,1.4,5980000
PROP_001679,Москва,Окраина,Новостройка,92.7,58.6,16.6,3,18,25,2018,Евроремонт,False,False,1.7,50.0,8.2,1.5,6.6,1.4,5.9,5.2,2.8,11390000
PROP_001680,СПб,Спальный район,Новостройка,90.2,62.2,17.1,3,7,12,2022,Евроремонт,False,False,1.2,8.0,4.8,5.8,2.0,3.1,9.5,1.9,2.8,17920000
PROP_001681,Новосибирск,Деловой район,Новостройка,76.0,50.8,6.1,3,3,12,2021,Евроремонт,True,True,3.5,1.1,5.6,1.4,3.6,0.9,3.6,2.0,4.3,15340000
PROP_001682,Екатеринбург,Окраина,Вторичка,25.0,20.0,15.3,1,2,9,1980,Косметический,False,False,,20.1,10.0,5.8,8.2,1.9,1.0,3.4,4.6,1000000
PROP_001683,Новосибирск,Промышленный,Новостройка,31.4,23.7,11.2,1,11,20,2016,Без ремонта,True,False,1.2,19.9,8.3,1.3,1.4,4.0,5.3,7.2,8.1,1660000
PROP_001684,Екатеринбург,Центр,Вторичка,25.0,16.1,18.9,1,9,12,1987,Без ремонта,True,False,,3.1,5.3,1.2,1.1,3.1,3.4,3.2,7.2,2840000
PROP_001685,Новосибирск,Деловой район,Новостройка,94.9,58.6,15.3,4,11,20,2022,Евроремонт,True,True,0.5,6.3,3.9,2.4,5.5,1.3,4.4,6.6,2.1,16410000
PROP_001686,Москва,Центр,Новостройка,26.5,18.0,7.5,1,13,16,2019,Без ремонта,False,True,0.1,3.1,7.4,1.5,1.0,0.5,6.7,8.4,2.0,10600000
PROP_001687,СПб,Промышленный,Новостройка,69.8,55.3,7.0,3,10,12,2015,Евроремонт,True,False,1.2,8.2,2.0,3.8,0.4,4.7,1.0,3.7,1.4,11190000
PROP_001688,Москва,Центр,Новостройка,25.0,18.4,7.2,1,11,20,2021,Евроремонт,False,False,1.3,6.6,5.0,3.6,0.3,2.7,1.0,1.0,9.4,10580000
PROP_001689,Москва,Центр,Вторичка,45.3,35.1,9.5,2,11,16,2001,Без ремонта,True,False,0.1,0.5,4.7,2.0,1.2,4.9,1.0,1.3,4.6,14000000
PROP_001690,Москва,Центр,Вторичка,61.0,38.2,16.1,3,5,16,1994,Без ремонта,True,False,0.1,0.5,10.0,1.9,2.3,3.8,4.0,2.5,6.7,18770000
PROP_001691,Екатеринбург,Деловой район,Новостройка,25.0,16.5,11.9,1,17,25,2023,Евроремонт,True,False,,0.8,8.3,1.9,1.7,2.7,3.0,1.5,1.2,4330000
PROP_001692,Новосибирск,Спальный район,Вторичка,69.8,46.6,11.6,3,2,5,1988,Косметический,False,False,3.1,14.2,6.2,5.3,1.0,1.8,4.2,3.7,1.0,4120000
PROP_001693,Москва,Спальный район,Вторичка,29.9,20.5,18.7,1,10,12,1971,Евроремонт,True,False,1.8,13.3,7.3,2.8,3.2,3.2,6.6,8.1,1.0,4340000
PROP_001694,Москва,Центр,Новостройка,103.4,75.3,11.7,3,8,12,2024,Евроремонт,False,True,0.4,5.9,7.0,5.8,2.1,4.2,3.8,1.7,8.2,58530000
PROP_001695,Екатеринбург,Спальный район,Вторичка,124.0,82.6,16.0,5,11,16,1998,Косметический,True,False,,15.8,1.2,12.2,4.3,0.2,1.6,4.6,4.7,8520000
PROP_001696,Москва,Окраина,Вторичка,41.2,25.1,19.3,2,8,16,2010,Косметический,True,False,0.6,9.3,3.4,0.8,2.4,0.5,1.0,3.4,1.0,5860000
PROP_001697,Екатеринбург,Спальный район,Новостройка,25.0,16.9,15.0,1,11,12,2017,Без ремонта,False,False,,18.3,9.5,1.9,2.3,1.8,1.3,1.6,5.3,1770000
PROP_001698,Новосибирск,Спальный район,Вторичка,40.1,29.7,13.0,2,15,16,1976,Косметический,True,False,2.3,7.0,1.8,3.8,3.2,2.3,2.5,9.0,2.4,2570000
PROP_001699,Москва,Окраина,Вторичка,70.6,42.9,7.1,3,2,12,1982,Косметический,True,False,3.1,50.0,4.9,2.2,6.7,6.0,1.7,4.2,1.0,5560000
PROP_001700,Казань,Окраина,Вторичка,36.1,24.5,15.6,2,2,9,1986,Без ремонта,False,False,,19.9,10.0,2.1,5.2,2.3,6.9,10.0,3.3,1030000
PROP_001701,Москва,Промышленный,Новостройка,54.7,39.0,8.9,2,11,16,2017,Евроремонт,False,False,2.0,44.9,10.0,4.9,7.0,2.5,4.8,2.2,5.6,7850000
PROP_001702,Екатеринбург,Промышленный,Новостройка,107.5,79.5,18.6,4,8,20,2020,Евроремонт,True,False,,44.3,5.6,1.9,8.0,3.7,6.5,4.4,1.5,6310000
PROP_001703,Москва,Центр,Вторичка,107.7,81.8,7.5,3,7,12,2010,Косметический,True,False,0.1,1.6,2.8,3.7,2.6,3.7,5.7,3.9,3.0,33130000
PROP_001704,Москва,Спальный район,Новостройка,59.4,43.6,19.9,3,10,16,2018,Косметический,True,False,1.8,13.2,10.0,3.4,10.4,4.2,1.0,,2.2,13590000
PROP_001705,Новосибирск,Деловой район,Новостройка,30.7,20.2,11.1,1,1,12,2020,Евроремонт,True,False,1.0,4.3,4.4,2.9,2.1,3.5,5.8,1.5,4.9,3840000
PROP_001706,Москва,Деловой район,Элитное,82.5,62.1,15.4,3,5,12,1908,Косметический,True,True,2.3,7.4,10.0,6.7,3.8,0.3,7.4,5.6,3.7,42120000
PROP_001707,Екатеринбург,Окраина,Новостройка,29.0,18.7,9.9,1,3,12,2018,Евроремонт,True,False,,19.6,4.1,1.5,5.6,3.5,1.0,7.8,5.4,1670000
PROP_001708,Москва,Окраина,Новостройка,72.5,47.0,7.4,3,1,16,2019,Без ремонта,False,True,1.7,5.9,7.3,7.8,3.6,4.7,1.0,6.5,5.9,8480000
PROP_001709,Новосибирск,Окраина,Вторичка,62.4,41.3,16.7,3,3,5,2002,Косметический,True,False,6.7,23.8,10.0,2.0,4.7,2.5,6.6,8.9,8.1,2230000
PROP_001710,Москва,Центр,Вторичка,43.7,26.6,12.9,2,8,9,1977,Без ремонта,False,False,0.2,2.3,6.7,4.4,6.7,3.3,3.2,4.3,5.3,12380000
PROP_001711,Москва,Спальный район,Элитное,84.1,64.6,17.2,3,2,5,2020,Евроремонт,False,True,1.6,10.4,9.8,3.5,1.8,1.6,2.7,4.0,5.3,41410000
PROP_001712,Новосибирск,Спальный район,Вторичка,25.0,18.8,17.8,1,10,16,2009,Евроремонт,True,False,3.6,8.5,4.7,7.7,3.4,0.5,4.4,3.9,4.8,2200000
PROP_001713,Москва,Спальный район,Новостройка,36.0,28.2,10.2,2,4,25,2022,Евроремонт,True,True,3.9,7.5,6.3,0.5,7.3,1.9,4.6,4.8,1.0,10680000
PROP_001714,Москва,Промышленный,Вторичка,25.0,17.5,7.0,1,6,12,1961,Косметический,True,False,1.3,28.1,4.5,2.6,7.0,12.4,1.0,1.7,7.6,2520000
PROP_001715,Екатеринбург,Промышленный,Вторичка,70.8,46.9,10.9,3,4,16,1998,Косметический,True,False,,22.7,9.3,3.7,0.6,2.1,4.3,2.4,5.9,3230000
PROP_001716,Новосибирск,Центр,Новостройка,77.1,49.1,11.3,3,9,25,2021,Евроремонт,True,False,0.1,2.9,10.0,1.0,4.2,0.5,1.0,1.1,3.8,14700000
PROP_001717,Москва,Окраина,Новостройка,58.1,44.4,12.0,3,14,20,2023,Евроремонт,True,True,0.7,28.5,2.1,2.5,0.7,2.2,4.2,2.8,1.6,8420000
PROP_001718,Москва,Деловой район,Новостройка,25.0,18.6,17.9,1,8,20,2021,Косметический,True,False,4.7,4.6,4.3,8.9,2.4,0.6,1.6,5.8,5.1,10050000
PROP_001719,СПб,Центр,Вторичка,58.3,35.8,12.6,3,5,9,2007,Косметический,True,True,0.3,0.5,3.1,1.9,3.2,1.5,5.0,4.2,5.7,14420000
PROP_001720,Казань,Промышленный,Вторичка,25.0,16.2,8.0,1,4,16,1998,Косметический,True,False,,16.7,,1.6,1.4,3.5,7.5,1.8,4.7,1110000
PROP_001721,СПб,Промышленный,Вторичка,78.6,47.7,7.9,3,1,5,2013,Евроремонт,True,False,1.7,40.8,8.7,3.4,1.9,1.9,1.1,,3.1,6900000
PROP_001722,СПб,Деловой район,Вторичка,25.0,18.1,12.7,1,1,5,1998,Евроремонт,False,False,2.3,4.1,3.8,10.4,3.1,2.7,2.8,2.9,10.0,4070000
PROP_001723,Екатеринбург,Деловой район,Новостройка,42.6,28.9,15.5,2,16,16,2022,Евроремонт,True,False,,6.0,3.6,11.5,2.8,1.9,1.0,1.2,4.9,7810000
PROP_001724,Екатеринбург,Промышленный,Вторичка,81.6,49.9,10.6,3,8,12,1976,Евроремонт,True,True,,6.9,7.6,1.2,1.2,3.6,10.0,3.4,3.4,4050000
PROP_001725,СПб,Окраина,Новостройка,37.4,29.5,15.8,2,11,12,2018,Евроремонт,True,False,0.5,48.9,10.0,2.7,3.4,4.2,2.3,1.6,2.4,3870000
PROP_001726,СПб,Промышленный,Вторичка,73.3,44.5,11.0,3,3,9,2012,Косметический,False,True,2.0,45.7,7.4,15.9,4.3,3.8,1.0,3.6,10.0,5890000
PROP_001727,Москва,Центр,Новостройка,25.0,17.7,8.6,1,6,12,2018,Евроремонт,True,True,0.1,0.9,1.2,0.4,2.6,0.3,3.7,3.1,6.1,11530000
PROP_001728,СПб,Центр,Новостройка,26.0,17.2,19.5,1,7,12,2024,Евроремонт,True,False,0.1,0.5,4.1,4.9,0.4,4.6,1.1,1.6,2.2,12280000
PROP_001729,Новосибирск,Центр,Элитное,200.6,146.8,10.9,6,3,12,2017,Косметический,True,True,1.3,4.2,5.2,3.3,6.4,3.5,2.1,4.6,6.8,60310000
PROP_001730,Казань,Спальный район,Вторичка,61.9,39.9,14.6,3,2,5,1983,Без ремонта,True,False,,21.0,4.2,3.3,3.8,2.5,3.5,3.6,4.9,2350000
PROP_001731,Москва,Окраина,Элитное,80.0,63.5,12.9,3,2,12,1900,Косметический,True,True,2.2,7.0,8.5,10.1,4.2,0.4,5.5,4.1,6.6,15000000
PROP_001732,Москва,Деловой район,Новостройка,48.5,32.8,13.4,2,1,20,2020,Косметический,True,False,4.5,2.4,5.7,4.1,1.0,3.5,1.0,,5.6,14620000
